5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -1.0}, {'J01': 1}, {'J01': 1}, 
20.0, {'J01': -5.0}, {'J01': 2}, {'J01': 5}, 
25.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': -9.0}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -9.0}, {'J01': 4}, {'J01': 9}, 
45.0, {'J01': -11.0}, {'J01': 4}, {'J01': 11}, 
50.0, {'J01': -11.0}, {'J01': 4}, {'J01': 11}, 
55.0, {'J01': -11.0}, {'J01': 4}, {'J01': 11}, 
60.0, {'J01': -8.0}, {'J01': 4}, {'J01': 8}, 
65.0, {'J01': -13.0}, {'J01': 4}, {'J01': 13}, 
70.0, {'J01': -11.0}, {'J01': 4}, {'J01': 11}, 
75.0, {'J01': -11.0}, {'J01': 4}, {'J01': 11}, 
80.0, {'J01': -11.0}, {'J01': 4}, {'J01': 11}, 
85.0, {'J01': -15.0}, {'J01': 4}, {'J01': 15}, 
90.0, {'J01': -12.0}, {'J01': 4}, {'J01': 12}, 
95.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
100.0, {'J01': -15.0}, {'J01': 4}, {'J01': 15}, 
105.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
110.0, {'J01': -14.0}, {'J01': 4}, {'J01': 14}, 
115.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
120.0, {'J01': -17.0}, {'J01': 4}, {'J01': 17}, 
125.0, {'J01': -16.0}, {'J01': 4}, {'J01': 16}, 
130.0, {'J01': -22.0}, {'J01': 5}, {'J01': 22}, 
135.0, {'J01': -27.0}, {'J01': 5}, {'J01': 27}, 
140.0, {'J01': -30.0}, {'J01': 5}, {'J01': 30}, 
145.0, {'J01': -38.0}, {'J01': 5}, {'J01': 38}, 
150.0, {'J01': -42.0}, {'J01': 6}, {'J01': 42}, 
155.0, {'J01': -45.0}, {'J01': 7}, {'J01': 45}, 
160.0, {'J01': -46.0}, {'J01': 8}, {'J01': 46}, 
165.0, {'J01': -47.0}, {'J01': 8}, {'J01': 47}, 
170.0, {'J01': -37.0}, {'J01': 6}, {'J01': 37}, 
175.0, {'J01': -37.0}, {'J01': 6}, {'J01': 37}, 
180.0, {'J01': -31.0}, {'J01': 5}, {'J01': 31}, 
185.0, {'J01': -33.0}, {'J01': 6}, {'J01': 33}, 
190.0, {'J01': -27.0}, {'J01': 6}, {'J01': 27}, 
195.0, {'J01': -21.0}, {'J01': 6}, {'J01': 21}, 
200.0, {'J01': -23.0}, {'J01': 6}, {'J01': 23}, 
205.0, {'J01': -33.0}, {'J01': 7}, {'J01': 33}, 
210.0, {'J01': -28.0}, {'J01': 7}, {'J01': 28}, 
