5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -3.0}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': -4.0}, {'J01': 1}, {'J01': 4}, 
30.0, {'J01': -6.0}, {'J01': 2}, {'J01': 6}, 
35.0, {'J01': -8.0}, {'J01': 2}, {'J01': 8}, 
40.0, {'J01': -9.0}, {'J01': 3}, {'J01': 9}, 
45.0, {'J01': -14.0}, {'J01': 4}, {'J01': 14}, 
50.0, {'J01': -12.0}, {'J01': 3}, {'J01': 12}, 
55.0, {'J01': -15.0}, {'J01': 3}, {'J01': 15}, 
60.0, {'J01': -25.0}, {'J01': 5}, {'J01': 25}, 
65.0, {'J01': -31.0}, {'J01': 7}, {'J01': 31}, 
70.0, {'J01': -28.0}, {'J01': 7}, {'J01': 28}, 
75.0, {'J01': -25.0}, {'J01': 6}, {'J01': 25}, 
80.0, {'J01': -28.0}, {'J01': 6}, {'J01': 28}, 
85.0, {'J01': -25.0}, {'J01': 6}, {'J01': 25}, 
90.0, {'J01': -15.0}, {'J01': 5}, {'J01': 15}, 
95.0, {'J01': -21.0}, {'J01': 5}, {'J01': 21}, 
100.0, {'J01': -32.0}, {'J01': 7}, {'J01': 32}, 
105.0, {'J01': -32.0}, {'J01': 8}, {'J01': 32}, 
110.0, {'J01': -33.0}, {'J01': 8}, {'J01': 33}, 
115.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
120.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
125.0, {'J01': -44.0}, {'J01': 8}, {'J01': 44}, 
130.0, {'J01': -33.0}, {'J01': 6}, {'J01': 33}, 
135.0, {'J01': -27.0}, {'J01': 6}, {'J01': 27}, 
140.0, {'J01': -32.0}, {'J01': 6}, {'J01': 32}, 
145.0, {'J01': -40.0}, {'J01': 7}, {'J01': 40}, 
150.0, {'J01': -43.0}, {'J01': 8}, {'J01': 43}, 
155.0, {'J01': -47.0}, {'J01': 8}, {'J01': 47}, 
160.0, {'J01': -41.0}, {'J01': 8}, {'J01': 41}, 
165.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
170.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
175.0, {'J01': -42.0}, {'J01': 8}, {'J01': 42}, 
180.0, {'J01': -45.0}, {'J01': 8}, {'J01': 45}, 
185.0, {'J01': -44.0}, {'J01': 8}, {'J01': 44}, 
190.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
195.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
200.0, {'J01': -32.0}, {'J01': 7}, {'J01': 32}, 
205.0, {'J01': -17.0}, {'J01': 4}, {'J01': 17}, 
210.0, {'J01': -12.0}, {'J01': 4}, {'J01': 12}, 
215.0, {'J01': -12.0}, {'J01': 4}, {'J01': 12}, 
220.0, {'J01': -20.0}, {'J01': 4}, {'J01': 20}, 
225.0, {'J01': -22.0}, {'J01': 6}, {'J01': 22}, 
230.0, {'J01': -25.0}, {'J01': 8}, {'J01': 25}, 
235.0, {'J01': -25.0}, {'J01': 8}, {'J01': 25}, 
240.0, {'J01': -25.0}, {'J01': 8}, {'J01': 25}, 
245.0, {'J01': -29.0}, {'J01': 8}, {'J01': 29}, 
250.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
255.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
260.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
265.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
270.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
275.0, {'J01': -33.0}, {'J01': 7}, {'J01': 33}, 
280.0, {'J01': -31.0}, {'J01': 7}, {'J01': 31}, 
285.0, {'J01': -32.0}, {'J01': 7}, {'J01': 32}, 
290.0, {'J01': -33.0}, {'J01': 7}, {'J01': 33}, 
295.0, {'J01': -38.0}, {'J01': 9}, {'J01': 38}, 
300.0, {'J01': -40.0}, {'J01': 9}, {'J01': 40}, 
305.0, {'J01': -45.0}, {'J01': 10}, {'J01': 45}, 
310.0, {'J01': -46.0}, {'J01': 10}, {'J01': 46}, 
315.0, {'J01': -45.0}, {'J01': 10}, {'J01': 45}, 
320.0, {'J01': -46.0}, {'J01': 12}, {'J01': 46}, 
325.0, {'J01': -49.0}, {'J01': 12}, {'J01': 49}, 
330.0, {'J01': -52.0}, {'J01': 13}, {'J01': 52}, 
335.0, {'J01': -52.0}, {'J01': 14}, {'J01': 52}, 
340.0, {'J01': -50.0}, {'J01': 16}, {'J01': 50}, 
345.0, {'J01': -44.0}, {'J01': 16}, {'J01': 44}, 
350.0, {'J01': -45.0}, {'J01': 16}, {'J01': 45}, 
355.0, {'J01': -45.0}, {'J01': 16}, {'J01': 45}, 
360.0, {'J01': -39.0}, {'J01': 17}, {'J01': 39}, 
365.0, {'J01': -44.0}, {'J01': 18}, {'J01': 44}, 
370.0, {'J01': -44.0}, {'J01': 18}, {'J01': 44}, 
375.0, {'J01': -46.0}, {'J01': 18}, {'J01': 46}, 
380.0, {'J01': -46.0}, {'J01': 18}, {'J01': 46}, 
385.0, {'J01': -49.0}, {'J01': 19}, {'J01': 49}, 
390.0, {'J01': -52.0}, {'J01': 19}, {'J01': 52}, 
395.0, {'J01': -48.0}, {'J01': 18}, {'J01': 48}, 
400.0, {'J01': -40.0}, {'J01': 17}, {'J01': 40}, 
405.0, {'J01': -39.0}, {'J01': 16}, {'J01': 39}, 
410.0, {'J01': -41.0}, {'J01': 16}, {'J01': 41}, 
415.0, {'J01': -42.0}, {'J01': 16}, {'J01': 42}, 
420.0, {'J01': -48.0}, {'J01': 19}, {'J01': 48}, 
425.0, {'J01': -49.0}, {'J01': 20}, {'J01': 49}, 
430.0, {'J01': -51.0}, {'J01': 20}, {'J01': 51}, 
435.0, {'J01': -54.0}, {'J01': 20}, {'J01': 54}, 
440.0, {'J01': -50.0}, {'J01': 21}, {'J01': 50}, 
445.0, {'J01': -52.0}, {'J01': 21}, {'J01': 52}, 
450.0, {'J01': -45.0}, {'J01': 19}, {'J01': 45}, 
455.0, {'J01': -41.0}, {'J01': 20}, {'J01': 41}, 
460.0, {'J01': -45.0}, {'J01': 20}, {'J01': 45}, 
465.0, {'J01': -41.0}, {'J01': 17}, {'J01': 41}, 
470.0, {'J01': -36.0}, {'J01': 16}, {'J01': 36}, 
475.0, {'J01': -29.0}, {'J01': 14}, {'J01': 29}, 
480.0, {'J01': -24.0}, {'J01': 12}, {'J01': 24}, 
485.0, {'J01': -31.0}, {'J01': 13}, {'J01': 31}, 
490.0, {'J01': -41.0}, {'J01': 15}, {'J01': 41}, 
495.0, {'J01': -48.0}, {'J01': 16}, {'J01': 48}, 
500.0, {'J01': -43.0}, {'J01': 15}, {'J01': 43}, 
505.0, {'J01': -40.0}, {'J01': 13}, {'J01': 40}, 
510.0, {'J01': -33.0}, {'J01': 11}, {'J01': 33}, 
515.0, {'J01': -31.0}, {'J01': 11}, {'J01': 31}, 
520.0, {'J01': -32.0}, {'J01': 11}, {'J01': 32}, 
525.0, {'J01': -45.0}, {'J01': 14}, {'J01': 45}, 
530.0, {'J01': -43.0}, {'J01': 13}, {'J01': 43}, 
535.0, {'J01': -39.0}, {'J01': 13}, {'J01': 39}, 
540.0, {'J01': -41.0}, {'J01': 13}, {'J01': 41}, 
545.0, {'J01': -45.0}, {'J01': 15}, {'J01': 45}, 
550.0, {'J01': -47.0}, {'J01': 15}, {'J01': 47}, 
555.0, {'J01': -47.0}, {'J01': 15}, {'J01': 47}, 
560.0, {'J01': -48.0}, {'J01': 15}, {'J01': 48}, 
565.0, {'J01': -50.0}, {'J01': 16}, {'J01': 50}, 
570.0, {'J01': -54.0}, {'J01': 16}, {'J01': 54}, 
575.0, {'J01': -49.0}, {'J01': 16}, {'J01': 49}, 
580.0, {'J01': -50.0}, {'J01': 16}, {'J01': 50}, 
585.0, {'J01': -49.0}, {'J01': 16}, {'J01': 49}, 
590.0, {'J01': -49.0}, {'J01': 18}, {'J01': 49}, 
595.0, {'J01': -45.0}, {'J01': 17}, {'J01': 45}, 
600.0, {'J01': -41.0}, {'J01': 14}, {'J01': 41}, 
605.0, {'J01': -38.0}, {'J01': 12}, {'J01': 38}, 
610.0, {'J01': -44.0}, {'J01': 10}, {'J01': 44}, 
615.0, {'J01': -47.0}, {'J01': 10}, {'J01': 47}, 
620.0, {'J01': -41.0}, {'J01': 12}, {'J01': 41}, 
625.0, {'J01': -38.0}, {'J01': 12}, {'J01': 38}, 
630.0, {'J01': -42.0}, {'J01': 13}, {'J01': 42}, 
635.0, {'J01': -45.0}, {'J01': 14}, {'J01': 45}, 
640.0, {'J01': -41.0}, {'J01': 14}, {'J01': 41}, 
645.0, {'J01': -48.0}, {'J01': 16}, {'J01': 48}, 
650.0, {'J01': -50.0}, {'J01': 16}, {'J01': 50}, 
655.0, {'J01': -52.0}, {'J01': 16}, {'J01': 52}, 
660.0, {'J01': -50.0}, {'J01': 17}, {'J01': 50}, 
665.0, {'J01': -52.0}, {'J01': 20}, {'J01': 52}, 
670.0, {'J01': -44.0}, {'J01': 18}, {'J01': 44}, 
675.0, {'J01': -34.0}, {'J01': 12}, {'J01': 34}, 
680.0, {'J01': -34.0}, {'J01': 12}, {'J01': 34}, 
685.0, {'J01': -28.0}, {'J01': 9}, {'J01': 28}, 
690.0, {'J01': -27.0}, {'J01': 8}, {'J01': 27}, 
695.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
700.0, {'J01': -47.0}, {'J01': 12}, {'J01': 47}, 
705.0, {'J01': -51.0}, {'J01': 13}, {'J01': 51}, 
710.0, {'J01': -50.0}, {'J01': 13}, {'J01': 50}, 
715.0, {'J01': -50.0}, {'J01': 14}, {'J01': 50}, 
720.0, {'J01': -50.0}, {'J01': 14}, {'J01': 50}, 
725.0, {'J01': -50.0}, {'J01': 14}, {'J01': 50}, 
730.0, {'J01': -50.0}, {'J01': 14}, {'J01': 50}, 
735.0, {'J01': -42.0}, {'J01': 11}, {'J01': 42}, 
740.0, {'J01': -37.0}, {'J01': 9}, {'J01': 37}, 
745.0, {'J01': -30.0}, {'J01': 6}, {'J01': 30}, 
750.0, {'J01': -21.0}, {'J01': 5}, {'J01': 21}, 
755.0, {'J01': -22.0}, {'J01': 6}, {'J01': 22}, 
760.0, {'J01': -31.0}, {'J01': 4}, {'J01': 31}, 
765.0, {'J01': -35.0}, {'J01': 6}, {'J01': 35}, 
770.0, {'J01': -33.0}, {'J01': 8}, {'J01': 33}, 
775.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
780.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
785.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
790.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
795.0, {'J01': -30.0}, {'J01': 8}, {'J01': 30}, 
800.0, {'J01': -32.0}, {'J01': 8}, {'J01': 32}, 
805.0, {'J01': -36.0}, {'J01': 8}, {'J01': 36}, 
810.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
815.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
820.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
825.0, {'J01': -41.0}, {'J01': 8}, {'J01': 41}, 
830.0, {'J01': -44.0}, {'J01': 11}, {'J01': 44}, 
835.0, {'J01': -41.0}, {'J01': 11}, {'J01': 41}, 
840.0, {'J01': -41.0}, {'J01': 11}, {'J01': 41}, 
845.0, {'J01': -39.0}, {'J01': 11}, {'J01': 39}, 
850.0, {'J01': -44.0}, {'J01': 13}, {'J01': 44}, 
855.0, {'J01': -49.0}, {'J01': 13}, {'J01': 49}, 
860.0, {'J01': -51.0}, {'J01': 13}, {'J01': 51}, 
865.0, {'J01': -54.0}, {'J01': 13}, {'J01': 54}, 
870.0, {'J01': -53.0}, {'J01': 14}, {'J01': 53}, 
875.0, {'J01': -49.0}, {'J01': 15}, {'J01': 49}, 
880.0, {'J01': -51.0}, {'J01': 15}, {'J01': 51}, 
885.0, {'J01': -54.0}, {'J01': 16}, {'J01': 54}, 
890.0, {'J01': -57.0}, {'J01': 16}, {'J01': 57}, 
895.0, {'J01': -51.0}, {'J01': 14}, {'J01': 51}, 
900.0, {'J01': -36.0}, {'J01': 10}, {'J01': 36}, 
905.0, {'J01': -38.0}, {'J01': 9}, {'J01': 38}, 
910.0, {'J01': -36.0}, {'J01': 9}, {'J01': 36}, 
915.0, {'J01': -47.0}, {'J01': 11}, {'J01': 47}, 
