5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 1}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -8.6, 'top_mgr': 2}, {'J01': 1}, {'J01': 5}, 
20.0, {'J01': -31.6, 'top_mgr': 0}, {'J01': 2}, {'J01': 8}, 
25.0, {'J01': -44.00000000000001, 'top_mgr': 2}, {'J01': 3}, {'J01': 8}, 
30.0, {'J01': -48.800000000000004, 'top_mgr': 3}, {'J01': 4}, {'J01': 9}, 
35.0, {'J01': -76.19999999999999, 'top_mgr': 0}, {'J01': 4}, {'J01': 13}, 
40.0, {'J01': -82.2, 'top_mgr': 5}, {'J01': 4}, {'J01': 9}, 
45.0, {'J01': -98.2, 'top_mgr': 8}, {'J01': 4}, {'J01': 10}, 
50.0, {'J01': -82.2, 'top_mgr': 7}, {'J01': 4}, {'J01': 11}, 
55.0, {'J01': -98.6, 'top_mgr': 4}, {'J01': 3}, {'J01': 17}, 
60.0, {'J01': -148.8, 'top_mgr': 1}, {'J01': 5}, {'J01': 26}, 
65.0, {'J01': -176.20000000000002, 'top_mgr': 3}, {'J01': 7}, {'J01': 31}, 
70.0, {'J01': -216.0, 'top_mgr': 1}, {'J01': 7}, {'J01': 32}, 
75.0, {'J01': -196.2, 'top_mgr': 6}, {'J01': 7}, {'J01': 28}, 
80.0, {'J01': -178.8, 'top_mgr': 3}, {'J01': 7}, {'J01': 29}, 
85.0, {'J01': -186.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 28}, 
90.0, {'J01': -201.40000000000003, 'top_mgr': 4}, {'J01': 7}, {'J01': 24}, 
95.0, {'J01': -237.4, 'top_mgr': 0}, {'J01': 7}, {'J01': 28}, 
100.0, {'J01': -276.2, 'top_mgr': 0}, {'J01': 7}, {'J01': 33}, 
105.0, {'J01': -304.20000000000005, 'top_mgr': 2}, {'J01': 7}, {'J01': 33}, 
110.0, {'J01': -293.8, 'top_mgr': 3}, {'J01': 7}, {'J01': 32}, 
115.0, {'J01': -327.4, 'top_mgr': 1}, {'J01': 7}, {'J01': 33}, 
120.0, {'J01': -341.0, 'top_mgr': 4}, {'J01': 7}, {'J01': 32}, 
125.0, {'J01': -336.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 35}, 
130.0, {'J01': -368.2, 'top_mgr': 2}, {'J01': 7}, {'J01': 37}, 
135.0, {'J01': -350.00000000000006, 'top_mgr': 7}, {'J01': 6}, {'J01': 33}, 
140.0, {'J01': -358.6, 'top_mgr': 6}, {'J01': 5}, {'J01': 28}, 
145.0, {'J01': -399.6, 'top_mgr': 3}, {'J01': 5}, {'J01': 28}, 
150.0, {'J01': -459.6, 'top_mgr': 0}, {'J01': 7}, {'J01': 40}, 
155.0, {'J01': -511.6, 'top_mgr': 0}, {'J01': 7}, {'J01': 44}, 
160.0, {'J01': -503.20000000000005, 'top_mgr': 2}, {'J01': 8}, {'J01': 45}, 
165.0, {'J01': -552.0, 'top_mgr': 0}, {'J01': 9}, {'J01': 51}, 
170.0, {'J01': -485.4, 'top_mgr': 7}, {'J01': 7}, {'J01': 45}, 
175.0, {'J01': -467.6000000000001, 'top_mgr': 14}, {'J01': 5}, {'J01': 33}, 
180.0, {'J01': -306.6000000000001, 'top_mgr': 15}, {'J01': 5}, {'J01': 23}, 
185.0, {'J01': -276.20000000000005, 'top_mgr': 10}, {'J01': 5}, {'J01': 19}, 
190.0, {'J01': -306.20000000000005, 'top_mgr': 8}, {'J01': 5}, {'J01': 17}, 
195.0, {'J01': -278.8, 'top_mgr': 8}, {'J01': 4}, {'J01': 17}, 
200.0, {'J01': -322.6, 'top_mgr': 1}, {'J01': 4}, {'J01': 24}, 
205.0, {'J01': -389.20000000000005, 'top_mgr': 0}, {'J01': 6}, {'J01': 37}, 
210.0, {'J01': -442.6, 'top_mgr': 1}, {'J01': 7}, {'J01': 38}, 
215.0, {'J01': -487.6, 'top_mgr': 2}, {'J01': 7}, {'J01': 37}, 
220.0, {'J01': -505.2000000000001, 'top_mgr': 6}, {'J01': 7}, {'J01': 33}, 
225.0, {'J01': -516.0, 'top_mgr': 2}, {'J01': 7}, {'J01': 31}, 
230.0, {'J01': -433.6000000000001, 'top_mgr': 9}, {'J01': 7}, {'J01': 27}, 
235.0, {'J01': -480.4000000000001, 'top_mgr': 0}, {'J01': 7}, {'J01': 32}, 
240.0, {'J01': -504.6, 'top_mgr': 4}, {'J01': 7}, {'J01': 28}, 
245.0, {'J01': -523.8000000000001, 'top_mgr': 3}, {'J01': 6}, {'J01': 29}, 
250.0, {'J01': -572.2, 'top_mgr': 1}, {'J01': 6}, {'J01': 32}, 
255.0, {'J01': -400.99999999999994, 'top_mgr': 4}, {'J01': 6}, {'J01': 30}, 
260.0, {'J01': -376.19999999999993, 'top_mgr': 3}, {'J01': 7}, {'J01': 35}, 
265.0, {'J01': -387.4, 'top_mgr': 3}, {'J01': 7}, {'J01': 34}, 
270.0, {'J01': -279.59999999999997, 'top_mgr': 4}, {'J01': 7}, {'J01': 34}, 
275.0, {'J01': -306.8, 'top_mgr': 2}, {'J01': 7}, {'J01': 35}, 
280.0, {'J01': -339.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 35}, 
