episode,agent,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,ped_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,bike_queue_frac,ped_queue_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,IDQN_MM2,3034900.0,5029141.0,43921.0,45932.0,20154.0,4406.0,-0.7155,1.99284,-3.0,3.0,0.6203,0.0054,0.2859,0.0625,0.9872,0.50007,nan,1080,50.2
2,IDQN_MM2,2685129.0,5951520.5,47044.5,45556.0,20625.0,4678.0,-0.709,1.95445,-3.0,3.0,0.6854,0.0054,0.2911,0.066,0.9644,2.49558,0.647478,1080,32.4
3,IDQN_MM2,2605955.5,2462503.0,33214.5,39383.0,13988.0,4158.0,-0.63613,1.94488,-3.0,3.0,0.4827,0.0065,0.2431,0.0723,0.9407,4.24747,0.670072,1080,31.4
4,IDQN_MM2,2361252.0,3918509.0,28849.5,41610.0,16903.0,4126.0,-0.65748,1.92846,-3.0,3.0,0.6211,0.0046,0.2698,0.0659,0.9169,4.56394,0.622055,1080,30.4
5,IDQN_MM2,2654423.0,2624338.0,37560.5,40374.0,14869.0,4153.0,-0.60146,1.87983,-3.0,3.0,0.4936,0.0071,0.2503,0.0699,0.8932,3.61886,0.549051,1080,34.7
6,IDQN_MM2,2403270.5,5565960.5,25101.0,47018.0,21392.0,4015.0,-0.55898,1.9246,-3.0,3.0,0.6962,0.0031,0.2954,0.0554,0.8694,2.62513,0.503506,1080,35.7
7,IDQN_MM2,2720733.0,2654137.0,33853.5,40469.0,14854.0,4294.0,-0.61873,1.92695,-3.0,3.0,0.4907,0.0063,0.2492,0.072,0.8457,1.55854,0.571871,1080,36.0
8,IDQN_MM2,2420842.5,3208781.0,21322.5,41223.0,15280.0,3681.0,-0.54304,1.83999,-3.0,3.0,0.5678,0.0038,0.2539,0.0612,0.8219,1.96062,0.557269,1080,35.7
9,IDQN_MM2,2610524.5,6931623.0,24284.5,49490.0,23754.0,3866.0,-0.53908,1.91725,-3.0,3.0,0.7246,0.0025,0.3081,0.0501,0.7982,1.41171,0.526535,1080,37.2
10,IDQN_MM2,2543629.0,6041170.0,19447.5,46841.0,22134.0,3766.0,-0.48677,1.87957,-3.0,3.0,0.7021,0.0023,0.3043,0.0518,0.7744,0.97572,0.533733,1080,36.7
11,IDQN_MM2,2387167.5,4021961.0,15912.5,43069.0,17615.0,3614.0,-0.36599,1.85515,-3.0,3.0,0.626,0.0025,0.274,0.0562,0.7507,0.84893,0.549091,1080,36.2
12,IDQN_MM2,2344365.5,5706782.0,20840.0,46501.0,20991.0,3781.0,-0.47146,1.90921,-3.0,3.0,0.707,0.0026,0.2945,0.053,0.7269,0.86862,0.493198,1080,41.7
13,IDQN_MM2,2425650.0,6581956.5,15058.5,47050.0,21891.0,3655.0,-0.40042,1.87627,-3.0,3.0,0.7295,0.0017,0.3015,0.0503,0.7032,0.43628,0.520309,1080,38.3
14,IDQN_MM2,2253496.0,2057054.5,16738.5,37854.0,13200.0,3512.0,-0.3984,1.77979,-3.0,3.0,0.4754,0.0039,0.2419,0.0644,0.6794,0.50351,0.507006,1080,31.4
15,IDQN_MM2,2485980.0,6853010.0,15049.0,48642.0,22882.0,3691.0,-0.46797,1.88416,-3.0,3.0,0.7326,0.0016,0.3042,0.0491,0.6557,0.70601,0.488553,1080,34.8
16,IDQN_MM2,2140401.5,2210261.0,14644.5,37726.0,12891.0,3531.0,-0.38331,1.80645,-3.0,3.0,0.5063,0.0034,0.2381,0.0652,0.6319,0.21019,0.49449,1080,32.0
17,IDQN_MM2,2278192.5,8172870.5,17630.0,50040.0,25298.0,3861.0,-0.487,1.87476,-3.0,3.0,0.7807,0.0017,0.3194,0.0488,0.6082,0.16423,0.500472,1080,32.5
18,IDQN_MM2,2292058.0,7090667.0,15791.5,47731.0,23366.0,3571.0,-0.41649,1.83693,-3.0,3.0,0.7544,0.0017,0.3129,0.0478,0.5844,-0.20901,0.47484,1080,32.4
19,IDQN_MM2,2240034.5,2526652.5,12703.5,40038.0,14391.0,3470.0,-0.36763,1.83904,-3.0,3.0,0.5287,0.0027,0.2486,0.0599,0.5607,-0.53812,0.502083,1080,33.4
20,IDQN_MM2,2419221.0,6673815.5,13168.0,47967.0,22625.0,3470.0,-0.32363,1.84819,-3.0,3.0,0.7329,0.0014,0.3055,0.0469,0.5369,-0.38472,0.489522,1080,32.6
21,IDQN_MM2,2263155.0,6752698.5,13787.0,48192.0,23357.0,3467.0,-0.37951,1.88975,-3.0,3.0,0.7478,0.0015,0.3114,0.0462,0.5132,0.33311,0.480748,1080,32.6
22,IDQN_MM2,2657600.0,10118709.0,11338.0,52657.0,27005.0,3381.0,-0.32137,1.86063,-3.0,3.0,0.7913,0.0009,0.3252,0.0407,0.4894,0.1999,0.457346,1080,33.1
23,IDQN_MM2,2417452.0,9700129.0,10700.5,51196.0,26185.0,3322.0,-0.33864,1.83753,-3.0,3.0,0.7998,0.0009,0.3245,0.0412,0.4657,-0.73805,0.469691,1080,33.0
24,IDQN_MM2,2615819.5,4504917.0,9386.5,45046.0,19367.0,3100.0,-0.29294,1.74651,-3.0,3.0,0.6318,0.0013,0.2869,0.0459,0.4419,-1.11155,0.496099,1080,32.4
25,IDQN_MM2,2519572.0,8363400.0,10812.0,50351.0,25039.0,3396.0,-0.29199,1.89057,-3.0,3.0,0.7677,0.001,0.3178,0.0431,0.4182,-1.09043,0.485703,1080,34.1
26,IDQN_MM2,2645162.0,9905609.5,11459.5,52446.0,26571.0,3476.0,-0.34044,1.89021,-3.0,3.0,0.7885,0.0009,0.3221,0.0421,0.3944,-1.24366,0.489864,1080,35.0
