5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -2.0}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': -8.0}, {'J01': 4}, {'J01': 8}, 
25.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': -8.0}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': -9.0}, {'J01': 3}, {'J01': 9}, 
40.0, {'J01': -8.0}, {'J01': 2}, {'J01': 8}, 
45.0, {'J01': -7.0}, {'J01': 3}, {'J01': 7}, 
50.0, {'J01': -10.0}, {'J01': 4}, {'J01': 10}, 
55.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
60.0, {'J01': -14.0}, {'J01': 4}, {'J01': 14}, 
65.0, {'J01': -20.0}, {'J01': 4}, {'J01': 20}, 
70.0, {'J01': -13.0}, {'J01': 4}, {'J01': 13}, 
75.0, {'J01': -13.0}, {'J01': 4}, {'J01': 13}, 
80.0, {'J01': -11.0}, {'J01': 4}, {'J01': 11}, 
85.0, {'J01': -15.0}, {'J01': 3}, {'J01': 15}, 
90.0, {'J01': -15.0}, {'J01': 4}, {'J01': 15}, 
95.0, {'J01': -20.0}, {'J01': 4}, {'J01': 20}, 
100.0, {'J01': -28.0}, {'J01': 7}, {'J01': 28}, 
105.0, {'J01': -26.0}, {'J01': 6}, {'J01': 26}, 
110.0, {'J01': -26.0}, {'J01': 6}, {'J01': 26}, 
115.0, {'J01': -21.0}, {'J01': 5}, {'J01': 21}, 
120.0, {'J01': -23.0}, {'J01': 4}, {'J01': 23}, 
125.0, {'J01': -19.0}, {'J01': 4}, {'J01': 19}, 
130.0, {'J01': -17.0}, {'J01': 3}, {'J01': 17}, 
135.0, {'J01': -26.0}, {'J01': 4}, {'J01': 26}, 
140.0, {'J01': -36.0}, {'J01': 7}, {'J01': 36}, 
145.0, {'J01': -38.0}, {'J01': 7}, {'J01': 38}, 
150.0, {'J01': -40.0}, {'J01': 7}, {'J01': 40}, 
155.0, {'J01': -32.0}, {'J01': 6}, {'J01': 32}, 
160.0, {'J01': -31.0}, {'J01': 5}, {'J01': 31}, 
165.0, {'J01': -32.0}, {'J01': 5}, {'J01': 32}, 
170.0, {'J01': -39.0}, {'J01': 7}, {'J01': 39}, 
175.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
180.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
185.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
190.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
195.0, {'J01': -35.0}, {'J01': 7}, {'J01': 35}, 
200.0, {'J01': -37.0}, {'J01': 7}, {'J01': 37}, 
205.0, {'J01': -39.0}, {'J01': 7}, {'J01': 39}, 
210.0, {'J01': -43.0}, {'J01': 8}, {'J01': 43}, 
215.0, {'J01': -36.0}, {'J01': 7}, {'J01': 36}, 
220.0, {'J01': -23.0}, {'J01': 4}, {'J01': 23}, 
225.0, {'J01': -23.0}, {'J01': 4}, {'J01': 23}, 
230.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
235.0, {'J01': -20.0}, {'J01': 4}, {'J01': 20}, 
240.0, {'J01': -14.0}, {'J01': 4}, {'J01': 14}, 
245.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
250.0, {'J01': -15.0}, {'J01': 4}, {'J01': 15}, 
255.0, {'J01': -19.0}, {'J01': 4}, {'J01': 19}, 
260.0, {'J01': -15.0}, {'J01': 4}, {'J01': 15}, 
265.0, {'J01': -20.0}, {'J01': 4}, {'J01': 20}, 
270.0, {'J01': -30.0}, {'J01': 4}, {'J01': 30}, 
275.0, {'J01': -25.0}, {'J01': 4}, {'J01': 25}, 
280.0, {'J01': -22.0}, {'J01': 4}, {'J01': 22}, 
285.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
290.0, {'J01': -22.0}, {'J01': 4}, {'J01': 22}, 
295.0, {'J01': -19.0}, {'J01': 5}, {'J01': 19}, 
300.0, {'J01': -22.0}, {'J01': 5}, {'J01': 22}, 
305.0, {'J01': -18.0}, {'J01': 5}, {'J01': 18}, 
310.0, {'J01': -19.0}, {'J01': 5}, {'J01': 19}, 
315.0, {'J01': -16.0}, {'J01': 5}, {'J01': 16}, 
320.0, {'J01': -20.0}, {'J01': 6}, {'J01': 20}, 
325.0, {'J01': -25.0}, {'J01': 4}, {'J01': 25}, 
330.0, {'J01': -37.0}, {'J01': 7}, {'J01': 37}, 
335.0, {'J01': -44.0}, {'J01': 8}, {'J01': 44}, 
340.0, {'J01': -45.0}, {'J01': 8}, {'J01': 45}, 
345.0, {'J01': -42.0}, {'J01': 7}, {'J01': 42}, 
350.0, {'J01': -43.0}, {'J01': 7}, {'J01': 43}, 
355.0, {'J01': -35.0}, {'J01': 6}, {'J01': 35}, 
360.0, {'J01': -26.0}, {'J01': 5}, {'J01': 26}, 
365.0, {'J01': -30.0}, {'J01': 5}, {'J01': 30}, 
370.0, {'J01': -33.0}, {'J01': 7}, {'J01': 33}, 
375.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
380.0, {'J01': -34.0}, {'J01': 8}, {'J01': 34}, 
385.0, {'J01': -36.0}, {'J01': 8}, {'J01': 36}, 
390.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
395.0, {'J01': -33.0}, {'J01': 8}, {'J01': 33}, 
400.0, {'J01': -34.0}, {'J01': 8}, {'J01': 34}, 
405.0, {'J01': -33.0}, {'J01': 8}, {'J01': 33}, 
410.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
415.0, {'J01': -30.0}, {'J01': 6}, {'J01': 30}, 
420.0, {'J01': -31.0}, {'J01': 6}, {'J01': 31}, 
425.0, {'J01': -33.0}, {'J01': 6}, {'J01': 33}, 
430.0, {'J01': -34.0}, {'J01': 6}, {'J01': 34}, 
435.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
440.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
445.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
450.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
455.0, {'J01': -41.0}, {'J01': 9}, {'J01': 41}, 
460.0, {'J01': -37.0}, {'J01': 7}, {'J01': 37}, 
465.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
470.0, {'J01': -41.0}, {'J01': 9}, {'J01': 41}, 
475.0, {'J01': -34.0}, {'J01': 7}, {'J01': 34}, 
480.0, {'J01': -31.0}, {'J01': 6}, {'J01': 31}, 
485.0, {'J01': -38.0}, {'J01': 6}, {'J01': 38}, 
490.0, {'J01': -37.0}, {'J01': 7}, {'J01': 37}, 
495.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
500.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
505.0, {'J01': -41.0}, {'J01': 9}, {'J01': 41}, 
510.0, {'J01': -45.0}, {'J01': 11}, {'J01': 45}, 
515.0, {'J01': -43.0}, {'J01': 11}, {'J01': 43}, 
520.0, {'J01': -37.0}, {'J01': 9}, {'J01': 37}, 
525.0, {'J01': -30.0}, {'J01': 7}, {'J01': 30}, 
530.0, {'J01': -35.0}, {'J01': 6}, {'J01': 35}, 
535.0, {'J01': -38.0}, {'J01': 7}, {'J01': 38}, 
540.0, {'J01': -37.0}, {'J01': 9}, {'J01': 37}, 
545.0, {'J01': -36.0}, {'J01': 9}, {'J01': 36}, 
550.0, {'J01': -40.0}, {'J01': 9}, {'J01': 40}, 
555.0, {'J01': -30.0}, {'J01': 6}, {'J01': 30}, 
560.0, {'J01': -27.0}, {'J01': 6}, {'J01': 27}, 
565.0, {'J01': -27.0}, {'J01': 6}, {'J01': 27}, 
570.0, {'J01': -36.0}, {'J01': 7}, {'J01': 36}, 
575.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
580.0, {'J01': -34.0}, {'J01': 7}, {'J01': 34}, 
585.0, {'J01': -25.0}, {'J01': 6}, {'J01': 25}, 
590.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
595.0, {'J01': -22.0}, {'J01': 5}, {'J01': 22}, 
600.0, {'J01': -28.0}, {'J01': 5}, {'J01': 28}, 
605.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
610.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
615.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
620.0, {'J01': -28.0}, {'J01': 6}, {'J01': 28}, 
625.0, {'J01': -29.0}, {'J01': 6}, {'J01': 29}, 
630.0, {'J01': -24.0}, {'J01': 5}, {'J01': 24}, 
635.0, {'J01': -23.0}, {'J01': 4}, {'J01': 23}, 
640.0, {'J01': -26.0}, {'J01': 4}, {'J01': 26}, 
645.0, {'J01': -38.0}, {'J01': 7}, {'J01': 38}, 
650.0, {'J01': -41.0}, {'J01': 8}, {'J01': 41}, 
655.0, {'J01': -42.0}, {'J01': 8}, {'J01': 42}, 
660.0, {'J01': -43.0}, {'J01': 8}, {'J01': 43}, 
665.0, {'J01': -42.0}, {'J01': 8}, {'J01': 42}, 
670.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
675.0, {'J01': -44.0}, {'J01': 8}, {'J01': 44}, 
680.0, {'J01': -45.0}, {'J01': 8}, {'J01': 45}, 
685.0, {'J01': -43.0}, {'J01': 9}, {'J01': 43}, 
690.0, {'J01': -39.0}, {'J01': 9}, {'J01': 39}, 
695.0, {'J01': -42.0}, {'J01': 9}, {'J01': 42}, 
700.0, {'J01': -41.0}, {'J01': 9}, {'J01': 41}, 
705.0, {'J01': -48.0}, {'J01': 10}, {'J01': 48}, 
710.0, {'J01': -50.0}, {'J01': 12}, {'J01': 50}, 
715.0, {'J01': -44.0}, {'J01': 12}, {'J01': 44}, 
720.0, {'J01': -38.0}, {'J01': 9}, {'J01': 38}, 
725.0, {'J01': -34.0}, {'J01': 8}, {'J01': 34}, 
730.0, {'J01': -34.0}, {'J01': 8}, {'J01': 34}, 
735.0, {'J01': -41.0}, {'J01': 8}, {'J01': 41}, 
740.0, {'J01': -44.0}, {'J01': 8}, {'J01': 44}, 
745.0, {'J01': -45.0}, {'J01': 8}, {'J01': 45}, 
750.0, {'J01': -46.0}, {'J01': 10}, {'J01': 46}, 
755.0, {'J01': -46.0}, {'J01': 10}, {'J01': 46}, 
760.0, {'J01': -50.0}, {'J01': 10}, {'J01': 50}, 
765.0, {'J01': -48.0}, {'J01': 10}, {'J01': 48}, 
770.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
775.0, {'J01': -34.0}, {'J01': 7}, {'J01': 34}, 
780.0, {'J01': -36.0}, {'J01': 7}, {'J01': 36}, 
785.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
790.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
795.0, {'J01': -36.0}, {'J01': 8}, {'J01': 36}, 
800.0, {'J01': -34.0}, {'J01': 8}, {'J01': 34}, 
805.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
810.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
815.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
820.0, {'J01': -33.0}, {'J01': 7}, {'J01': 33}, 
825.0, {'J01': -30.0}, {'J01': 6}, {'J01': 30}, 
830.0, {'J01': -29.0}, {'J01': 6}, {'J01': 29}, 
835.0, {'J01': -31.0}, {'J01': 6}, {'J01': 31}, 
840.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
845.0, {'J01': -31.0}, {'J01': 7}, {'J01': 31}, 
850.0, {'J01': -29.0}, {'J01': 6}, {'J01': 29}, 
855.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
860.0, {'J01': -25.0}, {'J01': 4}, {'J01': 25}, 
865.0, {'J01': -20.0}, {'J01': 4}, {'J01': 20}, 
870.0, {'J01': -16.0}, {'J01': 4}, {'J01': 16}, 
875.0, {'J01': -28.0}, {'J01': 4}, {'J01': 28}, 
880.0, {'J01': -38.0}, {'J01': 7}, {'J01': 38}, 
885.0, {'J01': -42.0}, {'J01': 8}, {'J01': 42}, 
890.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
