5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -2.0}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
25.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': -9.0}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -9.0}, {'J01': 4}, {'J01': 9}, 
45.0, {'J01': -12.0}, {'J01': 4}, {'J01': 12}, 
50.0, {'J01': -15.0}, {'J01': 4}, {'J01': 15}, 
55.0, {'J01': -21.0}, {'J01': 4}, {'J01': 21}, 
60.0, {'J01': -13.0}, {'J01': 4}, {'J01': 13}, 
65.0, {'J01': -17.0}, {'J01': 4}, {'J01': 17}, 
70.0, {'J01': -14.0}, {'J01': 4}, {'J01': 14}, 
75.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
80.0, {'J01': -15.0}, {'J01': 4}, {'J01': 15}, 
85.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
90.0, {'J01': -16.0}, {'J01': 4}, {'J01': 16}, 
95.0, {'J01': -19.0}, {'J01': 4}, {'J01': 19}, 
100.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
105.0, {'J01': -15.0}, {'J01': 4}, {'J01': 15}, 
110.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
115.0, {'J01': -19.0}, {'J01': 3}, {'J01': 19}, 
120.0, {'J01': -25.0}, {'J01': 3}, {'J01': 25}, 
125.0, {'J01': -21.0}, {'J01': 4}, {'J01': 21}, 
130.0, {'J01': -26.0}, {'J01': 5}, {'J01': 26}, 
135.0, {'J01': -34.0}, {'J01': 7}, {'J01': 34}, 
140.0, {'J01': -41.0}, {'J01': 8}, {'J01': 41}, 
145.0, {'J01': -37.0}, {'J01': 7}, {'J01': 37}, 
150.0, {'J01': -30.0}, {'J01': 6}, {'J01': 30}, 
155.0, {'J01': -29.0}, {'J01': 5}, {'J01': 29}, 
160.0, {'J01': -22.0}, {'J01': 4}, {'J01': 22}, 
165.0, {'J01': -25.0}, {'J01': 4}, {'J01': 25}, 
170.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
175.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
180.0, {'J01': -14.0}, {'J01': 4}, {'J01': 14}, 
185.0, {'J01': -17.0}, {'J01': 4}, {'J01': 17}, 
190.0, {'J01': -13.0}, {'J01': 4}, {'J01': 13}, 
195.0, {'J01': -15.0}, {'J01': 3}, {'J01': 15}, 
200.0, {'J01': -23.0}, {'J01': 4}, {'J01': 23}, 
205.0, {'J01': -34.0}, {'J01': 8}, {'J01': 34}, 
210.0, {'J01': -32.0}, {'J01': 8}, {'J01': 32}, 
215.0, {'J01': -27.0}, {'J01': 8}, {'J01': 27}, 
220.0, {'J01': -28.0}, {'J01': 8}, {'J01': 28}, 
225.0, {'J01': -32.0}, {'J01': 8}, {'J01': 32}, 
230.0, {'J01': -32.0}, {'J01': 8}, {'J01': 32}, 
235.0, {'J01': -30.0}, {'J01': 8}, {'J01': 30}, 
240.0, {'J01': -27.0}, {'J01': 8}, {'J01': 27}, 
245.0, {'J01': -27.0}, {'J01': 7}, {'J01': 27}, 
250.0, {'J01': -23.0}, {'J01': 6}, {'J01': 23}, 
255.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
260.0, {'J01': -19.0}, {'J01': 5}, {'J01': 19}, 
265.0, {'J01': -20.0}, {'J01': 5}, {'J01': 20}, 
270.0, {'J01': -16.0}, {'J01': 5}, {'J01': 16}, 
275.0, {'J01': -18.0}, {'J01': 5}, {'J01': 18}, 
280.0, {'J01': -13.0}, {'J01': 5}, {'J01': 13}, 
285.0, {'J01': -16.0}, {'J01': 5}, {'J01': 16}, 
290.0, {'J01': -13.0}, {'J01': 5}, {'J01': 13}, 
295.0, {'J01': -18.0}, {'J01': 5}, {'J01': 18}, 
300.0, {'J01': -13.0}, {'J01': 5}, {'J01': 13}, 
305.0, {'J01': -18.0}, {'J01': 5}, {'J01': 18}, 
310.0, {'J01': -14.0}, {'J01': 5}, {'J01': 14}, 
315.0, {'J01': -17.0}, {'J01': 5}, {'J01': 17}, 
320.0, {'J01': -14.0}, {'J01': 5}, {'J01': 14}, 
325.0, {'J01': -19.0}, {'J01': 5}, {'J01': 19}, 
330.0, {'J01': -17.0}, {'J01': 5}, {'J01': 17}, 
335.0, {'J01': -19.0}, {'J01': 4}, {'J01': 19}, 
340.0, {'J01': -28.0}, {'J01': 5}, {'J01': 28}, 
345.0, {'J01': -35.0}, {'J01': 7}, {'J01': 35}, 
350.0, {'J01': -34.0}, {'J01': 7}, {'J01': 34}, 
355.0, {'J01': -34.0}, {'J01': 7}, {'J01': 34}, 
360.0, {'J01': -28.0}, {'J01': 6}, {'J01': 28}, 
365.0, {'J01': -26.0}, {'J01': 5}, {'J01': 26}, 
370.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
375.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
380.0, {'J01': -19.0}, {'J01': 5}, {'J01': 19}, 
385.0, {'J01': -19.0}, {'J01': 5}, {'J01': 19}, 
390.0, {'J01': -15.0}, {'J01': 5}, {'J01': 15}, 
395.0, {'J01': -22.0}, {'J01': 7}, {'J01': 22}, 
400.0, {'J01': -17.0}, {'J01': 7}, {'J01': 17}, 
405.0, {'J01': -17.0}, {'J01': 5}, {'J01': 17}, 
410.0, {'J01': -26.0}, {'J01': 4}, {'J01': 26}, 
415.0, {'J01': -35.0}, {'J01': 7}, {'J01': 35}, 
420.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
425.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
430.0, {'J01': -32.0}, {'J01': 7}, {'J01': 32}, 
435.0, {'J01': -31.0}, {'J01': 6}, {'J01': 31}, 
440.0, {'J01': -30.0}, {'J01': 6}, {'J01': 30}, 
445.0, {'J01': -33.0}, {'J01': 7}, {'J01': 33}, 
450.0, {'J01': -28.0}, {'J01': 6}, {'J01': 28}, 
455.0, {'J01': -29.0}, {'J01': 6}, {'J01': 29}, 
460.0, {'J01': -25.0}, {'J01': 5}, {'J01': 25}, 
465.0, {'J01': -26.0}, {'J01': 5}, {'J01': 26}, 
470.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
475.0, {'J01': -24.0}, {'J01': 5}, {'J01': 24}, 
480.0, {'J01': -20.0}, {'J01': 5}, {'J01': 20}, 
485.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
490.0, {'J01': -18.0}, {'J01': 5}, {'J01': 18}, 
495.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
500.0, {'J01': -18.0}, {'J01': 5}, {'J01': 18}, 
505.0, {'J01': -22.0}, {'J01': 5}, {'J01': 22}, 
510.0, {'J01': -18.0}, {'J01': 5}, {'J01': 18}, 
515.0, {'J01': -24.0}, {'J01': 6}, {'J01': 24}, 
520.0, {'J01': -20.0}, {'J01': 6}, {'J01': 20}, 
525.0, {'J01': -24.0}, {'J01': 6}, {'J01': 24}, 
530.0, {'J01': -22.0}, {'J01': 6}, {'J01': 22}, 
535.0, {'J01': -27.0}, {'J01': 6}, {'J01': 27}, 
540.0, {'J01': -22.0}, {'J01': 6}, {'J01': 22}, 
545.0, {'J01': -27.0}, {'J01': 7}, {'J01': 27}, 
550.0, {'J01': -23.0}, {'J01': 7}, {'J01': 23}, 
555.0, {'J01': -27.0}, {'J01': 7}, {'J01': 27}, 
560.0, {'J01': -24.0}, {'J01': 7}, {'J01': 24}, 
565.0, {'J01': -25.0}, {'J01': 7}, {'J01': 25}, 
570.0, {'J01': -32.0}, {'J01': 8}, {'J01': 32}, 
575.0, {'J01': -43.0}, {'J01': 8}, {'J01': 43}, 
580.0, {'J01': -45.0}, {'J01': 8}, {'J01': 45}, 
585.0, {'J01': -44.0}, {'J01': 8}, {'J01': 44}, 
590.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
595.0, {'J01': -46.0}, {'J01': 8}, {'J01': 46}, 
600.0, {'J01': -53.0}, {'J01': 8}, {'J01': 53}, 
605.0, {'J01': -56.0}, {'J01': 8}, {'J01': 56}, 
610.0, {'J01': -54.0}, {'J01': 8}, {'J01': 54}, 
615.0, {'J01': -54.0}, {'J01': 8}, {'J01': 54}, 
620.0, {'J01': -45.0}, {'J01': 8}, {'J01': 45}, 
625.0, {'J01': -36.0}, {'J01': 8}, {'J01': 36}, 
630.0, {'J01': -32.0}, {'J01': 7}, {'J01': 32}, 
635.0, {'J01': -27.0}, {'J01': 7}, {'J01': 27}, 
640.0, {'J01': -31.0}, {'J01': 7}, {'J01': 31}, 
645.0, {'J01': -40.0}, {'J01': 7}, {'J01': 40}, 
650.0, {'J01': -50.0}, {'J01': 8}, {'J01': 50}, 
655.0, {'J01': -54.0}, {'J01': 8}, {'J01': 54}, 
660.0, {'J01': -55.0}, {'J01': 8}, {'J01': 55}, 
665.0, {'J01': -57.0}, {'J01': 9}, {'J01': 57}, 
670.0, {'J01': -58.0}, {'J01': 10}, {'J01': 58}, 
675.0, {'J01': -50.0}, {'J01': 10}, {'J01': 50}, 
680.0, {'J01': -48.0}, {'J01': 10}, {'J01': 48}, 
685.0, {'J01': -43.0}, {'J01': 10}, {'J01': 43}, 
690.0, {'J01': -40.0}, {'J01': 10}, {'J01': 40}, 
695.0, {'J01': -34.0}, {'J01': 10}, {'J01': 34}, 
700.0, {'J01': -38.0}, {'J01': 10}, {'J01': 38}, 
705.0, {'J01': -32.0}, {'J01': 10}, {'J01': 32}, 
710.0, {'J01': -33.0}, {'J01': 10}, {'J01': 33}, 
715.0, {'J01': -29.0}, {'J01': 10}, {'J01': 29}, 
720.0, {'J01': -33.0}, {'J01': 10}, {'J01': 33}, 
725.0, {'J01': -29.0}, {'J01': 10}, {'J01': 29}, 
730.0, {'J01': -33.0}, {'J01': 10}, {'J01': 33}, 
735.0, {'J01': -31.0}, {'J01': 11}, {'J01': 31}, 
740.0, {'J01': -32.0}, {'J01': 12}, {'J01': 32}, 
745.0, {'J01': -30.0}, {'J01': 12}, {'J01': 30}, 
750.0, {'J01': -30.0}, {'J01': 12}, {'J01': 30}, 
755.0, {'J01': -32.0}, {'J01': 13}, {'J01': 32}, 
760.0, {'J01': -32.0}, {'J01': 13}, {'J01': 32}, 
765.0, {'J01': -33.0}, {'J01': 13}, {'J01': 33}, 
770.0, {'J01': -35.0}, {'J01': 13}, {'J01': 35}, 
775.0, {'J01': -36.0}, {'J01': 13}, {'J01': 36}, 
780.0, {'J01': -36.0}, {'J01': 13}, {'J01': 36}, 
785.0, {'J01': -37.0}, {'J01': 14}, {'J01': 37}, 
790.0, {'J01': -37.0}, {'J01': 14}, {'J01': 37}, 
795.0, {'J01': -37.0}, {'J01': 14}, {'J01': 37}, 
800.0, {'J01': -37.0}, {'J01': 14}, {'J01': 37}, 
805.0, {'J01': -35.0}, {'J01': 15}, {'J01': 35}, 
810.0, {'J01': -37.0}, {'J01': 15}, {'J01': 37}, 
815.0, {'J01': -37.0}, {'J01': 16}, {'J01': 37}, 
820.0, {'J01': -37.0}, {'J01': 16}, {'J01': 37}, 
825.0, {'J01': -38.0}, {'J01': 16}, {'J01': 38}, 
830.0, {'J01': -39.0}, {'J01': 16}, {'J01': 39}, 
835.0, {'J01': -43.0}, {'J01': 17}, {'J01': 43}, 
840.0, {'J01': -44.0}, {'J01': 17}, {'J01': 44}, 
845.0, {'J01': -49.0}, {'J01': 18}, {'J01': 49}, 
850.0, {'J01': -50.0}, {'J01': 18}, {'J01': 50}, 
855.0, {'J01': -49.0}, {'J01': 18}, {'J01': 49}, 
860.0, {'J01': -47.0}, {'J01': 18}, {'J01': 47}, 
865.0, {'J01': -48.0}, {'J01': 18}, {'J01': 48}, 
870.0, {'J01': -44.0}, {'J01': 18}, {'J01': 44}, 
875.0, {'J01': -44.0}, {'J01': 19}, {'J01': 44}, 
880.0, {'J01': -42.0}, {'J01': 19}, {'J01': 42}, 
885.0, {'J01': -45.0}, {'J01': 19}, {'J01': 45}, 
890.0, {'J01': -45.0}, {'J01': 19}, {'J01': 45}, 
