5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.002232143)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-0.04464286)}, {'J8': 1}, {'J8': 1}, 
25.0, {'J8': np.float32(-0.05357143)}, {'J8': 1}, {'J8': 2}, 
30.0, {'J8': np.float32(-0.109375)}, {'J8': 2}, {'J8': 3}, 
35.0, {'J8': np.float32(-0.14285715)}, {'J8': 3}, {'J8': 4}, 
40.0, {'J8': np.float32(-0.19866072)}, {'J8': 4}, {'J8': 5}, 
45.0, {'J8': np.float32(-0.22321428)}, {'J8': 4}, {'J8': 5}, 
50.0, {'J8': np.float32(0.004464286)}, {'J8': 3}, {'J8': 5}, 
55.0, {'J8': np.float32(0.4107143)}, {'J8': 1}, {'J8': 1}, 
60.0, {'J8': np.float32(-0.109375)}, {'J8': 3}, {'J8': 6}, 
65.0, {'J8': np.float32(-0.2857143)}, {'J8': 4}, {'J8': 7}, 
70.0, {'J8': np.float32(-0.31473213)}, {'J8': 4}, {'J8': 8}, 
75.0, {'J8': np.float32(-0.35714287)}, {'J8': 4}, {'J8': 8}, 
80.0, {'J8': np.float32(-0.41517857)}, {'J8': 6}, {'J8': 10}, 
85.0, {'J8': np.float32(-0.46205357)}, {'J8': 7}, {'J8': 11}, 
90.0, {'J8': np.float32(-0.3638393)}, {'J8': 7}, {'J8': 11}, 
95.0, {'J8': np.float32(-0.49107143)}, {'J8': 7}, {'J8': 11}, 
100.0, {'J8': np.float32(-0.62053573)}, {'J8': 8}, {'J8': 12}, 
105.0, {'J8': np.float32(-0.14285715)}, {'J8': 7}, {'J8': 12}, 
110.0, {'J8': np.float32(0.74776787)}, {'J8': 5}, {'J8': 9}, 
115.0, {'J8': np.float32(0.38169643)}, {'J8': 5}, {'J8': 9}, 
120.0, {'J8': np.float32(-0.08035714)}, {'J8': 5}, {'J8': 9}, 
125.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
130.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
135.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
140.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
145.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
150.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
