5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
20.0, {'J8': np.float32(-0.10909091)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-0.37272727)}, {'J8': 1}, {'J8': 3}, 
30.0, {'J8': np.float32(-0.6090909)}, {'J8': 2}, {'J8': 5}, 
35.0, {'J8': np.float32(-0.93636364)}, {'J8': 3}, {'J8': 6}, 
40.0, {'J8': np.float32(-1.209091)}, {'J8': 5}, {'J8': 9}, 
45.0, {'J8': np.float32(-1.7545455)}, {'J8': 6}, {'J8': 11}, 
50.0, {'J8': np.float32(-2.0)}, {'J8': 6}, {'J8': 11}, 
55.0, {'J8': np.float32(-2.0545454)}, {'J8': 7}, {'J8': 12}, 
60.0, {'J8': np.float32(-2.290909)}, {'J8': 7}, {'J8': 14}, 
65.0, {'J8': np.float32(-2.6181817)}, {'J8': 7}, {'J8': 15}, 
70.0, {'J8': np.float32(-2.7727273)}, {'J8': 8}, {'J8': 16}, 
75.0, {'J8': np.float32(-2.909091)}, {'J8': 8}, {'J8': 16}, 
80.0, {'J8': np.float32(-0.7)}, {'J8': 7}, {'J8': 15}, 
85.0, {'J8': np.float32(2.8454545)}, {'J8': 4}, {'J8': 12}, 
90.0, {'J8': np.float32(-2.1818182)}, {'J8': 4}, {'J8': 12}, 
95.0, {'J8': np.float32(-2.1909091)}, {'J8': 5}, {'J8': 13}, 
100.0, {'J8': np.float32(-2.1727273)}, {'J8': 4}, {'J8': 12}, 
105.0, {'J8': np.float32(-2.2545455)}, {'J8': 5}, {'J8': 13}, 
110.0, {'J8': np.float32(-2.5363636)}, {'J8': 7}, {'J8': 16}, 
115.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
120.0, {'J8': np.float32(0.036363635)}, {'J8': 6}, {'J8': 15}, 
125.0, {'J8': np.float32(0.22727273)}, {'J8': 5}, {'J8': 14}, 
130.0, {'J8': np.float32(-1.8272728)}, {'J8': 5}, {'J8': 14}, 
135.0, {'J8': np.float32(-2.5454545)}, {'J8': 5}, {'J8': 14}, 
140.0, {'J8': np.float32(-2.5454545)}, {'J8': 5}, {'J8': 14}, 
145.0, {'J8': np.float32(-2.7)}, {'J8': 7}, {'J8': 16}, 
150.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
155.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
160.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
165.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
170.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
175.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
180.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
185.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
190.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
195.0, {'J8': np.float32(2.2363636)}, {'J8': 6}, {'J8': 15}, 
200.0, {'J8': np.float32(3.0)}, {'J8': 5}, {'J8': 13}, 
205.0, {'J8': np.float32(-2.581818)}, {'J8': 6}, {'J8': 15}, 
210.0, {'J8': np.float32(-2.7272727)}, {'J8': 6}, {'J8': 15}, 
215.0, {'J8': np.float32(0.91818184)}, {'J8': 5}, {'J8': 13}, 
220.0, {'J8': np.float32(2.3181818)}, {'J8': 5}, {'J8': 12}, 
225.0, {'J8': np.float32(2.2545455)}, {'J8': 5}, {'J8': 10}, 
230.0, {'J8': np.float32(1.3636364)}, {'J8': 5}, {'J8': 9}, 
235.0, {'J8': np.float32(-1.7454545)}, {'J8': 5}, {'J8': 11}, 
240.0, {'J8': np.float32(-1.7272727)}, {'J8': 5}, {'J8': 10}, 
245.0, {'J8': np.float32(-1.4818182)}, {'J8': 5}, {'J8': 10}, 
250.0, {'J8': np.float32(-1.9272727)}, {'J8': 5}, {'J8': 12}, 
255.0, {'J8': np.float32(-1.7727273)}, {'J8': 5}, {'J8': 11}, 
260.0, {'J8': np.float32(-1.1636363)}, {'J8': 5}, {'J8': 9}, 
265.0, {'J8': np.float32(-1.6454545)}, {'J8': 5}, {'J8': 10}, 
270.0, {'J8': np.float32(-1.6272727)}, {'J8': 5}, {'J8': 9}, 
275.0, {'J8': np.float32(-1.6363636)}, {'J8': 5}, {'J8': 9}, 
280.0, {'J8': np.float32(-1.6363636)}, {'J8': 5}, {'J8': 9}, 
