5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.009090909)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-0.22727273)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-0.38181818)}, {'J8': 1}, {'J8': 3}, 
30.0, {'J8': np.float32(-0.6636364)}, {'J8': 3}, {'J8': 6}, 
35.0, {'J8': np.float32(-0.5)}, {'J8': 3}, {'J8': 5}, 
40.0, {'J8': np.float32(0.42727274)}, {'J8': 1}, {'J8': 3}, 
45.0, {'J8': np.float32(-0.6181818)}, {'J8': 2}, {'J8': 4}, 
50.0, {'J8': np.float32(-0.93636364)}, {'J8': 4}, {'J8': 9}, 
55.0, {'J8': np.float32(-1.6727272)}, {'J8': 5}, {'J8': 10}, 
60.0, {'J8': np.float32(-1.9727273)}, {'J8': 6}, {'J8': 13}, 
65.0, {'J8': np.float32(-2.4545455)}, {'J8': 7}, {'J8': 15}, 
70.0, {'J8': np.float32(-2.7272727)}, {'J8': 7}, {'J8': 15}, 
75.0, {'J8': np.float32(-2.7636364)}, {'J8': 8}, {'J8': 16}, 
80.0, {'J8': np.float32(-1.0636364)}, {'J8': 8}, {'J8': 15}, 
85.0, {'J8': np.float32(-1.3727273)}, {'J8': 8}, {'J8': 14}, 
90.0, {'J8': np.float32(-2.590909)}, {'J8': 8}, {'J8': 16}, 
95.0, {'J8': np.float32(-2.909091)}, {'J8': 8}, {'J8': 16}, 
100.0, {'J8': np.float32(-0.6818182)}, {'J8': 7}, {'J8': 15}, 
105.0, {'J8': np.float32(-0.54545456)}, {'J8': 6}, {'J8': 15}, 
110.0, {'J8': np.float32(-2.7272727)}, {'J8': 6}, {'J8': 15}, 
115.0, {'J8': np.float32(-2.7272727)}, {'J8': 6}, {'J8': 15}, 
120.0, {'J8': np.float32(-0.2090909)}, {'J8': 7}, {'J8': 15}, 
125.0, {'J8': np.float32(-0.009090909)}, {'J8': 8}, {'J8': 15}, 
130.0, {'J8': np.float32(-2.7636364)}, {'J8': 8}, {'J8': 16}, 
135.0, {'J8': np.float32(-1.2363636)}, {'J8': 8}, {'J8': 15}, 
140.0, {'J8': np.float32(-0.9)}, {'J8': 8}, {'J8': 14}, 
145.0, {'J8': np.float32(-2.6636364)}, {'J8': 8}, {'J8': 17}, 
150.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
155.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
160.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
165.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
170.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
175.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
180.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
185.0, {'J8': np.float32(1.8727273)}, {'J8': 7}, {'J8': 16}, 
190.0, {'J8': np.float32(2.2)}, {'J8': 6}, {'J8': 15}, 
195.0, {'J8': np.float32(-0.3272727)}, {'J8': 6}, {'J8': 14}, 
200.0, {'J8': np.float32(-0.47272727)}, {'J8': 6}, {'J8': 13}, 
205.0, {'J8': np.float32(-2.4818182)}, {'J8': 7}, {'J8': 15}, 
210.0, {'J8': np.float32(-0.34545454)}, {'J8': 8}, {'J8': 15}, 
215.0, {'J8': np.float32(-0.17272727)}, {'J8': 8}, {'J8': 14}, 
220.0, {'J8': np.float32(-2.6545455)}, {'J8': 8}, {'J8': 16}, 
225.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
230.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
235.0, {'J8': np.float32(-1.9636364)}, {'J8': 8}, {'J8': 16}, 
240.0, {'J8': np.float32(-2.1090908)}, {'J8': 8}, {'J8': 15}, 
245.0, {'J8': np.float32(-2.7727273)}, {'J8': 8}, {'J8': 17}, 
250.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
255.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
260.0, {'J8': np.float32(-1.6)}, {'J8': 8}, {'J8': 16}, 
265.0, {'J8': np.float32(-1.3636364)}, {'J8': 8}, {'J8': 15}, 
270.0, {'J8': np.float32(3.0)}, {'J8': 7}, {'J8': 16}, 
275.0, {'J8': np.float32(3.0)}, {'J8': 6}, {'J8': 14}, 
280.0, {'J8': np.float32(-1.2636364)}, {'J8': 6}, {'J8': 13}, 
285.0, {'J8': np.float32(-2.4)}, {'J8': 6}, {'J8': 14}, 
290.0, {'J8': np.float32(-2.6909091)}, {'J8': 7}, {'J8': 16}, 
295.0, {'J8': np.float32(-2.918182)}, {'J8': 8}, {'J8': 17}, 
300.0, {'J8': np.float32(3.0)}, {'J8': 6}, {'J8': 15}, 
305.0, {'J8': np.float32(3.0)}, {'J8': 5}, {'J8': 14}, 
310.0, {'J8': np.float32(3.0)}, {'J8': 5}, {'J8': 13}, 
315.0, {'J8': np.float32(1.7181818)}, {'J8': 5}, {'J8': 12}, 
320.0, {'J8': np.float32(-2.1818182)}, {'J8': 5}, {'J8': 12}, 
325.0, {'J8': np.float32(-2.2636364)}, {'J8': 5}, {'J8': 14}, 
330.0, {'J8': np.float32(-0.33636364)}, {'J8': 6}, {'J8': 14}, 
335.0, {'J8': np.float32(3.0)}, {'J8': 6}, {'J8': 13}, 
340.0, {'J8': np.float32(1.7181818)}, {'J8': 5}, {'J8': 12}, 
345.0, {'J8': np.float32(-0.8818182)}, {'J8': 5}, {'J8': 10}, 
350.0, {'J8': np.float32(-1.2636364)}, {'J8': 5}, {'J8': 9}, 
355.0, {'J8': np.float32(3.0)}, {'J8': 5}, {'J8': 8}, 
360.0, {'J8': np.float32(-1.4545455)}, {'J8': 5}, {'J8': 8}, 
365.0, {'J8': np.float32(-1.1272727)}, {'J8': 5}, {'J8': 9}, 
370.0, {'J8': np.float32(-1.6363636)}, {'J8': 5}, {'J8': 9}, 
375.0, {'J8': np.float32(-1.6363636)}, {'J8': 5}, {'J8': 9}, 
380.0, {'J8': np.float32(-1.6818181)}, {'J8': 5}, {'J8': 10}, 
385.0, {'J8': np.float32(-1.9272727)}, {'J8': 5}, {'J8': 12}, 
390.0, {'J8': np.float32(-0.35454544)}, {'J8': 5}, {'J8': 12}, 
395.0, {'J8': np.float32(-0.24545455)}, {'J8': 5}, {'J8': 12}, 
400.0, {'J8': np.float32(-1.4545455)}, {'J8': 5}, {'J8': 13}, 
405.0, {'J8': np.float32(-0.22727273)}, {'J8': 5}, {'J8': 10}, 
