5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -2.0}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': -1.0}, {'J01': 1}, {'J01': 1}, 
25.0, {'J01': -2.0}, {'J01': 1}, {'J01': 2}, 
30.0, {'J01': -6.0}, {'J01': 2}, {'J01': 6}, 
35.0, {'J01': -11.0}, {'J01': 4}, {'J01': 11}, 
40.0, {'J01': -15.0}, {'J01': 5}, {'J01': 15}, 
45.0, {'J01': -18.0}, {'J01': 5}, {'J01': 18}, 
50.0, {'J01': -20.0}, {'J01': 6}, {'J01': 20}, 
55.0, {'J01': -23.0}, {'J01': 8}, {'J01': 23}, 
60.0, {'J01': -26.0}, {'J01': 8}, {'J01': 26}, 
65.0, {'J01': -21.0}, {'J01': 7}, {'J01': 21}, 
70.0, {'J01': -20.0}, {'J01': 6}, {'J01': 20}, 
75.0, {'J01': -23.0}, {'J01': 6}, {'J01': 23}, 
80.0, {'J01': -29.0}, {'J01': 6}, {'J01': 29}, 
85.0, {'J01': -29.0}, {'J01': 8}, {'J01': 29}, 
90.0, {'J01': -28.0}, {'J01': 8}, {'J01': 28}, 
95.0, {'J01': -27.0}, {'J01': 8}, {'J01': 27}, 
100.0, {'J01': -29.0}, {'J01': 8}, {'J01': 29}, 
105.0, {'J01': -32.0}, {'J01': 8}, {'J01': 32}, 
110.0, {'J01': -34.0}, {'J01': 8}, {'J01': 34}, 
115.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
120.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
125.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
130.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
135.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
140.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
145.0, {'J01': -44.0}, {'J01': 9}, {'J01': 44}, 
150.0, {'J01': -42.0}, {'J01': 10}, {'J01': 42}, 
155.0, {'J01': -39.0}, {'J01': 10}, {'J01': 39}, 
160.0, {'J01': -46.0}, {'J01': 11}, {'J01': 46}, 
165.0, {'J01': -45.0}, {'J01': 13}, {'J01': 45}, 
170.0, {'J01': -44.0}, {'J01': 13}, {'J01': 44}, 
175.0, {'J01': -50.0}, {'J01': 15}, {'J01': 50}, 
180.0, {'J01': -46.0}, {'J01': 16}, {'J01': 46}, 
185.0, {'J01': -43.0}, {'J01': 16}, {'J01': 43}, 
190.0, {'J01': -46.0}, {'J01': 16}, {'J01': 46}, 
195.0, {'J01': -43.0}, {'J01': 16}, {'J01': 43}, 
200.0, {'J01': -43.0}, {'J01': 17}, {'J01': 43}, 
205.0, {'J01': -41.0}, {'J01': 17}, {'J01': 41}, 
210.0, {'J01': -41.0}, {'J01': 17}, {'J01': 41}, 
215.0, {'J01': -39.0}, {'J01': 18}, {'J01': 39}, 
220.0, {'J01': -35.0}, {'J01': 17}, {'J01': 35}, 
225.0, {'J01': -34.0}, {'J01': 16}, {'J01': 34}, 
230.0, {'J01': -36.0}, {'J01': 15}, {'J01': 36}, 
235.0, {'J01': -41.0}, {'J01': 15}, {'J01': 41}, 
240.0, {'J01': -37.0}, {'J01': 13}, {'J01': 37}, 
245.0, {'J01': -35.0}, {'J01': 13}, {'J01': 35}, 
250.0, {'J01': -37.0}, {'J01': 12}, {'J01': 37}, 
255.0, {'J01': -36.0}, {'J01': 13}, {'J01': 36}, 
260.0, {'J01': -38.0}, {'J01': 13}, {'J01': 38}, 
265.0, {'J01': -41.0}, {'J01': 15}, {'J01': 41}, 
270.0, {'J01': -42.0}, {'J01': 15}, {'J01': 42}, 
275.0, {'J01': -45.0}, {'J01': 17}, {'J01': 45}, 
280.0, {'J01': -45.0}, {'J01': 16}, {'J01': 45}, 
285.0, {'J01': -43.0}, {'J01': 15}, {'J01': 43}, 
290.0, {'J01': -38.0}, {'J01': 13}, {'J01': 38}, 
295.0, {'J01': -41.0}, {'J01': 14}, {'J01': 41}, 
300.0, {'J01': -44.0}, {'J01': 14}, {'J01': 44}, 
305.0, {'J01': -44.0}, {'J01': 17}, {'J01': 44}, 
310.0, {'J01': -46.0}, {'J01': 17}, {'J01': 46}, 
315.0, {'J01': -39.0}, {'J01': 14}, {'J01': 39}, 
320.0, {'J01': -28.0}, {'J01': 11}, {'J01': 28}, 
325.0, {'J01': -27.0}, {'J01': 8}, {'J01': 27}, 
330.0, {'J01': -30.0}, {'J01': 8}, {'J01': 30}, 
335.0, {'J01': -36.0}, {'J01': 10}, {'J01': 36}, 
340.0, {'J01': -36.0}, {'J01': 12}, {'J01': 36}, 
345.0, {'J01': -38.0}, {'J01': 13}, {'J01': 38}, 
350.0, {'J01': -44.0}, {'J01': 14}, {'J01': 44}, 
355.0, {'J01': -39.0}, {'J01': 14}, {'J01': 39}, 
360.0, {'J01': -40.0}, {'J01': 16}, {'J01': 40}, 
365.0, {'J01': -41.0}, {'J01': 16}, {'J01': 41}, 
370.0, {'J01': -43.0}, {'J01': 16}, {'J01': 43}, 
375.0, {'J01': -37.0}, {'J01': 16}, {'J01': 37}, 
380.0, {'J01': -39.0}, {'J01': 16}, {'J01': 39}, 
385.0, {'J01': -42.0}, {'J01': 17}, {'J01': 42}, 
390.0, {'J01': -46.0}, {'J01': 17}, {'J01': 46}, 
395.0, {'J01': -51.0}, {'J01': 18}, {'J01': 51}, 
400.0, {'J01': -50.0}, {'J01': 18}, {'J01': 50}, 
405.0, {'J01': -39.0}, {'J01': 16}, {'J01': 39}, 
410.0, {'J01': -38.0}, {'J01': 15}, {'J01': 38}, 
415.0, {'J01': -41.0}, {'J01': 14}, {'J01': 41}, 
420.0, {'J01': -44.0}, {'J01': 15}, {'J01': 44}, 
425.0, {'J01': -49.0}, {'J01': 17}, {'J01': 49}, 
430.0, {'J01': -51.0}, {'J01': 17}, {'J01': 51}, 
435.0, {'J01': -41.0}, {'J01': 14}, {'J01': 41}, 
440.0, {'J01': -34.0}, {'J01': 13}, {'J01': 34}, 
445.0, {'J01': -39.0}, {'J01': 13}, {'J01': 39}, 
450.0, {'J01': -43.0}, {'J01': 15}, {'J01': 43}, 
455.0, {'J01': -50.0}, {'J01': 17}, {'J01': 50}, 
460.0, {'J01': -48.0}, {'J01': 17}, {'J01': 48}, 
465.0, {'J01': -50.0}, {'J01': 18}, {'J01': 50}, 
470.0, {'J01': -52.0}, {'J01': 19}, {'J01': 52}, 
475.0, {'J01': -43.0}, {'J01': 19}, {'J01': 43}, 
480.0, {'J01': -33.0}, {'J01': 15}, {'J01': 33}, 
485.0, {'J01': -30.0}, {'J01': 13}, {'J01': 30}, 
490.0, {'J01': -33.0}, {'J01': 13}, {'J01': 33}, 
495.0, {'J01': -42.0}, {'J01': 15}, {'J01': 42}, 
500.0, {'J01': -49.0}, {'J01': 17}, {'J01': 49}, 
505.0, {'J01': -48.0}, {'J01': 19}, {'J01': 48}, 
510.0, {'J01': -45.0}, {'J01': 19}, {'J01': 45}, 
515.0, {'J01': -47.0}, {'J01': 19}, {'J01': 47}, 
520.0, {'J01': -51.0}, {'J01': 20}, {'J01': 51}, 
525.0, {'J01': -53.0}, {'J01': 20}, {'J01': 53}, 
530.0, {'J01': -43.0}, {'J01': 18}, {'J01': 43}, 
535.0, {'J01': -41.0}, {'J01': 17}, {'J01': 41}, 
540.0, {'J01': -40.0}, {'J01': 17}, {'J01': 40}, 
545.0, {'J01': -43.0}, {'J01': 17}, {'J01': 43}, 
550.0, {'J01': -50.0}, {'J01': 18}, {'J01': 50}, 
555.0, {'J01': -46.0}, {'J01': 18}, {'J01': 46}, 
560.0, {'J01': -48.0}, {'J01': 18}, {'J01': 48}, 
565.0, {'J01': -51.0}, {'J01': 19}, {'J01': 51}, 
570.0, {'J01': -51.0}, {'J01': 19}, {'J01': 51}, 
575.0, {'J01': -55.0}, {'J01': 19}, {'J01': 55}, 
580.0, {'J01': -53.0}, {'J01': 19}, {'J01': 53}, 
585.0, {'J01': -55.0}, {'J01': 21}, {'J01': 55}, 
590.0, {'J01': -57.0}, {'J01': 21}, {'J01': 57}, 
595.0, {'J01': -52.0}, {'J01': 21}, {'J01': 52}, 
600.0, {'J01': -51.0}, {'J01': 22}, {'J01': 51}, 
605.0, {'J01': -48.0}, {'J01': 21}, {'J01': 48}, 
610.0, {'J01': -48.0}, {'J01': 21}, {'J01': 48}, 
615.0, {'J01': -49.0}, {'J01': 22}, {'J01': 49}, 
620.0, {'J01': -60.0}, {'J01': 22}, {'J01': 60}, 
625.0, {'J01': -61.0}, {'J01': 22}, {'J01': 61}, 
630.0, {'J01': -63.0}, {'J01': 22}, {'J01': 63}, 
635.0, {'J01': -67.0}, {'J01': 25}, {'J01': 67}, 
640.0, {'J01': -62.0}, {'J01': 25}, {'J01': 62}, 
645.0, {'J01': -63.0}, {'J01': 26}, {'J01': 63}, 
650.0, {'J01': -58.0}, {'J01': 26}, {'J01': 58}, 
655.0, {'J01': -55.0}, {'J01': 26}, {'J01': 55}, 
660.0, {'J01': -63.0}, {'J01': 29}, {'J01': 63}, 
665.0, {'J01': -66.0}, {'J01': 30}, {'J01': 66}, 
670.0, {'J01': -62.0}, {'J01': 30}, {'J01': 62}, 
675.0, {'J01': -64.0}, {'J01': 30}, {'J01': 64}, 
680.0, {'J01': -68.0}, {'J01': 31}, {'J01': 68}, 
685.0, {'J01': -63.0}, {'J01': 31}, {'J01': 63}, 
690.0, {'J01': -52.0}, {'J01': 31}, {'J01': 52}, 
695.0, {'J01': -46.0}, {'J01': 31}, {'J01': 46}, 
700.0, {'J01': -42.0}, {'J01': 28}, {'J01': 42}, 
705.0, {'J01': -37.0}, {'J01': 27}, {'J01': 37}, 
710.0, {'J01': -35.0}, {'J01': 26}, {'J01': 35}, 
715.0, {'J01': -44.0}, {'J01': 25}, {'J01': 44}, 
720.0, {'J01': -56.0}, {'J01': 25}, {'J01': 56}, 
725.0, {'J01': -58.0}, {'J01': 25}, {'J01': 58}, 
730.0, {'J01': -51.0}, {'J01': 24}, {'J01': 51}, 
735.0, {'J01': -49.0}, {'J01': 22}, {'J01': 49}, 
740.0, {'J01': -52.0}, {'J01': 21}, {'J01': 52}, 
745.0, {'J01': -50.0}, {'J01': 21}, {'J01': 50}, 
750.0, {'J01': -51.0}, {'J01': 21}, {'J01': 51}, 
755.0, {'J01': -55.0}, {'J01': 23}, {'J01': 55}, 
760.0, {'J01': -53.0}, {'J01': 23}, {'J01': 53}, 
765.0, {'J01': -51.0}, {'J01': 24}, {'J01': 51}, 
770.0, {'J01': -53.0}, {'J01': 24}, {'J01': 53}, 
775.0, {'J01': -57.0}, {'J01': 24}, {'J01': 57}, 
780.0, {'J01': -56.0}, {'J01': 24}, {'J01': 56}, 
785.0, {'J01': -58.0}, {'J01': 25}, {'J01': 58}, 
790.0, {'J01': -60.0}, {'J01': 25}, {'J01': 60}, 
795.0, {'J01': -60.0}, {'J01': 25}, {'J01': 60}, 
800.0, {'J01': -58.0}, {'J01': 25}, {'J01': 58}, 
805.0, {'J01': -58.0}, {'J01': 25}, {'J01': 58}, 
810.0, {'J01': -62.0}, {'J01': 26}, {'J01': 62}, 
815.0, {'J01': -64.0}, {'J01': 26}, {'J01': 64}, 
820.0, {'J01': -52.0}, {'J01': 24}, {'J01': 52}, 
825.0, {'J01': -43.0}, {'J01': 23}, {'J01': 43}, 
830.0, {'J01': -36.0}, {'J01': 20}, {'J01': 36}, 
835.0, {'J01': -34.0}, {'J01': 17}, {'J01': 34}, 
840.0, {'J01': -27.0}, {'J01': 14}, {'J01': 27}, 
845.0, {'J01': -30.0}, {'J01': 12}, {'J01': 30}, 
850.0, {'J01': -36.0}, {'J01': 12}, {'J01': 36}, 
855.0, {'J01': -47.0}, {'J01': 12}, {'J01': 47}, 
860.0, {'J01': -52.0}, {'J01': 15}, {'J01': 52}, 
865.0, {'J01': -50.0}, {'J01': 15}, {'J01': 50}, 
870.0, {'J01': -56.0}, {'J01': 17}, {'J01': 56}, 
875.0, {'J01': -52.0}, {'J01': 17}, {'J01': 52}, 
880.0, {'J01': -52.0}, {'J01': 17}, {'J01': 52}, 
885.0, {'J01': -53.0}, {'J01': 18}, {'J01': 53}, 
890.0, {'J01': -53.0}, {'J01': 18}, {'J01': 53}, 
