5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -8.5}, {'J01': 1}, {'J01': 2}, 
25.0, {'J01': -37.5}, {'J01': 1}, {'J01': 4}, 
30.0, {'J01': -85.5}, {'J01': 3}, {'J01': 7}, 
35.0, {'J01': -167.0}, {'J01': 5}, {'J01': 11}, 
40.0, {'J01': -268.5}, {'J01': 5}, {'J01': 12}, 
45.0, {'J01': -401.0}, {'J01': 4}, {'J01': 17}, 
50.0, {'J01': -564.5}, {'J01': 6}, {'J01': 19}, 
55.0, {'J01': -765.0}, {'J01': 8}, {'J01': 23}, 
60.0, {'J01': -998.5}, {'J01': 8}, {'J01': 25}, 
65.0, {'J01': -1265.5}, {'J01': 8}, {'J01': 29}, 
70.0, {'J01': -1510.5}, {'J01': 8}, {'J01': 28}, 
75.0, {'J01': -1759.0}, {'J01': 8}, {'J01': 28}, 
80.0, {'J01': -2016.0}, {'J01': 8}, {'J01': 26}, 
85.0, {'J01': -2278.5}, {'J01': 8}, {'J01': 28}, 
90.0, {'J01': -2536.0}, {'J01': 8}, {'J01': 26}, 
95.0, {'J01': -2797.5}, {'J01': 8}, {'J01': 27}, 
100.0, {'J01': -3078.0}, {'J01': 8}, {'J01': 30}, 
105.0, {'J01': -3341.5}, {'J01': 8}, {'J01': 28}, 
110.0, {'J01': -3598.0}, {'J01': 8}, {'J01': 27}, 
115.0, {'J01': -3874.0}, {'J01': 8}, {'J01': 29}, 
120.0, {'J01': -4166.0}, {'J01': 8}, {'J01': 30}, 
125.0, {'J01': -3491.5}, {'J01': 7}, {'J01': 26}, 
130.0, {'J01': -2136.5}, {'J01': 4}, {'J01': 18}, 
135.0, {'J01': -2051.5}, {'J01': 4}, {'J01': 17}, 
140.0, {'J01': -2058.0}, {'J01': 4}, {'J01': 17}, 
145.0, {'J01': -2250.5}, {'J01': 7}, {'J01': 27}, 
150.0, {'J01': -2512.0}, {'J01': 8}, {'J01': 29}, 
155.0, {'J01': -2804.0}, {'J01': 8}, {'J01': 30}, 
160.0, {'J01': -3110.0}, {'J01': 8}, {'J01': 32}, 
165.0, {'J01': -3435.0}, {'J01': 8}, {'J01': 33}, 
170.0, {'J01': -3768.5}, {'J01': 8}, {'J01': 34}, 
175.0, {'J01': -4053.0}, {'J01': 8}, {'J01': 32}, 
180.0, {'J01': -4330.5}, {'J01': 8}, {'J01': 32}, 
185.0, {'J01': -4587.0}, {'J01': 8}, {'J01': 30}, 
190.0, {'J01': -4834.0}, {'J01': 8}, {'J01': 30}, 
195.0, {'J01': -5138.0}, {'J01': 8}, {'J01': 31}, 
200.0, {'J01': -5412.0}, {'J01': 8}, {'J01': 29}, 
205.0, {'J01': -5706.0}, {'J01': 8}, {'J01': 31}, 
210.0, {'J01': -5993.0}, {'J01': 8}, {'J01': 30}, 
215.0, {'J01': -6283.5}, {'J01': 8}, {'J01': 30}, 
220.0, {'J01': -6586.5}, {'J01': 8}, {'J01': 31}, 
225.0, {'J01': -6900.5}, {'J01': 8}, {'J01': 33}, 
230.0, {'J01': -7188.0}, {'J01': 8}, {'J01': 31}, 
235.0, {'J01': -7465.0}, {'J01': 8}, {'J01': 30}, 
240.0, {'J01': -7771.0}, {'J01': 8}, {'J01': 32}, 
245.0, {'J01': -8038.5}, {'J01': 8}, {'J01': 31}, 
250.0, {'J01': -8314.0}, {'J01': 8}, {'J01': 30}, 
255.0, {'J01': -8623.5}, {'J01': 8}, {'J01': 33}, 
260.0, {'J01': -8918.0}, {'J01': 8}, {'J01': 31}, 
265.0, {'J01': -9204.0}, {'J01': 8}, {'J01': 30}, 
270.0, {'J01': -9513.0}, {'J01': 8}, {'J01': 33}, 
275.0, {'J01': -9787.5}, {'J01': 8}, {'J01': 31}, 
280.0, {'J01': -10074.0}, {'J01': 8}, {'J01': 30}, 
285.0, {'J01': -10380.0}, {'J01': 8}, {'J01': 33}, 
290.0, {'J01': -10715.0}, {'J01': 8}, {'J01': 34}, 
295.0, {'J01': -10964.5}, {'J01': 8}, {'J01': 31}, 
