5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -5.0}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': -33.5}, {'J01': 3}, {'J01': 5}, 
25.0, {'J01': -89.0}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': -125.5}, {'J01': 4}, {'J01': 5}, 
35.0, {'J01': -182.0}, {'J01': 4}, {'J01': 8}, 
40.0, {'J01': -155.5}, {'J01': 3}, {'J01': 8}, 
45.0, {'J01': -177.0}, {'J01': 3}, {'J01': 11}, 
50.0, {'J01': -287.0}, {'J01': 4}, {'J01': 16}, 
55.0, {'J01': -443.5}, {'J01': 4}, {'J01': 18}, 
60.0, {'J01': -524.5}, {'J01': 5}, {'J01': 21}, 
65.0, {'J01': -746.5}, {'J01': 7}, {'J01': 26}, 
70.0, {'J01': -988.0}, {'J01': 8}, {'J01': 30}, 
75.0, {'J01': -1269.5}, {'J01': 8}, {'J01': 31}, 
80.0, {'J01': -1431.0}, {'J01': 8}, {'J01': 30}, 
85.0, {'J01': -1641.0}, {'J01': 8}, {'J01': 30}, 
90.0, {'J01': -1948.0}, {'J01': 8}, {'J01': 33}, 
95.0, {'J01': -2285.0}, {'J01': 8}, {'J01': 36}, 
100.0, {'J01': -2614.5}, {'J01': 8}, {'J01': 37}, 
105.0, {'J01': -2943.0}, {'J01': 8}, {'J01': 36}, 
110.0, {'J01': -3224.0}, {'J01': 8}, {'J01': 37}, 
115.0, {'J01': -3599.5}, {'J01': 8}, {'J01': 39}, 
120.0, {'J01': -3991.5}, {'J01': 8}, {'J01': 41}, 
125.0, {'J01': -4405.5}, {'J01': 8}, {'J01': 44}, 
130.0, {'J01': -4847.0}, {'J01': 8}, {'J01': 45}, 
135.0, {'J01': -5297.0}, {'J01': 8}, {'J01': 45}, 
140.0, {'J01': -5753.5}, {'J01': 8}, {'J01': 48}, 
145.0, {'J01': -6246.5}, {'J01': 10}, {'J01': 52}, 
150.0, {'J01': -5047.0}, {'J01': 8}, {'J01': 42}, 
155.0, {'J01': -3882.5}, {'J01': 6}, {'J01': 30}, 
160.0, {'J01': -4032.0}, {'J01': 7}, {'J01': 34}, 
165.0, {'J01': -4335.0}, {'J01': 7}, {'J01': 40}, 
170.0, {'J01': -4753.0}, {'J01': 8}, {'J01': 45}, 
175.0, {'J01': -5218.0}, {'J01': 9}, {'J01': 48}, 
180.0, {'J01': -5702.5}, {'J01': 11}, {'J01': 50}, 
185.0, {'J01': -5624.5}, {'J01': 9}, {'J01': 44}, 
190.0, {'J01': -5479.5}, {'J01': 8}, {'J01': 39}, 
195.0, {'J01': -5832.0}, {'J01': 9}, {'J01': 42}, 
200.0, {'J01': -5360.0}, {'J01': 9}, {'J01': 42}, 
205.0, {'J01': -5408.5}, {'J01': 9}, {'J01': 42}, 
210.0, {'J01': -4577.0}, {'J01': 9}, {'J01': 35}, 
215.0, {'J01': -4130.0}, {'J01': 10}, {'J01': 34}, 
220.0, {'J01': -4481.0}, {'J01': 10}, {'J01': 38}, 
225.0, {'J01': -4867.0}, {'J01': 10}, {'J01': 41}, 
230.0, {'J01': -5101.5}, {'J01': 11}, {'J01': 41}, 
235.0, {'J01': -5231.0}, {'J01': 11}, {'J01': 40}, 
240.0, {'J01': -5639.0}, {'J01': 11}, {'J01': 42}, 
245.0, {'J01': -6042.5}, {'J01': 12}, {'J01': 46}, 
250.0, {'J01': -6489.0}, {'J01': 12}, {'J01': 49}, 
255.0, {'J01': -5679.0}, {'J01': 12}, {'J01': 44}, 
260.0, {'J01': -4856.0}, {'J01': 12}, {'J01': 41}, 
265.0, {'J01': -2999.0}, {'J01': 10}, {'J01': 32}, 
270.0, {'J01': -2740.0}, {'J01': 9}, {'J01': 33}, 
275.0, {'J01': -2968.0}, {'J01': 9}, {'J01': 36}, 
280.0, {'J01': -2100.5}, {'J01': 7}, {'J01': 30}, 
285.0, {'J01': -1463.5}, {'J01': 5}, {'J01': 23}, 
290.0, {'J01': -1271.0}, {'J01': 7}, {'J01': 26}, 
295.0, {'J01': -1542.5}, {'J01': 7}, {'J01': 33}, 
300.0, {'J01': -1888.0}, {'J01': 10}, {'J01': 40}, 
305.0, {'J01': -2294.0}, {'J01': 10}, {'J01': 42}, 
310.0, {'J01': -2312.5}, {'J01': 10}, {'J01': 38}, 
315.0, {'J01': -2682.0}, {'J01': 10}, {'J01': 38}, 
320.0, {'J01': -3018.0}, {'J01': 12}, {'J01': 39}, 
325.0, {'J01': -3371.0}, {'J01': 13}, {'J01': 41}, 
330.0, {'J01': -3768.0}, {'J01': 13}, {'J01': 42}, 
335.0, {'J01': -4170.0}, {'J01': 15}, {'J01': 42}, 
340.0, {'J01': -4563.0}, {'J01': 15}, {'J01': 43}, 
345.0, {'J01': -4974.0}, {'J01': 16}, {'J01': 42}, 
350.0, {'J01': -5394.0}, {'J01': 16}, {'J01': 42}, 
355.0, {'J01': -5824.0}, {'J01': 16}, {'J01': 46}, 
360.0, {'J01': -6281.5}, {'J01': 18}, {'J01': 50}, 
365.0, {'J01': -6739.5}, {'J01': 18}, {'J01': 48}, 
370.0, {'J01': -7181.0}, {'J01': 18}, {'J01': 48}, 
375.0, {'J01': -7669.5}, {'J01': 18}, {'J01': 51}, 
380.0, {'J01': -8104.0}, {'J01': 18}, {'J01': 48}, 
385.0, {'J01': -6981.0}, {'J01': 17}, {'J01': 43}, 
390.0, {'J01': -7088.0}, {'J01': 17}, {'J01': 46}, 
395.0, {'J01': -7555.0}, {'J01': 17}, {'J01': 49}, 
