5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -6.182}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -2.0}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': -4.0}, {'J01': 2}, {'J01': 4}, 
25.0, {'J01': -8.0}, {'J01': 3}, {'J01': 8}, 
30.0, {'J01': -9.267}, {'J01': 3}, {'J01': 8}, 
35.0, {'J01': -16.358}, {'J01': 3}, {'J01': 12}, 
40.0, {'J01': -28.54}, {'J01': 5}, {'J01': 18}, 
45.0, {'J01': -37.989000000000004}, {'J01': 6}, {'J01': 20}, 
50.0, {'J01': -35.989000000000004}, {'J01': 4}, {'J01': 18}, 
55.0, {'J01': -34.256}, {'J01': 4}, {'J01': 15}, 
60.0, {'J01': -32.256}, {'J01': 4}, {'J01': 13}, 
65.0, {'J01': -40.881}, {'J01': 4}, {'J01': 16}, 
70.0, {'J01': -37.790000000000006}, {'J01': 4}, {'J01': 16}, 
75.0, {'J01': -51.154}, {'J01': 4}, {'J01': 17}, 
80.0, {'J01': -47.239000000000004}, {'J01': 4}, {'J01': 18}, 
85.0, {'J01': -54.42100000000001}, {'J01': 4}, {'J01': 19}, 
90.0, {'J01': -66.785}, {'J01': 4}, {'J01': 19}, 
95.0, {'J01': -65.961}, {'J01': 4}, {'J01': 20}, 
100.0, {'J01': -75.23400000000001}, {'J01': 4}, {'J01': 20}, 
105.0, {'J01': -45.972}, {'J01': 4}, {'J01': 18}, 
110.0, {'J01': -69.05199999999999}, {'J01': 4}, {'J01': 20}, 
115.0, {'J01': -82.768}, {'J01': 4}, {'J01': 25}, 
120.0, {'J01': -45.96600000000001}, {'J01': 5}, {'J01': 26}, 
125.0, {'J01': -63.330000000000005}, {'J01': 7}, {'J01': 31}, 
130.0, {'J01': -67.59700000000001}, {'J01': 8}, {'J01': 34}, 
135.0, {'J01': -79.228}, {'J01': 7}, {'J01': 32}, 
140.0, {'J01': -46.494}, {'J01': 6}, {'J01': 32}, 
145.0, {'J01': -63.391999999999996}, {'J01': 6}, {'J01': 34}, 
150.0, {'J01': -55.676}, {'J01': 7}, {'J01': 35}, 
155.0, {'J01': -42.602000000000004}, {'J01': 8}, {'J01': 35}, 
160.0, {'J01': -70.773}, {'J01': 8}, {'J01': 39}, 
165.0, {'J01': -92.671}, {'J01': 8}, {'J01': 46}, 
170.0, {'J01': -78.87}, {'J01': 7}, {'J01': 36}, 
175.0, {'J01': -76.518}, {'J01': 6}, {'J01': 30}, 
180.0, {'J01': -73.518}, {'J01': 4}, {'J01': 27}, 
185.0, {'J01': -74.166}, {'J01': 4}, {'J01': 24}, 
190.0, {'J01': -72.166}, {'J01': 4}, {'J01': 22}, 
195.0, {'J01': -82.61500000000001}, {'J01': 7}, {'J01': 25}, 
200.0, {'J01': -87.7}, {'J01': 8}, {'J01': 35}, 
205.0, {'J01': -95.882}, {'J01': 8}, {'J01': 37}, 
210.0, {'J01': -92.706}, {'J01': 7}, {'J01': 32}, 
215.0, {'J01': -85.706}, {'J01': 5}, {'J01': 25}, 
220.0, {'J01': -82.97300000000001}, {'J01': 4}, {'J01': 21}, 
225.0, {'J01': -79.97300000000001}, {'J01': 4}, {'J01': 18}, 
230.0, {'J01': -79.706}, {'J01': 4}, {'J01': 19}, 
235.0, {'J01': -87.97300000000001}, {'J01': 5}, {'J01': 26}, 
240.0, {'J01': -88.706}, {'J01': 7}, {'J01': 28}, 
245.0, {'J01': -87.97300000000001}, {'J01': 5}, {'J01': 26}, 
250.0, {'J01': -83.97300000000001}, {'J01': 4}, {'J01': 22}, 
255.0, {'J01': -80.24000000000001}, {'J01': 4}, {'J01': 17}, 
260.0, {'J01': -82.24000000000001}, {'J01': 4}, {'J01': 19}, 
265.0, {'J01': -82.24000000000001}, {'J01': 4}, {'J01': 19}, 
270.0, {'J01': -82.24000000000001}, {'J01': 4}, {'J01': 19}, 
275.0, {'J01': -84.507}, {'J01': 4}, {'J01': 20}, 
280.0, {'J01': -50.063}, {'J01': 4}, {'J01': 19}, 
285.0, {'J01': -62.870000000000005}, {'J01': 4}, {'J01': 20}, 
290.0, {'J01': -59.506}, {'J01': 5}, {'J01': 29}, 
