5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.5)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-10.0)}, {'J8': 1}, {'J8': 1}, 
25.0, {'J8': np.float32(-10.0)}, {'J8': 1}, {'J8': 1}, 
30.0, {'J8': np.float32(-19.0)}, {'J8': 3}, {'J8': 4}, 
35.0, {'J8': np.float32(-15.5)}, {'J8': 1}, {'J8': 3}, 
40.0, {'J8': np.float32(-16.5)}, {'J8': 3}, {'J8': 4}, 
45.0, {'J8': np.float32(-42.0)}, {'J8': 4}, {'J8': 5}, 
50.0, {'J8': np.float32(-50.0)}, {'J8': 4}, {'J8': 5}, 
55.0, {'J8': np.float32(-57.5)}, {'J8': 6}, {'J8': 7}, 
60.0, {'J8': np.float32(-79.5)}, {'J8': 7}, {'J8': 10}, 
65.0, {'J8': np.float32(-104.5)}, {'J8': 7}, {'J8': 11}, 
70.0, {'J8': np.float32(-115.0)}, {'J8': 8}, {'J8': 12}, 
75.0, {'J8': np.float32(-122.5)}, {'J8': 8}, {'J8': 13}, 
80.0, {'J8': np.float32(-36.0)}, {'J8': 7}, {'J8': 12}, 
85.0, {'J8': np.float32(149.0)}, {'J8': 4}, {'J8': 9}, 
90.0, {'J8': np.float32(-15.5)}, {'J8': 4}, {'J8': 9}, 
95.0, {'J8': np.float32(-47.5)}, {'J8': 4}, {'J8': 8}, 
100.0, {'J8': np.float32(-61.0)}, {'J8': 4}, {'J8': 8}, 
105.0, {'J8': np.float32(-91.0)}, {'J8': 5}, {'J8': 12}, 
110.0, {'J8': np.float32(-129.5)}, {'J8': 7}, {'J8': 16}, 
115.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
120.0, {'J8': np.float32(-27.5)}, {'J8': 6}, {'J8': 15}, 
125.0, {'J8': np.float32(-17.0)}, {'J8': 5}, {'J8': 14}, 
130.0, {'J8': np.float32(-15.0)}, {'J8': 5}, {'J8': 13}, 
135.0, {'J8': np.float32(-68.5)}, {'J8': 5}, {'J8': 12}, 
140.0, {'J8': np.float32(4.5)}, {'J8': 5}, {'J8': 10}, 
145.0, {'J8': np.float32(-29.5)}, {'J8': 5}, {'J8': 9}, 
150.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
155.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
160.0, {'J8': np.float32(-91.0)}, {'J8': 5}, {'J8': 10}, 
165.0, {'J8': np.float32(-89.0)}, {'J8': 5}, {'J8': 9}, 
170.0, {'J8': np.float32(49.5)}, {'J8': 5}, {'J8': 9}, 
175.0, {'J8': np.float32(65.5)}, {'J8': 5}, {'J8': 7}, 
180.0, {'J8': np.float32(80.0)}, {'J8': 5}, {'J8': 7}, 
185.0, {'J8': np.float32(76.5)}, {'J8': 5}, {'J8': 9}, 
190.0, {'J8': np.float32(-101.0)}, {'J8': 5}, {'J8': 13}, 
195.0, {'J8': np.float32(-120.5)}, {'J8': 6}, {'J8': 14}, 
200.0, {'J8': np.float32(-78.5)}, {'J8': 7}, {'J8': 12}, 
205.0, {'J8': np.float32(-93.5)}, {'J8': 7}, {'J8': 12}, 
210.0, {'J8': np.float32(-121.5)}, {'J8': 7}, {'J8': 13}, 
215.0, {'J8': np.float32(-63.0)}, {'J8': 6}, {'J8': 14}, 
220.0, {'J8': np.float32(-70.0)}, {'J8': 5}, {'J8': 14}, 
225.0, {'J8': np.float32(-58.0)}, {'J8': 5}, {'J8': 13}, 
230.0, {'J8': np.float32(27.5)}, {'J8': 5}, {'J8': 11}, 
235.0, {'J8': np.float32(-35.0)}, {'J8': 5}, {'J8': 9}, 
240.0, {'J8': np.float32(-95.0)}, {'J8': 5}, {'J8': 11}, 
245.0, {'J8': np.float32(-85.5)}, {'J8': 5}, {'J8': 13}, 
250.0, {'J8': np.float32(-20.0)}, {'J8': 5}, {'J8': 13}, 
255.0, {'J8': np.float32(-15.0)}, {'J8': 5}, {'J8': 12}, 
260.0, {'J8': np.float32(35.0)}, {'J8': 5}, {'J8': 10}, 
265.0, {'J8': np.float32(-57.0)}, {'J8': 5}, {'J8': 10}, 
270.0, {'J8': np.float32(-102.5)}, {'J8': 5}, {'J8': 11}, 
275.0, {'J8': np.float32(-89.5)}, {'J8': 5}, {'J8': 10}, 
280.0, {'J8': np.float32(-79.5)}, {'J8': 5}, {'J8': 10}, 
285.0, {'J8': np.float32(-13.0)}, {'J8': 5}, {'J8': 11}, 
290.0, {'J8': np.float32(153.5)}, {'J8': 5}, {'J8': 10}, 
295.0, {'J8': np.float32(-47.5)}, {'J8': 5}, {'J8': 10}, 
300.0, {'J8': np.float32(-48.5)}, {'J8': 5}, {'J8': 10}, 
305.0, {'J8': np.float32(-73.0)}, {'J8': 5}, {'J8': 10}, 
310.0, {'J8': np.float32(-68.0)}, {'J8': 5}, {'J8': 9}, 
315.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
320.0, {'J8': np.float32(-42.0)}, {'J8': 5}, {'J8': 9}, 
325.0, {'J8': np.float32(-43.5)}, {'J8': 5}, {'J8': 10}, 
330.0, {'J8': np.float32(-104.5)}, {'J8': 5}, {'J8': 13}, 
335.0, {'J8': np.float32(-97.0)}, {'J8': 5}, {'J8': 12}, 
340.0, {'J8': np.float32(-86.0)}, {'J8': 5}, {'J8': 11}, 
345.0, {'J8': np.float32(-36.0)}, {'J8': 5}, {'J8': 9}, 
350.0, {'J8': np.float32(8.5)}, {'J8': 5}, {'J8': 9}, 
355.0, {'J8': np.float32(26.5)}, {'J8': 5}, {'J8': 7}, 
360.0, {'J8': np.float32(-72.5)}, {'J8': 5}, {'J8': 9}, 
365.0, {'J8': np.float32(-18.5)}, {'J8': 5}, {'J8': 9}, 
370.0, {'J8': np.float32(-11.0)}, {'J8': 5}, {'J8': 9}, 
375.0, {'J8': np.float32(-92.0)}, {'J8': 5}, {'J8': 10}, 
380.0, {'J8': np.float32(-74.5)}, {'J8': 5}, {'J8': 10}, 
385.0, {'J8': np.float32(-68.5)}, {'J8': 5}, {'J8': 9}, 
390.0, {'J8': np.float32(-90.5)}, {'J8': 5}, {'J8': 10}, 
395.0, {'J8': np.float32(-101.0)}, {'J8': 5}, {'J8': 11}, 
400.0, {'J8': np.float32(-110.0)}, {'J8': 5}, {'J8': 11}, 
405.0, {'J8': np.float32(-115.5)}, {'J8': 5}, {'J8': 13}, 
410.0, {'J8': np.float32(-130.0)}, {'J8': 5}, {'J8': 13}, 
415.0, {'J8': np.float32(-137.0)}, {'J8': 6}, {'J8': 15}, 
420.0, {'J8': np.float32(-29.5)}, {'J8': 7}, {'J8': 15}, 
425.0, {'J8': np.float32(-19.5)}, {'J8': 7}, {'J8': 14}, 
430.0, {'J8': np.float32(-65.0)}, {'J8': 7}, {'J8': 16}, 
435.0, {'J8': np.float32(46.5)}, {'J8': 5}, {'J8': 13}, 
440.0, {'J8': np.float32(-75.5)}, {'J8': 5}, {'J8': 12}, 
445.0, {'J8': np.float32(-120.0)}, {'J8': 5}, {'J8': 12}, 
450.0, {'J8': np.float32(-121.0)}, {'J8': 5}, {'J8': 13}, 
455.0, {'J8': np.float32(-134.0)}, {'J8': 5}, {'J8': 14}, 
460.0, {'J8': np.float32(-144.5)}, {'J8': 7}, {'J8': 16}, 
465.0, {'J8': np.float32(-61.0)}, {'J8': 7}, {'J8': 16}, 
470.0, {'J8': np.float32(99.5)}, {'J8': 5}, {'J8': 12}, 
475.0, {'J8': np.float32(-96.5)}, {'J8': 5}, {'J8': 11}, 
480.0, {'J8': np.float32(102.0)}, {'J8': 5}, {'J8': 10}, 
485.0, {'J8': np.float32(334.0)}, {'J8': 5}, {'J8': 9}, 
490.0, {'J8': np.float32(-91.5)}, {'J8': 5}, {'J8': 11}, 
495.0, {'J8': np.float32(-115.0)}, {'J8': 6}, {'J8': 14}, 
500.0, {'J8': np.float32(-64.0)}, {'J8': 6}, {'J8': 15}, 
505.0, {'J8': np.float32(-59.5)}, {'J8': 5}, {'J8': 14}, 
510.0, {'J8': np.float32(-63.5)}, {'J8': 5}, {'J8': 12}, 
515.0, {'J8': np.float32(-60.5)}, {'J8': 5}, {'J8': 12}, 
520.0, {'J8': np.float32(-120.5)}, {'J8': 5}, {'J8': 13}, 
525.0, {'J8': np.float32(-62.5)}, {'J8': 6}, {'J8': 14}, 
530.0, {'J8': np.float32(-69.0)}, {'J8': 7}, {'J8': 14}, 
535.0, {'J8': np.float32(-142.0)}, {'J8': 7}, {'J8': 15}, 
540.0, {'J8': np.float32(-155.0)}, {'J8': 7}, {'J8': 16}, 
545.0, {'J8': np.float32(-98.5)}, {'J8': 6}, {'J8': 15}, 
550.0, {'J8': np.float32(125.0)}, {'J8': 5}, {'J8': 12}, 
555.0, {'J8': np.float32(-7.5)}, {'J8': 5}, {'J8': 12}, 
560.0, {'J8': np.float32(-122.5)}, {'J8': 5}, {'J8': 14}, 
565.0, {'J8': np.float32(-85.0)}, {'J8': 7}, {'J8': 15}, 
570.0, {'J8': np.float32(-85.0)}, {'J8': 7}, {'J8': 14}, 
575.0, {'J8': np.float32(24.0)}, {'J8': 7}, {'J8': 16}, 
580.0, {'J8': np.float32(-39.5)}, {'J8': 6}, {'J8': 15}, 
585.0, {'J8': np.float32(-150.0)}, {'J8': 6}, {'J8': 15}, 
590.0, {'J8': np.float32(-150.0)}, {'J8': 6}, {'J8': 15}, 
595.0, {'J8': np.float32(-80.5)}, {'J8': 7}, {'J8': 15}, 
600.0, {'J8': np.float32(-69.5)}, {'J8': 7}, {'J8': 14}, 
605.0, {'J8': np.float32(-148.0)}, {'J8': 8}, {'J8': 17}, 
610.0, {'J8': np.float32(-98.0)}, {'J8': 8}, {'J8': 16}, 
615.0, {'J8': np.float32(-79.5)}, {'J8': 8}, {'J8': 15}, 
620.0, {'J8': np.float32(-152.0)}, {'J8': 8}, {'J8': 16}, 
625.0, {'J8': np.float32(177.5)}, {'J8': 6}, {'J8': 15}, 
630.0, {'J8': np.float32(49.5)}, {'J8': 6}, {'J8': 15}, 
635.0, {'J8': np.float32(-150.0)}, {'J8': 6}, {'J8': 15}, 
640.0, {'J8': np.float32(-153.0)}, {'J8': 7}, {'J8': 16}, 
645.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
650.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
655.0, {'J8': np.float32(-108.0)}, {'J8': 6}, {'J8': 15}, 
660.0, {'J8': np.float32(43.0)}, {'J8': 6}, {'J8': 15}, 
665.0, {'J8': np.float32(-97.0)}, {'J8': 5}, {'J8': 14}, 
670.0, {'J8': np.float32(13.0)}, {'J8': 5}, {'J8': 13}, 
675.0, {'J8': np.float32(22.0)}, {'J8': 5}, {'J8': 11}, 
680.0, {'J8': np.float32(-112.5)}, {'J8': 5}, {'J8': 13}, 
685.0, {'J8': np.float32(2.0)}, {'J8': 5}, {'J8': 12}, 
690.0, {'J8': np.float32(501.0)}, {'J8': 5}, {'J8': 9}, 
695.0, {'J8': np.float32(295.5)}, {'J8': 5}, {'J8': 8}, 
700.0, {'J8': np.float32(-39.0)}, {'J8': 5}, {'J8': 8}, 
705.0, {'J8': np.float32(-18.5)}, {'J8': 5}, {'J8': 6}, 
710.0, {'J8': np.float32(-67.0)}, {'J8': 5}, {'J8': 9}, 
715.0, {'J8': np.float32(-96.5)}, {'J8': 5}, {'J8': 11}, 
720.0, {'J8': np.float32(-89.0)}, {'J8': 5}, {'J8': 10}, 
725.0, {'J8': np.float32(-100.0)}, {'J8': 5}, {'J8': 10}, 
730.0, {'J8': np.float32(-68.5)}, {'J8': 5}, {'J8': 9}, 
735.0, {'J8': np.float32(-92.0)}, {'J8': 5}, {'J8': 10}, 
