5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -1.8, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -10.600000000000001, 'top_mgr': 2}, {'J01': 2}, {'J01': 4}, 
20.0, {'J01': -19.0, 'top_mgr': 3}, {'J01': 4}, {'J01': 5}, 
25.0, {'J01': -32.8, 'top_mgr': 1}, {'J01': 4}, {'J01': 8}, 
30.0, {'J01': -42.2, 'top_mgr': 4}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': -33.4, 'top_mgr': 5}, {'J01': 3}, {'J01': 6}, 
40.0, {'J01': -58.400000000000006, 'top_mgr': 1}, {'J01': 3}, {'J01': 12}, 
45.0, {'J01': -86.6, 'top_mgr': 1}, {'J01': 3}, {'J01': 16}, 
50.0, {'J01': -114.39999999999999, 'top_mgr': 4}, {'J01': 5}, {'J01': 21}, 
55.0, {'J01': -126.4, 'top_mgr': 2}, {'J01': 8}, {'J01': 26}, 
60.0, {'J01': -152.2, 'top_mgr': 3}, {'J01': 8}, {'J01': 28}, 
65.0, {'J01': -174.8, 'top_mgr': 3}, {'J01': 8}, {'J01': 30}, 
70.0, {'J01': -177.20000000000002, 'top_mgr': 3}, {'J01': 8}, {'J01': 32}, 
75.0, {'J01': -203.20000000000002, 'top_mgr': 3}, {'J01': 8}, {'J01': 34}, 
80.0, {'J01': -204.2, 'top_mgr': 6}, {'J01': 8}, {'J01': 30}, 
85.0, {'J01': -238.79999999999998, 'top_mgr': 1}, {'J01': 8}, {'J01': 30}, 
90.0, {'J01': -245.60000000000002, 'top_mgr': 4}, {'J01': 8}, {'J01': 27}, 
95.0, {'J01': -285.0, 'top_mgr': 0}, {'J01': 8}, {'J01': 32}, 
100.0, {'J01': -307.0, 'top_mgr': 1}, {'J01': 8}, {'J01': 36}, 
105.0, {'J01': -271.6, 'top_mgr': 7}, {'J01': 7}, {'J01': 29}, 
110.0, {'J01': -233.00000000000003, 'top_mgr': 12}, {'J01': 5}, {'J01': 20}, 
115.0, {'J01': -205.60000000000002, 'top_mgr': 6}, {'J01': 4}, {'J01': 21}, 
120.0, {'J01': -239.4, 'top_mgr': 4}, {'J01': 4}, {'J01': 24}, 
125.0, {'J01': -260.8, 'top_mgr': 2}, {'J01': 6}, {'J01': 28}, 
130.0, {'J01': -284.19999999999993, 'top_mgr': 5}, {'J01': 8}, {'J01': 30}, 
135.0, {'J01': -250.0, 'top_mgr': 8}, {'J01': 8}, {'J01': 26}, 
140.0, {'J01': -293.20000000000005, 'top_mgr': 0}, {'J01': 8}, {'J01': 31}, 
145.0, {'J01': -300.0, 'top_mgr': 3}, {'J01': 8}, {'J01': 30}, 
150.0, {'J01': -336.8, 'top_mgr': 1}, {'J01': 8}, {'J01': 33}, 
155.0, {'J01': -381.8, 'top_mgr': 0}, {'J01': 8}, {'J01': 38}, 
160.0, {'J01': -384.20000000000005, 'top_mgr': 4}, {'J01': 8}, {'J01': 36}, 
165.0, {'J01': -390.0000000000001, 'top_mgr': 4}, {'J01': 8}, {'J01': 34}, 
170.0, {'J01': -426.6, 'top_mgr': 3}, {'J01': 8}, {'J01': 39}, 
175.0, {'J01': -450.59999999999997, 'top_mgr': 2}, {'J01': 8}, {'J01': 42}, 
180.0, {'J01': -438.99999999999994, 'top_mgr': 5}, {'J01': 8}, {'J01': 38}, 
185.0, {'J01': -476.4, 'top_mgr': 1}, {'J01': 9}, {'J01': 38}, 
190.0, {'J01': -520.4, 'top_mgr': 0}, {'J01': 9}, {'J01': 42}, 
195.0, {'J01': -500.8, 'top_mgr': 6}, {'J01': 8}, {'J01': 37}, 
200.0, {'J01': -481.4000000000001, 'top_mgr': 2}, {'J01': 8}, {'J01': 38}, 
205.0, {'J01': -489.0000000000001, 'top_mgr': 2}, {'J01': 9}, {'J01': 38}, 
210.0, {'J01': -513.2, 'top_mgr': 1}, {'J01': 9}, {'J01': 38}, 
215.0, {'J01': -449.20000000000005, 'top_mgr': 7}, {'J01': 10}, {'J01': 36}, 
220.0, {'J01': -309.00000000000006, 'top_mgr': 13}, {'J01': 10}, {'J01': 27}, 
225.0, {'J01': -331.79999999999995, 'top_mgr': 4}, {'J01': 9}, {'J01': 28}, 
230.0, {'J01': -365.99999999999994, 'top_mgr': 2}, {'J01': 9}, {'J01': 30}, 
235.0, {'J01': -406.99999999999994, 'top_mgr': 0}, {'J01': 9}, {'J01': 35}, 
240.0, {'J01': -448.99999999999994, 'top_mgr': 0}, {'J01': 9}, {'J01': 41}, 
245.0, {'J01': -394.4, 'top_mgr': 12}, {'J01': 8}, {'J01': 33}, 
250.0, {'J01': -398.8, 'top_mgr': 5}, {'J01': 6}, {'J01': 29}, 
255.0, {'J01': -306.59999999999997, 'top_mgr': 9}, {'J01': 4}, {'J01': 23}, 
260.0, {'J01': -213.60000000000002, 'top_mgr': 12}, {'J01': 4}, {'J01': 15}, 
265.0, {'J01': -196.8, 'top_mgr': 9}, {'J01': 4}, {'J01': 12}, 
270.0, {'J01': -139.2, 'top_mgr': 11}, {'J01': 3}, {'J01': 11}, 
275.0, {'J01': -175.60000000000002, 'top_mgr': 0}, {'J01': 3}, {'J01': 19}, 
280.0, {'J01': -134.8, 'top_mgr': 3}, {'J01': 6}, {'J01': 23}, 
285.0, {'J01': -164.60000000000002, 'top_mgr': 1}, {'J01': 8}, {'J01': 28}, 
290.0, {'J01': -199.4, 'top_mgr': 0}, {'J01': 8}, {'J01': 33}, 
295.0, {'J01': -234.0, 'top_mgr': 0}, {'J01': 8}, {'J01': 35}, 
300.0, {'J01': -247.4, 'top_mgr': 7}, {'J01': 7}, {'J01': 30}, 
305.0, {'J01': -262.4, 'top_mgr': 9}, {'J01': 6}, {'J01': 24}, 
310.0, {'J01': -293.20000000000005, 'top_mgr': 1}, {'J01': 6}, {'J01': 26}, 
315.0, {'J01': -314.0, 'top_mgr': 2}, {'J01': 6}, {'J01': 28}, 
320.0, {'J01': -296.6, 'top_mgr': 3}, {'J01': 8}, {'J01': 34}, 
325.0, {'J01': -312.2, 'top_mgr': 3}, {'J01': 8}, {'J01': 36}, 
330.0, {'J01': -347.40000000000003, 'top_mgr': 1}, {'J01': 8}, {'J01': 40}, 
335.0, {'J01': -375.00000000000006, 'top_mgr': 3}, {'J01': 8}, {'J01': 38}, 
340.0, {'J01': -336.6, 'top_mgr': 13}, {'J01': 6}, {'J01': 27}, 
345.0, {'J01': -340.0, 'top_mgr': 8}, {'J01': 5}, {'J01': 25}, 
350.0, {'J01': -343.6, 'top_mgr': 1}, {'J01': 5}, {'J01': 28}, 
355.0, {'J01': -387.6, 'top_mgr': 0}, {'J01': 7}, {'J01': 32}, 
360.0, {'J01': -405.40000000000003, 'top_mgr': 5}, {'J01': 6}, {'J01': 31}, 
365.0, {'J01': -378.8, 'top_mgr': 6}, {'J01': 6}, {'J01': 26}, 
370.0, {'J01': -414.8, 'top_mgr': 0}, {'J01': 6}, {'J01': 26}, 
375.0, {'J01': -457.40000000000003, 'top_mgr': 0}, {'J01': 7}, {'J01': 32}, 
380.0, {'J01': -497.20000000000005, 'top_mgr': 1}, {'J01': 8}, {'J01': 35}, 
385.0, {'J01': -460.0, 'top_mgr': 1}, {'J01': 8}, {'J01': 34}, 
390.0, {'J01': -502.0, 'top_mgr': 0}, {'J01': 8}, {'J01': 36}, 
395.0, {'J01': -501.40000000000003, 'top_mgr': 2}, {'J01': 8}, {'J01': 36}, 
400.0, {'J01': -543.4000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 38}, 
405.0, {'J01': -571.8000000000001, 'top_mgr': 2}, {'J01': 8}, {'J01': 39}, 
410.0, {'J01': -610.2000000000002, 'top_mgr': 1}, {'J01': 8}, {'J01': 40}, 
415.0, {'J01': -560.4, 'top_mgr': 10}, {'J01': 7}, {'J01': 32}, 
420.0, {'J01': -487.6000000000001, 'top_mgr': 5}, {'J01': 7}, {'J01': 30}, 
425.0, {'J01': -514.8000000000001, 'top_mgr': 2}, {'J01': 7}, {'J01': 34}, 
430.0, {'J01': -494.6000000000001, 'top_mgr': 2}, {'J01': 7}, {'J01': 35}, 
435.0, {'J01': -535.6, 'top_mgr': 0}, {'J01': 8}, {'J01': 40}, 
440.0, {'J01': -571.6, 'top_mgr': 0}, {'J01': 8}, {'J01': 40}, 
445.0, {'J01': -452.00000000000006, 'top_mgr': 9}, {'J01': 7}, {'J01': 31}, 
450.0, {'J01': -443.4000000000001, 'top_mgr': 7}, {'J01': 6}, {'J01': 25}, 
455.0, {'J01': -487.6000000000001, 'top_mgr': 0}, {'J01': 6}, {'J01': 32}, 
460.0, {'J01': -485.00000000000006, 'top_mgr': 4}, {'J01': 7}, {'J01': 31}, 
465.0, {'J01': -521.6, 'top_mgr': 1}, {'J01': 8}, {'J01': 35}, 
470.0, {'J01': -560.6, 'top_mgr': 0}, {'J01': 8}, {'J01': 38}, 
475.0, {'J01': -428.40000000000003, 'top_mgr': 10}, {'J01': 7}, {'J01': 29}, 
480.0, {'J01': -382.0, 'top_mgr': 8}, {'J01': 6}, {'J01': 24}, 
485.0, {'J01': -354.0, 'top_mgr': 4}, {'J01': 6}, {'J01': 20}, 
490.0, {'J01': -339.8, 'top_mgr': 8}, {'J01': 6}, {'J01': 20}, 
495.0, {'J01': -258.0, 'top_mgr': 9}, {'J01': 4}, {'J01': 16}, 
500.0, {'J01': -235.40000000000003, 'top_mgr': 10}, {'J01': 4}, {'J01': 13}, 
505.0, {'J01': -197.2, 'top_mgr': 6}, {'J01': 4}, {'J01': 13}, 
510.0, {'J01': -201.40000000000003, 'top_mgr': 7}, {'J01': 4}, {'J01': 13}, 
515.0, {'J01': -227.0, 'top_mgr': 5}, {'J01': 4}, {'J01': 11}, 
520.0, {'J01': -257.0, 'top_mgr': 12}, {'J01': 4}, {'J01': 13}, 
525.0, {'J01': -207.20000000000002, 'top_mgr': 7}, {'J01': 4}, {'J01': 15}, 
530.0, {'J01': -252.6, 'top_mgr': 0}, {'J01': 4}, {'J01': 26}, 
535.0, {'J01': -271.0, 'top_mgr': 7}, {'J01': 4}, {'J01': 22}, 
540.0, {'J01': -298.8, 'top_mgr': 5}, {'J01': 4}, {'J01': 21}, 
545.0, {'J01': -284.4, 'top_mgr': 4}, {'J01': 4}, {'J01': 25}, 
550.0, {'J01': -217.2, 'top_mgr': 3}, {'J01': 7}, {'J01': 32}, 
555.0, {'J01': -258.2, 'top_mgr': 0}, {'J01': 8}, {'J01': 37}, 
560.0, {'J01': -230.40000000000003, 'top_mgr': 6}, {'J01': 7}, {'J01': 32}, 
565.0, {'J01': -228.60000000000002, 'top_mgr': 10}, {'J01': 4}, {'J01': 24}, 
570.0, {'J01': -234.8, 'top_mgr': 6}, {'J01': 4}, {'J01': 21}, 
575.0, {'J01': -268.2, 'top_mgr': 2}, {'J01': 4}, {'J01': 24}, 
580.0, {'J01': -282.2, 'top_mgr': 2}, {'J01': 6}, {'J01': 33}, 
585.0, {'J01': -327.4, 'top_mgr': 0}, {'J01': 8}, {'J01': 40}, 
590.0, {'J01': -375.4000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 44}, 
595.0, {'J01': -420.4000000000001, 'top_mgr': 1}, {'J01': 8}, {'J01': 45}, 
600.0, {'J01': -419.79999999999995, 'top_mgr': 14}, {'J01': 6}, {'J01': 33}, 
605.0, {'J01': -386.0000000000001, 'top_mgr': 6}, {'J01': 5}, {'J01': 28}, 
610.0, {'J01': -346.4000000000001, 'top_mgr': 2}, {'J01': 5}, {'J01': 34}, 
615.0, {'J01': -397.4000000000001, 'top_mgr': 0}, {'J01': 7}, {'J01': 39}, 
620.0, {'J01': -430.20000000000005, 'top_mgr': 4}, {'J01': 8}, {'J01': 41}, 
625.0, {'J01': -388.4, 'top_mgr': 12}, {'J01': 7}, {'J01': 34}, 
630.0, {'J01': -433.4000000000001, 'top_mgr': 3}, {'J01': 7}, {'J01': 36}, 
635.0, {'J01': -486.4000000000001, 'top_mgr': 0}, {'J01': 7}, {'J01': 41}, 
640.0, {'J01': -507.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 42}, 
645.0, {'J01': -505.4000000000001, 'top_mgr': 1}, {'J01': 8}, {'J01': 45}, 
650.0, {'J01': -469.0, 'top_mgr': 11}, {'J01': 7}, {'J01': 37}, 
655.0, {'J01': -516.4, 'top_mgr': 0}, {'J01': 7}, {'J01': 39}, 
660.0, {'J01': -518.4, 'top_mgr': 6}, {'J01': 7}, {'J01': 37}, 
665.0, {'J01': -508.20000000000005, 'top_mgr': 2}, {'J01': 7}, {'J01': 38}, 
670.0, {'J01': -534.4, 'top_mgr': 4}, {'J01': 8}, {'J01': 43}, 
675.0, {'J01': -557.0, 'top_mgr': 3}, {'J01': 8}, {'J01': 46}, 
680.0, {'J01': -590.8000000000001, 'top_mgr': 5}, {'J01': 8}, {'J01': 47}, 
685.0, {'J01': -630.2, 'top_mgr': 3}, {'J01': 8}, {'J01': 47}, 
690.0, {'J01': -645.2, 'top_mgr': 5}, {'J01': 7}, {'J01': 44}, 
695.0, {'J01': -663.6, 'top_mgr': 3}, {'J01': 7}, {'J01': 42}, 
700.0, {'J01': -666.1999999999999, 'top_mgr': 1}, {'J01': 7}, {'J01': 45}, 
705.0, {'J01': -673.4, 'top_mgr': 7}, {'J01': 6}, {'J01': 38}, 
710.0, {'J01': -549.0, 'top_mgr': 9}, {'J01': 5}, {'J01': 30}, 
715.0, {'J01': -441.0000000000001, 'top_mgr': 5}, {'J01': 5}, {'J01': 32}, 
720.0, {'J01': -437.19999999999993, 'top_mgr': 7}, {'J01': 6}, {'J01': 30}, 
725.0, {'J01': -460.0, 'top_mgr': 4}, {'J01': 6}, {'J01': 29}, 
730.0, {'J01': -509.0, 'top_mgr': 0}, {'J01': 6}, {'J01': 34}, 
735.0, {'J01': -557.0000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 38}, 
740.0, {'J01': -563.2, 'top_mgr': 2}, {'J01': 8}, {'J01': 37}, 
745.0, {'J01': -558.0, 'top_mgr': 1}, {'J01': 8}, {'J01': 36}, 
