episode,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
10,164,1545.0,4604.0,42.0,40.0,22.0,-2.83739,-2.83739,-2.83739,0.7809,-4.02067
10,165,1623.0,4752.5,0.0,37.0,20.0,3.0,3.0,3.0,0.7809,-4.02739
10,166,1723.5,4958.5,4.0,46.0,24.0,-1.32689,-1.32689,-1.32689,0.7808,-4.06115
10,167,1961.5,5201.0,10.0,53.0,26.0,-2.05723,-2.05723,-2.05723,0.7808,-4.06469
10,168,2246.5,5461.5,6.5,60.0,27.0,-0.15547,-0.15547,-0.15547,0.7808,-4.09184
10,169,1750.0,4946.5,20.5,56.0,26.0,-1.31779,-1.31779,-1.31779,0.7807,-4.097
10,170,2027.0,5210.5,35.0,56.0,27.0,-3.0,-3.0,-3.0,0.7807,-4.09033
10,171,2299.0,5480.5,56.5,57.0,27.0,-3.0,-3.0,-3.0,0.7807,-4.08739
10,172,2600.0,5752.5,82.5,60.0,28.0,-3.0,-3.0,-3.0,0.7806,-4.0899
10,173,2782.0,6026.0,52.0,59.0,29.0,3.0,3.0,3.0,0.7806,-4.10126
10,174,2240.0,5426.0,37.0,54.0,28.0,3.0,3.0,3.0,0.7806,-4.0969
10,175,1500.5,3921.5,55.0,42.0,24.0,-0.3098,-0.3098,-0.3098,0.7805,-4.08698
10,176,1440.5,2673.5,3.5,38.0,20.0,3.0,3.0,3.0,0.7805,-4.06191
10,177,1439.5,2873.5,1.5,41.0,20.0,0.14162,0.14162,0.14162,0.7805,-4.07275
10,178,1481.0,3074.5,0.0,47.0,21.0,-0.04445,-0.04445,-0.04445,0.7804,-4.0901
10,179,1547.0,2885.5,2.5,48.0,20.0,-0.38353,-0.38353,-0.38353,0.7804,-4.09977
10,180,1696.5,3087.0,14.5,49.0,21.0,-3.0,-3.0,-3.0,0.7804,-4.13162
10,181,1719.0,3300.0,34.5,52.0,24.0,-3.0,-3.0,-3.0,0.7803,-4.15884
10,182,1980.5,3540.0,37.5,52.0,24.0,-1.46106,-1.46106,-1.46106,0.7803,-4.1929
10,183,2116.0,3785.0,20.5,55.0,26.0,3.0,3.0,3.0,0.7803,-4.20403
10,184,2411.0,4049.0,0.0,58.0,27.0,3.0,3.0,3.0,0.7802,-4.23971
10,185,2528.5,4212.5,0.0,56.0,27.0,-0.4498,-0.4498,-0.4498,0.7802,-4.25811
10,186,2827.0,4489.0,0.0,63.0,30.0,-0.9453,-0.9453,-0.9453,0.7802,-4.2785
10,187,2971.5,4337.5,0.0,60.0,26.0,-0.05199,-0.05199,-0.05199,0.7801,-4.26435
10,188,3246.0,4319.0,0.0,60.0,25.0,-0.48157,-0.48157,-0.48157,0.7801,-4.26424
10,189,3131.0,4459.5,3.0,59.0,25.0,-0.62304,-0.62304,-0.62304,0.7801,-4.27517
10,190,2661.0,4594.0,13.5,52.0,23.0,-1.54795,-1.54795,-1.54795,0.78,-4.27622
10,191,1577.5,3279.0,23.0,39.0,19.0,1.85955,1.85955,1.85955,0.78,-4.28865
10,192,1208.5,3050.5,33.0,35.0,19.0,-1.11281,-1.11281,-1.11281,0.78,-4.29867
10,193,913.0,2416.0,0.0,31.0,16.0,3.0,3.0,3.0,0.7799,-4.30437
10,194,1074.0,2295.5,3.0,37.0,15.0,-0.76268,-0.76268,-0.76268,0.7799,-4.30103
10,195,1149.0,2445.5,1.5,42.0,15.0,-0.03393,-0.03393,-0.03393,0.7799,-4.33578
10,196,1438.0,2600.0,2.5,51.0,18.0,-0.96634,-0.96634,-0.96634,0.7799,-4.34464
10,197,1384.5,2782.0,10.5,51.0,19.0,-1.85598,-1.85598,-1.85598,0.7798,-4.33949
10,198,1012.5,2309.0,23.0,45.0,18.0,-1.28979,-1.28979,-1.28979,0.7798,-4.35134
10,199,1172.5,2036.5,30.0,42.0,17.0,-1.39289,-1.39289,-1.39289,0.7798,-4.33091
10,200,1320.5,2042.5,0.0,44.0,16.0,3.0,3.0,3.0,0.7797,-4.33437
10,201,1606.0,2204.0,0.0,49.0,17.0,-0.75778,-0.75778,-0.75778,0.7797,-4.34411
10,202,1771.0,2348.5,0.0,51.0,19.0,-0.51067,-0.51067,-0.51067,0.7797,-4.35502
10,203,1634.0,2520.0,0.5,44.0,19.0,-0.09633,-0.09633,-0.09633,0.7796,-4.35439
10,204,1499.5,2710.0,6.5,43.0,19.0,-1.29342,-1.29342,-1.29342,0.7796,-4.34031
10,205,1748.0,2901.0,16.5,48.0,20.0,-2.85157,-2.85157,-2.85157,0.7796,-4.3151
10,206,2004.5,3104.0,15.5,50.0,21.0,-0.55109,-0.55109,-0.55109,0.7795,-4.33544
10,207,2302.0,3314.0,20.5,52.0,21.0,-1.90908,-1.90908,-1.90908,0.7795,-4.33218
10,208,2304.0,3257.0,1.0,46.0,18.0,3.0,3.0,3.0,0.7795,-4.34364
10,209,2504.5,3437.0,6.5,46.0,18.0,-1.79299,-1.79299,-1.79299,0.7794,-4.33878
10,210,2560.5,3617.0,16.5,48.0,18.0,-2.47979,-2.47979,-2.47979,0.7794,-4.31066
10,211,2623.0,3797.0,16.0,45.0,18.0,-0.26548,-0.26548,-0.26548,0.7794,-4.2926
10,212,2768.5,3979.0,1.5,45.0,19.0,2.54655,2.54655,2.54655,0.7793,-4.2908
10,213,3010.0,4173.5,10.5,49.0,20.0,-2.63157,-2.63157,-2.63157,0.7793,-4.29415
10,214,2523.0,3428.5,21.0,44.0,19.0,-0.26632,-0.26632,-0.26632,0.7793,-4.2929
10,215,2176.5,2925.5,42.5,38.0,18.0,-3.0,-3.0,-3.0,0.7792,-4.29638
10,216,2386.5,3085.0,59.0,41.0,17.0,-3.0,-3.0,-3.0,0.7792,-4.3016
10,217,2631.5,3257.0,85.5,45.0,20.0,-3.0,-3.0,-3.0,0.7792,-4.28695
10,218,2754.0,3460.5,12.5,48.0,21.0,3.0,3.0,3.0,0.7791,-4.30952
10,219,2756.0,3535.0,0.5,45.0,20.0,2.43478,2.43478,2.43478,0.7791,-4.33094
10,220,2617.5,3651.0,8.5,44.0,18.0,-1.6049,-1.6049,-1.6049,0.7791,-4.35427
10,221,2772.0,3835.0,18.5,44.0,20.0,-2.66771,-2.66771,-2.66771,0.779,-4.36368
10,222,2950.5,4035.5,32.5,44.0,21.0,-3.0,-3.0,-3.0,0.779,-4.37925
10,223,3049.0,4185.0,0.0,44.0,20.0,3.0,3.0,3.0,0.779,-4.38058
10,224,3252.0,4385.0,1.0,46.0,20.0,-0.8719,-0.8719,-0.8719,0.7789,-4.39575
10,225,3389.5,4585.0,0.0,45.0,20.0,-0.32665,-0.32665,-0.32665,0.7789,-4.41322
10,226,3641.5,4786.0,4.0,47.0,21.0,-1.60007,-1.60007,-1.60007,0.7789,-4.40144
10,227,3865.5,4997.5,21.5,50.0,22.0,-3.0,-3.0,-3.0,0.7788,-4.39453
10,228,2592.0,3527.5,19.5,40.0,19.0,3.0,3.0,3.0,0.7788,-4.39631
10,229,2751.0,3133.0,34.0,38.0,18.0,-2.80786,-2.80786,-2.80786,0.7788,-4.39214
10,230,2961.0,3032.5,2.5,41.0,17.0,3.0,3.0,3.0,0.7787,-4.40084
10,231,2895.0,3155.5,7.0,40.0,17.0,-1.00687,-1.00687,-1.00687,0.7787,-4.41222
10,232,3136.0,3281.0,16.5,42.0,16.0,-2.63858,-2.63858,-2.63858,0.7787,-4.41006
10,233,2569.5,2578.0,18.0,39.0,14.0,1.72934,1.72934,1.72934,0.7786,-4.41573
10,234,2122.5,1731.0,39.0,34.0,11.0,-2.42167,-2.42167,-2.42167,0.7786,-4.4297
10,235,2241.0,1841.0,6.0,34.0,11.0,3.0,3.0,3.0,0.7786,-4.46377
10,236,2348.0,1951.5,12.0,34.0,12.0,-1.62723,-1.62723,-1.62723,0.7785,-4.48535
10,237,2558.0,2078.0,10.0,42.0,14.0,-0.14428,-0.14428,-0.14428,0.7785,-4.51023
10,238,1913.5,1979.5,24.0,39.0,14.0,-1.63601,-1.63601,-1.63601,0.7785,-4.5526
10,239,2056.5,1473.5,41.0,38.0,15.0,-3.0,-3.0,-3.0,0.7784,-4.55455
10,240,2159.0,1623.5,1.0,39.0,15.0,3.0,3.0,3.0,0.7784,-4.56076
10,241,2208.5,1774.0,0.0,39.0,16.0,-0.09348,-0.09348,-0.09348,0.7784,-4.60823
10,242,2312.0,1934.0,6.5,42.0,16.0,-1.79713,-1.79713,-1.79713,0.7783,-4.63411
10,243,2549.5,2053.0,0.0,39.0,15.0,0.76964,0.76964,0.76964,0.7783,-4.64671
10,244,2794.0,2203.0,3.0,42.0,15.0,-1.30167,-1.30167,-1.30167,0.7783,-4.65155
10,245,3011.0,2353.0,11.5,42.0,15.0,-2.41697,-2.41697,-2.41697,0.7782,-4.66289
10,246,2877.5,2506.5,17.5,43.0,16.0,-1.24339,-1.24339,-1.24339,0.7782,-4.65579
10,247,2946.0,2676.0,32.5,46.0,20.0,-3.0,-3.0,-3.0,0.7782,-4.64981
10,248,3170.0,2865.5,47.5,48.0,20.0,-3.0,-3.0,-3.0,0.7781,-4.63399
10,249,3454.0,3065.5,62.5,49.0,20.0,-3.0,-3.0,-3.0,0.7781,-4.63087
10,250,3647.0,3200.5,0.0,47.0,18.0,3.0,3.0,3.0,0.7781,-4.60987
10,251,3740.0,3384.0,0.0,47.0,19.0,-0.4329,-0.4329,-0.4329,0.778,-4.59385
10,252,4020.0,3575.5,0.0,48.0,20.0,-0.79025,-0.79025,-0.79025,0.778,-4.58473
10,253,4174.0,3778.5,1.0,48.0,22.0,-0.78551,-0.78551,-0.78551,0.778,-4.57971
10,254,4396.0,3980.0,0.0,49.0,22.0,-0.48512,-0.48512,-0.48512,0.7779,-4.5909
10,255,4593.0,4164.5,3.0,45.0,20.0,-1.26283,-1.26283,-1.26283,0.7779,-4.58295
10,256,4851.0,4366.0,0.0,51.0,22.0,-0.12767,-0.12767,-0.12767,0.7779,-4.58486
10,257,5100.0,4584.5,1.5,53.0,24.0,-1.08932,-1.08932,-1.08932,0.7778,-4.58718
10,258,5180.0,4339.0,0.5,53.0,24.0,0.41299,0.41299,0.41299,0.7778,-4.61121
10,259,5128.0,4588.5,4.5,57.0,26.0,-1.10657,-1.10657,-1.10657,0.7778,-4.60944
10,260,5313.5,4848.5,23.0,59.0,26.0,-3.0,-3.0,-3.0,0.7777,-4.64564
10,261,5598.5,5109.0,48.0,61.0,27.0,-3.0,-3.0,-3.0,0.7777,-4.63264
10,262,5845.5,5380.0,76.0,61.0,28.0,-3.0,-3.0,-3.0,0.7777,-4.64549
10,263,5886.0,5569.0,80.0,58.0,26.0,-1.19171,-1.19171,-1.19171,0.7776,-4.65535
10,264,6143.5,5733.5,0.0,55.0,24.0,3.0,3.0,3.0,0.7776,-4.666
10,265,6435.0,5977.5,9.5,58.0,27.0,-2.90045,-2.90045,-2.90045,0.7776,-4.66022
10,266,6745.0,6251.0,10.0,59.0,28.0,-1.06833,-1.06833,-1.06833,0.7775,-4.64902
10,267,7062.0,6531.0,25.0,61.0,28.0,-3.0,-3.0,-3.0,0.7775,-4.66257
10,268,7396.0,6816.0,42.5,63.0,29.0,-3.0,-3.0,-3.0,0.7775,-4.64091
10,269,5208.0,5322.5,55.0,50.0,23.0,3.0,3.0,3.0,0.7774,-4.62086
10,270,5383.5,5063.5,75.0,49.0,23.0,-3.0,-3.0,-3.0,0.7774,-4.60164
10,271,5522.5,4803.0,3.5,49.0,22.0,3.0,3.0,3.0,0.7774,-4.59041
10,272,5660.0,5024.0,11.5,51.0,23.0,-2.26479,-2.26479,-2.26479,0.7773,-4.5726
10,273,5691.0,5259.0,28.0,54.0,25.0,-3.0,-3.0,-3.0,0.7773,-4.55474
10,274,5982.5,5497.0,39.0,54.0,24.0,-3.0,-3.0,-3.0,0.7773,-4.5237
10,275,5940.0,5739.0,6.0,53.0,25.0,3.0,3.0,3.0,0.7772,-4.50958
10,276,6188.0,5948.0,1.5,52.0,24.0,0.19822,0.19822,0.19822,0.7772,-4.48918
10,277,6278.5,6067.5,1.5,51.0,24.0,-0.3373,-0.3373,-0.3373,0.7772,-4.46278
10,278,6198.5,6307.5,6.5,49.0,24.0,-1.2533,-1.2533,-1.2533,0.7771,-4.45235
10,279,6312.5,6244.5,19.0,50.0,24.0,-2.77176,-2.77176,-2.77176,0.7771,-4.46791
10,280,6298.5,6262.5,0.0,47.0,23.0,3.0,3.0,3.0,0.7771,-4.4584
10,281,6521.5,6492.5,8.0,49.0,23.0,-2.43577,-2.43577,-2.43577,0.777,-4.45162
10,282,6789.5,6726.5,27.5,53.0,25.0,-3.0,-3.0,-3.0,0.777,-4.43274
10,283,6956.0,6976.5,0.0,53.0,27.0,3.0,3.0,3.0,0.777,-4.41678
10,284,7062.5,7248.0,5.0,52.0,28.0,-1.64312,-1.64312,-1.64312,0.7769,-4.40709
10,285,7310.5,7528.0,36.5,55.0,28.0,-3.0,-3.0,-3.0,0.7769,-4.37024
10,286,7585.0,7818.0,98.0,59.0,31.0,-3.0,-3.0,-3.0,0.7769,-4.35461
10,287,7865.0,8128.0,115.0,59.0,31.0,-3.0,-3.0,-3.0,0.7768,-4.32886
10,288,8145.0,8442.0,157.5,61.0,33.0,-3.0,-3.0,-3.0,0.7768,-4.31702
10,289,8323.0,8687.5,54.5,57.0,31.0,3.0,3.0,3.0,0.7768,-4.3149
10,290,8478.0,8997.5,74.5,56.0,31.0,-3.0,-3.0,-3.0,0.7768,-4.29658
10,291,8655.0,9307.5,94.5,54.0,31.0,-3.0,-3.0,-3.0,0.7767,-4.2675
10,292,8824.5,9629.0,4.0,61.0,37.0,3.0,3.0,3.0,0.7767,-4.25535
10,293,9040.5,9982.0,3.0,59.0,37.0,-0.68937,-0.68937,-0.68937,0.7767,-4.24096
10,294,9266.0,10357.5,10.5,63.0,39.0,-2.5412,-2.5412,-2.5412,0.7766,-4.21727
10,295,9508.5,10747.5,30.5,65.0,39.0,-3.0,-3.0,-3.0,0.7766,-4.20893
10,296,9772.0,11138.0,50.5,67.0,40.0,-3.0,-3.0,-3.0,0.7766,-4.22023
10,297,10043.5,11538.0,19.0,68.0,40.0,3.0,3.0,3.0,0.7765,-4.21708
10,298,10325.0,11941.0,35.0,70.0,41.0,-3.0,-3.0,-3.0,0.7765,-4.19675
10,299,8461.5,10467.5,22.5,64.0,37.0,3.0,3.0,3.0,0.7765,-4.18331
10,300,7491.5,8453.5,2.0,57.0,34.0,3.0,3.0,3.0,0.7764,-4.16751
10,301,7723.5,8162.5,12.5,60.0,34.0,-2.24192,-2.24192,-2.24192,0.7764,-4.14851
10,302,7993.0,8503.0,13.0,65.0,35.0,-1.08864,-1.08864,-1.08864,0.7764,-4.15057
10,303,6343.0,6228.0,33.0,59.0,30.0,2.04593,2.04593,2.04593,0.7763,-4.12891
10,304,2671.5,4858.0,53.0,45.0,24.0,3.0,3.0,3.0,0.7763,-4.11962
10,305,1263.0,4791.5,75.0,39.0,21.0,-1.96424,-1.96424,-1.96424,0.7763,-4.09791
10,306,1063.0,3994.5,93.0,37.0,20.0,-2.31363,-2.31363,-2.31363,0.7762,-4.08743
10,307,861.5,3592.5,113.0,42.0,20.0,-3.0,-3.0,-3.0,0.7762,-4.07686
10,308,1098.5,3797.5,142.0,51.0,22.0,-3.0,-3.0,-3.0,0.7762,-4.09085
10,309,1211.0,3873.0,0.0,52.0,21.0,3.0,3.0,3.0,0.7761,-4.10146
10,310,1387.0,4054.5,0.0,52.0,22.0,-0.58362,-0.58362,-0.58362,0.7761,-4.08422
10,311,1565.0,4244.0,0.5,51.0,22.0,-0.70471,-0.70471,-0.70471,0.7761,-4.08545
10,312,1864.5,4470.0,3.0,55.0,24.0,-1.40545,-1.40545,-1.40545,0.776,-4.09103
10,313,2163.0,4713.0,0.5,59.0,27.0,-0.3676,-0.3676,-0.3676,0.776,-4.11715
10,314,2487.5,4983.0,6.5,60.0,27.0,-2.25635,-2.25635,-2.25635,0.776,-4.14134
10,315,2389.5,4279.0,4.5,54.0,25.0,1.60609,1.60609,1.60609,0.7759,-4.16448
10,316,2034.0,3468.0,0.0,44.0,21.0,2.76467,2.76467,2.76467,0.7759,-4.20825
10,317,2265.5,3678.0,0.0,46.0,21.0,-0.72681,-0.72681,-0.72681,0.7759,-4.22993
10,318,2293.5,3888.0,1.0,48.0,21.0,-0.56234,-0.56234,-0.56234,0.7758,-4.25898
10,319,2096.5,3523.5,0.0,46.0,18.0,1.09463,1.09463,1.09463,0.7758,-4.28637
10,320,1530.5,2190.5,5.0,33.0,15.0,1.88183,1.88183,1.88183,0.7758,-4.2684
10,321,1177.0,1956.0,0.5,31.0,14.0,1.9415,1.9415,1.9415,0.7757,-4.27939
10,322,1171.0,2096.0,1.5,33.0,14.0,-0.39994,-0.39994,-0.39994,0.7757,-4.29871
10,323,942.5,1663.5,3.5,28.0,12.0,0.61348,0.61348,0.61348,0.7757,-4.30128
10,324,806.5,1052.0,17.0,19.0,9.0,-1.74158,-1.74158,-1.74158,0.7756,-4.30239
10,325,605.0,726.5,57.0,20.0,7.0,-3.0,-3.0,-3.0,0.7756,-4.29657
10,326,381.0,800.0,98.5,29.0,8.0,-3.0,-3.0,-3.0,0.7756,-4.29391
10,327,494.5,881.0,0.0,38.0,11.0,3.0,3.0,3.0,0.7755,-4.27961
10,328,647.5,992.5,2.0,41.0,12.0,-0.86563,-0.86563,-0.86563,0.7755,-4.27854
10,329,825.0,1115.5,18.5,43.0,13.0,-3.0,-3.0,-3.0,0.7755,-4.25033
10,330,854.0,1061.5,45.0,36.0,12.0,-3.0,-3.0,-3.0,0.7754,-4.25993
10,331,799.0,761.5,79.5,31.0,13.0,-3.0,-3.0,-3.0,0.7754,-4.25663
10,332,753.5,463.0,0.0,24.0,7.0,3.0,3.0,3.0,0.7754,-4.25477
10,333,929.5,534.5,1.5,30.0,9.0,-0.74531,-0.74531,-0.74531,0.7753,-4.26304
10,334,1112.0,610.0,0.0,38.0,10.0,-0.12692,-0.12692,-0.12692,0.7753,-4.27263
10,335,1256.0,710.0,8.5,42.0,10.0,-2.21083,-2.21083,-2.21083,0.7753,-4.30075
10,336,1296.0,814.5,15.5,40.0,11.0,-1.70677,-1.70677,-1.70677,0.7752,-4.29452
10,337,1503.5,924.5,26.5,39.0,11.0,-2.87261,-2.87261,-2.87261,0.7752,-4.30636
10,338,1784.5,1036.0,43.5,41.0,12.0,-3.0,-3.0,-3.0,0.7752,-4.285
10,339,1894.0,1157.5,18.5,42.0,13.0,3.0,3.0,3.0,0.7751,-4.28332
10,340,1756.0,1160.5,13.5,37.0,11.0,1.31121,1.31121,1.31121,0.7751,-4.28647
10,341,1865.5,1270.5,27.5,36.0,11.0,-3.0,-3.0,-3.0,0.7751,-4.29831
10,342,2055.0,1380.5,40.5,37.0,11.0,-3.0,-3.0,-3.0,0.775,-4.29392
10,343,2304.5,1495.5,61.5,41.0,12.0,-3.0,-3.0,-3.0,0.775,-4.29594
10,344,2197.5,1182.0,79.5,34.0,9.0,-3.0,-3.0,-3.0,0.775,-4.28738
10,345,2422.5,837.0,111.5,31.0,7.0,-3.0,-3.0,-3.0,0.7749,-4.27617
10,346,2422.0,830.5,0.0,33.0,7.0,3.0,3.0,3.0,0.7749,-4.24975
10,347,2484.0,902.5,0.0,36.0,8.0,-0.21705,-0.21705,-0.21705,0.7749,-4.22064
10,348,2550.5,987.0,0.0,35.0,9.0,-0.24315,-0.24315,-0.24315,0.7748,-4.20296
10,349,2670.0,1080.0,0.0,36.0,10.0,-0.35329,-0.35329,-0.35329,0.7748,-4.19839
10,350,2936.0,1185.5,9.0,40.0,12.0,-2.55038,-2.55038,-2.55038,0.7748,-4.18052
10,351,3219.0,1305.5,31.5,42.0,12.0,-3.0,-3.0,-3.0,0.7747,-4.18156
10,352,3468.5,1425.5,57.5,41.0,12.0,-3.0,-3.0,-3.0,0.7747,-4.18559
10,353,3554.0,1473.0,71.0,39.0,12.0,-3.0,-3.0,-3.0,0.7747,-4.1651
10,354,2404.0,572.5,103.5,26.0,8.0,-3.0,-3.0,-3.0,0.7746,-4.16906
10,355,2150.5,268.0,129.0,24.0,6.0,-3.0,-3.0,-3.0,0.7746,-4.15031
10,356,2337.0,333.0,169.0,31.0,9.0,-3.0,-3.0,-3.0,0.7746,-4.16248
10,357,2560.0,423.0,215.5,33.0,9.0,-3.0,-3.0,-3.0,0.7745,-4.17463
10,358,2816.5,517.0,275.0,39.0,11.0,-3.0,-3.0,-3.0,0.7745,-4.15415
10,359,2893.5,370.0,21.5,33.0,7.0,3.0,3.0,3.0,0.7745,-4.13002
10,360,2952.0,317.0,37.0,33.0,7.0,-3.0,-3.0,-3.0,0.7744,-4.14261
10,361,3098.0,389.0,41.5,32.0,8.0,-1.32661,-1.32661,-1.32661,0.7744,-4.11872
10,362,3231.5,471.5,1.0,34.0,9.0,3.0,3.0,3.0,0.7744,-4.10605
10,363,3457.5,563.5,2.0,33.0,10.0,-0.76094,-0.76094,-0.76094,0.7743,-4.10607
10,364,3700.0,669.0,0.0,39.0,12.0,-0.17456,-0.17456,-0.17456,0.7743,-4.099
10,365,3463.5,702.0,5.0,40.0,13.0,-0.66951,-0.66951,-0.66951,0.7743,-4.07742
10,366,2047.0,642.5,20.0,34.0,13.0,-0.47517,-0.47517,-0.47517,0.7742,-4.05563
10,367,982.0,589.5,35.0,28.0,12.0,-1.13474,-1.13474,-1.13474,0.7742,-4.05606
10,368,747.5,488.0,50.0,26.0,11.0,-2.60234,-2.60234,-2.60234,0.7742,-4.08305
10,369,860.5,553.0,2.5,31.0,10.0,3.0,3.0,3.0,0.7741,-4.11351
10,370,940.0,656.0,7.5,35.0,11.0,-1.35365,-1.35365,-1.35365,0.7741,-4.13811
10,371,1074.0,699.0,12.5,38.0,11.0,-1.3692,-1.3692,-1.3692,0.7741,-4.11331
10,372,1270.0,809.0,17.5,37.0,11.0,-1.57915,-1.57915,-1.57915,0.774,-4.10753
10,373,1533.0,920.0,22.5,39.0,12.0,-1.70453,-1.70453,-1.70453,0.774,-4.09622
10,374,1346.5,724.0,0.0,33.0,9.0,3.0,3.0,3.0,0.774,-4.09134
10,375,1302.5,814.0,1.5,32.0,9.0,-0.36457,-0.36457,-0.36457,0.7739,-4.08548
10,376,1540.5,904.0,15.5,36.0,9.0,-3.0,-3.0,-3.0,0.7739,-4.06647
10,377,1656.0,770.5,15.5,33.0,7.0,-0.02393,-0.02393,-0.02393,0.7739,-4.05059
10,378,1529.0,553.5,28.5,29.0,5.0,-2.21298,-2.21298,-2.21298,0.7738,-4.03183
10,379,1696.0,470.5,7.0,29.0,4.0,3.0,3.0,3.0,0.7738,-4.0011
10,380,1390.0,202.0,0.0,27.0,6.0,2.43202,2.43202,2.43202,0.7738,-3.98109
10,381,1158.0,251.5,13.5,23.0,5.0,-2.50355,-2.50355,-2.50355,0.7737,-3.97984
10,382,1096.0,136.5,0.0,19.0,3.0,3.0,3.0,3.0,0.7737,-3.96757
10,383,1212.0,174.5,4.0,26.0,6.0,-1.11676,-1.11676,-1.11676,0.7737,-3.96704
10,384,1408.5,235.0,17.0,33.0,7.0,-3.0,-3.0,-3.0,0.7736,-3.95188
10,385,1596.5,314.0,14.0,38.0,10.0,0.17597,0.17597,0.17597,0.7736,-3.96445
10,386,1824.5,414.0,1.0,37.0,10.0,2.19243,2.19243,2.19243,0.7736,-3.96449
10,387,2096.0,520.5,8.0,40.0,12.0,-2.13792,-2.13792,-2.13792,0.7736,-3.98615
10,388,1870.0,586.5,18.0,36.0,11.0,-1.796,-1.796,-1.796,0.7735,-3.98673
10,389,1577.5,504.5,0.0,28.0,8.0,3.0,3.0,3.0,0.7735,-3.98225
10,390,1463.0,588.5,1.0,33.0,9.0,-0.11959,-0.11959,-0.11959,0.7735,-4.00427
10,391,1710.5,678.5,7.0,37.0,9.0,-1.85803,-1.85803,-1.85803,0.7734,-4.02063
10,392,1365.0,714.5,3.5,33.0,8.0,1.33016,1.33016,1.33016,0.7734,-4.03026
10,393,1297.5,539.5,2.0,33.0,7.0,0.69169,0.69169,0.69169,0.7734,-4.02507
10,394,1483.0,599.0,11.5,32.0,7.0,-2.44208,-2.44208,-2.44208,0.7733,-4.02772
10,395,1621.0,674.5,30.5,34.0,10.0,-3.0,-3.0,-3.0,0.7733,-4.0501
10,396,1878.5,766.0,4.0,40.0,11.0,3.0,3.0,3.0,0.7733,-4.06061
10,397,2068.5,885.5,7.0,44.0,15.0,-1.15749,-1.15749,-1.15749,0.7732,-4.05406
10,398,2313.5,1037.0,30.0,47.0,16.0,-3.0,-3.0,-3.0,0.7732,-4.05347
10,399,2417.0,1146.5,7.5,44.0,15.0,3.0,3.0,3.0,0.7732,-4.04438
10,400,2582.0,1299.0,11.0,44.0,16.0,-1.26416,-1.26416,-1.26416,0.7731,-4.05442
10,401,2816.5,1459.0,41.0,46.0,16.0,-3.0,-3.0,-3.0,0.7731,-4.03899
10,402,3062.5,1624.0,80.0,49.0,18.0,-3.0,-3.0,-3.0,0.7731,-4.04607
10,403,2613.5,986.5,70.0,39.0,13.0,3.0,3.0,3.0,0.773,-4.0511
10,404,1347.0,806.5,100.0,28.0,10.0,-3.0,-3.0,-3.0,0.773,-4.0582
10,405,1206.0,493.5,3.0,22.0,5.0,3.0,3.0,3.0,0.773,-4.08442
10,406,1358.5,482.5,15.0,25.0,5.0,-2.81089,-2.81089,-2.81089,0.7729,-4.07951
10,407,1445.5,528.0,30.0,31.0,7.0,-3.0,-3.0,-3.0,0.7729,-4.07781
10,408,1699.0,598.0,48.0,35.0,7.0,-3.0,-3.0,-3.0,0.7729,-4.1243
10,409,1988.0,670.0,3.0,39.0,8.0,3.0,3.0,3.0,0.7728,-4.14815
10,410,2183.5,718.5,0.5,36.0,7.0,0.09944,0.09944,0.09944,0.7728,-4.18065
10,411,2379.5,788.5,1.0,36.0,7.0,-0.56815,-0.56815,-0.56815,0.7728,-4.19755
10,412,2636.5,863.0,0.0,38.0,9.0,-0.36935,-0.36935,-0.36935,0.7727,-4.20928
10,413,2690.5,955.5,1.5,40.0,10.0,-0.54944,-0.54944,-0.54944,0.7727,-4.21078
10,414,2132.0,545.5,9.5,35.0,9.0,-0.08015,-0.08015,-0.08015,0.7727,-4.19994
10,415,1598.5,606.0,30.5,31.0,9.0,-3.0,-3.0,-3.0,0.7726,-4.19742
10,416,1362.0,229.0,2.5,24.0,4.0,3.0,3.0,3.0,0.7726,-4.18762
10,417,1529.5,272.0,1.5,28.0,6.0,-0.15899,-0.15899,-0.15899,0.7726,-4.19373
10,418,1680.0,339.5,22.0,35.0,8.0,-3.0,-3.0,-3.0,0.7725,-4.19485
10,419,1769.5,378.5,0.0,35.0,7.0,3.0,3.0,3.0,0.7725,-4.16667
10,420,2029.0,419.0,0.0,35.0,7.0,-0.53768,-0.53768,-0.53768,0.7725,-4.16686
10,421,1619.0,489.0,3.5,32.0,7.0,-0.08306,-0.08306,-0.08306,0.7724,-4.15573
10,422,1179.5,261.5,9.5,26.0,7.0,-0.13567,-0.13567,-0.13567,0.7724,-4.15445
10,423,1057.5,173.5,24.0,25.0,6.0,-2.72365,-2.72365,-2.72365,0.7724,-4.16264
10,424,1097.0,112.0,10.0,24.0,4.0,2.98278,2.98278,2.98278,0.7723,-4.18319
10,425,1144.0,157.0,20.0,27.0,5.0,-2.27124,-2.27124,-2.27124,0.7723,-4.19185
10,426,1381.5,208.0,31.5,34.0,6.0,-2.95026,-2.95026,-2.95026,0.7723,-4.1817
10,427,1200.5,271.5,46.5,35.0,7.0,-2.93586,-2.93586,-2.93586,0.7722,-4.18427
10,428,1438.0,346.5,50.0,34.0,8.0,-1.28813,-1.28813,-1.28813,0.7722,-4.21007
