episode,decision,signal_id,reward
1,50,J01,3.0
1,100,J01,-3.0
1,150,J01,-3.0
1,200,J01,-3.0
1,250,J01,0.81032
1,300,J01,-2.16005
1,350,J01,-2.53
1,400,J01,-0.75
1,450,J01,-3.0
1,500,J01,-0.27906
1,550,J01,-3.0
1,600,J01,-0.44613
1,650,J01,-1.50474
1,700,J01,-0.57953
1,750,J01,-0.35523
1,800,J01,-0.49861
1,850,J01,-0.09343
1,900,J01,-0.41258
1,950,J01,0.10268
1,1000,J01,-0.13506
1,1050,J01,-0.47271
2,50,J01,-3.0
2,100,J01,-3.0
2,150,J01,-3.0
2,200,J01,-3.0
2,250,J01,3.0
2,300,J01,-3.0
2,350,J01,3.0
2,400,J01,0.46148
2,450,J01,-1.04331
2,500,J01,-2.70383
2,550,J01,-3.0
2,600,J01,-3.0
2,650,J01,-3.0
2,700,J01,-3.0
2,750,J01,1.66072
2,800,J01,-0.3506
2,850,J01,0.36448
2,900,J01,-0.44403
2,950,J01,0.67345
2,1000,J01,-0.48104
2,1050,J01,0.04348
3,50,J01,-3.0
3,100,J01,3.0
3,150,J01,-3.0
3,200,J01,-0.43261
3,250,J01,-2.92375
3,300,J01,2.08871
3,350,J01,-2.08231
3,400,J01,-0.00822
3,450,J01,-1.94482
3,500,J01,-2.37846
3,550,J01,3.0
3,600,J01,-3.0
3,650,J01,3.0
3,700,J01,-2.18748
3,750,J01,-0.77122
3,800,J01,-0.51804
3,850,J01,-0.31545
3,900,J01,0.65402
3,950,J01,0.3284
3,1000,J01,0.74838
3,1050,J01,-0.31822
4,50,J01,-0.6909
4,100,J01,-0.4402
4,150,J01,-3.0
4,200,J01,-3.0
4,250,J01,-1.01386
4,300,J01,-3.0
4,350,J01,3.0
4,400,J01,3.0
4,450,J01,-3.0
4,500,J01,-2.92841
4,550,J01,-2.52758
4,600,J01,-3.0
4,650,J01,2.06917
4,700,J01,-1.95008
4,750,J01,3.0
4,800,J01,-0.3284
4,850,J01,1.23219
4,900,J01,0.09251
4,950,J01,0.08788
4,1000,J01,0.6272
4,1050,J01,-0.25162
5,50,J01,-2.55699
5,100,J01,-0.56082
5,150,J01,-1.57062
5,200,J01,-1.14122
5,250,J01,3.0
5,300,J01,-3.0
5,350,J01,3.0
5,400,J01,3.0
5,450,J01,0.22336
5,500,J01,-3.0
5,550,J01,3.0
5,600,J01,-3.0
5,650,J01,-2.20316
5,700,J01,-3.0
5,750,J01,1.05724
5,800,J01,-0.20814
5,850,J01,-0.3728
5,900,J01,0.50879
5,950,J01,-0.05643
5,1000,J01,0.26827
5,1050,J01,0.30435
6,50,J01,-3.0
6,100,J01,0.60804
6,150,J01,-3.0
6,200,J01,0.16675
6,250,J01,3.0
6,300,J01,-3.0
6,350,J01,3.0
6,400,J01,3.0
6,450,J01,-3.0
6,500,J01,-2.75636
6,550,J01,-3.0
6,600,J01,3.0
6,650,J01,-2.70561
6,700,J01,-3.0
6,750,J01,3.0
6,800,J01,-0.33302
6,850,J01,0.07123
6,900,J01,-0.11875
6,950,J01,0.28862
6,1000,J01,0.63552
6,1050,J01,-0.40611
7,50,J01,-0.60078
7,100,J01,3.0
7,150,J01,1.70934
7,200,J01,3.0
7,250,J01,3.0
7,300,J01,-3.0
7,350,J01,3.0
7,400,J01,-3.0
7,450,J01,0.25443
7,500,J01,-3.0
7,550,J01,2.49871
7,600,J01,0.22975
7,650,J01,1.53199
7,700,J01,-1.17823
7,750,J01,3.0
7,800,J01,0.17854
7,850,J01,0.56614
7,900,J01,0.33858
7,950,J01,-0.42276
7,1000,J01,-0.40981
7,1050,J01,-0.16004
8,50,J01,-0.94647
8,100,J01,0.84391
8,150,J01,-3.0
8,200,J01,-0.98665
8,250,J01,1.69124
8,300,J01,-0.34783
8,350,J01,-2.66145
8,400,J01,-3.0
8,450,J01,-1.18211
8,500,J01,-3.0
8,550,J01,-3.0
8,600,J01,-3.0
8,650,J01,-0.81352
8,700,J01,-1.15378
8,750,J01,-0.26601
8,800,J01,0.17946
8,850,J01,-0.43756
8,900,J01,-0.27567
8,950,J01,-0.38945
8,1000,J01,-0.06475
8,1050,J01,0.38483
