5.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.011100832)}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': np.float32(-0.3393238)}, {'J01': 3}, {'J01': 3}, 
25.0, {'J01': np.float32(-1.1249121)}, {'J01': 4}, {'J01': 5}, 
30.0, {'J01': np.float32(1.346752)}, {'J01': 3}, {'J01': 4}, 
35.0, {'J01': np.float32(-0.023126734)}, {'J01': 2}, {'J01': 6}, 
40.0, {'J01': np.float32(-0.5791073)}, {'J01': 3}, {'J01': 5}, 
45.0, {'J01': np.float32(0.51435244)}, {'J01': 2}, {'J01': 8}, 
50.0, {'J01': np.float32(-0.19838233)}, {'J01': 4}, {'J01': 22}, 
55.0, {'J01': np.float32(-1.9097575)}, {'J01': 6}, {'J01': 30}, 
60.0, {'J01': np.float32(1.2762423)}, {'J01': 8}, {'J01': 30}, 
65.0, {'J01': np.float32(-0.2640852)}, {'J01': 8}, {'J01': 31}, 
70.0, {'J01': np.float32(-1.1580577)}, {'J01': 8}, {'J01': 30}, 
75.0, {'J01': np.float32(-0.9820451)}, {'J01': 7}, {'J01': 25}, 
80.0, {'J01': np.float32(-0.71754354)}, {'J01': 4}, {'J01': 19}, 
85.0, {'J01': np.float32(2.9322166)}, {'J01': 4}, {'J01': 18}, 
90.0, {'J01': np.float32(-0.6846846)}, {'J01': 4}, {'J01': 21}, 
95.0, {'J01': np.float32(-2.76793)}, {'J01': 7}, {'J01': 32}, 
100.0, {'J01': np.float32(1.2222521)}, {'J01': 8}, {'J01': 30}, 
105.0, {'J01': np.float32(0.17047456)}, {'J01': 8}, {'J01': 31}, 
110.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 35}, 
115.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 36}, 
120.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 35}, 
125.0, {'J01': np.float32(-0.16209057)}, {'J01': 8}, {'J01': 35}, 
130.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 32}, 
135.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 27}, 
140.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 34}, 
145.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 40}, 
150.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 38}, 
155.0, {'J01': np.float32(-0.5671538)}, {'J01': 8}, {'J01': 40}, 
160.0, {'J01': np.float32(-2.2753413)}, {'J01': 8}, {'J01': 41}, 
165.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 43}, 
170.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 48}, 
175.0, {'J01': np.float32(2.4625158)}, {'J01': 8}, {'J01': 48}, 
180.0, {'J01': np.float32(-1.3746727)}, {'J01': 8}, {'J01': 48}, 
185.0, {'J01': np.float32(2.1299474)}, {'J01': 7}, {'J01': 40}, 
190.0, {'J01': np.float32(-0.79891676)}, {'J01': 7}, {'J01': 40}, 
195.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 45}, 
200.0, {'J01': np.float32(-1.9730461)}, {'J01': 8}, {'J01': 49}, 
205.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 43}, 
210.0, {'J01': np.float32(-1.3137697)}, {'J01': 8}, {'J01': 41}, 
215.0, {'J01': np.float32(-0.924111)}, {'J01': 8}, {'J01': 42}, 
220.0, {'J01': np.float32(-0.63721603)}, {'J01': 8}, {'J01': 35}, 
225.0, {'J01': np.float32(3.0)}, {'J01': 6}, {'J01': 27}, 
230.0, {'J01': np.float32(-0.49099863)}, {'J01': 6}, {'J01': 32}, 
235.0, {'J01': np.float32(-2.4737725)}, {'J01': 7}, {'J01': 36}, 
240.0, {'J01': np.float32(1.5244006)}, {'J01': 8}, {'J01': 37}, 
245.0, {'J01': np.float32(-0.3023074)}, {'J01': 8}, {'J01': 37}, 
250.0, {'J01': np.float32(-0.6387959)}, {'J01': 8}, {'J01': 38}, 
255.0, {'J01': np.float32(-1.6097919)}, {'J01': 8}, {'J01': 39}, 
260.0, {'J01': np.float32(2.6412303)}, {'J01': 7}, {'J01': 37}, 
265.0, {'J01': np.float32(1.2501192)}, {'J01': 6}, {'J01': 29}, 
270.0, {'J01': np.float32(1.3461972)}, {'J01': 4}, {'J01': 23}, 
275.0, {'J01': np.float32(-0.630619)}, {'J01': 4}, {'J01': 19}, 
280.0, {'J01': np.float32(3.0)}, {'J01': 3}, {'J01': 16}, 
285.0, {'J01': np.float32(-0.2434852)}, {'J01': 3}, {'J01': 25}, 
290.0, {'J01': np.float32(-0.2462604)}, {'J01': 6}, {'J01': 23}, 
295.0, {'J01': np.float32(-0.12910397)}, {'J01': 8}, {'J01': 35}, 
300.0, {'J01': np.float32(-1.398988)}, {'J01': 8}, {'J01': 39}, 
305.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 40}, 
310.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 37}, 
315.0, {'J01': np.float32(-0.6358044)}, {'J01': 8}, {'J01': 37}, 
320.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 35}, 
325.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 30}, 
330.0, {'J01': np.float32(-0.4936272)}, {'J01': 9}, {'J01': 33}, 
335.0, {'J01': np.float32(-0.4510628)}, {'J01': 10}, {'J01': 34}, 
340.0, {'J01': np.float32(-0.7399315)}, {'J01': 10}, {'J01': 36}, 
345.0, {'J01': np.float32(-0.53662074)}, {'J01': 10}, {'J01': 31}, 
350.0, {'J01': np.float32(-0.967264)}, {'J01': 6}, {'J01': 22}, 
355.0, {'J01': np.float32(3.0)}, {'J01': 4}, {'J01': 20}, 
360.0, {'J01': np.float32(-0.26444125)}, {'J01': 4}, {'J01': 23}, 
365.0, {'J01': np.float32(-2.8223226)}, {'J01': 7}, {'J01': 33}, 
370.0, {'J01': np.float32(2.064085)}, {'J01': 8}, {'J01': 34}, 
375.0, {'J01': np.float32(-1.4479426)}, {'J01': 8}, {'J01': 32}, 
380.0, {'J01': np.float32(0.26829326)}, {'J01': 8}, {'J01': 32}, 
385.0, {'J01': np.float32(-1.361)}, {'J01': 8}, {'J01': 29}, 
390.0, {'J01': np.float32(-1.3414235)}, {'J01': 6}, {'J01': 26}, 
395.0, {'J01': np.float32(-2.9122725)}, {'J01': 4}, {'J01': 17}, 
400.0, {'J01': np.float32(3.0)}, {'J01': 3}, {'J01': 13}, 
405.0, {'J01': np.float32(-0.48250148)}, {'J01': 4}, {'J01': 21}, 
410.0, {'J01': np.float32(-2.737696)}, {'J01': 7}, {'J01': 31}, 
415.0, {'J01': np.float32(1.0171385)}, {'J01': 8}, {'J01': 35}, 
420.0, {'J01': np.float32(0.1490172)}, {'J01': 8}, {'J01': 33}, 
425.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 35}, 
430.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 33}, 
435.0, {'J01': np.float32(-1.7359653)}, {'J01': 8}, {'J01': 34}, 
440.0, {'J01': np.float32(1.3319616)}, {'J01': 8}, {'J01': 30}, 
445.0, {'J01': np.float32(-1.2590477)}, {'J01': 7}, {'J01': 32}, 
450.0, {'J01': np.float32(-1.5916781)}, {'J01': 7}, {'J01': 35}, 
455.0, {'J01': np.float32(0.89316744)}, {'J01': 9}, {'J01': 38}, 
460.0, {'J01': np.float32(-0.27460778)}, {'J01': 9}, {'J01': 40}, 
465.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 44}, 
470.0, {'J01': np.float32(2.7463248)}, {'J01': 11}, {'J01': 42}, 
475.0, {'J01': np.float32(-1.3153099)}, {'J01': 11}, {'J01': 39}, 
480.0, {'J01': np.float32(-1.3774801)}, {'J01': 11}, {'J01': 39}, 
485.0, {'J01': np.float32(1.260293)}, {'J01': 12}, {'J01': 42}, 
490.0, {'J01': np.float32(-1.0497452)}, {'J01': 13}, {'J01': 45}, 
495.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 42}, 
500.0, {'J01': np.float32(3.0)}, {'J01': 14}, {'J01': 41}, 
505.0, {'J01': np.float32(-0.067481406)}, {'J01': 14}, {'J01': 38}, 
510.0, {'J01': np.float32(-0.25913414)}, {'J01': 14}, {'J01': 40}, 
515.0, {'J01': np.float32(-0.13868853)}, {'J01': 15}, {'J01': 38}, 
520.0, {'J01': np.float32(0.45218658)}, {'J01': 13}, {'J01': 34}, 
525.0, {'J01': np.float32(-0.43956032)}, {'J01': 10}, {'J01': 27}, 
530.0, {'J01': np.float32(-1.3815142)}, {'J01': 8}, {'J01': 24}, 
535.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 28}, 
540.0, {'J01': np.float32(-1.5094371)}, {'J01': 7}, {'J01': 35}, 
545.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 45}, 
550.0, {'J01': np.float32(3.0)}, {'J01': 9}, {'J01': 44}, 
555.0, {'J01': np.float32(-0.5397484)}, {'J01': 9}, {'J01': 44}, 
560.0, {'J01': np.float32(-2.4532764)}, {'J01': 9}, {'J01': 45}, 
565.0, {'J01': np.float32(3.0)}, {'J01': 10}, {'J01': 45}, 
570.0, {'J01': np.float32(2.640404)}, {'J01': 10}, {'J01': 44}, 
575.0, {'J01': np.float32(-2.900646)}, {'J01': 10}, {'J01': 49}, 
580.0, {'J01': np.float32(0.9929599)}, {'J01': 11}, {'J01': 50}, 
585.0, {'J01': np.float32(-0.547651)}, {'J01': 11}, {'J01': 53}, 
590.0, {'J01': np.float32(-0.746067)}, {'J01': 9}, {'J01': 41}, 
595.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 35}, 
600.0, {'J01': np.float32(-0.28572488)}, {'J01': 5}, {'J01': 37}, 
605.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 44}, 
610.0, {'J01': np.float32(3.0)}, {'J01': 9}, {'J01': 46}, 
615.0, {'J01': np.float32(-1.7188927)}, {'J01': 9}, {'J01': 46}, 
620.0, {'J01': np.float32(-2.4894104)}, {'J01': 9}, {'J01': 47}, 
625.0, {'J01': np.float32(2.1587203)}, {'J01': 10}, {'J01': 51}, 
630.0, {'J01': np.float32(-0.5484408)}, {'J01': 11}, {'J01': 52}, 
635.0, {'J01': np.float32(-0.033375025)}, {'J01': 11}, {'J01': 46}, 
