5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -0.0, 'top_mgr': 2}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -7.8, 'top_mgr': 1}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': -24.8, 'top_mgr': 0}, {'J01': 3}, {'J01': 7}, 
30.0, {'J01': -48.599999999999994, 'top_mgr': 0}, {'J01': 4}, {'J01': 10}, 
35.0, {'J01': -70.80000000000001, 'top_mgr': 3}, {'J01': 3}, {'J01': 11}, 
40.0, {'J01': -81.19999999999999, 'top_mgr': 2}, {'J01': 3}, {'J01': 12}, 
45.0, {'J01': -91.6, 'top_mgr': 2}, {'J01': 4}, {'J01': 16}, 
50.0, {'J01': -112.79999999999998, 'top_mgr': 3}, {'J01': 5}, {'J01': 21}, 
55.0, {'J01': -139.0, 'top_mgr': 4}, {'J01': 6}, {'J01': 24}, 
60.0, {'J01': -162.0, 'top_mgr': 2}, {'J01': 7}, {'J01': 25}, 
65.0, {'J01': -193.60000000000002, 'top_mgr': 2}, {'J01': 8}, {'J01': 29}, 
70.0, {'J01': -167.0, 'top_mgr': 6}, {'J01': 8}, {'J01': 23}, 
75.0, {'J01': -192.20000000000002, 'top_mgr': 2}, {'J01': 8}, {'J01': 27}, 
80.0, {'J01': -227.6, 'top_mgr': 1}, {'J01': 8}, {'J01': 32}, 
85.0, {'J01': -264.6, 'top_mgr': 0}, {'J01': 8}, {'J01': 33}, 
90.0, {'J01': -212.59999999999997, 'top_mgr': 7}, {'J01': 7}, {'J01': 26}, 
95.0, {'J01': -227.8, 'top_mgr': 3}, {'J01': 6}, {'J01': 25}, 
100.0, {'J01': -264.8, 'top_mgr': 0}, {'J01': 6}, {'J01': 29}, 
105.0, {'J01': -304.0, 'top_mgr': 0}, {'J01': 6}, {'J01': 31}, 
110.0, {'J01': -264.20000000000005, 'top_mgr': 10}, {'J01': 7}, {'J01': 27}, 
115.0, {'J01': -221.00000000000003, 'top_mgr': 11}, {'J01': 4}, {'J01': 18}, 
120.0, {'J01': -245.0, 'top_mgr': 5}, {'J01': 4}, {'J01': 19}, 
125.0, {'J01': -261.40000000000003, 'top_mgr': 4}, {'J01': 3}, {'J01': 22}, 
130.0, {'J01': -234.20000000000002, 'top_mgr': 5}, {'J01': 6}, {'J01': 26}, 
135.0, {'J01': -278.6000000000001, 'top_mgr': 1}, {'J01': 8}, {'J01': 33}, 
140.0, {'J01': -273.6, 'top_mgr': 3}, {'J01': 8}, {'J01': 35}, 
145.0, {'J01': -312.6000000000001, 'top_mgr': 3}, {'J01': 8}, {'J01': 37}, 
150.0, {'J01': -339.8, 'top_mgr': 2}, {'J01': 8}, {'J01': 38}, 
155.0, {'J01': -371.8, 'top_mgr': 3}, {'J01': 8}, {'J01': 42}, 
160.0, {'J01': -412.80000000000007, 'top_mgr': 0}, {'J01': 8}, {'J01': 43}, 
165.0, {'J01': -454.80000000000007, 'top_mgr': 0}, {'J01': 8}, {'J01': 45}, 
170.0, {'J01': -390.6, 'top_mgr': 9}, {'J01': 7}, {'J01': 38}, 
175.0, {'J01': -388.00000000000006, 'top_mgr': 4}, {'J01': 6}, {'J01': 36}, 
180.0, {'J01': -427.80000000000007, 'top_mgr': 1}, {'J01': 6}, {'J01': 40}, 
185.0, {'J01': -461.80000000000007, 'top_mgr': 3}, {'J01': 7}, {'J01': 38}, 
190.0, {'J01': -481.6000000000001, 'top_mgr': 1}, {'J01': 7}, {'J01': 38}, 
195.0, {'J01': -527.6000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 44}, 
200.0, {'J01': -568.6, 'top_mgr': 0}, {'J01': 8}, {'J01': 45}, 
205.0, {'J01': -511.20000000000005, 'top_mgr': 7}, {'J01': 8}, {'J01': 38}, 
210.0, {'J01': -452.0000000000001, 'top_mgr': 3}, {'J01': 8}, {'J01': 37}, 
215.0, {'J01': -492.80000000000007, 'top_mgr': 0}, {'J01': 8}, {'J01': 41}, 
220.0, {'J01': -422.60000000000014, 'top_mgr': 5}, {'J01': 8}, {'J01': 36}, 
225.0, {'J01': -454.0000000000001, 'top_mgr': 1}, {'J01': 9}, {'J01': 39}, 
230.0, {'J01': -483.4000000000001, 'top_mgr': 2}, {'J01': 9}, {'J01': 42}, 
235.0, {'J01': -457.4000000000001, 'top_mgr': 4}, {'J01': 9}, {'J01': 39}, 
240.0, {'J01': -442.6000000000001, 'top_mgr': 4}, {'J01': 7}, {'J01': 35}, 
245.0, {'J01': -477.6000000000001, 'top_mgr': 0}, {'J01': 7}, {'J01': 38}, 
250.0, {'J01': -491.6, 'top_mgr': 3}, {'J01': 7}, {'J01': 39}, 
255.0, {'J01': -413.00000000000006, 'top_mgr': 7}, {'J01': 6}, {'J01': 32}, 
260.0, {'J01': -387.59999999999997, 'top_mgr': 8}, {'J01': 5}, {'J01': 24}, 
265.0, {'J01': -378.2, 'top_mgr': 7}, {'J01': 4}, {'J01': 21}, 
270.0, {'J01': -404.19999999999993, 'top_mgr': 2}, {'J01': 4}, {'J01': 22}, 
275.0, {'J01': -279.99999999999994, 'top_mgr': 14}, {'J01': 4}, {'J01': 14}, 
280.0, {'J01': -306.79999999999995, 'top_mgr': 4}, {'J01': 4}, {'J01': 16}, 
285.0, {'J01': -287.0, 'top_mgr': 4}, {'J01': 4}, {'J01': 20}, 
290.0, {'J01': -323.0, 'top_mgr': 1}, {'J01': 7}, {'J01': 28}, 
295.0, {'J01': -350.6, 'top_mgr': 3}, {'J01': 8}, {'J01': 32}, 
300.0, {'J01': -388.8, 'top_mgr': 3}, {'J01': 8}, {'J01': 32}, 
305.0, {'J01': -433.40000000000003, 'top_mgr': 2}, {'J01': 8}, {'J01': 36}, 
310.0, {'J01': -479.40000000000003, 'top_mgr': 1}, {'J01': 8}, {'J01': 38}, 
315.0, {'J01': -524.4000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 39}, 
320.0, {'J01': -571.4, 'top_mgr': 0}, {'J01': 8}, {'J01': 42}, 
325.0, {'J01': -506.6, 'top_mgr': 6}, {'J01': 8}, {'J01': 39}, 
330.0, {'J01': -458.20000000000005, 'top_mgr': 4}, {'J01': 8}, {'J01': 41}, 
335.0, {'J01': -479.4, 'top_mgr': 3}, {'J01': 8}, {'J01': 41}, 
340.0, {'J01': -499.4000000000001, 'top_mgr': 3}, {'J01': 9}, {'J01': 40}, 
