5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -4.0}, {'J01': 1}, {'J01': 4}, 
25.0, {'J01': -5.0}, {'J01': 3}, {'J01': 5}, 
30.0, {'J01': -8.0}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': -8.0}, {'J01': 4}, {'J01': 7}, 
40.0, {'J01': -10.0}, {'J01': 4}, {'J01': 10}, 
45.0, {'J01': -12.0}, {'J01': 4}, {'J01': 12}, 
50.0, {'J01': -10.0}, {'J01': 4}, {'J01': 10}, 
55.0, {'J01': -13.0}, {'J01': 4}, {'J01': 13}, 
60.0, {'J01': -10.0}, {'J01': 4}, {'J01': 10}, 
65.0, {'J01': -15.0}, {'J01': 4}, {'J01': 14}, 
70.0, {'J01': -17.0}, {'J01': 4}, {'J01': 16}, 
75.0, {'J01': -17.0}, {'J01': 4}, {'J01': 17}, 
80.0, {'J01': -20.0}, {'J01': 4}, {'J01': 20}, 
85.0, {'J01': -18.0}, {'J01': 4}, {'J01': 17}, 
90.0, {'J01': -20.0}, {'J01': 4}, {'J01': 19}, 
95.0, {'J01': -18.0}, {'J01': 4}, {'J01': 16}, 
100.0, {'J01': -22.0}, {'J01': 4}, {'J01': 20}, 
105.0, {'J01': -20.0}, {'J01': 3}, {'J01': 19}, 
110.0, {'J01': -22.0}, {'J01': 4}, {'J01': 22}, 
115.0, {'J01': -18.0}, {'J01': 3}, {'J01': 18}, 
120.0, {'J01': -24.0}, {'J01': 3}, {'J01': 23}, 
125.0, {'J01': -33.0}, {'J01': 5}, {'J01': 30}, 
130.0, {'J01': -41.0}, {'J01': 6}, {'J01': 38}, 
135.0, {'J01': -32.0}, {'J01': 5}, {'J01': 32}, 
140.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
145.0, {'J01': -27.0}, {'J01': 5}, {'J01': 25}, 
150.0, {'J01': -32.0}, {'J01': 5}, {'J01': 30}, 
155.0, {'J01': -35.0}, {'J01': 6}, {'J01': 33}, 
160.0, {'J01': -35.0}, {'J01': 8}, {'J01': 33}, 
165.0, {'J01': -37.0}, {'J01': 8}, {'J01': 36}, 
170.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
175.0, {'J01': -41.0}, {'J01': 8}, {'J01': 39}, 
180.0, {'J01': -38.0}, {'J01': 7}, {'J01': 34}, 
185.0, {'J01': -34.0}, {'J01': 6}, {'J01': 29}, 
190.0, {'J01': -24.0}, {'J01': 4}, {'J01': 21}, 
195.0, {'J01': -20.0}, {'J01': 4}, {'J01': 17}, 
200.0, {'J01': -17.0}, {'J01': 4}, {'J01': 15}, 
205.0, {'J01': -16.0}, {'J01': 3}, {'J01': 15}, 
210.0, {'J01': -20.0}, {'J01': 4}, {'J01': 20}, 
215.0, {'J01': -25.0}, {'J01': 7}, {'J01': 25}, 
220.0, {'J01': -28.0}, {'J01': 7}, {'J01': 27}, 
225.0, {'J01': -30.0}, {'J01': 8}, {'J01': 29}, 
230.0, {'J01': -30.0}, {'J01': 8}, {'J01': 30}, 
235.0, {'J01': -29.0}, {'J01': 8}, {'J01': 28}, 
240.0, {'J01': -31.0}, {'J01': 7}, {'J01': 30}, 
245.0, {'J01': -28.0}, {'J01': 7}, {'J01': 26}, 
250.0, {'J01': -29.0}, {'J01': 7}, {'J01': 28}, 
255.0, {'J01': -28.0}, {'J01': 7}, {'J01': 28}, 
260.0, {'J01': -27.0}, {'J01': 5}, {'J01': 26}, 
265.0, {'J01': -22.0}, {'J01': 4}, {'J01': 20}, 
270.0, {'J01': -18.0}, {'J01': 4}, {'J01': 16}, 
275.0, {'J01': -21.0}, {'J01': 4}, {'J01': 17}, 
280.0, {'J01': -23.0}, {'J01': 4}, {'J01': 19}, 
285.0, {'J01': -20.0}, {'J01': 4}, {'J01': 19}, 
290.0, {'J01': -20.0}, {'J01': 4}, {'J01': 20}, 
295.0, {'J01': -24.0}, {'J01': 5}, {'J01': 24}, 
300.0, {'J01': -22.0}, {'J01': 4}, {'J01': 21}, 
305.0, {'J01': -25.0}, {'J01': 4}, {'J01': 23}, 
310.0, {'J01': -27.0}, {'J01': 4}, {'J01': 25}, 
315.0, {'J01': -27.0}, {'J01': 4}, {'J01': 26}, 
320.0, {'J01': -26.0}, {'J01': 5}, {'J01': 26}, 
325.0, {'J01': -30.0}, {'J01': 6}, {'J01': 30}, 
330.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
335.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
340.0, {'J01': -35.0}, {'J01': 6}, {'J01': 35}, 
345.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
350.0, {'J01': -32.0}, {'J01': 6}, {'J01': 30}, 
355.0, {'J01': -35.0}, {'J01': 7}, {'J01': 33}, 
360.0, {'J01': -41.0}, {'J01': 8}, {'J01': 37}, 
365.0, {'J01': -39.0}, {'J01': 8}, {'J01': 37}, 
370.0, {'J01': -34.0}, {'J01': 7}, {'J01': 33}, 
375.0, {'J01': -30.0}, {'J01': 6}, {'J01': 29}, 
380.0, {'J01': -32.0}, {'J01': 6}, {'J01': 30}, 
385.0, {'J01': -32.0}, {'J01': 6}, {'J01': 31}, 
390.0, {'J01': -40.0}, {'J01': 8}, {'J01': 38}, 
395.0, {'J01': -41.0}, {'J01': 8}, {'J01': 39}, 
400.0, {'J01': -44.0}, {'J01': 8}, {'J01': 43}, 
405.0, {'J01': -46.0}, {'J01': 8}, {'J01': 46}, 
410.0, {'J01': -41.0}, {'J01': 7}, {'J01': 41}, 
415.0, {'J01': -41.0}, {'J01': 7}, {'J01': 41}, 
420.0, {'J01': -44.0}, {'J01': 8}, {'J01': 42}, 
425.0, {'J01': -46.0}, {'J01': 10}, {'J01': 43}, 
430.0, {'J01': -40.0}, {'J01': 10}, {'J01': 38}, 
435.0, {'J01': -43.0}, {'J01': 10}, {'J01': 42}, 
440.0, {'J01': -45.0}, {'J01': 10}, {'J01': 45}, 
445.0, {'J01': -46.0}, {'J01': 11}, {'J01': 46}, 
450.0, {'J01': -48.0}, {'J01': 11}, {'J01': 47}, 
455.0, {'J01': -43.0}, {'J01': 12}, {'J01': 41}, 
460.0, {'J01': -33.0}, {'J01': 8}, {'J01': 30}, 
465.0, {'J01': -24.0}, {'J01': 5}, {'J01': 22}, 
470.0, {'J01': -17.0}, {'J01': 5}, {'J01': 17}, 
475.0, {'J01': -19.0}, {'J01': 5}, {'J01': 17}, 
480.0, {'J01': -23.0}, {'J01': 5}, {'J01': 21}, 
485.0, {'J01': -22.0}, {'J01': 5}, {'J01': 21}, 
490.0, {'J01': -16.0}, {'J01': 5}, {'J01': 16}, 
495.0, {'J01': -21.0}, {'J01': 5}, {'J01': 21}, 
500.0, {'J01': -16.0}, {'J01': 5}, {'J01': 16}, 
505.0, {'J01': -18.0}, {'J01': 5}, {'J01': 18}, 
510.0, {'J01': -19.0}, {'J01': 4}, {'J01': 18}, 
515.0, {'J01': -26.0}, {'J01': 4}, {'J01': 24}, 
520.0, {'J01': -33.0}, {'J01': 6}, {'J01': 30}, 
525.0, {'J01': -39.0}, {'J01': 7}, {'J01': 37}, 
530.0, {'J01': -38.0}, {'J01': 7}, {'J01': 37}, 
535.0, {'J01': -45.0}, {'J01': 8}, {'J01': 43}, 
540.0, {'J01': -40.0}, {'J01': 8}, {'J01': 37}, 
545.0, {'J01': -44.0}, {'J01': 8}, {'J01': 40}, 
550.0, {'J01': -38.0}, {'J01': 7}, {'J01': 36}, 
555.0, {'J01': -39.0}, {'J01': 7}, {'J01': 37}, 
560.0, {'J01': -32.0}, {'J01': 6}, {'J01': 31}, 
565.0, {'J01': -32.0}, {'J01': 5}, {'J01': 31}, 
570.0, {'J01': -37.0}, {'J01': 5}, {'J01': 36}, 
575.0, {'J01': -43.0}, {'J01': 7}, {'J01': 41}, 
580.0, {'J01': -39.0}, {'J01': 7}, {'J01': 37}, 
585.0, {'J01': -35.0}, {'J01': 6}, {'J01': 34}, 
590.0, {'J01': -30.0}, {'J01': 5}, {'J01': 29}, 
595.0, {'J01': -23.0}, {'J01': 5}, {'J01': 23}, 
600.0, {'J01': -20.0}, {'J01': 5}, {'J01': 20}, 
605.0, {'J01': -26.0}, {'J01': 5}, {'J01': 26}, 
610.0, {'J01': -38.0}, {'J01': 6}, {'J01': 36}, 
615.0, {'J01': -46.0}, {'J01': 8}, {'J01': 44}, 
620.0, {'J01': -48.0}, {'J01': 8}, {'J01': 46}, 
625.0, {'J01': -42.0}, {'J01': 7}, {'J01': 37}, 
630.0, {'J01': -41.0}, {'J01': 6}, {'J01': 36}, 
635.0, {'J01': -33.0}, {'J01': 6}, {'J01': 30}, 
640.0, {'J01': -33.0}, {'J01': 6}, {'J01': 32}, 
645.0, {'J01': -29.0}, {'J01': 6}, {'J01': 28}, 
650.0, {'J01': -29.0}, {'J01': 6}, {'J01': 28}, 
655.0, {'J01': -24.0}, {'J01': 6}, {'J01': 23}, 
660.0, {'J01': -27.0}, {'J01': 6}, {'J01': 26}, 
665.0, {'J01': -31.0}, {'J01': 6}, {'J01': 31}, 
670.0, {'J01': -39.0}, {'J01': 7}, {'J01': 39}, 
675.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
680.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
685.0, {'J01': -46.0}, {'J01': 8}, {'J01': 46}, 
690.0, {'J01': -44.0}, {'J01': 7}, {'J01': 44}, 
695.0, {'J01': -43.0}, {'J01': 6}, {'J01': 43}, 
700.0, {'J01': -46.0}, {'J01': 6}, {'J01': 44}, 
705.0, {'J01': -49.0}, {'J01': 8}, {'J01': 46}, 
710.0, {'J01': -53.0}, {'J01': 8}, {'J01': 50}, 
715.0, {'J01': -50.0}, {'J01': 8}, {'J01': 49}, 
720.0, {'J01': -51.0}, {'J01': 9}, {'J01': 50}, 
725.0, {'J01': -51.0}, {'J01': 9}, {'J01': 50}, 
730.0, {'J01': -51.0}, {'J01': 9}, {'J01': 50}, 
735.0, {'J01': -44.0}, {'J01': 7}, {'J01': 43}, 
740.0, {'J01': -40.0}, {'J01': 6}, {'J01': 39}, 
745.0, {'J01': -34.0}, {'J01': 5}, {'J01': 34}, 
750.0, {'J01': -35.0}, {'J01': 5}, {'J01': 35}, 
755.0, {'J01': -29.0}, {'J01': 5}, {'J01': 29}, 
760.0, {'J01': -28.0}, {'J01': 5}, {'J01': 28}, 
765.0, {'J01': -24.0}, {'J01': 5}, {'J01': 23}, 
770.0, {'J01': -24.0}, {'J01': 5}, {'J01': 23}, 
775.0, {'J01': -30.0}, {'J01': 5}, {'J01': 28}, 
780.0, {'J01': -25.0}, {'J01': 5}, {'J01': 24}, 
785.0, {'J01': -25.0}, {'J01': 5}, {'J01': 24}, 
790.0, {'J01': -32.0}, {'J01': 5}, {'J01': 31}, 
795.0, {'J01': -43.0}, {'J01': 7}, {'J01': 41}, 
800.0, {'J01': -41.0}, {'J01': 8}, {'J01': 40}, 
805.0, {'J01': -42.0}, {'J01': 8}, {'J01': 39}, 
810.0, {'J01': -35.0}, {'J01': 8}, {'J01': 32}, 
815.0, {'J01': -38.0}, {'J01': 8}, {'J01': 36}, 
820.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
825.0, {'J01': -42.0}, {'J01': 8}, {'J01': 41}, 
830.0, {'J01': -44.0}, {'J01': 7}, {'J01': 41}, 
835.0, {'J01': -39.0}, {'J01': 6}, {'J01': 36}, 
840.0, {'J01': -34.0}, {'J01': 5}, {'J01': 32}, 
845.0, {'J01': -31.0}, {'J01': 5}, {'J01': 30}, 
850.0, {'J01': -35.0}, {'J01': 5}, {'J01': 34}, 
855.0, {'J01': -42.0}, {'J01': 7}, {'J01': 40}, 
860.0, {'J01': -43.0}, {'J01': 8}, {'J01': 40}, 
865.0, {'J01': -38.0}, {'J01': 8}, {'J01': 36}, 
870.0, {'J01': -39.0}, {'J01': 8}, {'J01': 37}, 
875.0, {'J01': -42.0}, {'J01': 8}, {'J01': 40}, 
880.0, {'J01': -46.0}, {'J01': 8}, {'J01': 45}, 
885.0, {'J01': -45.0}, {'J01': 8}, {'J01': 45}, 
890.0, {'J01': -37.0}, {'J01': 7}, {'J01': 36}, 
895.0, {'J01': -38.0}, {'J01': 7}, {'J01': 37}, 
900.0, {'J01': -35.0}, {'J01': 6}, {'J01': 34}, 
905.0, {'J01': -30.0}, {'J01': 5}, {'J01': 29}, 
910.0, {'J01': -30.0}, {'J01': 5}, {'J01': 30}, 
915.0, {'J01': -31.0}, {'J01': 5}, {'J01': 30}, 
