episode,agent,decision,signal_id,reward
1,MPLight,50,J01,-53.0
1,MPLight,100,J01,-57.0
1,MPLight,150,J01,-82.0
1,MPLight,200,J01,-57.0
1,MPLight,250,J01,-69.0
1,MPLight,300,J01,-73.0
1,MPLight,350,J01,-50.0
1,MPLight,400,J01,-61.0
1,MPLight,450,J01,-63.0
1,MPLight,500,J01,-60.0
1,MPLight,550,J01,-48.0
1,MPLight,600,J01,-33.0
1,MPLight,650,J01,-51.0
1,MPLight,700,J01,-39.0
1,MPLight,750,J01,-19.0
1,MPLight,800,J01,-23.0
1,MPLight,850,J01,-21.0
1,MPLight,900,J01,-20.0
1,MPLight,950,J01,-11.0
1,MPLight,1000,J01,-19.0
1,MPLight,1050,J01,-18.0
2,MPLight,50,J01,-24.0
2,MPLight,100,J01,-44.0
2,MPLight,150,J01,-36.0
2,MPLight,200,J01,-48.0
2,MPLight,250,J01,-31.0
2,MPLight,300,J01,-42.0
2,MPLight,350,J01,-37.0
2,MPLight,400,J01,-40.0
2,MPLight,450,J01,-34.0
2,MPLight,500,J01,-43.0
2,MPLight,550,J01,-50.0
2,MPLight,600,J01,-47.0
2,MPLight,650,J01,-63.0
2,MPLight,700,J01,-63.0
2,MPLight,750,J01,-58.0
2,MPLight,800,J01,-25.0
2,MPLight,850,J01,-24.0
2,MPLight,900,J01,-23.0
2,MPLight,950,J01,-22.0
2,MPLight,1000,J01,-10.0
2,MPLight,1050,J01,-21.0
3,MPLight,50,J01,-39.0
3,MPLight,100,J01,-25.0
3,MPLight,150,J01,-30.0
3,MPLight,200,J01,-67.0
3,MPLight,250,J01,-56.0
3,MPLight,300,J01,-46.0
3,MPLight,350,J01,-45.0
3,MPLight,400,J01,-57.0
3,MPLight,450,J01,-34.0
3,MPLight,500,J01,-43.0
3,MPLight,550,J01,-51.0
3,MPLight,600,J01,-53.0
3,MPLight,650,J01,-54.0
3,MPLight,700,J01,-53.0
3,MPLight,750,J01,-37.0
3,MPLight,800,J01,-26.0
3,MPLight,850,J01,-9.0
3,MPLight,900,J01,-24.0
3,MPLight,950,J01,-24.0
3,MPLight,1000,J01,-14.0
