5.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.04017857)}, {'J01': 1}, {'J01': 5}, 
20.0, {'J01': np.float32(-0.234375)}, {'J01': 2}, {'J01': 6}, 
25.0, {'J01': np.float32(-0.44419643)}, {'J01': 3}, {'J01': 9}, 
30.0, {'J01': np.float32(-0.8816964)}, {'J01': 4}, {'J01': 11}, 
35.0, {'J01': np.float32(-1.453125)}, {'J01': 5}, {'J01': 17}, 
40.0, {'J01': np.float32(-2.28125)}, {'J01': 6}, {'J01': 24}, 
45.0, {'J01': np.float32(-2.575893)}, {'J01': 6}, {'J01': 24}, 
50.0, {'J01': np.float32(-1.8504465)}, {'J01': 4}, {'J01': 15}, 
55.0, {'J01': np.float32(-1.6517857)}, {'J01': 3}, {'J01': 14}, 
60.0, {'J01': np.float32(-2.3080356)}, {'J01': 3}, {'J01': 19}, 
65.0, {'J01': np.float32(-3.3125)}, {'J01': 5}, {'J01': 31}, 
70.0, {'J01': np.float32(-3.919643)}, {'J01': 7}, {'J01': 34}, 
75.0, {'J01': np.float32(-4.0)}, {'J01': 7}, {'J01': 33}, 
80.0, {'J01': np.float32(-4.0)}, {'J01': 7}, {'J01': 33}, 
85.0, {'J01': np.float32(-4.0)}, {'J01': 7}, {'J01': 37}, 
90.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 39}, 
95.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 30}, 
100.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 25}, 
105.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 21}, 
110.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 18}, 
115.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 19}, 
120.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 21}, 
125.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 21}, 
130.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 21}, 
135.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 22}, 
140.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 17}, 
145.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 24}, 
150.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 23}, 
155.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 21}, 
160.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 22}, 
165.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 22}, 
170.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 22}, 
175.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 22}, 
180.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 23}, 
185.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 23}, 
190.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 24}, 
195.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 25}, 
200.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 28}, 
205.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 28}, 
210.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 26}, 
215.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 26}, 
220.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 29}, 
225.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 29}, 
230.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 31}, 
235.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 36}, 
240.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 40}, 
245.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 47}, 
250.0, {'J01': np.float32(-4.0)}, {'J01': 9}, {'J01': 49}, 
255.0, {'J01': np.float32(-4.0)}, {'J01': 9}, {'J01': 48}, 
260.0, {'J01': np.float32(-4.0)}, {'J01': 9}, {'J01': 45}, 
265.0, {'J01': np.float32(-4.0)}, {'J01': 9}, {'J01': 41}, 
270.0, {'J01': np.float32(-4.0)}, {'J01': 9}, {'J01': 35}, 
275.0, {'J01': np.float32(-4.0)}, {'J01': 9}, {'J01': 35}, 
280.0, {'J01': np.float32(-4.0)}, {'J01': 9}, {'J01': 35}, 
285.0, {'J01': np.float32(-4.0)}, {'J01': 9}, {'J01': 33}, 
290.0, {'J01': np.float32(-4.0)}, {'J01': 10}, {'J01': 32}, 
295.0, {'J01': np.float32(-4.0)}, {'J01': 10}, {'J01': 33}, 
300.0, {'J01': np.float32(-4.0)}, {'J01': 10}, {'J01': 35}, 
305.0, {'J01': np.float32(-4.0)}, {'J01': 10}, {'J01': 41}, 
310.0, {'J01': np.float32(-4.0)}, {'J01': 10}, {'J01': 46}, 
315.0, {'J01': np.float32(-4.0)}, {'J01': 10}, {'J01': 46}, 
320.0, {'J01': np.float32(-4.0)}, {'J01': 11}, {'J01': 42}, 
325.0, {'J01': np.float32(-4.0)}, {'J01': 12}, {'J01': 40}, 
330.0, {'J01': np.float32(-4.0)}, {'J01': 13}, {'J01': 38}, 
335.0, {'J01': np.float32(-4.0)}, {'J01': 13}, {'J01': 36}, 
340.0, {'J01': np.float32(-4.0)}, {'J01': 13}, {'J01': 38}, 
345.0, {'J01': np.float32(-4.0)}, {'J01': 13}, {'J01': 35}, 
