5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -0.0, 'top_mgr': 1}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -3.6, 'top_mgr': 3}, {'J01': 1}, {'J01': 2}, 
25.0, {'J01': -7.6000000000000005, 'top_mgr': 3}, {'J01': 3}, {'J01': 3}, 
30.0, {'J01': -16.0, 'top_mgr': 1}, {'J01': 4}, {'J01': 6}, 
35.0, {'J01': -34.4, 'top_mgr': 1}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -46.599999999999994, 'top_mgr': 2}, {'J01': 3}, {'J01': 9}, 
45.0, {'J01': -71.60000000000001, 'top_mgr': 1}, {'J01': 4}, {'J01': 14}, 
50.0, {'J01': -80.0, 'top_mgr': 4}, {'J01': 4}, {'J01': 17}, 
55.0, {'J01': -75.00000000000001, 'top_mgr': 9}, {'J01': 4}, {'J01': 12}, 
60.0, {'J01': -65.80000000000001, 'top_mgr': 7}, {'J01': 4}, {'J01': 10}, 
65.0, {'J01': -97.60000000000001, 'top_mgr': 2}, {'J01': 4}, {'J01': 15}, 
70.0, {'J01': -136.6, 'top_mgr': 0}, {'J01': 5}, {'J01': 22}, 
75.0, {'J01': -130.8, 'top_mgr': 4}, {'J01': 5}, {'J01': 19}, 
80.0, {'J01': -138.20000000000002, 'top_mgr': 3}, {'J01': 6}, {'J01': 23}, 
85.0, {'J01': -173.00000000000003, 'top_mgr': 1}, {'J01': 7}, {'J01': 29}, 
90.0, {'J01': -210.60000000000002, 'top_mgr': 1}, {'J01': 8}, {'J01': 31}, 
95.0, {'J01': -248.60000000000002, 'top_mgr': 0}, {'J01': 8}, {'J01': 33}, 
100.0, {'J01': -263.4, 'top_mgr': 4}, {'J01': 8}, {'J01': 31}, 
105.0, {'J01': -250.4, 'top_mgr': 4}, {'J01': 8}, {'J01': 30}, 
