episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
52,2616884.0,2152853.0,5928.0,38754.0,12962.0,-0.12378,1.68685,-3.0,3.0,0.4508,0.0012,0.05,-2.27813,0.443914,1080,32.0
53,3409667.0,2459021.5,5659.5,38354.0,12319.0,-0.09451,1.68278,-3.0,3.0,0.4186,0.001,0.05,-2.58415,0.426448,1080,32.0
54,4060131.5,2255478.0,5257.5,37431.0,11667.0,-0.10704,1.65362,-3.0,3.0,0.3568,0.0008,0.05,-2.85823,0.439906,1080,29.4
55,3117551.0,1390704.5,5575.0,35862.0,9989.0,-0.08016,1.64057,-3.0,3.0,0.3081,0.0012,0.05,-2.59549,0.417838,1080,30.9
56,2451749.0,3346021.5,6649.0,40136.0,15350.0,-0.13607,1.73578,-3.0,3.0,0.5765,0.0011,0.05,-2.62779,0.417256,1080,29.8
57,6178480.5,2946807.0,130837.5,39687.0,12987.0,-0.24431,1.79559,-3.0,3.0,0.3184,0.0141,0.05,-2.31907,0.401188,1080,29.4
58,2990292.0,781212.5,5950.0,32742.0,7527.0,-0.07762,1.68686,-3.0,3.0,0.2068,0.0016,0.05,-2.36952,0.398212,1080,28.3
59,2325731.5,1911301.0,6782.5,36745.0,11885.0,-0.10754,1.73707,-3.0,3.0,0.4504,0.0016,0.05,-3.08732,0.406943,1080,29.3
60,3006947.0,6694589.0,7814.0,47826.0,22180.0,-0.16702,1.83983,-3.0,3.0,0.6895,0.0008,0.05,-2.73253,0.41359,1080,31.1
61,3127722.5,1427595.5,5415.5,34977.0,9674.0,-0.10143,1.65739,-3.0,3.0,0.313,0.0012,0.05,-2.19263,0.411921,1080,30.3
62,2757529.0,4071904.0,6779.0,43074.0,17245.0,-0.09138,1.78173,-3.0,3.0,0.5956,0.001,0.05,-2.30148,0.384396,1080,30.8
63,3027484.0,3258448.0,6543.0,41165.0,15768.0,-0.11031,1.78915,-3.0,3.0,0.5178,0.001,0.05,-2.39737,0.380817,1080,30.0
64,2345841.0,2821148.0,6708.0,41692.0,15282.0,-0.0945,1.76631,-3.0,3.0,0.5453,0.0013,0.05,-2.50389,0.390686,1080,29.8
65,2671640.5,1924593.5,6032.5,38920.0,12330.0,-0.08958,1.70836,-3.0,3.0,0.4182,0.0013,0.05,-3.00701,0.385043,1080,29.9
66,2639703.5,1438166.0,5747.5,35841.0,10438.0,-0.08086,1.69567,-3.0,3.0,0.3522,0.0014,0.05,-2.5202,0.38438,1080,29.0
67,2298553.0,3892991.5,6934.0,43102.0,18003.0,-0.13775,1.76969,-3.0,3.0,0.6281,0.0011,0.05,-2.28557,0.384052,1080,29.8
68,2574419.0,700385.5,5553.5,30784.0,7049.0,-0.05813,1.68068,-3.0,3.0,0.2135,0.0017,0.05,-2.09019,0.396166,1080,28.6
69,2683121.0,6020436.0,6240.0,47000.0,21809.0,-0.11481,1.78056,-3.0,3.0,0.6912,0.0007,0.05,-2.27389,0.380576,1080,32.0
70,3098759.0,2127239.0,5850.5,36087.0,11297.0,-0.07653,1.7093,-3.0,3.0,0.4066,0.0011,0.05,-2.09464,0.383963,1080,30.2
71,2603354.5,1116528.0,6239.5,35641.0,9762.0,-0.08394,1.71513,-3.0,3.0,0.2996,0.0017,0.05,-2.03331,0.370288,1080,29.6
72,2943785.0,6047381.0,6517.0,46677.0,21364.0,-0.10646,1.75933,-3.0,3.0,0.6721,0.0007,0.05,-2.04042,0.370553,1080,30.5
73,3193875.0,1983597.0,5842.0,36415.0,10504.0,-0.0742,1.69211,-3.0,3.0,0.3827,0.0011,0.05,-2.14353,0.368058,1080,29.7
74,2590531.5,1392365.0,5902.0,35993.0,10393.0,-0.0773,1.67106,-3.0,3.0,0.3491,0.0015,0.05,-2.221,0.338177,1080,29.4
75,2336003.0,5665518.0,7701.5,45577.0,20992.0,-0.15908,1.79512,-3.0,3.0,0.7074,0.001,0.05,-2.56682,0.360757,1080,30.5
76,2290186.0,1292710.0,6957.0,35507.0,10288.0,-0.11417,1.72132,-3.0,3.0,0.3601,0.0019,0.05,-2.62589,0.374512,1080,29.8
77,2995720.0,611337.0,5579.5,31167.0,6939.0,-0.08049,1.69961,-3.0,3.0,0.1692,0.0015,0.05,-2.4285,0.372701,1080,29.8
78,2921927.5,2819867.0,7078.5,41233.0,14913.0,-0.08823,1.7532,-3.0,3.0,0.4905,0.0012,0.05,-2.2978,0.368842,1080,32.8
79,3000021.0,1796981.5,5941.0,36682.0,10704.0,-0.08956,1.67436,-3.0,3.0,0.3741,0.0012,0.05,-2.48418,0.356225,1080,33.7
80,2170741.0,6289888.0,6806.0,45309.0,21737.0,-0.10072,1.78322,-3.0,3.0,0.7428,0.0008,0.05,-2.46926,0.340938,1080,35.7
81,2531724.0,1720590.5,6437.5,37057.0,11457.0,-0.08095,1.75908,-3.0,3.0,0.404,0.0015,0.05,-2.34821,0.348318,1080,33.1
82,2384262.5,1868445.5,6459.5,37966.0,11854.0,-0.09669,1.72183,-3.0,3.0,0.4387,0.0015,0.05,-2.23865,0.326425,1080,34.4
83,2006520.5,1717171.0,6813.0,36756.0,11708.0,-0.10839,1.70552,-3.0,3.0,0.4603,0.0018,0.05,-2.04501,0.338463,1080,36.3
84,2286363.0,4487758.0,6589.0,42953.0,18228.0,-0.09135,1.72977,-3.0,3.0,0.6618,0.001,0.05,-2.28438,0.326142,1080,43.7
85,3020149.0,1078790.5,6199.0,35303.0,9235.0,-0.08914,1.68333,-3.0,3.0,0.2628,0.0015,0.05,-2.35652,0.342097,1080,42.8
86,2504798.0,3865062.0,6619.0,41853.0,16991.0,-0.12064,1.76912,-3.0,3.0,0.6061,0.001,0.05,-2.30648,0.33497,1080,46.0
87,2490504.5,1406460.5,6673.5,36276.0,11012.0,-0.0686,1.74845,-3.0,3.0,0.3603,0.0017,0.05,-2.06249,0.331202,1080,36.5
88,2493258.5,2193796.0,6547.5,37844.0,13154.0,-0.09691,1.70846,-3.0,3.0,0.4674,0.0014,0.05,-1.98361,0.344611,1080,39.4
89,2614926.5,2217315.5,6546.0,38052.0,12629.0,-0.11645,1.71079,-3.0,3.0,0.4582,0.0014,0.05,-2.15964,0.315517,1080,42.2
90,2686647.0,1034163.0,6274.5,34833.0,8931.0,-0.07558,1.69013,-3.0,3.0,0.2775,0.0017,0.05,-2.08746,0.319262,1080,45.2
91,2336507.0,3499060.0,8084.5,42478.0,16627.0,-0.13886,1.78922,-3.0,3.0,0.5988,0.0014,0.05,-2.35996,0.31731,1080,43.9
92,2557103.0,2627977.5,6571.0,38340.0,13530.0,-0.09887,1.71994,-3.0,3.0,0.5062,0.0013,0.05,-2.09351,0.326982,1080,41.9
93,2389402.5,1734561.0,5993.5,37122.0,11429.0,-0.07472,1.66676,-3.0,3.0,0.42,0.0015,0.05,-2.24216,0.3511,1080,44.2
94,2321805.5,3849582.0,6769.5,42865.0,17251.0,-0.11834,1.73299,-3.0,3.0,0.6231,0.0011,0.05,-2.14243,0.328198,1080,37.5
95,2411549.5,1811291.0,6418.5,37682.0,12106.0,-0.11046,1.69149,-3.0,3.0,0.4283,0.0015,0.05,-2.2251,0.320495,1080,39.3
96,2781493.0,743369.0,5525.0,32244.0,7269.0,-0.09423,1.59914,-3.0,3.0,0.2106,0.0016,0.05,-2.3023,0.315056,1080,37.3
97,2429320.0,2979587.0,6119.5,39874.0,14214.0,-0.07161,1.66916,-3.0,3.0,0.5502,0.0011,0.05,-2.32182,0.325578,1080,38.1
98,3013683.0,1562094.0,6293.5,36107.0,10802.0,-0.11251,1.69579,-3.0,3.0,0.3409,0.0014,0.05,-2.15811,0.324858,1080,43.3
99,2608279.0,2435763.0,6327.5,37910.0,13291.0,-0.10284,1.69745,-3.0,3.0,0.4823,0.0013,0.05,-2.19306,0.324279,1080,41.4
100,2484338.5,3156030.0,7015.5,40039.0,15506.0,-0.11779,1.75225,-3.0,3.0,0.5588,0.0012,0.05,-2.28588,0.323377,1080,37.8
