5.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.0010611956)}, {'J01': 1}, {'J01': 1}, 
20.0, {'J01': np.float32(-0.0067209057)}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': np.float32(-0.021931376)}, {'J01': 1}, {'J01': 4}, 
30.0, {'J01': np.float32(-0.20828812)}, {'J01': 2}, {'J01': 7}, 
35.0, {'J01': np.float32(-0.41020906)}, {'J01': 3}, {'J01': 12}, 
40.0, {'J01': np.float32(0.50742537)}, {'J01': 3}, {'J01': 12}, 
45.0, {'J01': np.float32(-0.11887669)}, {'J01': 3}, {'J01': 12}, 
50.0, {'J01': np.float32(-0.86838293)}, {'J01': 3}, {'J01': 9}, 
55.0, {'J01': np.float32(-1.083121)}, {'J01': 4}, {'J01': 12}, 
60.0, {'J01': np.float32(-1.1298136)}, {'J01': 4}, {'J01': 19}, 
65.0, {'J01': np.float32(-1.1740301)}, {'J01': 5}, {'J01': 24}, 
70.0, {'J01': np.float32(-1.4500692)}, {'J01': 6}, {'J01': 27}, 
75.0, {'J01': np.float32(-2.0676935)}, {'J01': 6}, {'J01': 31}, 
80.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 28}, 
85.0, {'J01': np.float32(-0.61460614)}, {'J01': 8}, {'J01': 33}, 
90.0, {'J01': np.float32(-1.8925734)}, {'J01': 8}, {'J01': 34}, 
95.0, {'J01': np.float32(1.0182226)}, {'J01': 8}, {'J01': 30}, 
100.0, {'J01': np.float32(1.9481548)}, {'J01': 8}, {'J01': 30}, 
105.0, {'J01': np.float32(-1.418045)}, {'J01': 8}, {'J01': 35}, 
110.0, {'J01': np.float32(0.112615034)}, {'J01': 8}, {'J01': 31}, 
115.0, {'J01': np.float32(0.711055)}, {'J01': 8}, {'J01': 35}, 
120.0, {'J01': np.float32(-1.3845233)}, {'J01': 8}, {'J01': 42}, 
125.0, {'J01': np.float32(0.9337634)}, {'J01': 8}, {'J01': 40}, 
130.0, {'J01': np.float32(0.018687831)}, {'J01': 8}, {'J01': 40}, 
135.0, {'J01': np.float32(-1.3873532)}, {'J01': 8}, {'J01': 44}, 
140.0, {'J01': np.float32(1.0410497)}, {'J01': 8}, {'J01': 44}, 
145.0, {'J01': np.float32(-0.095236614)}, {'J01': 9}, {'J01': 42}, 
150.0, {'J01': np.float32(-0.2171314)}, {'J01': 10}, {'J01': 46}, 
155.0, {'J01': np.float32(-0.91705525)}, {'J01': 10}, {'J01': 43}, 
160.0, {'J01': np.float32(1.5798888)}, {'J01': 11}, {'J01': 40}, 
165.0, {'J01': np.float32(-0.8699406)}, {'J01': 12}, {'J01': 44}, 
170.0, {'J01': np.float32(-0.6535994)}, {'J01': 14}, {'J01': 49}, 
175.0, {'J01': np.float32(-0.8063516)}, {'J01': 15}, {'J01': 50}, 
180.0, {'J01': np.float32(1.4605613)}, {'J01': 16}, {'J01': 54}, 
185.0, {'J01': np.float32(-0.61460614)}, {'J01': 16}, {'J01': 49}, 
190.0, {'J01': np.float32(-0.65913916)}, {'J01': 16}, {'J01': 44}, 
195.0, {'J01': np.float32(-1.2913035)}, {'J01': 16}, {'J01': 49}, 
200.0, {'J01': np.float32(2.5518181)}, {'J01': 17}, {'J01': 48}, 
205.0, {'J01': np.float32(-0.30600086)}, {'J01': 17}, {'J01': 49}, 
210.0, {'J01': np.float32(-1.1511059)}, {'J01': 17}, {'J01': 43}, 
215.0, {'J01': np.float32(-1.8919343)}, {'J01': 17}, {'J01': 42}, 
220.0, {'J01': np.float32(-1.9799907)}, {'J01': 17}, {'J01': 45}, 
225.0, {'J01': np.float32(3.0)}, {'J01': 16}, {'J01': 42}, 
230.0, {'J01': np.float32(-0.097983725)}, {'J01': 16}, {'J01': 44}, 
235.0, {'J01': np.float32(-0.17297488)}, {'J01': 16}, {'J01': 46}, 
240.0, {'J01': np.float32(-0.32531342)}, {'J01': 17}, {'J01': 46}, 
245.0, {'J01': np.float32(0.10659321)}, {'J01': 18}, {'J01': 42}, 
250.0, {'J01': np.float32(0.4648948)}, {'J01': 14}, {'J01': 39}, 
255.0, {'J01': np.float32(-1.1193671)}, {'J01': 13}, {'J01': 41}, 
260.0, {'J01': np.float32(-0.99793154)}, {'J01': 12}, {'J01': 40}, 
265.0, {'J01': np.float32(1.8583897)}, {'J01': 13}, {'J01': 43}, 
270.0, {'J01': np.float32(-0.6212215)}, {'J01': 13}, {'J01': 46}, 
275.0, {'J01': np.float32(-1.734327)}, {'J01': 15}, {'J01': 52}, 
280.0, {'J01': np.float32(-0.8236017)}, {'J01': 15}, {'J01': 49}, 
285.0, {'J01': np.float32(2.4099488)}, {'J01': 16}, {'J01': 49}, 
290.0, {'J01': np.float32(-0.8420785)}, {'J01': 16}, {'J01': 51}, 
295.0, {'J01': np.float32(-0.4640902)}, {'J01': 16}, {'J01': 46}, 
300.0, {'J01': np.float32(1.7150828)}, {'J01': 17}, {'J01': 42}, 
305.0, {'J01': np.float32(-0.0748029)}, {'J01': 17}, {'J01': 46}, 
310.0, {'J01': np.float32(-1.3135887)}, {'J01': 18}, {'J01': 48}, 
315.0, {'J01': np.float32(-2.7022967)}, {'J01': 19}, {'J01': 52}, 
320.0, {'J01': np.float32(3.0)}, {'J01': 20}, {'J01': 53}, 
325.0, {'J01': np.float32(-0.013065299)}, {'J01': 20}, {'J01': 54}, 
330.0, {'J01': np.float32(-0.97447973)}, {'J01': 22}, {'J01': 56}, 
335.0, {'J01': np.float32(-1.2799014)}, {'J01': 23}, {'J01': 58}, 
340.0, {'J01': np.float32(-1.2215129)}, {'J01': 24}, {'J01': 59}, 
345.0, {'J01': np.float32(2.487687)}, {'J01': 24}, {'J01': 56}, 
350.0, {'J01': np.float32(-1.3692302)}, {'J01': 24}, {'J01': 55}, 
355.0, {'J01': np.float32(0.83806753)}, {'J01': 25}, {'J01': 57}, 
360.0, {'J01': np.float32(-1.253266)}, {'J01': 26}, {'J01': 60}, 
365.0, {'J01': np.float32(-1.6097078)}, {'J01': 26}, {'J01': 60}, 
370.0, {'J01': np.float32(-0.90389884)}, {'J01': 26}, {'J01': 61}, 
375.0, {'J01': np.float32(3.0)}, {'J01': 26}, {'J01': 60}, 
380.0, {'J01': np.float32(-1.1119387)}, {'J01': 26}, {'J01': 59}, 
385.0, {'J01': np.float32(-0.8205836)}, {'J01': 27}, {'J01': 61}, 
390.0, {'J01': np.float32(-0.3004239)}, {'J01': 27}, {'J01': 63}, 
395.0, {'J01': np.float32(-1.3626747)}, {'J01': 28}, {'J01': 66}, 
400.0, {'J01': np.float32(-1.856741)}, {'J01': 28}, {'J01': 66}, 
405.0, {'J01': np.float32(3.0)}, {'J01': 29}, {'J01': 64}, 
410.0, {'J01': np.float32(-0.22455978)}, {'J01': 31}, {'J01': 63}, 
415.0, {'J01': np.float32(-0.8756003)}, {'J01': 32}, {'J01': 65}, 
420.0, {'J01': np.float32(0.60624486)}, {'J01': 32}, {'J01': 66}, 
425.0, {'J01': np.float32(-0.063566215)}, {'J01': 32}, {'J01': 66}, 
430.0, {'J01': np.float32(-0.55798626)}, {'J01': 32}, {'J01': 66}, 
435.0, {'J01': np.float32(-0.9115982)}, {'J01': 32}, {'J01': 68}, 
440.0, {'J01': np.float32(-0.83960235)}, {'J01': 33}, {'J01': 69}, 
445.0, {'J01': np.float32(1.5933162)}, {'J01': 35}, {'J01': 72}, 
450.0, {'J01': np.float32(-0.2403722)}, {'J01': 36}, {'J01': 73}, 
455.0, {'J01': np.float32(-1.129708)}, {'J01': 36}, {'J01': 73}, 
460.0, {'J01': np.float32(0.66904366)}, {'J01': 36}, {'J01': 74}, 
465.0, {'J01': np.float32(-0.93981403)}, {'J01': 38}, {'J01': 76}, 
470.0, {'J01': np.float32(0.81940246)}, {'J01': 38}, {'J01': 75}, 
475.0, {'J01': np.float32(-0.16519278)}, {'J01': 38}, {'J01': 77}, 
480.0, {'J01': np.float32(-0.2898119)}, {'J01': 39}, {'J01': 80}, 
485.0, {'J01': np.float32(-0.5368451)}, {'J01': 39}, {'J01': 80}, 
490.0, {'J01': np.float32(0.2360075)}, {'J01': 39}, {'J01': 82}, 
495.0, {'J01': np.float32(-0.22665939)}, {'J01': 39}, {'J01': 82}, 
500.0, {'J01': np.float32(-1.150932)}, {'J01': 40}, {'J01': 83}, 
505.0, {'J01': np.float32(0.7533374)}, {'J01': 40}, {'J01': 84}, 
510.0, {'J01': np.float32(-0.88074076)}, {'J01': 40}, {'J01': 84}, 
515.0, {'J01': np.float32(-0.29547164)}, {'J01': 40}, {'J01': 83}, 
520.0, {'J01': np.float32(0.7357335)}, {'J01': 40}, {'J01': 83}, 
525.0, {'J01': np.float32(-0.20437428)}, {'J01': 40}, {'J01': 83}, 
530.0, {'J01': np.float32(-0.1147746)}, {'J01': 40}, {'J01': 83}, 
535.0, {'J01': np.float32(-1.0127883)}, {'J01': 40}, {'J01': 85}, 
540.0, {'J01': np.float32(-2.291734)}, {'J01': 40}, {'J01': 84}, 
545.0, {'J01': np.float32(2.8595276)}, {'J01': 40}, {'J01': 82}, 
550.0, {'J01': np.float32(-0.2991972)}, {'J01': 40}, {'J01': 79}, 
555.0, {'J01': np.float32(-1.3707278)}, {'J01': 40}, {'J01': 80}, 
560.0, {'J01': np.float32(-1.0157009)}, {'J01': 40}, {'J01': 79}, 
565.0, {'J01': np.float32(-1.5824704)}, {'J01': 40}, {'J01': 81}, 
570.0, {'J01': np.float32(-1.7342442)}, {'J01': 40}, {'J01': 84}, 
575.0, {'J01': np.float32(-0.2333803)}, {'J01': 40}, {'J01': 84}, 
580.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 84}, 
585.0, {'J01': np.float32(-1.150932)}, {'J01': 40}, {'J01': 84}, 
590.0, {'J01': np.float32(-0.44397905)}, {'J01': 40}, {'J01': 83}, 
595.0, {'J01': np.float32(0.72944903)}, {'J01': 40}, {'J01': 82}, 
600.0, {'J01': np.float32(-1.1385514)}, {'J01': 40}, {'J01': 84}, 
605.0, {'J01': np.float32(-1.6097078)}, {'J01': 40}, {'J01': 85}, 
610.0, {'J01': np.float32(-2.5625498)}, {'J01': 40}, {'J01': 85}, 
615.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 85}, 
620.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 84}, 
625.0, {'J01': np.float32(2.0751674)}, {'J01': 40}, {'J01': 83}, 
630.0, {'J01': np.float32(-0.9261012)}, {'J01': 40}, {'J01': 85}, 
635.0, {'J01': np.float32(0.10695533)}, {'J01': 40}, {'J01': 83}, 
640.0, {'J01': np.float32(0.22591475)}, {'J01': 40}, {'J01': 82}, 
645.0, {'J01': np.float32(-0.08399993)}, {'J01': 40}, {'J01': 81}, 
650.0, {'J01': np.float32(-0.10062533)}, {'J01': 40}, {'J01': 82}, 
655.0, {'J01': np.float32(-0.20366682)}, {'J01': 40}, {'J01': 81}, 
660.0, {'J01': np.float32(-0.13591577)}, {'J01': 40}, {'J01': 82}, 
665.0, {'J01': np.float32(-0.16837637)}, {'J01': 40}, {'J01': 81}, 
670.0, {'J01': np.float32(-0.48988146)}, {'J01': 40}, {'J01': 82}, 
675.0, {'J01': np.float32(0.14004065)}, {'J01': 40}, {'J01': 84}, 
680.0, {'J01': np.float32(-0.18677042)}, {'J01': 40}, {'J01': 86}, 
685.0, {'J01': np.float32(-0.253814)}, {'J01': 40}, {'J01': 85}, 
690.0, {'J01': np.float32(-0.1394531)}, {'J01': 40}, {'J01': 85}, 
695.0, {'J01': np.float32(-0.25876626)}, {'J01': 40}, {'J01': 87}, 
700.0, {'J01': np.float32(-0.6292746)}, {'J01': 40}, {'J01': 87}, 
705.0, {'J01': np.float32(-0.8713555)}, {'J01': 40}, {'J01': 85}, 
710.0, {'J01': np.float32(1.014166)}, {'J01': 40}, {'J01': 86}, 
715.0, {'J01': np.float32(-0.61945283)}, {'J01': 40}, {'J01': 89}, 
720.0, {'J01': np.float32(-1.1650813)}, {'J01': 40}, {'J01': 89}, 
725.0, {'J01': np.float32(0.10537492)}, {'J01': 40}, {'J01': 89}, 
730.0, {'J01': np.float32(-0.56514364)}, {'J01': 40}, {'J01': 89}, 
735.0, {'J01': np.float32(-0.81217676)}, {'J01': 40}, {'J01': 90}, 
740.0, {'J01': np.float32(1.8467993)}, {'J01': 39}, {'J01': 86}, 
