episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,58897693.0,158162951.0,35508.0,73087.0,53397.0,-0.52466,1.46043,-3.0,3.0,0.7285,0.0002,nan,-0.02595,nan,720,31.0
2,60562348.5,180352834.0,438679.5,82218.0,62477.0,-1.30708,1.97122,-3.0,3.0,0.7473,0.0018,0.9763,-0.47761,0.264113,720,31.7
3,59541324.5,179332929.0,375193.0,82531.0,62708.0,-1.33092,1.8285,-3.0,3.0,0.7496,0.0016,0.9604,-4.12707,0.671874,720,33.9
4,83321148.0,205386819.5,431253.0,90710.0,66248.0,-1.51031,1.8994,-3.0,3.0,0.7103,0.0015,0.9446,-8.72331,1.0094,720,33.6
5,69249921.0,200273692.0,472229.5,88869.0,67106.0,-1.43002,1.82613,-3.0,3.0,0.7418,0.0017,0.9288,-10.93375,1.056499,720,32.9
6,65044698.0,204889192.0,403927.0,87452.0,67596.0,-1.38474,1.88741,-3.0,3.0,0.7579,0.0015,0.9129,-13.60733,1.175433,720,33.4
7,66180229.0,177818805.5,688280.0,83465.0,63024.0,-1.57143,2.09187,-3.0,3.0,0.7267,0.0028,0.8971,-13.69105,1.137696,720,35.8
8,22173911.5,69268830.0,301006.0,64839.0,45482.0,-0.9592,1.7765,-3.0,3.0,0.755,0.0033,0.8813,-15.8088,1.183508,720,25.4
9,21228815.0,67650454.0,23813.5,61260.0,42255.0,-0.38739,1.507,-3.0,3.0,0.7609,0.0003,0.8654,-16.70068,1.190552,720,25.6
10,61365903.5,167944405.0,20932.0,74970.0,55031.0,-0.38036,1.36389,-3.0,3.0,0.7323,0.0001,0.8496,-14.0826,1.033592,720,30.1
11,54388123.0,164130988.0,129343.5,82737.0,61651.0,-0.68833,1.61379,-3.0,3.0,0.7507,0.0006,0.8338,-13.59015,1.021242,720,31.5
12,29181417.5,85414068.5,161454.0,65241.0,45243.0,-0.74301,1.71509,-3.0,3.0,0.7443,0.0014,0.8179,-13.85941,0.999213,720,27.3
13,25883291.5,64072683.0,205638.0,54474.0,35693.0,-0.77316,1.66566,-3.0,3.0,0.7106,0.0023,0.8021,-13.4619,0.990756,720,24.8
14,60378149.5,195862290.0,367162.0,86804.0,67107.0,-1.26247,1.7879,-3.0,3.0,0.7633,0.0014,0.7863,-14.71764,1.074226,720,35.1
15,15659971.0,49223490.5,16781.5,57673.0,38821.0,-0.2833,1.32666,-3.0,3.0,0.7584,0.0003,0.7704,-15.73318,1.127478,720,25.4
16,43072073.5,124386035.5,623982.5,77752.0,56419.0,-1.24625,2.03356,-3.0,3.0,0.74,0.0037,0.7546,-14.61982,1.034229,720,31.0
17,32815097.5,104071063.0,43735.0,66782.0,47918.0,-0.41309,1.36389,-3.0,3.0,0.76,0.0003,0.7388,-14.58202,1.053567,720,28.0
18,37990158.5,114655827.5,473112.5,75189.0,54972.0,-1.20236,1.92933,-3.0,3.0,0.7488,0.0031,0.7229,-12.96977,1.007846,720,30.3
