5.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.02455357)}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': np.float32(0.013392857)}, {'J01': 1}, {'J01': 1}, 
25.0, {'J01': np.float32(0.002232143)}, {'J01': 1}, {'J01': 1}, 
30.0, {'J01': np.float32(-0.087053575)}, {'J01': 4}, {'J01': 6}, 
35.0, {'J01': np.float32(-0.31919643)}, {'J01': 4}, {'J01': 10}, 
40.0, {'J01': np.float32(-0.4263393)}, {'J01': 4}, {'J01': 13}, 
45.0, {'J01': np.float32(-0.13392857)}, {'J01': 4}, {'J01': 10}, 
50.0, {'J01': np.float32(0.24330357)}, {'J01': 3}, {'J01': 7}, 
55.0, {'J01': np.float32(0.296875)}, {'J01': 3}, {'J01': 11}, 
60.0, {'J01': np.float32(-0.55803573)}, {'J01': 5}, {'J01': 16}, 
65.0, {'J01': np.float32(-0.12723215)}, {'J01': 5}, {'J01': 15}, 
70.0, {'J01': np.float32(0.28125)}, {'J01': 3}, {'J01': 10}, 
75.0, {'J01': np.float32(-0.0625)}, {'J01': 3}, {'J01': 12}, 
80.0, {'J01': np.float32(-0.41294643)}, {'J01': 4}, {'J01': 12}, 
85.0, {'J01': np.float32(-0.53571427)}, {'J01': 4}, {'J01': 12}, 
90.0, {'J01': np.float32(-0.12053572)}, {'J01': 4}, {'J01': 11}, 
95.0, {'J01': np.float32(-0.011160715)}, {'J01': 3}, {'J01': 11}, 
100.0, {'J01': np.float32(-0.071428575)}, {'J01': 3}, {'J01': 14}, 
105.0, {'J01': np.float32(-0.34151787)}, {'J01': 4}, {'J01': 16}, 
110.0, {'J01': np.float32(-0.4642857)}, {'J01': 5}, {'J01': 18}, 
115.0, {'J01': np.float32(-0.828125)}, {'J01': 6}, {'J01': 20}, 
120.0, {'J01': np.float32(-0.921875)}, {'J01': 6}, {'J01': 23}, 
125.0, {'J01': np.float32(0.071428575)}, {'J01': 5}, {'J01': 19}, 
130.0, {'J01': np.float32(-0.875)}, {'J01': 5}, {'J01': 21}, 
135.0, {'J01': np.float32(-1.0290178)}, {'J01': 6}, {'J01': 27}, 
140.0, {'J01': np.float32(-1.28125)}, {'J01': 8}, {'J01': 31}, 
145.0, {'J01': np.float32(-1.3839285)}, {'J01': 8}, {'J01': 31}, 
150.0, {'J01': np.float32(-1.1049107)}, {'J01': 8}, {'J01': 31}, 
155.0, {'J01': np.float32(-0.921875)}, {'J01': 8}, {'J01': 30}, 
160.0, {'J01': np.float32(2.2299106)}, {'J01': 6}, {'J01': 25}, 
165.0, {'J01': np.float32(-0.62053573)}, {'J01': 6}, {'J01': 25}, 
170.0, {'J01': np.float32(1.0111607)}, {'J01': 5}, {'J01': 21}, 
175.0, {'J01': np.float32(1.796875)}, {'J01': 4}, {'J01': 16}, 
180.0, {'J01': np.float32(0.78125)}, {'J01': 4}, {'J01': 13}, 
185.0, {'J01': np.float32(-0.59821427)}, {'J01': 4}, {'J01': 17}, 
190.0, {'J01': np.float32(-0.56696427)}, {'J01': 4}, {'J01': 15}, 
195.0, {'J01': np.float32(0.07366072)}, {'J01': 3}, {'J01': 16}, 
200.0, {'J01': np.float32(0.43080357)}, {'J01': 4}, {'J01': 22}, 
205.0, {'J01': np.float32(-1.0491072)}, {'J01': 7}, {'J01': 28}, 
210.0, {'J01': np.float32(-1.2946428)}, {'J01': 8}, {'J01': 30}, 
215.0, {'J01': np.float32(2.783482)}, {'J01': 8}, {'J01': 28}, 
220.0, {'J01': np.float32(1.9642857)}, {'J01': 7}, {'J01': 23}, 
225.0, {'J01': np.float32(-0.9375)}, {'J01': 7}, {'J01': 23}, 
230.0, {'J01': np.float32(-0.9598214)}, {'J01': 7}, {'J01': 26}, 
235.0, {'J01': np.float32(-0.8058036)}, {'J01': 8}, {'J01': 28}, 
240.0, {'J01': np.float32(0.59598213)}, {'J01': 7}, {'J01': 24}, 
245.0, {'J01': np.float32(-0.5066964)}, {'J01': 7}, {'J01': 21}, 
250.0, {'J01': np.float32(-0.953125)}, {'J01': 7}, {'J01': 23}, 
255.0, {'J01': np.float32(0.48660713)}, {'J01': 6}, {'J01': 19}, 
260.0, {'J01': np.float32(0.75223213)}, {'J01': 5}, {'J01': 19}, 
265.0, {'J01': np.float32(0.3013393)}, {'J01': 4}, {'J01': 19}, 
270.0, {'J01': np.float32(2.263393)}, {'J01': 4}, {'J01': 18}, 
275.0, {'J01': np.float32(1.015625)}, {'J01': 4}, {'J01': 14}, 
280.0, {'J01': np.float32(0.93303573)}, {'J01': 4}, {'J01': 12}, 
285.0, {'J01': np.float32(0.4174107)}, {'J01': 4}, {'J01': 9}, 
290.0, {'J01': np.float32(-0.20982143)}, {'J01': 4}, {'J01': 12}, 
295.0, {'J01': np.float32(-0.087053575)}, {'J01': 4}, {'J01': 9}, 
300.0, {'J01': np.float32(-0.33035713)}, {'J01': 4}, {'J01': 9}, 
305.0, {'J01': np.float32(-0.41964287)}, {'J01': 4}, {'J01': 10}, 
310.0, {'J01': np.float32(-0.18303572)}, {'J01': 4}, {'J01': 13}, 
315.0, {'J01': np.float32(0.45535713)}, {'J01': 4}, {'J01': 18}, 
320.0, {'J01': np.float32(1.0848215)}, {'J01': 7}, {'J01': 23}, 
325.0, {'J01': np.float32(-1.0915178)}, {'J01': 8}, {'J01': 27}, 
330.0, {'J01': np.float32(-0.4888393)}, {'J01': 7}, {'J01': 25}, 
335.0, {'J01': np.float32(-1.0089285)}, {'J01': 7}, {'J01': 23}, 
340.0, {'J01': np.float32(-1.046875)}, {'J01': 7}, {'J01': 25}, 
345.0, {'J01': np.float32(-1.140625)}, {'J01': 8}, {'J01': 27}, 
350.0, {'J01': np.float32(-1.2276785)}, {'J01': 8}, {'J01': 28}, 
355.0, {'J01': np.float32(-1.2611607)}, {'J01': 8}, {'J01': 29}, 
360.0, {'J01': np.float32(-1.3147322)}, {'J01': 8}, {'J01': 30}, 
365.0, {'J01': np.float32(-1.3616072)}, {'J01': 8}, {'J01': 31}, 
370.0, {'J01': np.float32(-0.640625)}, {'J01': 8}, {'J01': 29}, 
375.0, {'J01': np.float32(-1.0290178)}, {'J01': 8}, {'J01': 27}, 
380.0, {'J01': np.float32(1.1607143)}, {'J01': 7}, {'J01': 24}, 
385.0, {'J01': np.float32(3.4375)}, {'J01': 5}, {'J01': 17}, 
390.0, {'J01': np.float32(2.4263394)}, {'J01': 4}, {'J01': 15}, 
395.0, {'J01': np.float32(0.609375)}, {'J01': 4}, {'J01': 19}, 
400.0, {'J01': np.float32(0.76785713)}, {'J01': 4}, {'J01': 16}, 
405.0, {'J01': np.float32(2.59375)}, {'J01': 4}, {'J01': 10}, 
410.0, {'J01': np.float32(0.55133927)}, {'J01': 3}, {'J01': 10}, 
415.0, {'J01': np.float32(-0.10714286)}, {'J01': 4}, {'J01': 18}, 
420.0, {'J01': np.float32(-0.18973215)}, {'J01': 7}, {'J01': 20}, 
425.0, {'J01': np.float32(-0.93973213)}, {'J01': 8}, {'J01': 23}, 
430.0, {'J01': np.float32(0.57589287)}, {'J01': 7}, {'J01': 18}, 
435.0, {'J01': np.float32(0.63839287)}, {'J01': 4}, {'J01': 11}, 
440.0, {'J01': np.float32(0.26339287)}, {'J01': 2}, {'J01': 7}, 
445.0, {'J01': np.float32(0.43526787)}, {'J01': 2}, {'J01': 8}, 
450.0, {'J01': np.float32(-0.30357143)}, {'J01': 3}, {'J01': 16}, 
455.0, {'J01': np.float32(-0.4375)}, {'J01': 6}, {'J01': 20}, 
460.0, {'J01': np.float32(0.058035713)}, {'J01': 7}, {'J01': 21}, 
465.0, {'J01': np.float32(-0.26339287)}, {'J01': 6}, {'J01': 20}, 
470.0, {'J01': np.float32(-0.2767857)}, {'J01': 5}, {'J01': 20}, 
475.0, {'J01': np.float32(-0.53571427)}, {'J01': 5}, {'J01': 23}, 
480.0, {'J01': np.float32(-0.546875)}, {'J01': 7}, {'J01': 26}, 
485.0, {'J01': np.float32(-0.35714287)}, {'J01': 7}, {'J01': 27}, 
490.0, {'J01': np.float32(0.16294643)}, {'J01': 6}, {'J01': 24}, 
495.0, {'J01': np.float32(0.92410713)}, {'J01': 4}, {'J01': 18}, 
500.0, {'J01': np.float32(-0.09821428)}, {'J01': 4}, {'J01': 14}, 
505.0, {'J01': np.float32(-0.23660715)}, {'J01': 4}, {'J01': 12}, 
510.0, {'J01': np.float32(0.0066964286)}, {'J01': 4}, {'J01': 13}, 
515.0, {'J01': np.float32(0.09598214)}, {'J01': 4}, {'J01': 12}, 
520.0, {'J01': np.float32(-0.44642857)}, {'J01': 4}, {'J01': 11}, 
525.0, {'J01': np.float32(-0.49107143)}, {'J01': 4}, {'J01': 11}, 
530.0, {'J01': np.float32(-0.50446427)}, {'J01': 4}, {'J01': 12}, 
535.0, {'J01': np.float32(0.35044643)}, {'J01': 4}, {'J01': 11}, 
540.0, {'J01': np.float32(0.30580357)}, {'J01': 4}, {'J01': 12}, 
545.0, {'J01': np.float32(-0.18526785)}, {'J01': 4}, {'J01': 10}, 
550.0, {'J01': np.float32(0.09375)}, {'J01': 4}, {'J01': 10}, 
555.0, {'J01': np.float32(-0.34598213)}, {'J01': 4}, {'J01': 14}, 
560.0, {'J01': np.float32(-0.66964287)}, {'J01': 4}, {'J01': 18}, 
565.0, {'J01': np.float32(-0.22321428)}, {'J01': 4}, {'J01': 15}, 
570.0, {'J01': np.float32(0.18303572)}, {'J01': 4}, {'J01': 9}, 
575.0, {'J01': np.float32(-0.4017857)}, {'J01': 4}, {'J01': 9}, 
580.0, {'J01': np.float32(-0.40625)}, {'J01': 4}, {'J01': 10}, 
585.0, {'J01': np.float32(-0.22767857)}, {'J01': 4}, {'J01': 11}, 
590.0, {'J01': np.float32(-0.2544643)}, {'J01': 4}, {'J01': 12}, 
