5.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.02455357)}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': np.float32(-0.125)}, {'J01': 4}, {'J01': 5}, 
25.0, {'J01': np.float32(0.026785715)}, {'J01': 2}, {'J01': 3}, 
30.0, {'J01': np.float32(-0.171875)}, {'J01': 2}, {'J01': 6}, 
35.0, {'J01': np.float32(-0.069196425)}, {'J01': 4}, {'J01': 7}, 
40.0, {'J01': np.float32(-0.19866072)}, {'J01': 4}, {'J01': 10}, 
45.0, {'J01': np.float32(-0.48214287)}, {'J01': 4}, {'J01': 14}, 
50.0, {'J01': np.float32(-0.6651786)}, {'J01': 4}, {'J01': 18}, 
55.0, {'J01': np.float32(-0.52008927)}, {'J01': 4}, {'J01': 19}, 
60.0, {'J01': np.float32(-0.069196425)}, {'J01': 4}, {'J01': 16}, 
65.0, {'J01': np.float32(0.37276787)}, {'J01': 4}, {'J01': 10}, 
70.0, {'J01': np.float32(-0.051339287)}, {'J01': 4}, {'J01': 7}, 
75.0, {'J01': np.float32(0.4732143)}, {'J01': 3}, {'J01': 10}, 
80.0, {'J01': np.float32(0.23214285)}, {'J01': 2}, {'J01': 11}, 
85.0, {'J01': np.float32(-0.12723215)}, {'J01': 3}, {'J01': 8}, 
90.0, {'J01': np.float32(-0.39285713)}, {'J01': 4}, {'J01': 10}, 
95.0, {'J01': np.float32(-0.22098215)}, {'J01': 4}, {'J01': 10}, 
100.0, {'J01': np.float32(-0.47544643)}, {'J01': 4}, {'J01': 13}, 
105.0, {'J01': np.float32(0.23660715)}, {'J01': 3}, {'J01': 14}, 
110.0, {'J01': np.float32(0.76785713)}, {'J01': 2}, {'J01': 9}, 
115.0, {'J01': np.float32(-0.09375)}, {'J01': 2}, {'J01': 10}, 
120.0, {'J01': np.float32(-0.20982143)}, {'J01': 3}, {'J01': 15}, 
125.0, {'J01': np.float32(0.26785713)}, {'J01': 5}, {'J01': 21}, 
130.0, {'J01': np.float32(0.02455357)}, {'J01': 6}, {'J01': 22}, 
135.0, {'J01': np.float32(-0.5691964)}, {'J01': 6}, {'J01': 20}, 
140.0, {'J01': np.float32(-0.046875)}, {'J01': 4}, {'J01': 17}, 
145.0, {'J01': np.float32(-0.72321427)}, {'J01': 4}, {'J01': 18}, 
150.0, {'J01': np.float32(-0.18080357)}, {'J01': 4}, {'J01': 14}, 
155.0, {'J01': np.float32(0.29464287)}, {'J01': 4}, {'J01': 13}, 
160.0, {'J01': np.float32(-0.359375)}, {'J01': 4}, {'J01': 17}, 
165.0, {'J01': np.float32(-0.12053572)}, {'J01': 6}, {'J01': 22}, 
170.0, {'J01': np.float32(0.77901787)}, {'J01': 7}, {'J01': 23}, 
175.0, {'J01': np.float32(0.21428572)}, {'J01': 6}, {'J01': 20}, 
180.0, {'J01': np.float32(0.13392857)}, {'J01': 5}, {'J01': 19}, 
185.0, {'J01': np.float32(-0.118303575)}, {'J01': 5}, {'J01': 20}, 
190.0, {'J01': np.float32(-0.04017857)}, {'J01': 6}, {'J01': 23}, 
195.0, {'J01': np.float32(-0.3325893)}, {'J01': 5}, {'J01': 20}, 
200.0, {'J01': np.float32(-0.38169643)}, {'J01': 5}, {'J01': 21}, 
205.0, {'J01': np.float32(0.27901787)}, {'J01': 6}, {'J01': 20}, 
210.0, {'J01': np.float32(-0.51339287)}, {'J01': 6}, {'J01': 18}, 
215.0, {'J01': np.float32(-0.62276787)}, {'J01': 6}, {'J01': 20}, 
220.0, {'J01': np.float32(1.6964285)}, {'J01': 4}, {'J01': 14}, 
225.0, {'J01': np.float32(0.6160714)}, {'J01': 4}, {'J01': 12}, 
230.0, {'J01': np.float32(0.27901787)}, {'J01': 4}, {'J01': 11}, 
235.0, {'J01': np.float32(0.15625)}, {'J01': 4}, {'J01': 9}, 
240.0, {'J01': np.float32(-0.3080357)}, {'J01': 4}, {'J01': 7}, 
245.0, {'J01': np.float32(-0.34375)}, {'J01': 4}, {'J01': 11}, 
250.0, {'J01': np.float32(0.069196425)}, {'J01': 4}, {'J01': 18}, 
255.0, {'J01': np.float32(-0.16517857)}, {'J01': 6}, {'J01': 22}, 
260.0, {'J01': np.float32(-0.002232143)}, {'J01': 5}, {'J01': 17}, 
265.0, {'J01': np.float32(-0.31919643)}, {'J01': 5}, {'J01': 20}, 
270.0, {'J01': np.float32(-0.4642857)}, {'J01': 6}, {'J01': 23}, 
275.0, {'J01': np.float32(-0.06026786)}, {'J01': 5}, {'J01': 19}, 
280.0, {'J01': np.float32(-0.22321428)}, {'J01': 6}, {'J01': 21}, 
285.0, {'J01': np.float32(-0.6629464)}, {'J01': 7}, {'J01': 21}, 
290.0, {'J01': np.float32(-0.87946427)}, {'J01': 8}, {'J01': 27}, 
295.0, {'J01': np.float32(-1.1272322)}, {'J01': 8}, {'J01': 26}, 
300.0, {'J01': np.float32(0.37276787)}, {'J01': 7}, {'J01': 24}, 
305.0, {'J01': np.float32(0.3392857)}, {'J01': 6}, {'J01': 24}, 
310.0, {'J01': np.float32(1.9821428)}, {'J01': 4}, {'J01': 16}, 
315.0, {'J01': np.float32(0.3080357)}, {'J01': 4}, {'J01': 16}, 
320.0, {'J01': np.float32(-0.109375)}, {'J01': 4}, {'J01': 18}, 
325.0, {'J01': np.float32(0.37723213)}, {'J01': 6}, {'J01': 19}, 
330.0, {'J01': np.float32(0.09151786)}, {'J01': 5}, {'J01': 17}, 
335.0, {'J01': np.float32(0.15848215)}, {'J01': 4}, {'J01': 13}, 
340.0, {'J01': np.float32(0.203125)}, {'J01': 3}, {'J01': 12}, 
345.0, {'J01': np.float32(0.100446425)}, {'J01': 3}, {'J01': 9}, 
350.0, {'J01': np.float32(0.30357143)}, {'J01': 3}, {'J01': 11}, 
355.0, {'J01': np.float32(0.046875)}, {'J01': 4}, {'J01': 19}, 
360.0, {'J01': np.float32(-0.93973213)}, {'J01': 7}, {'J01': 27}, 
365.0, {'J01': np.float32(-0.8035714)}, {'J01': 8}, {'J01': 28}, 
370.0, {'J01': np.float32(-1.1696428)}, {'J01': 8}, {'J01': 29}, 
375.0, {'J01': np.float32(-0.37276787)}, {'J01': 7}, {'J01': 25}, 
380.0, {'J01': np.float32(0.95758927)}, {'J01': 4}, {'J01': 15}, 
385.0, {'J01': np.float32(-0.2924107)}, {'J01': 4}, {'J01': 15}, 
390.0, {'J01': np.float32(-0.68973213)}, {'J01': 4}, {'J01': 18}, 
395.0, {'J01': np.float32(0.34375)}, {'J01': 4}, {'J01': 15}, 
400.0, {'J01': np.float32(1.0044643)}, {'J01': 4}, {'J01': 8}, 
405.0, {'J01': np.float32(-0.25669643)}, {'J01': 4}, {'J01': 7}, 
410.0, {'J01': np.float32(-0.17410715)}, {'J01': 4}, {'J01': 6}, 
415.0, {'J01': np.float32(-0.28348213)}, {'J01': 4}, {'J01': 8}, 
420.0, {'J01': np.float32(2.0223215)}, {'J01': 2}, {'J01': 9}, 
425.0, {'J01': np.float32(0.4486607)}, {'J01': 2}, {'J01': 9}, 
430.0, {'J01': np.float32(-0.06473214)}, {'J01': 3}, {'J01': 9}, 
435.0, {'J01': np.float32(-0.38169643)}, {'J01': 4}, {'J01': 10}, 
440.0, {'J01': np.float32(-0.102678575)}, {'J01': 4}, {'J01': 8}, 
445.0, {'J01': np.float32(-0.21428572)}, {'J01': 4}, {'J01': 10}, 
450.0, {'J01': np.float32(0.6183036)}, {'J01': 3}, {'J01': 15}, 
455.0, {'J01': np.float32(0.8058036)}, {'J01': 2}, {'J01': 11}, 
460.0, {'J01': np.float32(-0.234375)}, {'J01': 3}, {'J01': 11}, 
465.0, {'J01': np.float32(0.102678575)}, {'J01': 4}, {'J01': 11}, 
470.0, {'J01': np.float32(-0.21205357)}, {'J01': 4}, {'J01': 13}, 
475.0, {'J01': np.float32(0.0066964286)}, {'J01': 3}, {'J01': 12}, 
480.0, {'J01': np.float32(0.08035714)}, {'J01': 4}, {'J01': 17}, 
485.0, {'J01': np.float32(-0.48660713)}, {'J01': 6}, {'J01': 18}, 
490.0, {'J01': np.float32(-0.25669643)}, {'J01': 5}, {'J01': 16}, 
495.0, {'J01': np.float32(-0.28125)}, {'J01': 4}, {'J01': 13}, 
500.0, {'J01': np.float32(0.51785713)}, {'J01': 3}, {'J01': 12}, 
505.0, {'J01': np.float32(0.38839287)}, {'J01': 2}, {'J01': 11}, 
510.0, {'J01': np.float32(-0.13616072)}, {'J01': 3}, {'J01': 11}, 
515.0, {'J01': np.float32(-0.453125)}, {'J01': 4}, {'J01': 19}, 
520.0, {'J01': np.float32(-0.9308036)}, {'J01': 7}, {'J01': 26}, 
525.0, {'J01': np.float32(-1.2008928)}, {'J01': 8}, {'J01': 28}, 
530.0, {'J01': np.float32(-0.15848215)}, {'J01': 7}, {'J01': 24}, 
535.0, {'J01': np.float32(1.0446428)}, {'J01': 4}, {'J01': 14}, 
540.0, {'J01': np.float32(-0.4419643)}, {'J01': 4}, {'J01': 15}, 
545.0, {'J01': np.float32(0.13839285)}, {'J01': 4}, {'J01': 10}, 
550.0, {'J01': np.float32(-0.20758928)}, {'J01': 4}, {'J01': 12}, 
555.0, {'J01': np.float32(0.17633928)}, {'J01': 4}, {'J01': 8}, 
560.0, {'J01': np.float32(1.3080357)}, {'J01': 3}, {'J01': 10}, 
565.0, {'J01': np.float32(1.6584822)}, {'J01': 4}, {'J01': 14}, 
570.0, {'J01': np.float32(-0.65401787)}, {'J01': 5}, {'J01': 19}, 
575.0, {'J01': np.float32(0.09821428)}, {'J01': 3}, {'J01': 15}, 
580.0, {'J01': np.float32(-0.18303572)}, {'J01': 4}, {'J01': 16}, 
585.0, {'J01': np.float32(-0.22098215)}, {'J01': 4}, {'J01': 20}, 
590.0, {'J01': np.float32(-0.55803573)}, {'J01': 6}, {'J01': 24}, 
