5.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.024976874)}, {'J01': 1}, {'J01': 4}, 
15.0, {'J01': np.float32(-0.68697315)}, {'J01': 2}, {'J01': 6}, 
20.0, {'J01': np.float32(0.5824403)}, {'J01': 3}, {'J01': 10}, 
25.0, {'J01': np.float32(-1.0902622)}, {'J01': 4}, {'J01': 14}, 
30.0, {'J01': np.float32(-1.5155497)}, {'J01': 4}, {'J01': 23}, 
35.0, {'J01': np.float32(-2.490512)}, {'J01': 3}, {'J01': 29}, 
40.0, {'J01': np.float32(3.0)}, {'J01': 3}, {'J01': 30}, 
45.0, {'J01': np.float32(-0.7720703)}, {'J01': 5}, {'J01': 34}, 
50.0, {'J01': np.float32(-1.9972905)}, {'J01': 9}, {'J01': 40}, 
55.0, {'J01': np.float32(1.1099102)}, {'J01': 9}, {'J01': 41}, 
60.0, {'J01': np.float32(0.4674063)}, {'J01': 7}, {'J01': 37}, 
65.0, {'J01': np.float32(-1.9474651)}, {'J01': 10}, {'J01': 37}, 
70.0, {'J01': np.float32(-1.7315665)}, {'J01': 11}, {'J01': 46}, 
75.0, {'J01': np.float32(-3.0)}, {'J01': 12}, {'J01': 53}, 
80.0, {'J01': np.float32(2.1555324)}, {'J01': 12}, {'J01': 53}, 
85.0, {'J01': np.float32(3.0)}, {'J01': 13}, {'J01': 61}, 
90.0, {'J01': np.float32(-3.0)}, {'J01': 19}, {'J01': 68}, 
95.0, {'J01': np.float32(-3.0)}, {'J01': 22}, {'J01': 76}, 
100.0, {'J01': np.float32(3.0)}, {'J01': 25}, {'J01': 78}, 
105.0, {'J01': np.float32(-2.0859325)}, {'J01': 25}, {'J01': 83}, 
110.0, {'J01': np.float32(-3.0)}, {'J01': 25}, {'J01': 95}, 
115.0, {'J01': np.float32(3.0)}, {'J01': 30}, {'J01': 101}, 
120.0, {'J01': np.float32(-0.7813136)}, {'J01': 31}, {'J01': 110}, 
125.0, {'J01': np.float32(-2.996768)}, {'J01': 36}, {'J01': 113}, 
130.0, {'J01': np.float32(0.8540003)}, {'J01': 36}, {'J01': 117}, 
135.0, {'J01': np.float32(-3.0)}, {'J01': 36}, {'J01': 119}, 
140.0, {'J01': np.float32(1.7683669)}, {'J01': 39}, {'J01': 120}, 
145.0, {'J01': np.float32(-3.0)}, {'J01': 39}, {'J01': 122}, 
150.0, {'J01': np.float32(3.0)}, {'J01': 39}, {'J01': 120}, 
155.0, {'J01': np.float32(-3.0)}, {'J01': 39}, {'J01': 126}, 
160.0, {'J01': np.float32(-3.0)}, {'J01': 39}, {'J01': 129}, 
165.0, {'J01': np.float32(1.4040062)}, {'J01': 38}, {'J01': 120}, 
170.0, {'J01': np.float32(3.0)}, {'J01': 36}, {'J01': 114}, 
175.0, {'J01': np.float32(-3.0)}, {'J01': 36}, {'J01': 113}, 
180.0, {'J01': np.float32(0.4491442)}, {'J01': 35}, {'J01': 107}, 
185.0, {'J01': np.float32(1.5852231)}, {'J01': 35}, {'J01': 107}, 
190.0, {'J01': np.float32(-3.0)}, {'J01': 35}, {'J01': 112}, 
195.0, {'J01': np.float32(-3.0)}, {'J01': 35}, {'J01': 111}, 
200.0, {'J01': np.float32(-1.3080183)}, {'J01': 34}, {'J01': 109}, 
205.0, {'J01': np.float32(3.0)}, {'J01': 34}, {'J01': 111}, 
210.0, {'J01': np.float32(-3.0)}, {'J01': 38}, {'J01': 115}, 
215.0, {'J01': np.float32(-3.0)}, {'J01': 38}, {'J01': 117}, 
220.0, {'J01': np.float32(-3.0)}, {'J01': 38}, {'J01': 115}, 
225.0, {'J01': np.float32(3.0)}, {'J01': 38}, {'J01': 115}, 
230.0, {'J01': np.float32(-3.0)}, {'J01': 38}, {'J01': 117}, 
235.0, {'J01': np.float32(2.7538402)}, {'J01': 40}, {'J01': 118}, 
240.0, {'J01': np.float32(0.9563262)}, {'J01': 40}, {'J01': 116}, 
245.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 116}, 
250.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 119}, 
255.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 117}, 
260.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 115}, 
265.0, {'J01': np.float32(0.30160692)}, {'J01': 40}, {'J01': 117}, 
270.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 118}, 
275.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 118}, 
280.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 117}, 
285.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 120}, 
290.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 120}, 
295.0, {'J01': np.float32(0.86116356)}, {'J01': 40}, {'J01': 119}, 
300.0, {'J01': np.float32(1.967004)}, {'J01': 40}, {'J01': 122}, 
305.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 124}, 
310.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 125}, 
315.0, {'J01': np.float32(2.6956367)}, {'J01': 40}, {'J01': 127}, 
320.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 124}, 
325.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 121}, 
330.0, {'J01': np.float32(2.1221657)}, {'J01': 40}, {'J01': 122}, 
335.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 123}, 
340.0, {'J01': np.float32(2.4892757)}, {'J01': 40}, {'J01': 120}, 
345.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 125}, 
350.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 126}, 
355.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 121}, 
360.0, {'J01': np.float32(1.9364425)}, {'J01': 40}, {'J01': 125}, 
365.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 128}, 
370.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 124}, 
375.0, {'J01': np.float32(1.3956693)}, {'J01': 40}, {'J01': 125}, 
380.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 124}, 
385.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 121}, 
390.0, {'J01': np.float32(0.63865626)}, {'J01': 40}, {'J01': 122}, 
395.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 120}, 
400.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 120}, 
405.0, {'J01': np.float32(-1.9011996)}, {'J01': 40}, {'J01': 115}, 
410.0, {'J01': np.float32(2.515744)}, {'J01': 40}, {'J01': 112}, 
415.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 117}, 
420.0, {'J01': np.float32(-0.47203794)}, {'J01': 40}, {'J01': 112}, 
425.0, {'J01': np.float32(1.9349251)}, {'J01': 40}, {'J01': 112}, 
430.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 114}, 
435.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 117}, 
440.0, {'J01': np.float32(2.6654363)}, {'J01': 40}, {'J01': 116}, 
445.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 118}, 
450.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 118}, 
455.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 113}, 
460.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 115}, 
465.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 118}, 
470.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 121}, 
475.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 117}, 
480.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 119}, 
485.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 118}, 
490.0, {'J01': np.float32(-1.5335913)}, {'J01': 40}, {'J01': 121}, 
495.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 121}, 
500.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 115}, 
505.0, {'J01': np.float32(0.12819111)}, {'J01': 40}, {'J01': 119}, 
510.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 121}, 
515.0, {'J01': np.float32(2.3752487)}, {'J01': 40}, {'J01': 117}, 
520.0, {'J01': np.float32(0.6574818)}, {'J01': 40}, {'J01': 116}, 
525.0, {'J01': np.float32(-0.16047622)}, {'J01': 40}, {'J01': 118}, 
530.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 119}, 
535.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 112}, 
540.0, {'J01': np.float32(1.3054202)}, {'J01': 40}, {'J01': 115}, 
545.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 116}, 
550.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 113}, 
555.0, {'J01': np.float32(2.8834865)}, {'J01': 40}, {'J01': 111}, 
560.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 116}, 
565.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 120}, 
570.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 119}, 
575.0, {'J01': np.float32(0.75259304)}, {'J01': 40}, {'J01': 119}, 
580.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 121}, 
585.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 120}, 
590.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 117}, 
595.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 119}, 
600.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 117}, 
605.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 115}, 
610.0, {'J01': np.float32(-0.87350166)}, {'J01': 40}, {'J01': 122}, 
