5.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': 0, 'J11': -0.5, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': -2.5, 'J11': -10.5, 'J12': -1.0, 'J13': -0.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': -14.5, 'J11': -20.5, 'J12': -11.0, 'J13': -16.0, 'cluster3106249630_3106249631_J60_J61_#5more': -3.0}, {'J10': 2, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 2, 'J11': 1, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
25.0, {'J10': -0.5, 'J11': 0, 'J12': -28.0, 'J13': -28.5, 'cluster3106249630_3106249631_J60_J61_#5more': -20.5}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 0, 'J12': 4, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
30.0, {'J10': -10.5, 'J11': 0, 'J12': -72.0, 'J13': -73.0, 'cluster3106249630_3106249631_J60_J61_#5more': -68.0}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 0, 'J12': 5, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
35.0, {'J10': -3.0, 'J11': 0, 'J12': -126.0, 'J13': -51.5, 'cluster3106249630_3106249631_J60_J61_#5more': -79.5}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 0, 'J12': 6, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
40.0, {'J10': -24.5, 'J11': 0, 'J12': -187.5, 'J13': -34.0, 'cluster3106249630_3106249631_J60_J61_#5more': -121.5}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 3, 'J11': 0, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
45.0, {'J10': -3.0, 'J11': 0, 'J12': -122.0, 'J13': -57.5, 'cluster3106249630_3106249631_J60_J61_#5more': -75.0}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 0, 'J12': 5, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
50.0, {'J10': -17.0, 'J11': 0, 'J12': -89.0, 'J13': -87.5, 'cluster3106249630_3106249631_J60_J61_#5more': -36.0}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 3, 'J11': 0, 'J12': 4, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
55.0, {'J10': -14.5, 'J11': 0, 'J12': -64.0, 'J13': -78.5, 'cluster3106249630_3106249631_J60_J61_#5more': -36.0}, {'J10': 2, 'J11': 0, 'J12': 3, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 4, 'J11': 0, 'J12': 7, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
60.0, {'J10': -34.0, 'J11': -2.0, 'J12': -141.5, 'J13': -112.0, 'cluster3106249630_3106249631_J60_J61_#5more': -59.5}, {'J10': 2, 'J11': 1, 'J12': 4, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 3, 'J11': 1, 'J12': 10, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, 
