5.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': 0, 'J11': -0.5, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': -1.0, 'J11': -10.5, 'J12': -1.0, 'J13': -0.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': -11.0, 'J11': -20.5, 'J12': -11.0, 'J13': -15.0, 'cluster3106249630_3106249631_J60_J61_#5more': -2.5}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
25.0, {'J10': 0, 'J11': 0, 'J12': -29.5, 'J13': -29.5, 'cluster3106249630_3106249631_J60_J61_#5more': -19.5}, {'J10': 0, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 0, 'J12': 5, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
30.0, {'J10': 0, 'J11': 0, 'J12': -79.5, 'J13': -79.0, 'cluster3106249630_3106249631_J60_J61_#5more': -75.0}, {'J10': 0, 'J11': 0, 'J12': 2, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 0, 'J12': 5, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, 
35.0, {'J10': 0, 'J11': 0, 'J12': -133.5, 'J13': -51.5, 'cluster3106249630_3106249631_J60_J61_#5more': -105.5}, {'J10': 0, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 0, 'J12': 6, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
40.0, {'J10': -7.0, 'J11': 0, 'J12': -194.5, 'J13': -33.5, 'cluster3106249630_3106249631_J60_J61_#5more': -165.5}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 2, 'J11': 0, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, 
45.0, {'J10': -3.0, 'J11': 0, 'J12': -127.0, 'J13': -60.0, 'cluster3106249630_3106249631_J60_J61_#5more': -159.5}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 0, 'J12': 6, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
50.0, {'J10': -19.0, 'J11': 0, 'J12': -103.0, 'J13': -100.0, 'cluster3106249630_3106249631_J60_J61_#5more': -44.0}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 3, 'J11': 0, 'J12': 5, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
55.0, {'J10': -13.0, 'J11': 0, 'J12': -62.5, 'J13': -101.0, 'cluster3106249630_3106249631_J60_J61_#5more': -62.5}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 0, 'J12': 6, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
60.0, {'J10': -24.5, 'J11': -8.0, 'J12': -129.0, 'J13': -145.0, 'cluster3106249630_3106249631_J60_J61_#5more': -90.5}, {'J10': 4, 'J11': 3, 'J12': 3, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 5, 'J11': 3, 'J12': 8, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, 
65.0, {'J10': -26.5, 'J11': -12.0, 'J12': -167.5, 'J13': -23.0, 'cluster3106249630_3106249631_J60_J61_#5more': -151.5}, {'J10': 2, 'J11': 1, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 3, 'J11': 1, 'J12': 8, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
70.0, {'J10': -13.0, 'J11': -26.5, 'J12': -132.0, 'J13': -33.0, 'cluster3106249630_3106249631_J60_J61_#5more': -299.5}, {'J10': 1, 'J11': 3, 'J12': 5, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 1, 'J11': 3, 'J12': 11, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 20}, 
75.0, {'J10': 0, 'J11': -14.5, 'J12': -210.5, 'J13': -54.0, 'cluster3106249630_3106249631_J60_J61_#5more': -464.5}, {'J10': 0, 'J11': 1, 'J12': 7, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, {'J10': 0, 'J11': 2, 'J12': 14, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 24}, 
80.0, {'J10': -2.0, 'J11': -13.5, 'J12': -359.5, 'J13': -94.0, 'cluster3106249630_3106249631_J60_J61_#5more': -650.5}, {'J10': 2, 'J11': 2, 'J12': 8, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, {'J10': 2, 'J11': 2, 'J12': 18, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 26}, 
85.0, {'J10': -1.0, 'J11': -0.5, 'J12': -310.0, 'J13': -114.5, 'cluster3106249630_3106249631_J60_J61_#5more': -620.5}, {'J10': 1, 'J11': 1, 'J12': 5, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, {'J10': 1, 'J11': 1, 'J12': 18, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 25}, 
90.0, {'J10': 0, 'J11': -13.5, 'J12': -240.0, 'J13': -156.0, 'cluster3106249630_3106249631_J60_J61_#5more': -309.0}, {'J10': 0, 'J11': 2, 'J12': 4, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 0, 'J11': 2, 'J12': 11, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, 
95.0, {'J10': -1.5, 'J11': 0, 'J12': -248.0, 'J13': -127.5, 'cluster3106249630_3106249631_J60_J61_#5more': -332.5}, {'J10': 1, 'J11': 0, 'J12': 4, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 1, 'J11': 0, 'J12': 9, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
100.0, {'J10': -22.5, 'J11': 0, 'J12': -323.5, 'J13': -38.5, 'cluster3106249630_3106249631_J60_J61_#5more': -466.5}, {'J10': 3, 'J11': 0, 'J12': 5, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 4, 'J11': 0, 'J12': 13, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 17}, 
105.0, {'J10': -12.5, 'J11': -3.0, 'J12': -392.0, 'J13': -36.5, 'cluster3106249630_3106249631_J60_J61_#5more': -629.0}, {'J10': 1, 'J11': 1, 'J12': 6, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 1, 'J11': 1, 'J12': 15, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 23}, 
110.0, {'J10': 0, 'J11': -13.0, 'J12': -477.5, 'J13': -60.5, 'cluster3106249630_3106249631_J60_J61_#5more': -837.0}, {'J10': 0, 'J11': 1, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, {'J10': 0, 'J11': 1, 'J12': 18, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 25}, 
115.0, {'J10': -3.0, 'J11': 0, 'J12': -666.5, 'J13': -47.0, 'cluster3106249630_3106249631_J60_J61_#5more': -1094.5}, {'J10': 1, 'J11': 0, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, {'J10': 2, 'J11': 0, 'J12': 21, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 27}, 
120.0, {'J10': -32.5, 'J11': -8.5, 'J12': -901.5, 'J13': -81.5, 'cluster3106249630_3106249631_J60_J61_#5more': -1325.0}, {'J10': 3, 'J11': 3, 'J12': 8, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, {'J10': 6, 'J11': 3, 'J12': 31, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 27}, 
125.0, {'J10': -10.5, 'J11': -15.5, 'J12': -1154.5, 'J13': -39.5, 'cluster3106249630_3106249631_J60_J61_#5more': -932.5}, {'J10': 1, 'J11': 1, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 1, 'J11': 3, 'J12': 31, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 22}, 
130.0, {'J10': -3.5, 'J11': -29.5, 'J12': -1352.5, 'J13': -13.0, 'cluster3106249630_3106249631_J60_J61_#5more': -428.5}, {'J10': 1, 'J11': 2, 'J12': 7, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 4, 'J12': 32, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, 
135.0, {'J10': -2.5, 'J11': -61.0, 'J12': -1487.0, 'J13': -3.5, 'cluster3106249630_3106249631_J60_J61_#5more': -360.5}, {'J10': 1, 'J11': 2, 'J12': 8, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 4, 'J12': 33, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 10}, 
140.0, {'J10': -20.0, 'J11': -101.0, 'J12': -1586.0, 'J13': -13.5, 'cluster3106249630_3106249631_J60_J61_#5more': -468.5}, {'J10': 3, 'J11': 2, 'J12': 11, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 3, 'J11': 4, 'J12': 33, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 14}, 
