5.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': 0, 'J11': -0.5, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': -1.0, 'J11': -10.5, 'J12': -0.5, 'J13': -0.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': -11.0, 'J11': -20.5, 'J12': -10.5, 'J13': -12.0, 'cluster3106249630_3106249631_J60_J61_#5more': -3.0}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
25.0, {'J10': 0, 'J11': 0, 'J12': -30.0, 'J13': -19.0, 'cluster3106249630_3106249631_J60_J61_#5more': -20.0}, {'J10': 0, 'J11': 0, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 0, 'J12': 5, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
30.0, {'J10': 0, 'J11': 0, 'J12': -80.0, 'J13': -58.0, 'cluster3106249630_3106249631_J60_J61_#5more': -73.0}, {'J10': 0, 'J11': 0, 'J12': 2, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 0, 'J12': 5, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
35.0, {'J10': 0, 'J11': 0, 'J12': -134.0, 'J13': -13.0, 'cluster3106249630_3106249631_J60_J61_#5more': -78.5}, {'J10': 0, 'J11': 0, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 0, 'J12': 6, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
40.0, {'J10': -2.5, 'J11': 0, 'J12': -194.5, 'J13': -33.0, 'cluster3106249630_3106249631_J60_J61_#5more': -128.5}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 1, 'J11': 0, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
45.0, {'J10': -18.5, 'J11': 0, 'J12': -124.0, 'J13': -57.0, 'cluster3106249630_3106249631_J60_J61_#5more': -118.0}, {'J10': 2, 'J11': 0, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 3, 'J11': 0, 'J12': 6, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
50.0, {'J10': -18.5, 'J11': 0, 'J12': -80.0, 'J13': -87.0, 'cluster3106249630_3106249631_J60_J61_#5more': -22.5}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 3, 'J11': 0, 'J12': 4, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
55.0, {'J10': -13.5, 'J11': 0, 'J12': -66.0, 'J13': -78.5, 'cluster3106249630_3106249631_J60_J61_#5more': -5.5}, {'J10': 1, 'J11': 0, 'J12': 3, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 3, 'J11': 0, 'J12': 7, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
60.0, {'J10': -22.0, 'J11': -4.0, 'J12': -120.0, 'J13': -112.5, 'cluster3106249630_3106249631_J60_J61_#5more': -40.5}, {'J10': 1, 'J11': 2, 'J12': 3, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 2, 'J12': 8, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, 
65.0, {'J10': -21.5, 'J11': 0, 'J12': -162.5, 'J13': -67.0, 'cluster3106249630_3106249631_J60_J61_#5more': -134.5}, {'J10': 1, 'J11': 0, 'J12': 4, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 0, 'J12': 9, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
70.0, {'J10': -31.5, 'J11': -5.0, 'J12': -110.5, 'J13': -33.0, 'cluster3106249630_3106249631_J60_J61_#5more': -279.0}, {'J10': 1, 'J11': 2, 'J12': 5, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 1, 'J11': 3, 'J12': 8, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 18}, 
75.0, {'J10': 0, 'J11': -11.0, 'J12': -203.0, 'J13': -54.5, 'cluster3106249630_3106249631_J60_J61_#5more': -476.0}, {'J10': 0, 'J11': 1, 'J12': 7, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 0, 'J11': 1, 'J12': 13, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 23}, 
80.0, {'J10': -5.0, 'J11': -21.0, 'J12': -344.5, 'J13': -104.5, 'cluster3106249630_3106249631_J60_J61_#5more': -716.0}, {'J10': 2, 'J11': 1, 'J12': 8, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 2, 'J11': 1, 'J12': 16, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 29}, 
85.0, {'J10': 0, 'J11': -0.5, 'J12': -312.0, 'J13': -134.5, 'cluster3106249630_3106249631_J60_J61_#5more': -725.0}, {'J10': 0, 'J11': 1, 'J12': 6, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, {'J10': 0, 'J11': 1, 'J12': 16, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 26}, 
90.0, {'J10': 0, 'J11': -16.5, 'J12': -262.5, 'J13': -186.0, 'cluster3106249630_3106249631_J60_J61_#5more': -413.0}, {'J10': 0, 'J11': 2, 'J12': 6, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 0, 'J11': 3, 'J12': 15, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, 
95.0, {'J10': 0, 'J11': 0, 'J12': -262.0, 'J13': -124.5, 'cluster3106249630_3106249631_J60_J61_#5more': -434.5}, {'J10': 0, 'J11': 0, 'J12': 3, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 0, 'J11': 0, 'J12': 11, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, 
100.0, {'J10': -5.0, 'J11': 0, 'J12': -287.0, 'J13': -39.5, 'cluster3106249630_3106249631_J60_J61_#5more': -561.0}, {'J10': 1, 'J11': 0, 'J12': 4, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 1, 'J11': 0, 'J12': 11, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 15}, 
105.0, {'J10': -2.0, 'J11': -2.0, 'J12': -342.0, 'J13': -38.0, 'cluster3106249630_3106249631_J60_J61_#5more': -625.5}, {'J10': 1, 'J11': 1, 'J12': 5, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 1, 'J11': 1, 'J12': 13, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 18}, 
110.0, {'J10': 0, 'J11': -12.0, 'J12': -480.5, 'J13': -63.0, 'cluster3106249630_3106249631_J60_J61_#5more': -817.0}, {'J10': 0, 'J11': 1, 'J12': 6, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 0, 'J11': 1, 'J12': 18, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 23}, 
115.0, {'J10': -2.5, 'J11': 0, 'J12': -669.5, 'J13': -17.5, 'cluster3106249630_3106249631_J60_J61_#5more': -945.5}, {'J10': 1, 'J11': 0, 'J12': 6, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, {'J10': 2, 'J11': 0, 'J12': 22, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 25}, 
120.0, {'J10': -24.5, 'J11': -9.5, 'J12': -912.0, 'J13': -47.0, 'cluster3106249630_3106249631_J60_J61_#5more': -1061.0}, {'J10': 2, 'J11': 2, 'J12': 7, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, {'J10': 4, 'J11': 3, 'J12': 31, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 25}, 
125.0, {'J10': 0, 'J11': -20.0, 'J12': -963.0, 'J13': -39.0, 'cluster3106249630_3106249631_J60_J61_#5more': -1086.0}, {'J10': 0, 'J11': 2, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 0, 'J11': 4, 'J12': 26, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 22}, 
130.0, {'J10': 0, 'J11': -28.5, 'J12': -907.5, 'J13': -12.0, 'cluster3106249630_3106249631_J60_J61_#5more': -484.0}, {'J10': 0, 'J11': 2, 'J12': 8, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 3, 'J12': 22, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 10}, 
135.0, {'J10': 0, 'J11': -61.0, 'J12': -884.0, 'J13': -3.0, 'cluster3106249630_3106249631_J60_J61_#5more': -335.5}, {'J10': 0, 'J11': 2, 'J12': 9, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 4, 'J12': 19, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
140.0, {'J10': -9.0, 'J11': -101.0, 'J12': -984.0, 'J13': -13.0, 'cluster3106249630_3106249631_J60_J61_#5more': -395.0}, {'J10': 3, 'J11': 2, 'J12': 10, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 3, 'J11': 4, 'J12': 20, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
145.0, {'J10': -11.0, 'J11': -24.0, 'J12': -1167.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -477.0}, {'J10': 1, 'J11': 1, 'J12': 11, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 1, 'J11': 2, 'J12': 24, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
150.0, {'J10': 0, 'J11': -16.5, 'J12': -1226.0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -622.0}, {'J10': 0, 'J11': 2, 'J12': 13, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 0, 'J11': 3, 'J12': 26, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 19}, 
155.0, {'J10': -2.0, 'J11': -3.0, 'J12': -1481.0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -666.5}, {'J10': 1, 'J11': 1, 'J12': 13, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 1, 'J11': 1, 'J12': 31, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 18}, 
160.0, {'J10': -19.5, 'J11': -13.0, 'J12': -1813.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -564.5}, {'J10': 3, 'J11': 1, 'J12': 13, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 4, 'J11': 1, 'J12': 38, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 15}, 
165.0, {'J10': -12.0, 'J11': -24.5, 'J12': -1914.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -384.0}, {'J10': 1, 'J11': 1, 'J12': 13, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 1, 'J11': 2, 'J12': 32, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, 
170.0, {'J10': 0, 'J11': -44.5, 'J12': -1992.5, 'J13': -1.0, 'cluster3106249630_3106249631_J60_J61_#5more': -113.5}, {'J10': 0, 'J11': 1, 'J12': 13, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 0, 'J11': 2, 'J12': 28, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
175.0, {'J10': -4.0, 'J11': -1.0, 'J12': -2153.5, 'J13': -5.5, 'cluster3106249630_3106249631_J60_J61_#5more': -108.0}, {'J10': 1, 'J11': 1, 'J12': 14, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 2, 'J11': 1, 'J12': 29, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
180.0, {'J10': -26.5, 'J11': -18.0, 'J12': -2283.5, 'J13': -28.0, 'cluster3106249630_3106249631_J60_J61_#5more': -183.5}, {'J10': 2, 'J11': 4, 'J12': 14, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 4, 'J11': 4, 'J12': 27, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 10}, 
185.0, {'J10': -37.0, 'J11': -65.5, 'J12': -2522.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -264.0}, {'J10': 4, 'J11': 6, 'J12': 14, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 4, 'J11': 6, 'J12': 27, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 17}, 
190.0, {'J10': -24.0, 'J11': -140.0, 'J12': -2810.5, 'J13': -6.0, 'cluster3106249630_3106249631_J60_J61_#5more': -402.0}, {'J10': 2, 'J11': 7, 'J12': 14, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 2, 'J11': 9, 'J12': 33, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 20}, 
195.0, {'J10': -2.5, 'J11': -97.0, 'J12': -3157.0, 'J13': -15.0, 'cluster3106249630_3106249631_J60_J61_#5more': -604.0}, {'J10': 1, 'J11': 3, 'J12': 14, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 1, 'J11': 6, 'J12': 39, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 21}, 
200.0, {'J10': -26.5, 'J11': -64.5, 'J12': -3567.5, 'J13': -29.0, 'cluster3106249630_3106249631_J60_J61_#5more': -820.5}, {'J10': 3, 'J11': 1, 'J12': 14, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 10}, {'J10': 5, 'J11': 3, 'J12': 47, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 24}, 
205.0, {'J10': -15.0, 'J11': -0.5, 'J12': -3756.0, 'J13': -17.0, 'cluster3106249630_3106249631_J60_J61_#5more': -742.5}, {'J10': 1, 'J11': 1, 'J12': 14, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 10}, {'J10': 1, 'J11': 1, 'J12': 41, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 20}, 
210.0, {'J10': 0, 'J11': -15.5, 'J12': -4080.0, 'J13': -51.0, 'cluster3106249630_3106249631_J60_J61_#5more': -391.0}, {'J10': 0, 'J11': 1, 'J12': 14, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 2, 'J12': 39, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, 
215.0, {'J10': 0, 'J11': -36.0, 'J12': -4390.5, 'J13': -35.0, 'cluster3106249630_3106249631_J60_J61_#5more': -252.0}, {'J10': 0, 'J11': 1, 'J12': 14, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 0, 'J11': 3, 'J12': 40, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
220.0, {'J10': -6.0, 'J11': -10.5, 'J12': -4612.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -226.0}, {'J10': 2, 'J11': 1, 'J12': 14, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 2, 'J11': 1, 'J12': 40, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 10}, 
225.0, {'J10': 0, 'J11': -21.0, 'J12': -4352.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -267.5}, {'J10': 0, 'J11': 1, 'J12': 12, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 0, 'J11': 2, 'J12': 40, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 18}, 
230.0, {'J10': 0, 'J11': -43.5, 'J12': -4264.0, 'J13': -4.0, 'cluster3106249630_3106249631_J60_J61_#5more': -464.5}, {'J10': 0, 'J11': 2, 'J12': 10, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 0, 'J11': 3, 'J12': 45, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 24}, 
