5.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.0037002775)}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': np.float32(-0.037927844)}, {'J01': 3}, {'J01': 6}, 
20.0, {'J01': np.float32(-0.4447817)}, {'J01': 4}, {'J01': 9}, 
25.0, {'J01': np.float32(0.2384912)}, {'J01': 4}, {'J01': 10}, 
30.0, {'J01': np.float32(-0.13185625)}, {'J01': 4}, {'J01': 11}, 
35.0, {'J01': np.float32(-0.22975579)}, {'J01': 5}, {'J01': 18}, 
40.0, {'J01': np.float32(-1.0136845)}, {'J01': 5}, {'J01': 15}, 
45.0, {'J01': np.float32(1.0626231)}, {'J01': 4}, {'J01': 12}, 
50.0, {'J01': np.float32(-0.17667077)}, {'J01': 4}, {'J01': 18}, 
55.0, {'J01': np.float32(-2.0645988)}, {'J01': 7}, {'J01': 28}, 
60.0, {'J01': np.float32(1.4108499)}, {'J01': 8}, {'J01': 29}, 
65.0, {'J01': np.float32(-0.41316798)}, {'J01': 8}, {'J01': 29}, 
70.0, {'J01': np.float32(-1.0172431)}, {'J01': 7}, {'J01': 29}, 
75.0, {'J01': np.float32(-0.5079692)}, {'J01': 5}, {'J01': 21}, 
80.0, {'J01': np.float32(1.5165012)}, {'J01': 5}, {'J01': 20}, 
85.0, {'J01': np.float32(-1.6453016)}, {'J01': 5}, {'J01': 24}, 
90.0, {'J01': np.float32(-0.9092825)}, {'J01': 7}, {'J01': 26}, 
95.0, {'J01': np.float32(2.135237)}, {'J01': 8}, {'J01': 32}, 
100.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 32}, 
105.0, {'J01': np.float32(1.5266358)}, {'J01': 8}, {'J01': 31}, 
110.0, {'J01': np.float32(-0.056358002)}, {'J01': 8}, {'J01': 31}, 
115.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 35}, 
120.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 35}, 
125.0, {'J01': np.float32(-0.92432284)}, {'J01': 8}, {'J01': 36}, 
130.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 37}, 
135.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 39}, 
140.0, {'J01': np.float32(-0.6744668)}, {'J01': 8}, {'J01': 39}, 
145.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 45}, 
150.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 41}, 
155.0, {'J01': np.float32(-0.69858545)}, {'J01': 7}, {'J01': 41}, 
160.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 41}, 
165.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 41}, 
170.0, {'J01': np.float32(-0.74398595)}, {'J01': 8}, {'J01': 42}, 
175.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 43}, 
180.0, {'J01': np.float32(3.0)}, {'J01': 9}, {'J01': 43}, 
185.0, {'J01': np.float32(-1.1198298)}, {'J01': 9}, {'J01': 43}, 
190.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 45}, 
195.0, {'J01': np.float32(1.3563243)}, {'J01': 9}, {'J01': 44}, 
200.0, {'J01': np.float32(0.12264995)}, {'J01': 10}, {'J01': 45}, 
205.0, {'J01': np.float32(-1.8364959)}, {'J01': 10}, {'J01': 48}, 
210.0, {'J01': np.float32(2.9375257)}, {'J01': 8}, {'J01': 36}, 
215.0, {'J01': np.float32(2.4708447)}, {'J01': 4}, {'J01': 20}, 
220.0, {'J01': np.float32(3.0)}, {'J01': 3}, {'J01': 19}, 
225.0, {'J01': np.float32(0.9165854)}, {'J01': 4}, {'J01': 25}, 
230.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 31}, 
235.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 34}, 
240.0, {'J01': np.float32(-0.47323033)}, {'J01': 8}, {'J01': 34}, 
245.0, {'J01': np.float32(-1.8310114)}, {'J01': 8}, {'J01': 36}, 
250.0, {'J01': np.float32(-0.29041693)}, {'J01': 6}, {'J01': 26}, 
255.0, {'J01': np.float32(3.0)}, {'J01': 5}, {'J01': 23}, 
260.0, {'J01': np.float32(-0.5051184)}, {'J01': 5}, {'J01': 27}, 
265.0, {'J01': np.float32(-0.93015534)}, {'J01': 7}, {'J01': 32}, 
270.0, {'J01': np.float32(-2.4226437)}, {'J01': 8}, {'J01': 34}, 
275.0, {'J01': np.float32(2.1032493)}, {'J01': 8}, {'J01': 37}, 
280.0, {'J01': np.float32(0.25685385)}, {'J01': 8}, {'J01': 37}, 
285.0, {'J01': np.float32(-0.8172493)}, {'J01': 7}, {'J01': 34}, 
290.0, {'J01': np.float32(-1.2054293)}, {'J01': 5}, {'J01': 29}, 
295.0, {'J01': np.float32(3.0)}, {'J01': 5}, {'J01': 25}, 
300.0, {'J01': np.float32(-0.1160741)}, {'J01': 5}, {'J01': 28}, 
305.0, {'J01': np.float32(-2.4817128)}, {'J01': 7}, {'J01': 35}, 
310.0, {'J01': np.float32(1.6242507)}, {'J01': 8}, {'J01': 39}, 
315.0, {'J01': np.float32(-1.2190986)}, {'J01': 8}, {'J01': 41}, 
320.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 41}, 
325.0, {'J01': np.float32(3.0)}, {'J01': 9}, {'J01': 35}, 
330.0, {'J01': np.float32(-1.4977202)}, {'J01': 9}, {'J01': 37}, 
335.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 45}, 
340.0, {'J01': np.float32(2.5791051)}, {'J01': 12}, {'J01': 43}, 
345.0, {'J01': np.float32(1.8024281)}, {'J01': 12}, {'J01': 39}, 
350.0, {'J01': np.float32(-2.1708376)}, {'J01': 12}, {'J01': 43}, 
355.0, {'J01': np.float32(-2.7845726)}, {'J01': 13}, {'J01': 44}, 
360.0, {'J01': np.float32(2.889573)}, {'J01': 14}, {'J01': 45}, 
365.0, {'J01': np.float32(-1.9126455)}, {'J01': 14}, {'J01': 44}, 
370.0, {'J01': np.float32(-0.8466037)}, {'J01': 12}, {'J01': 37}, 
375.0, {'J01': np.float32(3.0)}, {'J01': 12}, {'J01': 34}, 
380.0, {'J01': np.float32(-1.141926)}, {'J01': 12}, {'J01': 35}, 
385.0, {'J01': np.float32(-2.6423073)}, {'J01': 13}, {'J01': 40}, 
390.0, {'J01': np.float32(-1.072853)}, {'J01': 13}, {'J01': 44}, 
395.0, {'J01': np.float32(3.0)}, {'J01': 13}, {'J01': 46}, 
400.0, {'J01': np.float32(-1.7484726)}, {'J01': 14}, {'J01': 46}, 
405.0, {'J01': np.float32(-0.65002507)}, {'J01': 15}, {'J01': 44}, 
410.0, {'J01': np.float32(-3.0)}, {'J01': 18}, {'J01': 46}, 
415.0, {'J01': np.float32(3.0)}, {'J01': 18}, {'J01': 47}, 
420.0, {'J01': np.float32(-1.7854567)}, {'J01': 18}, {'J01': 48}, 
425.0, {'J01': np.float32(-0.29277307)}, {'J01': 18}, {'J01': 51}, 
430.0, {'J01': np.float32(-3.0)}, {'J01': 18}, {'J01': 50}, 
435.0, {'J01': np.float32(2.545373)}, {'J01': 18}, {'J01': 48}, 
440.0, {'J01': np.float32(-1.2756133)}, {'J01': 18}, {'J01': 49}, 
445.0, {'J01': np.float32(-0.2200814)}, {'J01': 18}, {'J01': 50}, 
450.0, {'J01': np.float32(-2.4605033)}, {'J01': 22}, {'J01': 58}, 
455.0, {'J01': np.float32(-3.0)}, {'J01': 23}, {'J01': 62}, 
460.0, {'J01': np.float32(3.0)}, {'J01': 24}, {'J01': 62}, 
465.0, {'J01': np.float32(-0.20156012)}, {'J01': 22}, {'J01': 59}, 
470.0, {'J01': np.float32(-1.584436)}, {'J01': 22}, {'J01': 53}, 
475.0, {'J01': np.float32(3.0)}, {'J01': 22}, {'J01': 51}, 
480.0, {'J01': np.float32(-0.50222313)}, {'J01': 22}, {'J01': 52}, 
485.0, {'J01': np.float32(-3.0)}, {'J01': 23}, {'J01': 56}, 
490.0, {'J01': np.float32(3.0)}, {'J01': 24}, {'J01': 55}, 
495.0, {'J01': np.float32(-0.40684682)}, {'J01': 25}, {'J01': 55}, 
500.0, {'J01': np.float32(-2.2696903)}, {'J01': 27}, {'J01': 58}, 
505.0, {'J01': np.float32(-2.7609434)}, {'J01': 27}, {'J01': 54}, 
510.0, {'J01': np.float32(3.0)}, {'J01': 28}, {'J01': 55}, 
515.0, {'J01': np.float32(-1.2471857)}, {'J01': 28}, {'J01': 59}, 
520.0, {'J01': np.float32(-1.509754)}, {'J01': 28}, {'J01': 62}, 
525.0, {'J01': np.float32(-3.0)}, {'J01': 30}, {'J01': 67}, 
530.0, {'J01': np.float32(2.8201942)}, {'J01': 30}, {'J01': 66}, 
535.0, {'J01': np.float32(-0.5095388)}, {'J01': 30}, {'J01': 68}, 
540.0, {'J01': np.float32(-3.0)}, {'J01': 31}, {'J01': 72}, 
545.0, {'J01': np.float32(2.2556534)}, {'J01': 31}, {'J01': 70}, 
550.0, {'J01': np.float32(-0.81813794)}, {'J01': 31}, {'J01': 67}, 
555.0, {'J01': np.float32(-3.0)}, {'J01': 31}, {'J01': 72}, 
560.0, {'J01': np.float32(2.9091861)}, {'J01': 32}, {'J01': 72}, 
565.0, {'J01': np.float32(-1.3504359)}, {'J01': 32}, {'J01': 74}, 
570.0, {'J01': np.float32(-0.9516358)}, {'J01': 32}, {'J01': 71}, 
575.0, {'J01': np.float32(-0.94080377)}, {'J01': 33}, {'J01': 66}, 
580.0, {'J01': np.float32(2.8176584)}, {'J01': 31}, {'J01': 56}, 
585.0, {'J01': np.float32(3.0)}, {'J01': 31}, {'J01': 55}, 
590.0, {'J01': np.float32(-1.12251)}, {'J01': 31}, {'J01': 58}, 
595.0, {'J01': np.float32(-3.0)}, {'J01': 31}, {'J01': 67}, 
600.0, {'J01': np.float32(1.10713)}, {'J01': 31}, {'J01': 67}, 
