jammed_count,start_edge,end_edge,num_edges,example_id,edges
12,161663922#8,-1355686483,22,bike0_226,161663922#8 161663922#9 1096146332#0 -4250845#5 -4250845#2 -4250845#2.169 -162093000#2 -1356284791 -1081381424 1081381423#0 1297403290#1 -776860860 576383502 27203882#0 164695754#1 1694123#0 576383494 162053484#0 209692779#1 209692779#3 -1911241 -1355686483
12,497264742#1,36523265#1,19,bike0_774,497264742#1 128007875#0 128007875#2 86440008#0 86440008#1 86440008#2 86440008#3 86440008#4 86440008#5 86440008#7 1075746755#0 1355686474#1 48598652#0 1355686483 4234184#0 4234184#1 4234184#2 4234184#3 36523265#1
12,-E10,1356542863,6,bike0_1280,-E10 366013231#0 E3 420039027#0 24823745#1 1356542863
12,-27432851#2,164695754#1,10,bike0_1329,-27432851#2 -162093000#2 -1356284791 -1081381424 1081381423#0 1297403290#1 -776860860 576383502 27203882#0 164695754#1
12,749143806#30,-104402598,11,bike0_4349,749143806#30 161663922#5 161663922#6 161663922#7 161663922#8 161663922#9 -1880410#1 109712077 -104402602#1 -954213840 -104402598
12,26454216#1,266942152#5,3,bike0_8198,26454216#1 266942152#4 266942152#5
11,-76815388#1.2,27203880#1,11,bike0_62,-76815388#1.2 -209692779#8 -209692779#5 -209692779#4 -209692779#3 -209692779#2 -162053484#1 -576383494 -1694123#2 218228183#0 27203880#1
11,-55008149#2,1356284885,7,bike0_440,-55008149#2 -55008149#1 -36523265#0 -27294504#0 27294502#1 -746422997 1356284885
11,E57,E1,16,bike0_443,E57 E56 E55 234577460#1 234577460#2 229881046#0 363647271#2 E16 E16.174 262676813#0 262676813#2 262676813#2.76 420039032 27201304#1 1067190735#0 E1
11,1911240#6,283744355,11,bike0_2922,1911240#6 -266942151 27199045#2 -1911240#6 -1911240#5 -1911240#4 152449891 162093000#0 4250845#0 104402603 283744355
11,27199040#10,27201303#2,7,bike0_3168,27199040#10 -226599456 420039032 27201304#1 1067190735#0 E2 27201303#2
11,-102676489,55008149#1,11,bike0_5090,-102676489 -144226567#0 1018612468#2 1018612468#3 1018612468#4 1018612468#6 -417570102#2 1355686495 1075746754#0 -27294503#2 55008149#1
11,144226566#0,1018612468#1,10,bike0_6009,144226566#0 -144226566#0 -144226569#0 -1018612470#0 -417570102#2 1355686496 160350775#0 160350775#2 171268311 1018612468#1
11,-1355686495,160350775#2,4,bike0_29684,-1355686495 1355686496 160350775#0 160350775#2
10,-1106132422,-746422997,13,bike0_1073,-1106132422 144226567#3 171268308#1 1018612468#1 1018612468#2 1018612468#3 1018612468#4 1018612468#6 1018612470#0 1018612470#1 1018612470#2 27294502#1 -746422997
10,-1106132439,8122931#0,14,bike0_3454,-1106132439 1217510946 23803802#3 1355324262 1355324261#0 1355324272 1355324272.32 742322419#0 654821491#1 742322425#0 1355324238#1 1355324240#1 -8122931#1 8122931#0
10,86440008#5,186130432#2,10,bike0_4732,86440008#5 -135506981 243391198 186137308#1 243391207 -186130430#0 -186130429#2 186130432#0 186130432#1 186130432#2
10,-144381941#0,27432851#0,8,bike0_7282,-144381941#0 161663922#8 161663922#9 1096146332#0 -4250845#5 -4250845#2 -4250845#2.169 27432851#0
10,-1097389001#1,27432851#0,8,bike0_7706,-1097389001#1 -1097389001#0 161663922#9 1096146332#0 -4250845#5 -4250845#2 -4250845#2.169 27432851#0
10,1081679668#1.6,-1931864#0,6,bike0_10232,1081679668#1.6 -1081679668#1 -266942153#3 -1931866 -1931864#1 -1931864#0
10,262676813#2,464692158#1,14,bike0_13028,262676813#2 262676813#2.76 226599456 27199040#2 27199040#3 -27199041#3 -27199041#2 -27199041#1 -27199041#0 -266942152#5 -144381947 8123073#7 1067404942 464692158#1
10,1081679668#2,-1911240#3,8,bike0_20978,1081679668#2 -E20 27199045#1 27199045#2 -1911240#6 -1911240#5 -1911240#4 -1911240#3
9,-496181690#2,-27226010#2,15,bike0_339,-496181690#2 496181688 304123916#0 304123916#3 1329759446#0 367471405#0 1329759446#3 654821494#0 654821494#0.63 363511225#1 363511225#2 363511225#3 1323685816 -27226010#3 -27226010#2
9,-144381941#0,-104402598,8,bike0_2266,-144381941#0 161663922#8 161663922#9 -1880410#1 109712077 -104402602#1 -954213840 -104402598
9,-1018612468#0,-237225105#2,16,bike0_2383,-1018612468#0 -1018612467#1 -1018612467#0 363511225#3 537400024#1 1323685812.0 596202508#2 742302330#1 127496109#0 127496109#1 1323685808#0 1355324272 1355324272.32 742322419#0 241934522 -237225105#2
9,-1097389001#1,27359106#1,9,bike0_2478,-1097389001#1 30476997#2 30476997#3 30476997#4 1356443855#0 1356542862#0 420044917#1 1018614217#0 27359106#1
9,24815667#7,27199041#1,11,bike0_4506,24815667#7 366013231#0 E3 420039027#0 420044917#1 1018614217#0 1018614217#1 E5 -777233097 27199041#0 27199041#1
9,749143806#30,144381947,14,bike0_5643,749143806#30 -161663922#4 -E27 30476997#4 1356443855#0 1356542862#0 420044917#1 1018614217#0 1018614217#1 E5 -777233097 -266942152#5 -144381947 144381947
9,30476997#2,-8123073#7,13,bike0_13931,30476997#2 1931863#1 1931863#2 8123073#0 8123073#1 8123073#2 8123073#3 8123073#4 8123073#5 8123073#7 1067404942 -1067404940 -8123073#7
8,-36874118#2,178699979#1,4,bike0_395,-36874118#2 -86440008#0 -128007875#2 178699979#1
8,150896581,742302330#1,13,bike0_1126,150896581 1906291#9 1906291#10 237111847#0 237111847#2 1323685801#0 1323685799#1 1323685799#1.16 571034829 1323685800 1323685809 496990639#0 742302330#1
8,1018614217#1,364393929#0,15,bike0_7236,1018614217#1 E5 -777233097 -266942152#5 -266942152#4 -266942152#2 -266942152#0 266942153#1 266942153#3 1081679668#1.6 1081679668#2 -E20 27199045#1 27199045#2 364393929#0
8,186138449,27432851#0,15,bike0_9072,186138449 -186130428#0 -23804023#0 -27203876#0 576383498 27203875#0 218228183#0 27203880#1 776860860 1082164221 36244295#1 1081381424 1356284791 162093000#0 27432851#0
8,-144226566#1,-171268308#1,10,bike0_10036,-144226566#1 -144226566#0 -144226569#0 -1018612470#0 -1018612468#6 -1018612468#4 -1018612468#3 -1018612468#2 -1018612468#1 -171268308#1
7,576383502,-1911242#2,13,bike0_31,576383502 27203882#0 218228181#1 746422997 47739048 1355686483 237100949#0 237100949#1 237100949#2 36523272#1 -1911242#4 -1911242#3 -1911242#2
7,576383502,160350775#0,9,bike0_183,576383502 27203882#0 44280391#3 E33 27294504#0 1075746752#1 -1355686495 1355686496 160350775#0
7,1075746755#0,-4234184#2,8,bike0_1263,1075746755#0 1355686474#1 48598652#0 209692820#1 209692820#1.56 -27294503#2 -4234184#3 -4234184#2
7,1906291#6.15,-1150386957#3,10,bike0_2333,1906291#6.15 1906291#9 1906291#10 237111847#0 237111847#2 1323685801#0 363511226#2 E29 -1150386957#4 -1150386957#3
7,262671471#2,-234470016#1,8,bike0_5100,262671471#2 8121740#0 497264739#0 497262589#1 497262589#2 1265224597 E48 -234470016#1
7,-243391203,497262589#2,9,bike0_5136,-243391203 186137308#2 -36874118#2 -86440008#0 -128007875#2 -128007875#0 128007876#2 497262589#1 497262589#2
7,1911240#6,162094596#1,14,bike0_16118,1911240#6 -266942151 27199045#2 -1911240#6 -1911240#5 -1911240#4 -164056929#1 -164056929#0 -164056928 -24721231 -162094595#1 -162094595#0 -897221225#1 162094596#1
7,27199040#10,144381942,12,bike0_19876,27199040#10 27199040#2 27199040#3 -27199041#3 -27199041#2 -27199041#1 -27199041#0 -266942152#5 -144381947 -8123073#5 -8123073#4 144381942
6,936489858#0.27,596202508#2,15,bike0_1350,936489858#0.27 936489858#1 936489858#2 237111847#0 237111847#2 1323685801#0 1323685799#1 1323685799#1.16 571034829 1323685800 1323685809 496990639#0 537400024#1 1323685812.0 596202508#2
6,-55008149#3,209692779#6.58,12,bike0_2853,-55008149#3 -55008149#2 -55008149#1 -4234184#3 -4234184#2 -4234184#1 -4234184#0 1911241 209692779#4 209692779#5 209692779#6 209692779#6.58
6,-372586024#1,952249421,9,bike0_13511,-372586024#1 -372586024#0 -186130433#0 -23804023#1 -23804023#0 27203876#1 27203876#2 27203876#3 952249421
6,-266942152#4,477771140#1,5,bike0_19603,-266942152#4 -26454216#1 -1931863#2 -968213633 477771140#1
6,1911238,-1911240#3,6,bike0_24943,1911238 144845314#1 144845314#2 -1911240#5 -1911240#4 -1911240#3
5,27282752#1.93,477771141#1,9,bike0_98,27282752#1.93 1096146333 -1096146332#1 -1096146332#1.23 -1880410#1 -1880410#0 788234433#0 828766081 477771141#1
5,44044768#0,1323685820#0,12,bike0_209,44044768#0 742322421#0 241934521#1 742322416#3 654821494#0 654821494#0.63 363511225#1 363511225#2 363511225#3 537400024#1 1323685812.0 1323685820#0
5,576383502,-1718351#1,7,bike0_235,576383502 27203882#0 164695753#1 -1718351#4 -1718351#3 -1718351#2 -1718351#1
5,24613283#1,1081381424,24,bike0_2329,24613283#1 -27360355 1163086345#0 1124217846#1 497264742#1 128007875#0 128007875#2 86440008#0 86440008#1 86440008#2 86440008#3 86440008#4 86440008#5 86440008#7 1075746755#0 -162053484#1 -576383494 -1694123#2 218228183#0 27203880#1 776860860 1082164221 36244295#1 1081381424
5,1018612468#4,-27226010#2,10,bike0_5410,1018612468#4 1929864 -1718351#0 596202509 1323685822 1323685812.0 596202508#2 1323685816 -27226010#3 -27226010#2
5,24613283#1,952249421,18,bike0_5844,24613283#1 -27360355 1163086345#0 1124217846#1 497264742#1 128007875#0 128007875#2 1987378#0 1987378#1 1987378#2 -186130432#3 -186130432#2 -186130432#1 -186130432#0 -186130429#1 -186130429#0 27203876#3 952249421
5,-27203876#0,162053484#0,6,bike0_7475,-27203876#0 576383498 27203875#0 1694123#0 576383494 162053484#0
5,1018612468#4,-1018612467#0,12,bike0_7932,1018612468#4 1018612468#6 -27294501 27294501 -1018612468#6 -1018612468#4 -1018612468#3 -1018612468#2 -1018612468#1 -1018612468#0 -1018612467#1 -1018612467#0
5,30476997#2,-1911240#3,16,bike0_8119,30476997#2 30476997#3 E27 161663922#4 161663922#5 161663922#6 161663922#7 161663922#8 161663922#9 1096146332#0 -4250845#5 -4250845#2 -4250845#2.169 -162093000#2 -152449891 -1911240#3
5,1081679668#1.6,-777233097,12,bike0_11431,1081679668#1.6 -1081679668#1 -266942153#3 -266942153#1 266942152#0 266942152#2 266942152#4 266942152#5 27199041#0 27199041#1 45394563#0 -777233097
5,-45394563#0,-266942152#2,6,bike0_16342,-45394563#0 -27199041#1 -27199041#0 -266942152#5 -266942152#4 -266942152#2
5,-782107823#0,27203876#1,16,bike0_19241,-782107823#0 1987378#2 -186130432#3 -186130432#2 -186130432#1 -186130432#0 186130429#2 186130430#0 186130430#1 186130430#2 186130430#3 -186130428#2 -186130428#1 -186130428#0 -23804023#0 27203876#1
5,-165278578#0,1931863#2,5,bike0_20916,-165278578#0 30476997#0 30476997#2 1931863#1 1931863#2
4,162834890,27280403#0,17,bike0_18,162834890 1323685799#1 1323685799#1.16 571034829 1323685800 1323685809 496990639#0 537400024#1 -1323685822 -596202509 1718351#0 1718351#1 1718351#2 1718351#3 1718351#4 1356284884 27280403#0
4,150896093,1911236#0,6,bike0_1469,150896093 1906291#10 897221225#0 797310635 797310636 1911236#0
4,278143066#0,27201303#2,28,bike0_1615,278143066#0 -278143066#0 -209692779#5 -209692779#4 -209692779#3 -209692779#2 1075746756#1 -86440008#7 -86440008#5 -86440008#4 -86440008#3 -86440008#2 -86440008#1 -86440008#0 -128007875#2 -128007875#0 128007876#2 1248122870#1 E16 E16.174 262676813#0 262676813#2 262676813#2.76 420039032 27201304#1 1067190735#0 E2 27201303#2
4,150896098,-793529327#0,7,bike0_1628,150896098 1906291#9 1906291#10 897221225#0 162094595#0 162094595#1 -793529327#0
4,-127497088#20,1116875874,22,bike0_2558,-127497088#20 -127497088#0 -451935263 1323685797#0.6 -E29 -363511227#0 -897170430#0.7 1323685793.43 1135313057#0 1135313057#1 171268313#0 162094311 897221225#0 162094595#0 162094595#1 24721231 164056928 164056929#0 34347349 152449548#0 152449548#1 1116875874
4,266942153#1,127497088#2,18,bike0_2921,266942153#1 266942153#3 1081679668#1.6 1081679668#2 -E20 27199045#1 27199045#2 364393929#0 364393929#1 300626108#2 300626108#3 300626108#4 162834890 363511226#2 1323685795#1 451935263 127497088#0 127497088#2
4,-1718351#1,3991394#2,12,bike0_4399,-1718351#1 -1718351#0 596202509 1323685822 1323685812.0 596202508#2 742302330#1 127496109#0 -23803803 -23803802#0 3991394#1 3991394#2
4,241934521#1,1018612467#0,7,bike0_5149,241934521#1 742322416#3 654821494#0 654821494#0.63 363511225#1 363511225#2 1018612467#0
4,27290020#0,1082164221,8,bike0_5944,27290020#0 -8123645#1 1718351#4 1356284884 27280403#0 27203880#1 776860860 1082164221
4,683542716#0,1694121#0.3,15,bike0_7614,683542716#0 683542716#1 683542716#2 683542716#3 683542716#4 23803802#2 23803802#3 1355324262 1355324261#0 1355324272 1355324272.32 742322419#0 654821491#1 330916631#0 1694121#0.3
4,-186130434,-1694123#2,9,bike0_8655,-186130434 -186130430#4 -186130428#2 -186130428#1 -186130428#0 23804023#1 27294505 -576383494 -1694123#2
4,27199045#1,793529330,9,bike0_17565,27199045#1 27199045#2 -1911240#6 -144845314#2 -144845314#1 -144845314#0 793529328 -1911237#1 793529330
3,44044768#0,1018612468#1,11,bike0_131,44044768#0 742322421#0 241934521#1 742322416#3 654821494#0 654821494#0.63 363511225#1 131483869 1018612467#1 1018612468#0 1018612468#1
3,159802000,-1355686483,15,bike0_136,159802000 1355324236 1338818817 207561577#0 1355324235#2 -1072940286#1 -36523265#4 -36523265#3 -36523265#2 -36523265#1 -4234184#3 -4234184#2 -4234184#1 -4234184#0 -1355686483
3,44044768#0,-1911242#4,16,bike0_864,44044768#0 742322421#0 654821491#1 742322425#0 1355324238#1 1355324240#1 1355324239#1 1355324237 1355324236 1338818817 207561577#0 1355324235#2 305430250#1 305430250#3 77628809#1 -1911242#4
3,-186130430#8,243391197,7,bike0_1218,-186130430#8 243393164#0 243393164#1 186130430#2 186137308#0 -243391202 243391197
3,300626108#2,-104402598,13,bike0_1460,300626108#2 -300626108#2 -364393929#1 -364393929#0 -1911240#6 -1911240#5 -1911240#4 152449891 162093000#0 4250845#0 104402603 104402603.29 -104402598
3,-502186116#30,-1150386957#3,10,bike0_2228,-502186116#30 8122887#0 8122887#1 -1906290#1 -1906290#0 -127497088#0 -451935263 1323685797#0.6 -1150386957#4 -1150386957#3
3,27294501,55008149#1,6,bike0_2328,27294501 -417570102#2 1355686495 1075746754#0 -27294503#2 55008149#1
3,150896093,-823046943,7,bike0_2624,150896093 1906291#10 237111847#0 237111847#2 -1906290#4 -1906290#1 -823046943
3,1352158397#0,1355324235#2,18,bike0_3229,1352158397#0 1352158399 571260883 1355324262 1355324261#0 1355324272 1355324272.32 742322419#0 654821491#1 742322425#0 1355324238#1 1355324240#1 1355324239#1 1355324237 1355324236 1338818817 207561577#0 1355324235#2
3,27199045#2,-8122723#1,11,bike0_10902,27199045#2 -1911240#6 1911240#6 -266942151 -27199045#1 E20 -1081679668#2 -1081679668#1 -266942153#3 -266942153#1 -8122723#1
3,-788234433#0,144381942,8,bike0_11755,-788234433#0 788234433#0 788234433#2 8123073#0 8123073#1 8123073#2 8123073#3 144381942
2,150897360#5.5,162094596#1,5,bike0_85,150897360#5.5 -502186116#1 -502186116#0 162094311 162094596#1
2,1338818818#0,-278143066#0,12,bike0_295,1338818818#0 496181690#0 564743821#0 1075331789#0 1075331789#1 36523265#5 305430250#1 305430250#3 -76815388#1.2 -209692779#8 278143066#0 -278143066#0
2,506789224#1,24710260#1,14,bike0_1008,506789224#1 -E13 27201306#0 262676813#0 262676813#2 262676813#2.76 420039032 27201304#1 1067190735#0 E1 26165232#0 -1067175970 -24815667#7 24710260#1
2,27226010#3,-823046943,14,bike0_1016,27226010#3 742302328#0 E32 654282338#1 654282338#2 654282338#3 1323685793 1323685793.43 363511226#2 1323685795#1 451935263 127497088#0 1906290#0 -823046943
2,420039027#0,E51,14,bike0_1246,420039027#0 420044917#1 1018614217#0 1018614217#1 1018614217#1.62 497264736 497264736.104 262671471#2 8121740#0 497264739#0 497262589#1 497262589#2 1265224597 E51
2,27282752#1.93,-477771140#0,9,bike0_1576,27282752#1.93 1096146333 -1096146332#1 -1096146332#1.23 30476997#0 30476997#2 1931863#1 -968213633 -477771140#0
2,150896098,330953504,6,bike0_1636,150896098 1906291#9 1906291#10 897221225#0 797310635 330953504
2,363511225#1,-417570102#2,10,bike0_4043,363511225#1 131483869 1018612467#1 1018612468#0 1018612468#1 1018612468#2 1018612468#3 1018612468#4 1018612468#6 -417570102#2
2,27199041#3,45394567#2,15,bike0_4081,27199041#3 -27199042 27199040#3 -27199041#3 -27199041#2 -27199041#1 -27199041#0 -266942152#5 -266942152#4 -266942152#2 -266942152#0 266942153#1 266942153#3 1081679668#0 45394567#2
2,27199041#3,477771140#1,18,bike0_5126,27199041#3 -27199042 27199040#3 -27199041#3 -27199041#2 -27199041#1 -27199041#0 -266942152#5 -144381947 -8123073#5 -8123073#4 -8123073#3 -8123073#2 -8123073#1 -8123073#0 -1931863#2 -968213633 477771140#1
2,-36523265#2,417570102#0,10,bike0_6488,-36523265#2 -36523265#1 55008149#1 55008149#2 55008149#3 55008149#4 55008149#5 1355686488 2063100#0 417570102#0
2,161663922#9,-793529327#0,12,bike0_7864,161663922#9 1096146332#0 -4250845#5 -4250845#2 -4250845#2.169 -162093000#2 -152449891 -164056929#1 -164056929#0 -164056928 -24721231 -793529327#0
2,-27432851#2,152449546,6,bike0_7961,-27432851#2 -162093000#2 -152449891 -164056929#1 34347349 152449546
2,367461696,-237225105#2,8,bike0_8915,367461696 -367461696 304123916#3 1329759446#0 367471405#0 1329759448#2 241934522 -237225105#2
2,4234184#1,-1018612470#1,7,bike0_11154,4234184#1 4234184#2 4234184#3 -36523265#0 -27294504#0 -1018612470#2 -1018612470#1
2,1356284884,171268308#1,17,bike0_12958,1356284884 27280403#0 218228181#1 746422997 -27294502#1 -1018612470#2 -1018612470#1 -1018612470#0 -1018612468#6 -1018612468#4 -1018612468#3 -1018612468#2 -1018612468#1 -171268308#1 -1106132422 144226567#3 171268308#1
2,-1018612470#2,1694119#0,17,bike0_15312,-1018612470#2 -1018612470#1 -1018612470#0 -417570102#2 1355686491#1 -1355686488 -55008149#5 -55008149#4 -55008149#3 -55008149#2 -55008149#1 36523265#1 36523265#2 36523265#3 36523265#4 36523265#5 1694119#0
2,-828766082,-144381947,7,bike0_18232,-828766082 -477771141#1 -828766079 788234433#2 26454216#1 266942152#4 -144381947
1,162834890,1987378#3,29,bike0_20,162834890 1323685799#1 1323685799#1.16 571034829 1323685800 1323685809 496990639#0 537400024#1 -1323685822 -596202509 1718351#0 1718351#1 1718351#2 1718351#3 1718351#4 1356284884 27280403#0 164695754#1 218228185 27203876#0 27203876#1 27203876#2 186130429#0 186130429#1 186130432#0 186130432#1 186130432#2 186130432#3 1987378#3
1,162834890,-144226567#2,13,bike0_105,162834890 1323685799#1 1323685799#1.16 571034829 1323685800 1323685809 496990639#0 537400024#1 -1323685822 -596202509 171268308#0 -1106132422 -144226567#2
1,742302328#0,-150918588,12,bike0_473,742302328#0 E32 654282338#1 654282338#2 654282338#3 1323685793 1323685793.43 363511226#2 1323685795#1 451935263 783671647#0 -150918588
1,1124217846#1,283744355,26,bike0_715,1124217846#1 497264742#1 128007875#0 128007875#2 86440008#0 86440008#1 86440008#2 86440008#3 86440008#4 86440008#5 86440008#7 1075746755#0 -162053484#1 -576383494 -1694123#2 218228183#0 27203880#1 776860860 1082164221 36244295#1 1081381424 1356284791 162093000#0 4250845#0 104402603 283744355
1,-23803802#3,1075331789#0,21,bike0_1295,-23803802#3 -1217510944 1217510946 23803802#3 1355324262 1355324261#0 1355324272 1355324272.32 742322419#0 654821491#1 742322425#0 1355324238#1 1355324240#1 1355324239#1 1355324237 1355324236 1338818817 207561577#0 496181690#0 564743821#0 1075331789#0
1,936489858#0.27,1323685797#0.6,11,bike0_1496,936489858#0.27 936489858#1 936489858#2 237111847#0 237111847#2 -1906290#4 -1906290#1 -1906290#0 -127497088#0 -451935263 1323685797#0.6
1,27282752#1.93,8121740#0,18,bike0_1694,27282752#1.93 1096146333 -1096146332#1 -1096146332#1.23 30476997#0 30476997#2 30476997#3 30476997#4 1356443855#0 1356542862#0 420044917#1 1018614217#0 1018614217#1 1018614217#1.62 497264736 497264736.104 262671471#2 8121740#0
1,24613283#1,372586024#3,21,bike0_1771,24613283#1 -27360355 1163086345#0 1124217846#1 497264742#1 128007875#0 128007875#2 86440008#0 86440008#1 86440008#2 86440008#3 86440008#4 86440008#5 86440008#7 1075746755#0 -162053484#1 -27294505 186130433#0 186130433#1 372586024#2 372586024#3
1,27290020#0,-1072940286#1,17,bike0_2264,27290020#0 -8123645#1 1718351#4 1356284884 27280403#0 218228181#1 746422997 47739048 1355686483 237100949#0 237100949#1 237100949#2 36523272#1 36523272#3 -305430250#4.1 -305430250#2 -1072940286#1
1,150894944,1323685795#1,7,bike0_2561,150894944 936489858#2 237111847#0 237111847#2 1323685801#0 363511226#2 1323685795#1
1,44044768#0,-27226010#2,12,bike0_2731,44044768#0 742322421#0 241934521#1 742322416#3 654821494#0 654821494#0.63 363511225#1 363511225#2 363511225#3 1323685816 -27226010#3 -27226010#2
1,300626108#2,27199045#1,7,bike0_2773,300626108#2 -300626108#2 -364393929#1 -364393929#0 -266942151 -27199045#1 27199045#1
1,1075746754#0,-8122723#1,14,bike0_3759,1075746754#0 -27294504#0 4234182#0 1069621301#0 1356284884 27280403#0 27203880#1 776860860 1082164221 -45394567#3 -1081679668#0 -266942153#3 -266942153#1 -8122723#1
1,27280403#0,186130428#1,7,bike0_7705,27280403#0 164695754#1 218228185 27203876#0 23804023#0 186130428#0 186130428#1
1,-55008149#5,747921366#1,15,bike0_9535,-55008149#5 -55008149#4 -55008149#3 -55008149#2 -55008149#1 -4234184#3 -4234184#2 -4234184#1 -4234184#0 1911241 209692779#4 209692779#5 209692779#6 209692779#6.58 747921366#1
1,266942153#3,-266942151,9,bike0_10211,266942153#3 1081679668#1.6 1081679668#2 -E20 27199045#1 27199045#2 -1911240#6 1911240#6 -266942151
1,-165278578#0,171268313#0,16,bike0_11106,-165278578#0 1096146332#0 -4250845#5 -4250845#2 -4250845#2.169 -162093000#2 -152449891 -164056929#1 -164056929#0 -164056928 -24721231 -162094595#1 -162094595#0 797310635 -23790349 171268313#0
1,-330953504,-1150386957#3,10,bike0_20004,-330953504 -797310635 -897221225#1 237111847#0 237111847#2 1323685801#0 363511226#2 E29 -1150386957#4 -1150386957#3
1,788234433#0,-128458335#3,9,bike0_22408,788234433#0 788234433#2 -1931863#2 -1931863#1 30476997#3 172116962 -128458335#2 292931125 -128458335#3
1,-27359106#1,497264736,4,bike0_24571,-27359106#1 1018614217#1 1018614217#1.62 497264736
1,-793529330,E24,7,bike0_30243,-793529330 -793529329 -797310636 -797310635 -897221225#1 162094596#1 E24
1,-152449548#3,-1911240#3,7,bike0_30335,-152449548#3 -152449548#2 -152449548#1 -152449548#0 -1106132429 164056929#1 -1911240#3
1,1911240#3.32,-793529327#0,6,bike0_30407,1911240#3.32 -164056929#1 -164056929#0 -164056928 -24721231 -793529327#0
