episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,2769038.0,7418068.5,33720.0,50032.0,24410.0,-0.66203,1.99539,-3.0,3.0,0.7258,0.0033,nan,1.07746,nan,1080,44.3
2,2950693.5,9274136.0,32661.0,53145.0,27053.0,-0.62501,1.98654,-3.0,3.0,0.7566,0.0027,0.9644,5.51071,0.963589,1080,43.5
3,2813908.5,3589928.0,29030.0,42108.0,16432.0,-0.62978,1.89904,-3.0,3.0,0.5581,0.0045,0.9407,9.63905,1.055947,1080,42.8
4,2859834.5,10163156.5,38898.0,54016.0,28449.0,-0.6888,1.99831,-3.0,3.0,0.7781,0.003,0.9169,6.12609,0.963249,1080,45.0
5,2577871.0,3501039.5,27491.0,41493.0,15998.0,-0.57335,1.94098,-3.0,3.0,0.5733,0.0045,0.8932,4.21989,0.951863,1080,42.2
6,2442657.0,2757861.0,26897.0,39988.0,14150.0,-0.62081,1.89853,-3.0,3.0,0.5276,0.0051,0.8694,3.7971,0.824754,1080,41.3
7,2478222.5,4521216.0,23159.0,45015.0,19022.0,-0.62099,1.89272,-3.0,3.0,0.6438,0.0033,0.8457,1.84527,0.711538,1080,43.9
8,2463880.0,1679885.0,23571.0,38213.0,12519.0,-0.48739,1.93277,-3.0,3.0,0.4031,0.0057,0.8219,0.13927,0.700244,1080,41.8
9,2362175.5,7294741.5,20306.0,49449.0,23369.0,-0.55398,1.95257,-3.0,3.0,0.7538,0.0021,0.7982,-0.12066,0.611894,1080,44.0
10,2293057.0,3508434.5,20765.5,42954.0,16896.0,-0.50663,1.8996,-3.0,3.0,0.6026,0.0036,0.7744,-0.92529,0.617427,1080,43.3
11,2722595.0,5388194.5,20270.0,45659.0,20338.0,-0.50971,1.8971,-3.0,3.0,0.6627,0.0025,0.7507,-0.55326,0.544776,1080,42.0
12,2431376.0,8050234.5,22917.5,50460.0,24733.0,-0.52046,1.95551,-3.0,3.0,0.7664,0.0022,0.7269,-0.96562,0.547867,1080,44.7
