5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -15.98}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -10.99}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': -4.0}, {'J01': 1}, {'J01': 4}, 
30.0, {'J01': -5.0}, {'J01': 2}, {'J01': 5}, 
35.0, {'J01': -16.990000000000002}, {'J01': 2}, {'J01': 9}, 
40.0, {'J01': -30.97}, {'J01': 2}, {'J01': 7}, 
45.0, {'J01': -24.98}, {'J01': 2}, {'J01': 9}, 
50.0, {'J01': -16.92}, {'J01': 3}, {'J01': 17}, 
55.0, {'J01': -20.84}, {'J01': 5}, {'J01': 21}, 
60.0, {'J01': -22.84}, {'J01': 5}, {'J01': 23}, 
65.0, {'J01': -26.84}, {'J01': 6}, {'J01': 27}, 
70.0, {'J01': -24.76}, {'J01': 5}, {'J01': 25}, 
75.0, {'J01': -67.78}, {'J01': 4}, {'J01': 20}, 
80.0, {'J01': -40.97}, {'J01': 4}, {'J01': 17}, 
85.0, {'J01': -27.910000000000004}, {'J01': 3}, {'J01': 20}, 
90.0, {'J01': -55.88}, {'J01': 6}, {'J01': 24}, 
95.0, {'J01': -54.81}, {'J01': 6}, {'J01': 31}, 
100.0, {'J01': -82.62}, {'J01': 7}, {'J01': 35}, 
105.0, {'J01': -105.59}, {'J01': 8}, {'J01': 34}, 
110.0, {'J01': -130.64}, {'J01': 8}, {'J01': 35}, 
115.0, {'J01': -126.57}, {'J01': 8}, {'J01': 39}, 
120.0, {'J01': -53.739999999999995}, {'J01': 8}, {'J01': 38}, 
125.0, {'J01': -104.52000000000001}, {'J01': 8}, {'J01': 41}, 
130.0, {'J01': -146.31}, {'J01': 8}, {'J01': 43}, 
135.0, {'J01': -93.61}, {'J01': 8}, {'J01': 38}, 
140.0, {'J01': -102.44}, {'J01': 8}, {'J01': 39}, 
145.0, {'J01': -133.09}, {'J01': 8}, {'J01': 46}, 
150.0, {'J01': -88.22}, {'J01': 7}, {'J01': 41}, 
155.0, {'J01': -64.17}, {'J01': 7}, {'J01': 41}, 
160.0, {'J01': -100.97}, {'J01': 7}, {'J01': 46}, 
165.0, {'J01': -99.97}, {'J01': 8}, {'J01': 45}, 
170.0, {'J01': -102.05000000000001}, {'J01': 8}, {'J01': 47}, 
175.0, {'J01': -132.93}, {'J01': 9}, {'J01': 46}, 
180.0, {'J01': -42.120000000000005}, {'J01': 9}, {'J01': 43}, 
185.0, {'J01': -91.06}, {'J01': 9}, {'J01': 44}, 
190.0, {'J01': -97.9}, {'J01': 9}, {'J01': 51}, 
195.0, {'J01': -64.86}, {'J01': 10}, {'J01': 50}, 
200.0, {'J01': -67.78}, {'J01': 11}, {'J01': 53}, 
205.0, {'J01': -64.86}, {'J01': 11}, {'J01': 50}, 
210.0, {'J01': -71.00999999999999}, {'J01': 11}, {'J01': 48}, 
215.0, {'J01': -88.99000000000001}, {'J01': 12}, {'J01': 50}, 
220.0, {'J01': -102.89}, {'J01': 13}, {'J01': 48}, 
225.0, {'J01': -87.06}, {'J01': 11}, {'J01': 40}, 
230.0, {'J01': -43.27}, {'J01': 9}, {'J01': 36}, 
235.0, {'J01': -62.17}, {'J01': 9}, {'J01': 39}, 
240.0, {'J01': -86.07000000000001}, {'J01': 9}, {'J01': 47}, 
245.0, {'J01': -56.11000000000001}, {'J01': 9}, {'J01': 49}, 
250.0, {'J01': -64.94}, {'J01': 9}, {'J01': 50}, 
255.0, {'J01': -68.00999999999999}, {'J01': 10}, {'J01': 45}, 
260.0, {'J01': -52.03}, {'J01': 11}, {'J01': 45}, 
265.0, {'J01': -94.82}, {'J01': 12}, {'J01': 48}, 
270.0, {'J01': -81.75999999999999}, {'J01': 13}, {'J01': 51}, 
275.0, {'J01': -81.75999999999999}, {'J01': 12}, {'J01': 51}, 
280.0, {'J01': -87.06}, {'J01': 8}, {'J01': 40}, 
285.0, {'J01': -89.37}, {'J01': 6}, {'J01': 34}, 
290.0, {'J01': -76.47}, {'J01': 6}, {'J01': 37}, 
295.0, {'J01': -81.31}, {'J01': 8}, {'J01': 42}, 
300.0, {'J01': -128.94}, {'J01': 10}, {'J01': 50}, 
305.0, {'J01': -154.91}, {'J01': 10}, {'J01': 52}, 
310.0, {'J01': -137.24}, {'J01': 7}, {'J01': 42}, 
315.0, {'J01': -52.5}, {'J01': 6}, {'J01': 37}, 
320.0, {'J01': -63.49}, {'J01': 6}, {'J01': 40}, 
325.0, {'J01': -106.05000000000001}, {'J01': 8}, {'J01': 51}, 
330.0, {'J01': -63.18000000000001}, {'J01': 9}, {'J01': 48}, 
335.0, {'J01': -64.10000000000001}, {'J01': 9}, {'J01': 49}, 
340.0, {'J01': -87.07000000000001}, {'J01': 10}, {'J01': 48}, 
345.0, {'J01': -96.13}, {'J01': 9}, {'J01': 41}, 
350.0, {'J01': -103.42999999999999}, {'J01': 5}, {'J01': 32}, 
355.0, {'J01': -43.74}, {'J01': 4}, {'J01': 28}, 
360.0, {'J01': -62.64}, {'J01': 4}, {'J01': 31}, 
365.0, {'J01': -88.53999999999999}, {'J01': 6}, {'J01': 41}, 
370.0, {'J01': -118.74000000000001}, {'J01': 7}, {'J01': 39}, 
375.0, {'J01': -103.83}, {'J01': 6}, {'J01': 32}, 
380.0, {'J01': -88.77000000000001}, {'J01': 6}, {'J01': 33}, 
385.0, {'J01': -83.78}, {'J01': 7}, {'J01': 36}, 
390.0, {'J01': -99.61}, {'J01': 8}, {'J01': 44}, 
395.0, {'J01': -96.69}, {'J01': 7}, {'J01': 41}, 
400.0, {'J01': -66.80000000000001}, {'J01': 7}, {'J01': 35}, 
405.0, {'J01': -92.69}, {'J01': 7}, {'J01': 37}, 
410.0, {'J01': -120.58000000000001}, {'J01': 8}, {'J01': 41}, 
415.0, {'J01': -134.48}, {'J01': 7}, {'J01': 39}, 
420.0, {'J01': -58.65}, {'J01': 6}, {'J01': 35}, 
425.0, {'J01': -77.47}, {'J01': 6}, {'J01': 38}, 
430.0, {'J01': -112.35}, {'J01': 7}, {'J01': 41}, 
435.0, {'J01': -69.25}, {'J01': 7}, {'J01': 46}, 
440.0, {'J01': -77.32}, {'J01': 8}, {'J01': 46}, 
445.0, {'J01': -88.38}, {'J01': 7}, {'J01': 41}, 
450.0, {'J01': -73.55000000000001}, {'J01': 5}, {'J01': 34}, 
455.0, {'J01': -95.83}, {'J01': 4}, {'J01': 24}, 
460.0, {'J01': -37.900000000000006}, {'J01': 4}, {'J01': 22}, 
465.0, {'J01': -106.82000000000001}, {'J01': 4}, {'J01': 27}, 
470.0, {'J01': -66.88}, {'J01': 6}, {'J01': 35}, 
475.0, {'J01': -87.86}, {'J01': 8}, {'J01': 40}, 
480.0, {'J01': -143.71}, {'J01': 8}, {'J01': 40}, 
485.0, {'J01': -41.910000000000004}, {'J01': 7}, {'J01': 34}, 
490.0, {'J01': -82.86}, {'J01': 7}, {'J01': 35}, 
495.0, {'J01': -71.72}, {'J01': 8}, {'J01': 40}, 
500.0, {'J01': -70.72}, {'J01': 7}, {'J01': 39}, 
505.0, {'J01': -95.84}, {'J01': 5}, {'J01': 32}, 
510.0, {'J01': -85.61}, {'J01': 5}, {'J01': 30}, 
515.0, {'J01': -47.89}, {'J01': 4}, {'J01': 24}, 
