5.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': 0, 'J11': -4.0, 'J12': -0.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': 0, 'J11': -14.0, 'J12': -10.5, 'J13': -6.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
25.0, {'J10': -1.5, 'J11': -25.5, 'J12': -24.5, 'J13': -0.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
30.0, {'J10': 0, 'J11': -49.0, 'J12': -5.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 2, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 3, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
35.0, {'J10': -3.0, 'J11': -79.0, 'J12': -10.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -2.0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 1, 'J11': 3, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
40.0, {'J10': -13.0, 'J11': -109.0, 'J12': 0, 'J13': -3.5, 'cluster3106249630_3106249631_J60_J61_#5more': -26.5}, {'J10': 1, 'J11': 2, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 3, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
45.0, {'J10': -23.0, 'J11': -139.0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -45.0}, {'J10': 1, 'J11': 2, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 3, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
50.0, {'J10': -38.5, 'J11': -169.0, 'J12': -8.0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -44.5}, {'J10': 2, 'J11': 2, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 3, 'J11': 3, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
55.0, {'J10': -73.0, 'J11': -199.0, 'J12': -17.0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -64.5}, {'J10': 2, 'J11': 2, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 4, 'J11': 3, 'J12': 4, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
60.0, {'J10': -16.0, 'J11': -232.0, 'J12': -37.0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -88.5}, {'J10': 1, 'J11': 2, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 4, 'J12': 5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
65.0, {'J10': -13.0, 'J11': -272.0, 'J12': -50.0, 'J13': -4.0, 'cluster3106249630_3106249631_J60_J61_#5more': -73.0}, {'J10': 2, 'J11': 2, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 2, 'J11': 4, 'J12': 5, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
70.0, {'J10': 0, 'J11': -312.0, 'J12': -27.0, 'J13': -17.0, 'cluster3106249630_3106249631_J60_J61_#5more': -103.0}, {'J10': 0, 'J11': 2, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 4, 'J12': 3, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
75.0, {'J10': 0, 'J11': -354.0, 'J12': -41.5, 'J13': -38.5, 'cluster3106249630_3106249631_J60_J61_#5more': -135.5}, {'J10': 0, 'J11': 3, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 5, 'J12': 4, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
80.0, {'J10': 0, 'J11': -404.0, 'J12': -53.0, 'J13': -0.5, 'cluster3106249630_3106249631_J60_J61_#5more': -179.0}, {'J10': 0, 'J11': 3, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 5, 'J12': 4, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
85.0, {'J10': -4.0, 'J11': -456.5, 'J12': -90.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -229.0}, {'J10': 1, 'J11': 4, 'J12': 6, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 6, 'J12': 9, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
90.0, {'J10': -4.5, 'J11': -516.5, 'J12': -147.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -279.0}, {'J10': 1, 'J11': 4, 'J12': 8, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 6, 'J12': 8, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
95.0, {'J10': 0, 'J11': -578.5, 'J12': -129.0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -329.0}, {'J10': 0, 'J11': 5, 'J12': 6, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 7, 'J12': 6, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
100.0, {'J10': 0, 'J11': -648.5, 'J12': -60.5, 'J13': -7.0, 'cluster3106249630_3106249631_J60_J61_#5more': -263.0}, {'J10': 0, 'J11': 5, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 7, 'J12': 4, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
105.0, {'J10': -4.5, 'J11': -718.5, 'J12': -15.5, 'J13': -27.0, 'cluster3106249630_3106249631_J60_J61_#5more': -313.0}, {'J10': 1, 'J11': 5, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 7, 'J12': 3, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
110.0, {'J10': -1.5, 'J11': -793.5, 'J12': -56.0, 'J13': -47.0, 'cluster3106249630_3106249631_J60_J61_#5more': -261.5}, {'J10': 1, 'J11': 6, 'J12': 4, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 2, 'J11': 8, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
115.0, {'J10': 0, 'J11': -873.5, 'J12': -134.5, 'J13': -67.0, 'cluster3106249630_3106249631_J60_J61_#5more': -191.0}, {'J10': 0, 'J11': 6, 'J12': 5, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 0, 'J11': 8, 'J12': 10, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
120.0, {'J10': -4.0, 'J11': -953.5, 'J12': -207.0, 'J13': -87.0, 'cluster3106249630_3106249631_J60_J61_#5more': -131.5}, {'J10': 1, 'J11': 6, 'J12': 5, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 1, 'J11': 8, 'J12': 11, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
125.0, {'J10': -1.5, 'J11': -1033.5, 'J12': -290.0, 'J13': -107.5, 'cluster3106249630_3106249631_J60_J61_#5more': -122.5}, {'J10': 1, 'J11': 6, 'J12': 6, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 8, 'J12': 15, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
130.0, {'J10': -2.0, 'J11': -1120.0, 'J12': -443.5, 'J13': -137.5, 'cluster3106249630_3106249631_J60_J61_#5more': -88.5}, {'J10': 1, 'J11': 8, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 11, 'J12': 17, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, 
135.0, {'J10': 0, 'J11': -1230.0, 'J12': -599.5, 'J13': -167.5, 'cluster3106249630_3106249631_J60_J61_#5more': -72.0}, {'J10': 0, 'J11': 8, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 11, 'J12': 21, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
140.0, {'J10': -4.0, 'J11': -1340.5, 'J12': -571.0, 'J13': -202.5, 'cluster3106249630_3106249631_J60_J61_#5more': -139.5}, {'J10': 1, 'J11': 9, 'J12': 6, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 1, 'J11': 12, 'J12': 18, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, 
145.0, {'J10': -1.0, 'J11': -1460.5, 'J12': -759.0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -226.5}, {'J10': 1, 'J11': 9, 'J12': 6, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 1, 'J11': 12, 'J12': 22, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 11}, 
