5.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': 0, 'J11': -4.0, 'J12': -0.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': 0, 'J11': -14.0, 'J12': -10.5, 'J13': -6.0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
25.0, {'J10': -0.5, 'J11': -26.5, 'J12': -22.0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 3, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
30.0, {'J10': -4.5, 'J11': -56.5, 'J12': -5.0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 2, 'J11': 3, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
35.0, {'J10': -3.0, 'J11': -86.5, 'J12': -10.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -1.5}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 1, 'J11': 3, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
40.0, {'J10': -13.0, 'J11': -116.5, 'J12': 0, 'J13': -3.5, 'cluster3106249630_3106249631_J60_J61_#5more': -21.0}, {'J10': 1, 'J11': 2, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 3, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
45.0, {'J10': -23.0, 'J11': -146.5, 'J12': 0, 'J13': -1.5, 'cluster3106249630_3106249631_J60_J61_#5more': -39.5}, {'J10': 1, 'J11': 2, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 3, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
50.0, {'J10': -38.5, 'J11': -176.5, 'J12': -7.0, 'J13': -11.5, 'cluster3106249630_3106249631_J60_J61_#5more': -44.5}, {'J10': 2, 'J11': 2, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 3, 'J11': 3, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
55.0, {'J10': -72.0, 'J11': -206.5, 'J12': -18.5, 'J13': -25.5, 'cluster3106249630_3106249631_J60_J61_#5more': -31.0}, {'J10': 2, 'J11': 2, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 4, 'J11': 3, 'J12': 4, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
60.0, {'J10': -13.5, 'J11': -238.0, 'J12': -39.5, 'J13': -46.5, 'cluster3106249630_3106249631_J60_J61_#5more': -46.5}, {'J10': 1, 'J11': 2, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 1, 'J11': 4, 'J12': 3, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
65.0, {'J10': -28.0, 'J11': -278.0, 'J12': -22.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -65.0}, {'J10': 1, 'J11': 2, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 2, 'J11': 4, 'J12': 6, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
70.0, {'J10': -14.5, 'J11': -318.0, 'J12': -41.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -34.0}, {'J10': 1, 'J11': 2, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 1, 'J11': 4, 'J12': 6, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
75.0, {'J10': -2.0, 'J11': -360.0, 'J12': -67.5, 'J13': -1.5, 'cluster3106249630_3106249631_J60_J61_#5more': -56.5}, {'J10': 1, 'J11': 3, 'J12': 4, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 1, 'J11': 5, 'J12': 7, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
80.0, {'J10': 0, 'J11': -410.0, 'J12': -29.5, 'J13': -2.5, 'cluster3106249630_3106249631_J60_J61_#5more': -92.0}, {'J10': 0, 'J11': 3, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 5, 'J12': 4, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
85.0, {'J10': -4.5, 'J11': -462.5, 'J12': -72.0, 'J13': -17.0, 'cluster3106249630_3106249631_J60_J61_#5more': -142.0}, {'J10': 1, 'J11': 4, 'J12': 4, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 6, 'J12': 8, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
90.0, {'J10': -3.5, 'J11': -522.5, 'J12': -160.5, 'J13': -37.0, 'cluster3106249630_3106249631_J60_J61_#5more': -131.5}, {'J10': 2, 'J11': 4, 'J12': 5, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 3, 'J11': 6, 'J12': 11, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
95.0, {'J10': 0, 'J11': -584.5, 'J12': -261.5, 'J13': -65.5, 'cluster3106249630_3106249631_J60_J61_#5more': -172.0}, {'J10': 0, 'J11': 5, 'J12': 8, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 7, 'J12': 15, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
100.0, {'J10': 0, 'J11': -654.5, 'J12': -305.0, 'J13': -118.0, 'cluster3106249630_3106249631_J60_J61_#5more': -105.0}, {'J10': 0, 'J11': 5, 'J12': 9, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 0, 'J11': 7, 'J12': 12, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
105.0, {'J10': -4.0, 'J11': -724.5, 'J12': -389.5, 'J13': -180.5, 'cluster3106249630_3106249631_J60_J61_#5more': -74.5}, {'J10': 1, 'J11': 5, 'J12': 10, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 1, 'J11': 7, 'J12': 13, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
110.0, {'J10': -1.5, 'J11': -799.0, 'J12': -526.0, 'J13': -260.5, 'cluster3106249630_3106249631_J60_J61_#5more': -24.5}, {'J10': 1, 'J11': 6, 'J12': 11, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 1, 'J11': 8, 'J12': 15, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
115.0, {'J10': -2.0, 'J11': -879.0, 'J12': -512.5, 'J13': -343.5, 'cluster3106249630_3106249631_J60_J61_#5more': -67.5}, {'J10': 1, 'J11': 6, 'J12': 9, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 8, 'J12': 15, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
120.0, {'J10': -4.0, 'J11': -959.0, 'J12': -563.0, 'J13': -456.5, 'cluster3106249630_3106249631_J60_J61_#5more': -96.5}, {'J10': 1, 'J11': 6, 'J12': 8, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 8, 'J12': 14, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
125.0, {'J10': -3.5, 'J11': -1040.0, 'J12': -717.0, 'J13': -588.0, 'cluster3106249630_3106249631_J60_J61_#5more': -142.0}, {'J10': 1, 'J11': 7, 'J12': 9, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 10, 'J12': 20, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, 
130.0, {'J10': 0, 'J11': -1142.5, 'J12': -744.5, 'J13': -728.0, 'cluster3106249630_3106249631_J60_J61_#5more': -240.0}, {'J10': 0, 'J11': 8, 'J12': 8, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 0, 'J11': 11, 'J12': 18, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, 
135.0, {'J10': 0, 'J11': -1252.5, 'J12': -927.0, 'J13': -872.5, 'cluster3106249630_3106249631_J60_J61_#5more': -364.5}, {'J10': 0, 'J11': 8, 'J12': 8, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 0, 'J11': 11, 'J12': 21, 'J13': 15, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
140.0, {'J10': -3.5, 'J11': -1363.0, 'J12': -1115.5, 'J13': -621.0, 'cluster3106249630_3106249631_J60_J61_#5more': -499.5}, {'J10': 1, 'J11': 9, 'J12': 11, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 1, 'J11': 12, 'J12': 24, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 15}, 
145.0, {'J10': 0, 'J11': -1484.0, 'J12': -1342.5, 'J13': -627.0, 'cluster3106249630_3106249631_J60_J61_#5more': -656.5}, {'J10': 0, 'J11': 9, 'J12': 11, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 0, 'J11': 13, 'J12': 27, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 18}, 
