5.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': 0, 'J11': -4.0, 'J12': -0.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': 0, 'J11': -14.0, 'J12': -10.5, 'J13': -4.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
25.0, {'J10': -1.0, 'J11': -27.0, 'J12': -23.0, 'J13': -1.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 3, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
30.0, {'J10': 0, 'J11': -57.0, 'J12': -5.5, 'J13': -21.0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 2, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 3, 'J12': 2, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
35.0, {'J10': -3.0, 'J11': -87.0, 'J12': -10.5, 'J13': -77.0, 'cluster3106249630_3106249631_J60_J61_#5more': -1.5}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 1, 'J11': 3, 'J12': 1, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
40.0, {'J10': -13.0, 'J11': -117.0, 'J12': 0, 'J13': -156.0, 'cluster3106249630_3106249631_J60_J61_#5more': -20.5}, {'J10': 1, 'J11': 2, 'J12': 0, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 3, 'J12': 0, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
45.0, {'J10': -23.0, 'J11': -147.0, 'J12': -2.5, 'J13': -256.0, 'cluster3106249630_3106249631_J60_J61_#5more': -39.0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 3, 'J12': 1, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
50.0, {'J10': -38.0, 'J11': -177.0, 'J12': -21.0, 'J13': -356.0, 'cluster3106249630_3106249631_J60_J61_#5more': -44.0}, {'J10': 2, 'J11': 2, 'J12': 1, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 3, 'J11': 3, 'J12': 4, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
55.0, {'J10': -71.0, 'J11': -207.0, 'J12': -38.0, 'J13': -465.0, 'cluster3106249630_3106249631_J60_J61_#5more': -30.5}, {'J10': 2, 'J11': 2, 'J12': 2, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 4, 'J11': 3, 'J12': 3, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
60.0, {'J10': -37.5, 'J11': -239.5, 'J12': -76.0, 'J13': -585.0, 'cluster3106249630_3106249631_J60_J61_#5more': -44.0}, {'J10': 1, 'J11': 2, 'J12': 3, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 3, 'J11': 4, 'J12': 7, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
65.0, {'J10': -34.5, 'J11': -279.5, 'J12': -78.0, 'J13': -711.0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 3, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 2, 'J11': 4, 'J12': 7, 'J13': 15, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
70.0, {'J10': -1.5, 'J11': -319.5, 'J12': -110.0, 'J13': -868.5, 'cluster3106249630_3106249631_J60_J61_#5more': -5.0}, {'J10': 1, 'J11': 2, 'J12': 4, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 4, 'J12': 11, 'J13': 17, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
75.0, {'J10': 0, 'J11': -361.5, 'J12': -178.5, 'J13': -1048.0, 'cluster3106249630_3106249631_J60_J61_#5more': -35.0}, {'J10': 0, 'J11': 3, 'J12': 6, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 5, 'J12': 12, 'J13': 20, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
80.0, {'J10': 0, 'J11': -411.5, 'J12': -263.5, 'J13': -1250.5, 'cluster3106249630_3106249631_J60_J61_#5more': -70.0}, {'J10': 0, 'J11': 3, 'J12': 6, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 5, 'J12': 13, 'J13': 21, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
85.0, {'J10': -4.0, 'J11': -464.0, 'J12': -204.5, 'J13': -897.5, 'cluster3106249630_3106249631_J60_J61_#5more': -115.0}, {'J10': 1, 'J11': 4, 'J12': 4, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 6, 'J12': 10, 'J13': 16, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
90.0, {'J10': -0.5, 'J11': -524.0, 'J12': -221.5, 'J13': -807.5, 'cluster3106249630_3106249631_J60_J61_#5more': -165.0}, {'J10': 1, 'J11': 4, 'J12': 5, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 6, 'J12': 8, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
95.0, {'J10': 0, 'J11': -586.0, 'J12': -263.5, 'J13': -938.0, 'cluster3106249630_3106249631_J60_J61_#5more': -215.0}, {'J10': 0, 'J11': 5, 'J12': 9, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 7, 'J12': 12, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
100.0, {'J10': 0, 'J11': -656.0, 'J12': -376.5, 'J13': -1082.0, 'cluster3106249630_3106249631_J60_J61_#5more': -270.0}, {'J10': 0, 'J11': 5, 'J12': 11, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 7, 'J12': 13, 'J13': 16, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
105.0, {'J10': -2.0, 'J11': -726.5, 'J12': -495.5, 'J13': -1252.5, 'cluster3106249630_3106249631_J60_J61_#5more': -257.0}, {'J10': 1, 'J11': 6, 'J12': 11, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 8, 'J12': 14, 'J13': 20, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
110.0, {'J10': -4.0, 'J11': -806.5, 'J12': -636.0, 'J13': -1453.5, 'cluster3106249630_3106249631_J60_J61_#5more': -307.0}, {'J10': 1, 'J11': 6, 'J12': 12, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 2, 'J11': 8, 'J12': 15, 'J13': 21, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
115.0, {'J10': 0, 'J11': -886.5, 'J12': -798.5, 'J13': -1670.0, 'cluster3106249630_3106249631_J60_J61_#5more': -357.0}, {'J10': 0, 'J11': 6, 'J12': 13, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 8, 'J12': 20, 'J13': 23, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
120.0, {'J10': -4.0, 'J11': -966.5, 'J12': -960.5, 'J13': -1904.5, 'cluster3106249630_3106249631_J60_J61_#5more': -205.0}, {'J10': 1, 'J11': 6, 'J12': 13, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 1, 'J11': 8, 'J12': 17, 'J13': 24, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
125.0, {'J10': -1.5, 'J11': -1047.0, 'J12': -1157.0, 'J13': -2144.5, 'cluster3106249630_3106249631_J60_J61_#5more': -55.5}, {'J10': 1, 'J11': 7, 'J12': 14, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 1, 'J11': 9, 'J12': 26, 'J13': 24, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
130.0, {'J10': 0, 'J11': -1143.5, 'J12': -1129.0, 'J13': -2392.5, 'cluster3106249630_3106249631_J60_J61_#5more': -15.5}, {'J10': 0, 'J11': 8, 'J12': 12, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 0, 'J11': 11, 'J12': 21, 'J13': 26, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
135.0, {'J10': 0, 'J11': -1253.5, 'J12': -1071.5, 'J13': -2652.5, 'cluster3106249630_3106249631_J60_J61_#5more': -57.0}, {'J10': 0, 'J11': 8, 'J12': 10, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 11, 'J12': 22, 'J13': 26, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
140.0, {'J10': -3.0, 'J11': -1364.5, 'J12': -1294.0, 'J13': -2912.5, 'cluster3106249630_3106249631_J60_J61_#5more': -133.5}, {'J10': 1, 'J11': 9, 'J12': 10, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 12, 'J12': 24, 'J13': 26, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, 
145.0, {'J10': 0, 'J11': -1484.5, 'J12': -1556.5, 'J13': -3172.5, 'cluster3106249630_3106249631_J60_J61_#5more': -228.0}, {'J10': 0, 'J11': 9, 'J12': 12, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 12, 'J12': 31, 'J13': 26, 'cluster3106249630_3106249631_J60_J61_#5more': 11}, 
