5.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': 0, 'J11': -4.5, 'J12': -0.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': 0, 'J11': -14.5, 'J12': -10.5, 'J13': -6.0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
25.0, {'J10': -1.5, 'J11': -28.0, 'J12': -24.5, 'J13': -3.0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 3, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
30.0, {'J10': -3.0, 'J11': -58.0, 'J12': -5.5, 'J13': -20.0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 3, 'J12': 2, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
35.0, {'J10': -2.5, 'J11': -88.0, 'J12': -10.5, 'J13': -68.0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 3, 'J12': 1, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
40.0, {'J10': -12.5, 'J11': -118.0, 'J12': 0, 'J13': -147.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 0, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 3, 'J12': 0, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
45.0, {'J10': -22.5, 'J11': -148.0, 'J12': 0, 'J13': -250.5, 'cluster3106249630_3106249631_J60_J61_#5more': -2.0}, {'J10': 1, 'J11': 2, 'J12': 0, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 1, 'J11': 3, 'J12': 0, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
50.0, {'J10': -38.0, 'J11': -178.0, 'J12': -14.5, 'J13': -360.5, 'cluster3106249630_3106249631_J60_J61_#5more': -13.0}, {'J10': 2, 'J11': 2, 'J12': 1, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 3, 'J11': 3, 'J12': 3, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
55.0, {'J10': -72.5, 'J11': -208.0, 'J12': -32.5, 'J13': -475.0, 'cluster3106249630_3106249631_J60_J61_#5more': -41.5}, {'J10': 2, 'J11': 2, 'J12': 2, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 4, 'J11': 3, 'J12': 4, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
60.0, {'J10': -14.5, 'J11': -241.0, 'J12': -49.5, 'J13': -595.0, 'cluster3106249630_3106249631_J60_J61_#5more': -81.5}, {'J10': 1, 'J11': 2, 'J12': 2, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 4, 'J12': 4, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
65.0, {'J10': -8.0, 'J11': -281.0, 'J12': -36.5, 'J13': -721.5, 'cluster3106249630_3106249631_J60_J61_#5more': -121.5}, {'J10': 2, 'J11': 2, 'J12': 2, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 4, 'J12': 4, 'J13': 15, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
70.0, {'J10': 0, 'J11': -321.0, 'J12': -66.5, 'J13': -878.5, 'cluster3106249630_3106249631_J60_J61_#5more': -161.5}, {'J10': 0, 'J11': 2, 'J12': 4, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 4, 'J12': 6, 'J13': 17, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
75.0, {'J10': 0, 'J11': -362.0, 'J12': -49.0, 'J13': -1059.5, 'cluster3106249630_3106249631_J60_J61_#5more': -204.0}, {'J10': 0, 'J11': 3, 'J12': 2, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 5, 'J12': 5, 'J13': 20, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
80.0, {'J10': 0, 'J11': -412.0, 'J12': -63.0, 'J13': -1262.5, 'cluster3106249630_3106249631_J60_J61_#5more': -254.0}, {'J10': 0, 'J11': 3, 'J12': 2, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 5, 'J12': 4, 'J13': 21, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
85.0, {'J10': -4.5, 'J11': -464.5, 'J12': -118.5, 'J13': -814.0, 'cluster3106249630_3106249631_J60_J61_#5more': -304.0}, {'J10': 1, 'J11': 4, 'J12': 5, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 6, 'J12': 10, 'J13': 15, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
90.0, {'J10': -3.0, 'J11': -524.5, 'J12': -177.5, 'J13': -909.5, 'cluster3106249630_3106249631_J60_J61_#5more': -354.0}, {'J10': 1, 'J11': 4, 'J12': 7, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 6, 'J12': 10, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
95.0, {'J10': 0, 'J11': -586.5, 'J12': -272.5, 'J13': -1050.0, 'cluster3106249630_3106249631_J60_J61_#5more': -404.5}, {'J10': 0, 'J11': 5, 'J12': 9, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 7, 'J12': 13, 'J13': 15, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
100.0, {'J10': 0, 'J11': -656.5, 'J12': -387.0, 'J13': -1203.0, 'cluster3106249630_3106249631_J60_J61_#5more': -464.5}, {'J10': 0, 'J11': 5, 'J12': 10, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 7, 'J12': 13, 'J13': 17, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
105.0, {'J10': -0.5, 'J11': -726.5, 'J12': -530.5, 'J13': -1380.0, 'cluster3106249630_3106249631_J60_J61_#5more': -524.5}, {'J10': 1, 'J11': 5, 'J12': 11, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 7, 'J12': 19, 'J13': 20, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
110.0, {'J10': 0, 'J11': -800.0, 'J12': -731.5, 'J13': -1586.0, 'cluster3106249630_3106249631_J60_J61_#5more': -584.5}, {'J10': 0, 'J11': 6, 'J12': 11, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 8, 'J12': 23, 'J13': 22, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
115.0, {'J10': 0, 'J11': -880.0, 'J12': -903.0, 'J13': -1811.5, 'cluster3106249630_3106249631_J60_J61_#5more': -644.5}, {'J10': 0, 'J11': 6, 'J12': 12, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 0, 'J11': 8, 'J12': 22, 'J13': 24, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
120.0, {'J10': -3.0, 'J11': -960.0, 'J12': -1024.0, 'J13': -2056.0, 'cluster3106249630_3106249631_J60_J61_#5more': -552.5}, {'J10': 1, 'J11': 6, 'J12': 12, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 8, 'J12': 19, 'J13': 25, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
