5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -2.0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -22.5}, {'J01': 3}, {'J01': 6}, 
20.0, {'J01': -51.5}, {'J01': 2}, {'J01': 6}, 
25.0, {'J01': -99.0}, {'J01': 3}, {'J01': 8}, 
30.0, {'J01': -192.0}, {'J01': 4}, {'J01': 12}, 
35.0, {'J01': -327.0}, {'J01': 5}, {'J01': 17}, 
40.0, {'J01': -512.0}, {'J01': 6}, {'J01': 23}, 
45.0, {'J01': -711.0}, {'J01': 8}, {'J01': 27}, 
50.0, {'J01': -984.5}, {'J01': 8}, {'J01': 31}, 
55.0, {'J01': -1295.5}, {'J01': 8}, {'J01': 32}, 
60.0, {'J01': -1616.0}, {'J01': 8}, {'J01': 33}, 
65.0, {'J01': -1953.5}, {'J01': 8}, {'J01': 36}, 
70.0, {'J01': -2010.0}, {'J01': 8}, {'J01': 29}, 
75.0, {'J01': -2186.5}, {'J01': 8}, {'J01': 30}, 
80.0, {'J01': -2336.0}, {'J01': 8}, {'J01': 31}, 
85.0, {'J01': -2657.0}, {'J01': 8}, {'J01': 34}, 
90.0, {'J01': -2791.5}, {'J01': 8}, {'J01': 31}, 
95.0, {'J01': -2891.5}, {'J01': 8}, {'J01': 29}, 
100.0, {'J01': -3188.0}, {'J01': 8}, {'J01': 31}, 
105.0, {'J01': -2930.0}, {'J01': 8}, {'J01': 30}, 
110.0, {'J01': -2851.5}, {'J01': 7}, {'J01': 29}, 
115.0, {'J01': -2313.5}, {'J01': 6}, {'J01': 23}, 
120.0, {'J01': -1882.5}, {'J01': 5}, {'J01': 20}, 
125.0, {'J01': -2103.0}, {'J01': 5}, {'J01': 27}, 
130.0, {'J01': -2281.5}, {'J01': 7}, {'J01': 29}, 
135.0, {'J01': -2448.0}, {'J01': 8}, {'J01': 31}, 
140.0, {'J01': -2760.5}, {'J01': 8}, {'J01': 33}, 
145.0, {'J01': -2844.5}, {'J01': 8}, {'J01': 34}, 
150.0, {'J01': -2182.0}, {'J01': 7}, {'J01': 26}, 
155.0, {'J01': -1837.0}, {'J01': 6}, {'J01': 23}, 
160.0, {'J01': -2056.0}, {'J01': 6}, {'J01': 28}, 
165.0, {'J01': -2244.0}, {'J01': 7}, {'J01': 27}, 
170.0, {'J01': -2415.0}, {'J01': 8}, {'J01': 27}, 
175.0, {'J01': -2420.5}, {'J01': 8}, {'J01': 30}, 
180.0, {'J01': -2532.0}, {'J01': 8}, {'J01': 32}, 
185.0, {'J01': -2536.0}, {'J01': 8}, {'J01': 30}, 
190.0, {'J01': -2840.0}, {'J01': 8}, {'J01': 32}, 
195.0, {'J01': -2999.0}, {'J01': 8}, {'J01': 32}, 
200.0, {'J01': -3112.0}, {'J01': 8}, {'J01': 33}, 
205.0, {'J01': -3279.5}, {'J01': 8}, {'J01': 32}, 
210.0, {'J01': -3603.5}, {'J01': 8}, {'J01': 34}, 
215.0, {'J01': -3954.0}, {'J01': 8}, {'J01': 38}, 
220.0, {'J01': -3266.0}, {'J01': 7}, {'J01': 33}, 
225.0, {'J01': -1518.5}, {'J01': 4}, {'J01': 20}, 
230.0, {'J01': -1483.5}, {'J01': 4}, {'J01': 19}, 
235.0, {'J01': -1023.5}, {'J01': 4}, {'J01': 14}, 
240.0, {'J01': -1014.0}, {'J01': 4}, {'J01': 15}, 
245.0, {'J01': -975.5}, {'J01': 4}, {'J01': 21}, 
250.0, {'J01': -1008.0}, {'J01': 7}, {'J01': 26}, 
255.0, {'J01': -976.0}, {'J01': 8}, {'J01': 29}, 
260.0, {'J01': -1246.5}, {'J01': 8}, {'J01': 28}, 
265.0, {'J01': -1484.0}, {'J01': 8}, {'J01': 31}, 
270.0, {'J01': -1520.5}, {'J01': 8}, {'J01': 32}, 
275.0, {'J01': -1827.0}, {'J01': 8}, {'J01': 34}, 
280.0, {'J01': -2153.0}, {'J01': 8}, {'J01': 36}, 
285.0, {'J01': -1786.5}, {'J01': 7}, {'J01': 28}, 
290.0, {'J01': -1489.0}, {'J01': 6}, {'J01': 25}, 
295.0, {'J01': -1361.0}, {'J01': 5}, {'J01': 21}, 
300.0, {'J01': -943.5}, {'J01': 4}, {'J01': 15}, 
305.0, {'J01': -1073.5}, {'J01': 4}, {'J01': 16}, 
310.0, {'J01': -1251.0}, {'J01': 4}, {'J01': 26}, 
