5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 1}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -5.199999999999999, 'top_mgr': 4}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -21.400000000000002, 'top_mgr': 0}, {'J01': 2}, {'J01': 6}, 
25.0, {'J01': -45.400000000000006, 'top_mgr': 0}, {'J01': 3}, {'J01': 10}, 
30.0, {'J01': -64.6, 'top_mgr': 1}, {'J01': 3}, {'J01': 11}, 
35.0, {'J01': -88.80000000000001, 'top_mgr': 2}, {'J01': 3}, {'J01': 13}, 
40.0, {'J01': -105.8, 'top_mgr': 3}, {'J01': 6}, {'J01': 16}, 
45.0, {'J01': -119.2, 'top_mgr': 6}, {'J01': 5}, {'J01': 16}, 
50.0, {'J01': -145.4, 'top_mgr': 2}, {'J01': 5}, {'J01': 23}, 
55.0, {'J01': -184.99999999999997, 'top_mgr': 2}, {'J01': 6}, {'J01': 28}, 
60.0, {'J01': -211.79999999999998, 'top_mgr': 5}, {'J01': 8}, {'J01': 32}, 
65.0, {'J01': -205.79999999999998, 'top_mgr': 10}, {'J01': 6}, {'J01': 27}, 
70.0, {'J01': -199.99999999999997, 'top_mgr': 8}, {'J01': 5}, {'J01': 22}, 
75.0, {'J01': -203.99999999999997, 'top_mgr': 4}, {'J01': 5}, {'J01': 27}, 
80.0, {'J01': -241.2, 'top_mgr': 4}, {'J01': 6}, {'J01': 31}, 
85.0, {'J01': -248.2, 'top_mgr': 7}, {'J01': 6}, {'J01': 26}, 
90.0, {'J01': -287.2, 'top_mgr': 1}, {'J01': 6}, {'J01': 29}, 
95.0, {'J01': -327.80000000000007, 'top_mgr': 1}, {'J01': 7}, {'J01': 33}, 
100.0, {'J01': -341.0, 'top_mgr': 3}, {'J01': 8}, {'J01': 35}, 
105.0, {'J01': -360.20000000000005, 'top_mgr': 3}, {'J01': 8}, {'J01': 35}, 
110.0, {'J01': -354.0, 'top_mgr': 3}, {'J01': 8}, {'J01': 36}, 
115.0, {'J01': -338.59999999999997, 'top_mgr': 3}, {'J01': 8}, {'J01': 38}, 
120.0, {'J01': -290.8, 'top_mgr': 6}, {'J01': 8}, {'J01': 36}, 
125.0, {'J01': -314.8, 'top_mgr': 4}, {'J01': 8}, {'J01': 38}, 
130.0, {'J01': -350.6, 'top_mgr': 1}, {'J01': 8}, {'J01': 41}, 
135.0, {'J01': -379.8, 'top_mgr': 4}, {'J01': 8}, {'J01': 39}, 
140.0, {'J01': -413.80000000000007, 'top_mgr': 3}, {'J01': 8}, {'J01': 41}, 
145.0, {'J01': -424.20000000000005, 'top_mgr': 6}, {'J01': 8}, {'J01': 38}, 
150.0, {'J01': -367.8, 'top_mgr': 9}, {'J01': 8}, {'J01': 32}, 
155.0, {'J01': -325.8, 'top_mgr': 9}, {'J01': 6}, {'J01': 24}, 
160.0, {'J01': -359.6, 'top_mgr': 4}, {'J01': 5}, {'J01': 29}, 
165.0, {'J01': -363.6, 'top_mgr': 2}, {'J01': 7}, {'J01': 33}, 
170.0, {'J01': -408.6, 'top_mgr': 1}, {'J01': 8}, {'J01': 42}, 
