episode,agent,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,ped_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,bike_queue_frac,ped_queue_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,FIXEDTIME,1767587.0,66346201.5,34499.5,172186.0,153789.0,0.0,-12613.66454,6017.28863,-100169.0,0.0,0.9736,0.0005,0.4718,0.0,0.0,0.0,0.0,1080,109.0
2,FIXEDTIME,1804018.5,66391023.5,34839.5,165953.0,147358.0,0.0,-12628.71148,5923.72961,-96785.5,0.0,0.973,0.0005,0.4703,0.0,0.0,0.0,0.0,1080,122.0
3,FIXEDTIME,2059246.0,61066295.5,32649.0,169270.0,149853.0,0.0,-11689.91509,6341.15996,-103142.5,0.0,0.9669,0.0005,0.4696,0.0,0.0,0.0,0.0,1080,115.7
4,FIXEDTIME,1709011.0,50680168.5,33416.0,164156.0,146116.0,0.0,-9701.69991,3947.47212,-80375.0,0.0,0.9668,0.0006,0.4709,0.0,0.0,0.0,0.0,1080,123.2
5,FIXEDTIME,1685663.0,104133854.0,35695.0,180407.0,162266.0,0.0,-19596.20685,12298.80165,-181847.0,0.0,0.9837,0.0003,0.4735,0.0,0.0,0.0,0.0,1080,119.8
6,FIXEDTIME,2153239.0,40227449.5,34488.5,161016.0,140858.0,0.0,-7848.27565,2533.89211,-48408.0,0.0,0.9484,0.0008,0.4666,0.0,0.0,0.0,0.0,1080,119.4
7,FIXEDTIME,1684014.0,65587923.0,36520.5,167176.0,149739.0,0.0,-12457.76611,6545.26239,-110076.5,0.0,0.9744,0.0005,0.4725,0.0,0.0,0.0,0.0,1080,111.9
8,FIXEDTIME,1574132.5,40744782.0,2759683.5,155090.0,137006.0,0.0,-7836.83602,2712.38134,-43886.5,0.0,0.9039,0.0612,0.469,0.0,0.0,0.0,0.0,1080,118.5
9,FIXEDTIME,1646216.5,72268185.5,32735.0,170574.0,152793.0,0.0,-13687.85222,7101.60303,-123551.0,0.0,0.9773,0.0004,0.4725,0.0,0.0,0.0,0.0,1080,116.4
10,FIXEDTIME,1924656.5,58862011.5,152328.0,168204.0,149262.0,0.0,-11256.79037,5048.65408,-91804.5,0.0,0.9659,0.0025,0.4702,0.0,0.0,0.0,0.0,1080,124.6
11,FIXEDTIME,2041173.0,62935600.0,54788.0,168473.0,149740.0,0.0,-12032.73574,5901.74075,-101066.5,0.0,0.9678,0.0008,0.4706,0.0,0.0,0.0,0.0,1080,117.5
12,FIXEDTIME,1639152.0,84869165.5,35978.0,174791.0,157082.0,0.0,-16020.0588,10406.81558,-164637.0,0.0,0.9806,0.0004,0.4733,0.0,0.0,0.0,0.0,1080,122.0
13,FIXEDTIME,2050250.0,66271980.0,33339.0,173746.0,154717.0,0.0,-12652.26481,5819.63295,-107311.0,0.0,0.9695,0.0005,0.471,0.0,0.0,0.0,0.0,1080,123.3
14,FIXEDTIME,1611020.5,69700692.0,34280.0,168966.0,151371.0,0.0,-13205.87269,5554.99961,-95504.0,0.0,0.9769,0.0005,0.4725,0.0,0.0,0.0,0.0,1080,125.0
15,FIXEDTIME,2240030.0,45940048.0,38600.5,167556.0,147347.0,0.0,-8922.23667,3012.22315,-62809.5,0.0,0.9527,0.0008,0.4679,0.0,0.0,0.0,0.0,1080,113.9
16,FIXEDTIME,2119193.0,50692440.5,34284.0,168373.0,148305.0,0.0,-9779.93213,4385.17345,-72720.0,0.0,0.9592,0.0006,0.4683,0.0,0.0,0.0,0.0,1080,120.5
17,FIXEDTIME,1842039.0,67890901.0,38043.0,171685.0,153497.0,0.0,-12913.50741,6387.62788,-105262.0,0.0,0.9731,0.0005,0.472,0.0,0.0,0.0,0.0,1080,120.3
18,FIXEDTIME,1890383.5,47244457.5,92727.5,163977.0,145443.0,0.0,-9099.04463,3757.34378,-72797.0,0.0,0.9597,0.0019,0.4701,0.0,0.0,0.0,0.0,1080,122.3
