5.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': 0, 'J11': -1.0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': -0.5, 'J11': -11.0, 'J12': -2.5, 'J13': -0.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': -15.0, 'J11': -21.0, 'J12': -13.0, 'J13': -17.0, 'cluster3106249630_3106249631_J60_J61_#5more': -2.5}, {'J10': 2, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 2, 'J11': 1, 'J12': 2, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
25.0, {'J10': -0.5, 'J11': 0, 'J12': -39.5, 'J13': -31.0, 'cluster3106249630_3106249631_J60_J61_#5more': -17.0}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 0, 'J12': 5, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
30.0, {'J10': -10.5, 'J11': 0, 'J12': -94.0, 'J13': -82.5, 'cluster3106249630_3106249631_J60_J61_#5more': -66.0}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 0, 'J12': 6, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
35.0, {'J10': -2.5, 'J11': 0, 'J12': -157.0, 'J13': -51.5, 'cluster3106249630_3106249631_J60_J61_#5more': -89.5}, {'J10': 2, 'J11': 0, 'J12': 3, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 0, 'J12': 7, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
40.0, {'J10': -24.5, 'J11': 0, 'J12': -228.5, 'J13': -34.0, 'cluster3106249630_3106249631_J60_J61_#5more': -141.5}, {'J10': 2, 'J11': 0, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 3, 'J11': 0, 'J12': 8, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
45.0, {'J10': -3.0, 'J11': 0, 'J12': -169.0, 'J13': -57.5, 'cluster3106249630_3106249631_J60_J61_#5more': -116.5}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 0, 'J12': 7, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
50.0, {'J10': -20.0, 'J11': 0, 'J12': -105.0, 'J13': -87.5, 'cluster3106249630_3106249631_J60_J61_#5more': -25.5}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 3, 'J11': 0, 'J12': 5, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
55.0, {'J10': -13.0, 'J11': -0.5, 'J12': -77.5, 'J13': -78.0, 'cluster3106249630_3106249631_J60_J61_#5more': -30.5}, {'J10': 1, 'J11': 1, 'J12': 3, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 2, 'J11': 1, 'J12': 8, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
60.0, {'J10': -11.0, 'J11': -14.0, 'J12': -139.0, 'J13': -112.0, 'cluster3106249630_3106249631_J60_J61_#5more': -88.5}, {'J10': 1, 'J11': 2, 'J12': 3, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 2, 'J12': 8, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, 
65.0, {'J10': -2.0, 'J11': -34.0, 'J12': -190.0, 'J13': -69.5, 'cluster3106249630_3106249631_J60_J61_#5more': -149.0}, {'J10': 1, 'J11': 2, 'J12': 4, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 2, 'J12': 11, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 11}, 
70.0, {'J10': -12.0, 'J11': -1.5, 'J12': -167.5, 'J13': -46.0, 'cluster3106249630_3106249631_J60_J61_#5more': -284.5}, {'J10': 1, 'J11': 1, 'J12': 5, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 1, 'J11': 1, 'J12': 10, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 20}, 
