5.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': 0, 'J11': -0.5, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': -1.5, 'J11': -10.5, 'J12': -3.0, 'J13': -0.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 2, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 2, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': -21.5, 'J11': -20.5, 'J12': -14.0, 'J13': -13.5, 'cluster3106249630_3106249631_J60_J61_#5more': -2.0}, {'J10': 2, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 2, 'J11': 1, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
25.0, {'J10': 0, 'J11': 0, 'J12': -42.5, 'J13': -20.5, 'cluster3106249630_3106249631_J60_J61_#5more': -17.0}, {'J10': 0, 'J11': 0, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 0, 'J12': 6, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
30.0, {'J10': 0, 'J11': 0, 'J12': -102.5, 'J13': -67.0, 'cluster3106249630_3106249631_J60_J61_#5more': -66.5}, {'J10': 0, 'J11': 0, 'J12': 2, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 0, 'J12': 6, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, 
35.0, {'J10': -2.5, 'J11': 0, 'J12': -167.0, 'J13': -54.0, 'cluster3106249630_3106249631_J60_J61_#5more': -103.0}, {'J10': 1, 'J11': 0, 'J12': 3, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 0, 'J12': 7, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
40.0, {'J10': -14.5, 'J11': 0, 'J12': -237.0, 'J13': -33.5, 'cluster3106249630_3106249631_J60_J61_#5more': -186.0}, {'J10': 2, 'J11': 0, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 2, 'J11': 0, 'J12': 7, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
45.0, {'J10': -3.0, 'J11': 0, 'J12': -112.5, 'J13': -57.5, 'cluster3106249630_3106249631_J60_J61_#5more': -151.0}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 0, 'J12': 4, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, 
50.0, {'J10': -18.5, 'J11': 0, 'J12': -70.0, 'J13': -87.5, 'cluster3106249630_3106249631_J60_J61_#5more': -49.0}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 3, 'J11': 0, 'J12': 4, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
55.0, {'J10': -15.0, 'J11': -2.5, 'J12': -40.0, 'J13': -78.5, 'cluster3106249630_3106249631_J60_J61_#5more': -68.5}, {'J10': 1, 'J11': 1, 'J12': 3, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 3, 'J11': 1, 'J12': 6, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
60.0, {'J10': -23.5, 'J11': -14.5, 'J12': -112.0, 'J13': -113.0, 'cluster3106249630_3106249631_J60_J61_#5more': -102.5}, {'J10': 1, 'J11': 2, 'J12': 4, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 2, 'J12': 10, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 11}, 
65.0, {'J10': -23.0, 'J11': -35.5, 'J12': -161.0, 'J13': -82.0, 'cluster3106249630_3106249631_J60_J61_#5more': -183.5}, {'J10': 1, 'J11': 3, 'J12': 4, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 3, 'J12': 10, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, 
70.0, {'J10': 0, 'J11': -11.5, 'J12': -142.5, 'J13': -43.5, 'cluster3106249630_3106249631_J60_J61_#5more': -324.0}, {'J10': 0, 'J11': 2, 'J12': 4, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 0, 'J11': 2, 'J12': 9, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 20}, 
75.0, {'J10': 0, 'J11': -33.0, 'J12': -200.0, 'J13': -48.5, 'cluster3106249630_3106249631_J60_J61_#5more': -485.0}, {'J10': 0, 'J11': 2, 'J12': 4, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, {'J10': 0, 'J11': 3, 'J12': 12, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 25}, 
80.0, {'J10': -4.5, 'J11': -12.0, 'J12': -325.0, 'J13': -83.5, 'cluster3106249630_3106249631_J60_J61_#5more': -747.0}, {'J10': 1, 'J11': 2, 'J12': 5, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, {'J10': 1, 'J11': 2, 'J12': 14, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 29}, 
