episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
39,2439024.0,3482100.0,6399.5,41627.0,16419.0,-0.11251,1.72229,-3.0,3.0,0.5874,0.0011,0.0857,-2.43015,0.405957,1080,103.6
40,3077900.5,947593.0,6479.0,33704.0,8623.0,-0.10239,1.66698,-3.0,3.0,0.235,0.0016,0.0619,-2.1834,0.371403,1080,159.6
41,2849563.5,1182714.5,5668.5,34752.0,9152.0,-0.07405,1.63496,-3.0,3.0,0.2929,0.0014,0.05,-2.73416,0.392056,1080,113.6
42,2943476.5,1913793.5,5674.5,37491.0,12610.0,-0.05827,1.62036,-3.0,3.0,0.3935,0.0012,0.05,-2.79646,0.386432,1080,112.5
43,3423724.0,2679364.5,6500.5,39346.0,13642.0,-0.12142,1.73185,-3.0,3.0,0.4386,0.0011,0.05,-2.42722,0.360882,1080,111.0
44,2716391.5,2574724.5,5818.5,38120.0,12964.0,-0.09813,1.67034,-3.0,3.0,0.4861,0.0011,0.05,-2.52977,0.341758,1080,113.4
45,2506306.0,3049650.5,6315.5,41571.0,15343.0,-0.11211,1.70258,-3.0,3.0,0.5483,0.0011,0.05,-2.5558,0.350898,1080,110.5
46,2699436.5,5111829.0,7103.0,45705.0,19636.0,-0.12519,1.75403,-3.0,3.0,0.6538,0.0009,0.05,-2.20018,0.33801,1080,191.7
47,2747557.0,2648319.0,6643.5,39522.0,13907.0,-0.11657,1.65208,-3.0,3.0,0.4902,0.0012,0.05,-2.21979,0.339784,1080,104.8
48,2428555.0,2307715.0,6012.0,38440.0,13420.0,-0.10639,1.69919,-3.0,3.0,0.4866,0.0013,0.05,-2.41874,0.331871,1080,118.8
49,2910861.5,3559145.0,7047.5,42022.0,16582.0,-0.12645,1.70957,-3.0,3.0,0.5495,0.0011,0.05,-2.51403,0.32317,1080,160.4
50,2718975.0,3228634.0,6474.0,40096.0,14507.0,-0.12674,1.72299,-3.0,3.0,0.5423,0.0011,0.05,-2.65832,0.347797,1080,123.8
51,2834548.0,1182876.5,5581.5,33456.0,8925.0,-0.08034,1.60803,-3.0,3.0,0.294,0.0014,0.05,-2.77147,0.350123,1080,109.7
52,2856195.5,2457434.0,5633.0,38693.0,13533.0,-0.08053,1.64095,-3.0,3.0,0.462,0.0011,0.05,-2.43688,0.329002,1080,111.4
53,2452344.5,1319616.0,6094.0,35348.0,10172.0,-0.10377,1.64762,-3.0,3.0,0.3493,0.0016,0.05,-2.54756,0.335893,1080,160.6
54,2167668.5,2465662.0,5679.5,37696.0,13190.0,-0.09914,1.64671,-3.0,3.0,0.5315,0.0012,0.05,-2.42056,0.334011,1080,110.1
55,2285136.0,971634.5,5598.5,32643.0,8083.0,-0.08257,1.59627,-3.0,3.0,0.2978,0.0017,0.05,-2.6325,0.329077,1080,103.5
56,2850942.0,1470044.0,6126.5,36446.0,10769.0,-0.07768,1.67206,-3.0,3.0,0.3397,0.0014,0.05,-2.54635,0.338685,1080,112.0
57,2720452.0,2015545.0,5280.0,35616.0,11471.0,-0.08324,1.61607,-3.0,3.0,0.4251,0.0011,0.05,-2.26589,0.302401,1080,98.6
58,2803961.5,2808907.0,5784.5,39672.0,14498.0,-0.08852,1.65271,-3.0,3.0,0.4999,0.001,0.05,-1.95911,0.307215,1080,83.6
59,2610661.0,1940116.5,6340.0,37199.0,12165.0,-0.08782,1.67446,-3.0,3.0,0.4257,0.0014,0.05,-2.00842,0.306073,1080,83.1
60,2430071.0,2314018.5,6588.0,38644.0,13897.0,-0.12055,1.66234,-3.0,3.0,0.4871,0.0014,0.05,-1.89355,0.297066,1080,82.0
61,2590385.0,1616097.5,5956.5,34629.0,10886.0,-0.07848,1.63808,-3.0,3.0,0.3836,0.0014,0.05,-1.83814,0.291446,1080,81.8
62,2161958.0,1643013.0,6251.5,36501.0,11859.0,-0.09574,1.67236,-3.0,3.0,0.4311,0.0016,0.05,-1.78713,0.284269,1080,81.5
63,2304431.0,1998241.5,6331.0,36422.0,11954.0,-0.0892,1.67185,-3.0,3.0,0.4637,0.0015,0.05,-1.76123,0.289049,1080,82.8
64,2605285.0,946446.0,5655.0,33589.0,7580.0,-0.06613,1.62936,-3.0,3.0,0.2661,0.0016,0.05,-1.68411,0.290634,1080,82.4
65,2953851.0,1907014.5,283821.5,36022.0,11443.0,-0.30465,1.79141,-3.0,3.0,0.3707,0.0552,0.05,-0.95238,0.323247,1080,83.8
66,2691504.0,2991740.5,7378.5,40671.0,15140.0,-0.12345,1.68341,-3.0,3.0,0.5257,0.0013,0.05,-0.63965,0.396255,1080,84.6
67,2449372.0,2576713.0,6346.0,38572.0,13901.0,-0.11531,1.6691,-3.0,3.0,0.512,0.0013,0.05,-1.08459,0.335428,1080,82.1
68,2242480.5,2900636.5,6548.5,40549.0,15004.0,-0.1337,1.67916,-3.0,3.0,0.5633,0.0013,0.05,-1.71157,0.324494,1080,84.5
69,2186569.5,3161955.5,6472.5,40786.0,15919.0,-0.10335,1.6903,-3.0,3.0,0.5905,0.0012,0.05,-2.13857,0.315003,1080,83.3
70,2246726.5,764609.5,6838.5,32326.0,7953.0,-0.09654,1.68443,-3.0,3.0,0.2533,0.0023,0.05,-2.06243,0.319647,1080,81.7
71,2341655.0,3754020.5,6304.0,41487.0,16558.0,-0.09915,1.67872,-3.0,3.0,0.6152,0.001,0.05,-2.16649,0.311168,1080,87.0
72,2657739.5,5982736.5,6279.5,46459.0,21474.0,-0.11846,1.73946,-3.0,3.0,0.6919,0.0007,0.05,-1.68963,0.317656,1080,87.6
73,2274427.0,2042622.5,6380.0,37880.0,12947.0,-0.07748,1.71488,-3.0,3.0,0.4725,0.0015,0.05,-2.17019,0.323331,1080,84.1
74,3022499.5,3855776.5,6469.5,41247.0,17354.0,-0.0729,1.7183,-3.0,3.0,0.56,0.0009,0.05,-2.1744,0.330208,1080,97.1
75,2596874.5,1850586.0,5967.0,35843.0,10824.0,-0.0741,1.63274,-3.0,3.0,0.4155,0.0013,0.05,-2.30578,0.321174,1080,117.8
76,2523189.5,1084896.0,5714.5,31910.0,8292.0,-0.0712,1.64149,-3.0,3.0,0.3002,0.0016,0.05,-2.32925,0.320662,1080,150.1
77,2423483.5,1685453.5,13907.5,34862.0,10680.0,-0.13322,1.70372,-3.0,3.0,0.4088,0.0034,0.05,-2.23182,0.311731,1080,121.8
78,2188516.0,1406903.5,6961.5,35105.0,10804.0,-0.07722,1.71424,-3.0,3.0,0.3905,0.0019,0.05,-2.15286,0.29181,1080,103.2
79,3322818.5,1335299.0,5633.5,35347.0,9884.0,-0.08554,1.63514,-3.0,3.0,0.2863,0.0012,0.05,-1.78916,0.294327,1080,109.3
80,3115882.5,4308323.0,12606.5,44275.0,17854.0,-0.20654,1.70459,-3.0,3.0,0.5793,0.0017,0.05,-1.82902,0.299509,1080,109.9
81,2535237.0,1990160.0,6555.5,38031.0,12627.0,-0.09092,1.69152,-3.0,3.0,0.4391,0.0014,0.05,-1.60869,0.29673,1080,105.4
82,2609139.0,887369.5,5135.0,32489.0,8089.0,-0.05461,1.56867,-3.0,3.0,0.2534,0.0015,0.05,-1.59088,0.285708,1080,94.9
