5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.5)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-12.5)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-20.0)}, {'J8': 1}, {'J8': 2}, 
30.0, {'J8': np.float32(-20.0)}, {'J8': 1}, {'J8': 2}, 
35.0, {'J8': np.float32(-26.0)}, {'J8': 3}, {'J8': 4}, 
40.0, {'J8': np.float32(-42.5)}, {'J8': 4}, {'J8': 5}, 
45.0, {'J8': np.float32(-50.5)}, {'J8': 5}, {'J8': 6}, 
50.0, {'J8': np.float32(-63.0)}, {'J8': 6}, {'J8': 7}, 
55.0, {'J8': np.float32(0.0)}, {'J8': 6}, {'J8': 7}, 
60.0, {'J8': np.float32(73.0)}, {'J8': 3}, {'J8': 6}, 
65.0, {'J8': np.float32(8.0)}, {'J8': 4}, {'J8': 6}, 
70.0, {'J8': np.float32(-34.5)}, {'J8': 4}, {'J8': 7}, 
75.0, {'J8': np.float32(-75.0)}, {'J8': 4}, {'J8': 9}, 
80.0, {'J8': np.float32(-58.5)}, {'J8': 4}, {'J8': 9}, 
85.0, {'J8': np.float32(6.5)}, {'J8': 4}, {'J8': 7}, 
90.0, {'J8': np.float32(-39.0)}, {'J8': 4}, {'J8': 7}, 
95.0, {'J8': np.float32(-26.5)}, {'J8': 4}, {'J8': 6}, 
100.0, {'J8': np.float32(-63.0)}, {'J8': 4}, {'J8': 7}, 
105.0, {'J8': np.float32(-75.5)}, {'J8': 5}, {'J8': 9}, 
110.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
115.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
120.0, {'J8': np.float32(-29.5)}, {'J8': 5}, {'J8': 8}, 
125.0, {'J8': np.float32(75.0)}, {'J8': 5}, {'J8': 5}, 
130.0, {'J8': np.float32(-52.5)}, {'J8': 5}, {'J8': 6}, 
135.0, {'J8': np.float32(-64.0)}, {'J8': 5}, {'J8': 7}, 
140.0, {'J8': np.float32(-73.5)}, {'J8': 5}, {'J8': 8}, 
145.0, {'J8': np.float32(-84.5)}, {'J8': 5}, {'J8': 9}, 
150.0, {'J8': np.float32(-91.0)}, {'J8': 5}, {'J8': 10}, 
155.0, {'J8': np.float32(-51.5)}, {'J8': 5}, {'J8': 10}, 
160.0, {'J8': np.float32(32.0)}, {'J8': 5}, {'J8': 7}, 
165.0, {'J8': np.float32(-41.5)}, {'J8': 5}, {'J8': 7}, 
170.0, {'J8': np.float32(-37.5)}, {'J8': 5}, {'J8': 7}, 
175.0, {'J8': np.float32(-72.0)}, {'J8': 5}, {'J8': 8}, 
180.0, {'J8': np.float32(-80.0)}, {'J8': 5}, {'J8': 8}, 
185.0, {'J8': np.float32(-84.5)}, {'J8': 5}, {'J8': 9}, 
190.0, {'J8': np.float32(-37.5)}, {'J8': 5}, {'J8': 8}, 
195.0, {'J8': np.float32(38.0)}, {'J8': 5}, {'J8': 5}, 
200.0, {'J8': np.float32(-55.5)}, {'J8': 5}, {'J8': 7}, 
205.0, {'J8': np.float32(-70.0)}, {'J8': 5}, {'J8': 7}, 
210.0, {'J8': np.float32(-75.5)}, {'J8': 5}, {'J8': 9}, 
215.0, {'J8': np.float32(-92.0)}, {'J8': 5}, {'J8': 10}, 
220.0, {'J8': np.float32(-60.5)}, {'J8': 5}, {'J8': 11}, 
225.0, {'J8': np.float32(-46.5)}, {'J8': 5}, {'J8': 9}, 
230.0, {'J8': np.float32(-47.5)}, {'J8': 5}, {'J8': 9}, 
235.0, {'J8': np.float32(34.0)}, {'J8': 5}, {'J8': 7}, 
240.0, {'J8': np.float32(-75.0)}, {'J8': 5}, {'J8': 8}, 
245.0, {'J8': np.float32(-81.0)}, {'J8': 5}, {'J8': 9}, 
250.0, {'J8': np.float32(-50.0)}, {'J8': 5}, {'J8': 9}, 
255.0, {'J8': np.float32(5.0)}, {'J8': 5}, {'J8': 8}, 
260.0, {'J8': np.float32(-81.0)}, {'J8': 5}, {'J8': 9}, 
265.0, {'J8': np.float32(-98.0)}, {'J8': 5}, {'J8': 12}, 
270.0, {'J8': np.float32(-125.0)}, {'J8': 5}, {'J8': 14}, 
275.0, {'J8': np.float32(-141.0)}, {'J8': 6}, {'J8': 15}, 
280.0, {'J8': np.float32(-89.0)}, {'J8': 6}, {'J8': 15}, 
285.0, {'J8': np.float32(17.5)}, {'J8': 5}, {'J8': 12}, 
290.0, {'J8': np.float32(-18.0)}, {'J8': 5}, {'J8': 10}, 
295.0, {'J8': np.float32(77.0)}, {'J8': 5}, {'J8': 8}, 
300.0, {'J8': np.float32(-30.0)}, {'J8': 5}, {'J8': 8}, 
305.0, {'J8': np.float32(-32.5)}, {'J8': 5}, {'J8': 9}, 
310.0, {'J8': np.float32(-99.0)}, {'J8': 5}, {'J8': 12}, 
315.0, {'J8': np.float32(-79.5)}, {'J8': 5}, {'J8': 11}, 
320.0, {'J8': np.float32(-65.0)}, {'J8': 5}, {'J8': 9}, 
325.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
330.0, {'J8': np.float32(-30.0)}, {'J8': 5}, {'J8': 9}, 
335.0, {'J8': np.float32(84.0)}, {'J8': 5}, {'J8': 8}, 
340.0, {'J8': np.float32(-37.0)}, {'J8': 5}, {'J8': 6}, 
345.0, {'J8': np.float32(-63.0)}, {'J8': 5}, {'J8': 8}, 
350.0, {'J8': np.float32(-84.5)}, {'J8': 5}, {'J8': 9}, 
355.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
360.0, {'J8': np.float32(-49.0)}, {'J8': 5}, {'J8': 8}, 
365.0, {'J8': np.float32(37.5)}, {'J8': 5}, {'J8': 5}, 
370.0, {'J8': np.float32(-54.5)}, {'J8': 5}, {'J8': 7}, 
375.0, {'J8': np.float32(-79.5)}, {'J8': 5}, {'J8': 11}, 
380.0, {'J8': np.float32(-116.0)}, {'J8': 5}, {'J8': 13}, 
385.0, {'J8': np.float32(-130.0)}, {'J8': 5}, {'J8': 13}, 
390.0, {'J8': np.float32(-135.0)}, {'J8': 6}, {'J8': 15}, 
395.0, {'J8': np.float32(-53.0)}, {'J8': 5}, {'J8': 14}, 
400.0, {'J8': np.float32(-140.0)}, {'J8': 5}, {'J8': 14}, 
405.0, {'J8': np.float32(-78.0)}, {'J8': 5}, {'J8': 13}, 
410.0, {'J8': np.float32(17.5)}, {'J8': 5}, {'J8': 10}, 
415.0, {'J8': np.float32(31.0)}, {'J8': 5}, {'J8': 9}, 
420.0, {'J8': np.float32(175.0)}, {'J8': 5}, {'J8': 7}, 
425.0, {'J8': np.float32(-50.0)}, {'J8': 5}, {'J8': 7}, 
430.0, {'J8': np.float32(-52.0)}, {'J8': 5}, {'J8': 8}, 
435.0, {'J8': np.float32(-84.0)}, {'J8': 5}, {'J8': 9}, 
440.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
445.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
450.0, {'J8': np.float32(2.5)}, {'J8': 5}, {'J8': 8}, 
455.0, {'J8': np.float32(-69.0)}, {'J8': 5}, {'J8': 7}, 
460.0, {'J8': np.float32(-10.0)}, {'J8': 5}, {'J8': 7}, 
465.0, {'J8': np.float32(-6.0)}, {'J8': 5}, {'J8': 6}, 
470.0, {'J8': np.float32(-40.0)}, {'J8': 5}, {'J8': 6}, 
475.0, {'J8': np.float32(-67.0)}, {'J8': 5}, {'J8': 9}, 
480.0, {'J8': np.float32(-82.0)}, {'J8': 5}, {'J8': 9}, 
485.0, {'J8': np.float32(-92.0)}, {'J8': 5}, {'J8': 10}, 
490.0, {'J8': np.float32(-88.0)}, {'J8': 5}, {'J8': 9}, 
495.0, {'J8': np.float32(-40.5)}, {'J8': 5}, {'J8': 9}, 
500.0, {'J8': np.float32(59.0)}, {'J8': 5}, {'J8': 6}, 
505.0, {'J8': np.float32(-64.5)}, {'J8': 5}, {'J8': 9}, 
510.0, {'J8': np.float32(-95.0)}, {'J8': 5}, {'J8': 12}, 
515.0, {'J8': np.float32(-124.0)}, {'J8': 5}, {'J8': 13}, 
520.0, {'J8': np.float32(-78.5)}, {'J8': 5}, {'J8': 12}, 
525.0, {'J8': np.float32(-5.5)}, {'J8': 5}, {'J8': 9}, 
530.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
535.0, {'J8': np.float32(-30.0)}, {'J8': 5}, {'J8': 9}, 
540.0, {'J8': np.float32(85.0)}, {'J8': 5}, {'J8': 8}, 
545.0, {'J8': np.float32(-37.0)}, {'J8': 5}, {'J8': 6}, 
550.0, {'J8': np.float32(-63.0)}, {'J8': 5}, {'J8': 8}, 
555.0, {'J8': np.float32(-84.0)}, {'J8': 5}, {'J8': 9}, 
560.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
565.0, {'J8': np.float32(-49.0)}, {'J8': 5}, {'J8': 8}, 
570.0, {'J8': np.float32(37.0)}, {'J8': 5}, {'J8': 5}, 
575.0, {'J8': np.float32(-53.0)}, {'J8': 5}, {'J8': 6}, 
580.0, {'J8': np.float32(-68.0)}, {'J8': 5}, {'J8': 9}, 
585.0, {'J8': np.float32(-81.0)}, {'J8': 5}, {'J8': 9}, 
590.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
595.0, {'J8': np.float32(-47.0)}, {'J8': 5}, {'J8': 8}, 
600.0, {'J8': np.float32(38.0)}, {'J8': 5}, {'J8': 6}, 
605.0, {'J8': np.float32(-64.0)}, {'J8': 5}, {'J8': 7}, 
610.0, {'J8': np.float32(-70.0)}, {'J8': 5}, {'J8': 7}, 
615.0, {'J8': np.float32(-75.0)}, {'J8': 5}, {'J8': 9}, 
620.0, {'J8': np.float32(-90.0)}, {'J8': 5}, {'J8': 9}, 
625.0, {'J8': np.float32(-39.0)}, {'J8': 5}, {'J8': 8}, 
630.0, {'J8': np.float32(34.0)}, {'J8': 5}, {'J8': 6}, 
635.0, {'J8': np.float32(-46.5)}, {'J8': 5}, {'J8': 6}, 
640.0, {'J8': np.float32(-51.5)}, {'J8': 5}, {'J8': 6}, 
645.0, {'J8': np.float32(-49.5)}, {'J8': 5}, {'J8': 6}, 
650.0, {'J8': np.float32(-49.0)}, {'J8': 5}, {'J8': 6}, 
655.0, {'J8': np.float32(-60.0)}, {'J8': 5}, {'J8': 6}, 
660.0, {'J8': np.float32(-60.5)}, {'J8': 5}, {'J8': 7}, 
665.0, {'J8': np.float32(-75.0)}, {'J8': 5}, {'J8': 9}, 
670.0, {'J8': np.float32(-92.5)}, {'J8': 5}, {'J8': 10}, 
675.0, {'J8': np.float32(-51.0)}, {'J8': 5}, {'J8': 10}, 
680.0, {'J8': np.float32(5.5)}, {'J8': 5}, {'J8': 7}, 
685.0, {'J8': np.float32(-20.0)}, {'J8': 5}, {'J8': 7}, 
690.0, {'J8': np.float32(-74.5)}, {'J8': 5}, {'J8': 8}, 
695.0, {'J8': np.float32(-80.0)}, {'J8': 5}, {'J8': 8}, 
700.0, {'J8': np.float32(-83.5)}, {'J8': 5}, {'J8': 9}, 
705.0, {'J8': np.float32(-46.5)}, {'J8': 5}, {'J8': 8}, 
710.0, {'J8': np.float32(37.5)}, {'J8': 5}, {'J8': 6}, 
715.0, {'J8': np.float32(-49.5)}, {'J8': 5}, {'J8': 6}, 
720.0, {'J8': np.float32(-64.5)}, {'J8': 5}, {'J8': 8}, 
725.0, {'J8': np.float32(-58.5)}, {'J8': 5}, {'J8': 7}, 
730.0, {'J8': np.float32(-25.5)}, {'J8': 5}, {'J8': 5}, 
735.0, {'J8': np.float32(-54.0)}, {'J8': 5}, {'J8': 6}, 
