episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
39,80914906.5,192529804.0,3408086.0,92473.0,65832.0,-0.53142,1.12063,-1.80698,3.0,0.6954,0.0123,nan,1941426.53594,118737.188679,720,38.0
40,69543749.5,191352058.0,3616175.0,86042.0,64078.0,-0.50856,1.12051,-1.70826,3.0,0.7234,0.0137,nan,2677809.15747,157715.133517,720,37.5
41,71740547.0,206682831.5,4417521.0,91257.0,68462.0,-0.48651,1.23673,-1.85533,3.0,0.7307,0.0156,nan,3717951.57535,201229.670541,720,37.8
42,66625313.0,199051715.0,3902358.0,90179.0,68652.0,-0.4777,1.26594,-2.12115,3.0,0.7384,0.0145,nan,4935349.57708,256802.14566,720,36.5
43,64291085.0,154169713.0,3735246.0,85511.0,63946.0,-0.48701,1.23874,-2.50406,3.0,0.6938,0.0168,nan,6947983.27153,316995.081025,720,31.8
44,64419961.5,163928852.0,2848893.0,83662.0,63114.0,-0.42745,1.1146,-2.01088,3.0,0.709,0.0123,nan,9789258.64167,422158.605213,720,32.4
45,72970545.5,205726321.5,5396130.5,94445.0,71088.0,-0.56801,1.41093,-2.51494,3.0,0.7242,0.019,nan,12988434.76111,545413.526678,720,38.5
46,72652491.5,212750337.5,4738662.0,93883.0,70434.0,-0.54795,1.24132,-2.41107,3.0,0.7333,0.0163,nan,15216397.67639,577082.19565,720,39.2
47,72368823.5,212148935.5,4988896.0,95380.0,72074.0,-0.58744,1.30509,-2.1207,3.0,0.7328,0.0172,nan,17385281.22361,635871.030002,720,38.4
48,70607322.5,209249427.5,5536722.5,95784.0,72572.0,-0.59585,1.40147,-2.55711,3.0,0.7332,0.0194,nan,20336033.32778,720011.51018,720,37.9
49,71178214.0,209321351.5,4746546.0,91827.0,69306.0,-0.48313,1.30937,-2.09656,3.0,0.7338,0.0166,nan,23214761.70556,805383.030148,720,38.1
50,73069746.5,212170097.0,4856123.5,94441.0,71268.0,-0.51347,1.2759,-2.32833,3.0,0.7314,0.0167,nan,26613431.18333,889969.426507,720,37.8
51,72544165.5,210182215.0,5098861.0,95022.0,71831.0,-0.53799,1.33397,-2.4344,3.0,0.7302,0.0177,nan,30026673.64167,961494.129319,720,38.0
52,66503097.0,196130434.0,5406842.0,93743.0,70677.0,-0.57032,1.4037,-2.92245,3.0,0.7317,0.0202,nan,34374604.525,1068568.974753,720,38.9
53,71670067.0,210696549.0,5275059.0,94639.0,71363.0,-0.55235,1.38066,-2.45072,3.0,0.7325,0.0183,nan,37903322.18889,1121638.764412,720,38.1
54,69065688.0,207830301.0,4828781.5,92785.0,70252.0,-0.49874,1.27413,-2.12077,3.0,0.7377,0.0171,nan,41085899.82222,1220574.382798,720,36.9
55,73169790.0,199779953.0,4709722.5,91432.0,68161.0,-0.50447,1.29687,-1.93386,3.0,0.7195,0.017,nan,44686499.12778,1280578.147604,720,38.2
56,52390313.0,180847265.5,4519409.5,86947.0,65564.0,-0.47606,1.26932,-2.40642,3.0,0.7606,0.019,nan,48637557.39444,1323343.33299,720,35.8
57,51151139.0,189963376.0,4473724.5,84201.0,65553.0,-0.43408,1.2731,-1.74069,3.0,0.7735,0.0182,nan,51377482.18333,1334248.61077,720,37.1
58,52639598.5,193423616.5,4140162.5,84614.0,66170.0,-0.44629,1.19769,-1.69079,3.0,0.7731,0.0165,nan,52578761.43889,1358848.879484,720,36.8
59,62077423.0,202431196.0,5165147.0,93554.0,70482.0,-0.56482,1.3404,-2.47346,3.0,0.7507,0.0192,nan,54361806.48333,1412572.900665,720,39.7
60,50086562.0,202785804.5,5285530.5,88353.0,70431.0,-0.55644,1.31632,-2.51357,3.0,0.7855,0.0205,nan,57612891.73333,1456364.667226,720,38.9
61,57722346.0,175869658.0,3993040.0,95795.0,71777.0,-0.74669,1.25012,-2.55007,3.0,0.7402,0.0168,nan,61267393.40556,1515158.772363,720,40.3
62,58798306.0,177531849.0,3929250.5,96056.0,72014.0,-0.74289,1.23361,-2.59499,3.0,0.7389,0.0164,nan,64472467.26111,1527851.503315,720,39.1
63,54736325.0,172957406.5,4626741.0,95402.0,71408.0,-0.74912,1.33355,-2.73643,3.0,0.7445,0.0199,nan,67945950.04444,1565215.010559,720,40.5
64,43953226.0,165716718.5,5432097.5,92746.0,70927.0,-0.75903,1.4075,-3.0,3.0,0.7704,0.0253,nan,71858197.4,1551744.753042,720,36.1
65,39296028.0,161139237.5,8599173.5,93797.0,71866.0,-0.91193,1.71789,-3.0,3.0,0.7709,0.0411,nan,75861688.58889,1664344.255648,720,35.5
66,41928624.0,175647534.5,10219477.5,88030.0,66193.0,-0.83246,1.87717,-3.0,3.0,0.7711,0.0449,nan,81202409.77778,1788974.772965,720,36.3
67,40600348.0,171974132.5,10614285.5,87454.0,65287.0,-0.88269,1.8607,-3.0,3.0,0.7705,0.0476,nan,89411020.97778,1949559.257402,720,35.6
68,35355417.0,172586006.0,7728156.5,92645.0,70150.0,-0.74546,1.64531,-3.0,3.0,0.8002,0.0358,nan,97989648.94444,1954395.591925,720,36.4
69,38666357.0,177278430.5,9676016.5,89539.0,67489.0,-0.71379,1.93952,-3.0,3.0,0.7857,0.0429,nan,103095522.93333,2133060.630335,720,35.2
70,32698501.0,173181485.5,8105419.0,91517.0,68467.0,-0.70251,1.7413,-3.0,3.0,0.8093,0.0379,nan,109531714.31111,2185647.044755,720,37.1
71,39636479.0,178486866.5,10681208.5,90641.0,68331.0,-0.79078,1.93826,-3.0,3.0,0.7801,0.0467,nan,113818928.83333,2346160.457983,720,36.2
72,76952587.5,192043399.0,10460498.5,93971.0,71685.0,-0.90432,1.79466,-3.0,3.0,0.6872,0.0374,nan,118989460.66667,2369973.985568,720,35.5
73,69114186.5,185060843.5,4943323.0,86672.0,65452.0,-0.51752,1.32095,-2.64334,3.0,0.7142,0.0191,nan,123514286.31111,2470397.086981,720,32.4
74,57916673.0,185294776.5,8245512.5,86171.0,66947.0,-0.75915,1.64634,-3.0,3.0,0.7369,0.0328,nan,124928254.18889,2439493.88045,720,31.0
