5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -2.0, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -8.2, 'top_mgr': 1}, {'J01': 1}, {'J01': 4}, 
20.0, {'J01': -17.0, 'top_mgr': 3}, {'J01': 1}, {'J01': 5}, 
25.0, {'J01': -32.2, 'top_mgr': 1}, {'J01': 2}, {'J01': 5}, 
30.0, {'J01': -54.2, 'top_mgr': 2}, {'J01': 3}, {'J01': 10}, 
35.0, {'J01': -52.80000000000001, 'top_mgr': 3}, {'J01': 4}, {'J01': 15}, 
40.0, {'J01': -66.60000000000001, 'top_mgr': 2}, {'J01': 4}, {'J01': 15}, 
45.0, {'J01': -97.80000000000001, 'top_mgr': 3}, {'J01': 4}, {'J01': 21}, 
50.0, {'J01': -140.4, 'top_mgr': 0}, {'J01': 7}, {'J01': 29}, 
55.0, {'J01': -172.2, 'top_mgr': 1}, {'J01': 7}, {'J01': 29}, 
60.0, {'J01': -168.00000000000003, 'top_mgr': 6}, {'J01': 6}, {'J01': 25}, 
65.0, {'J01': -200.00000000000003, 'top_mgr': 4}, {'J01': 5}, {'J01': 23}, 
70.0, {'J01': -229.20000000000002, 'top_mgr': 2}, {'J01': 5}, {'J01': 27}, 
75.0, {'J01': -204.8, 'top_mgr': 8}, {'J01': 4}, {'J01': 22}, 
80.0, {'J01': -224.79999999999998, 'top_mgr': 3}, {'J01': 4}, {'J01': 20}, 
85.0, {'J01': -255.2, 'top_mgr': 1}, {'J01': 4}, {'J01': 25}, 
90.0, {'J01': -261.0, 'top_mgr': 6}, {'J01': 4}, {'J01': 20}, 
95.0, {'J01': -255.6, 'top_mgr': 8}, {'J01': 3}, {'J01': 15}, 
100.0, {'J01': -255.0, 'top_mgr': 2}, {'J01': 4}, {'J01': 23}, 
105.0, {'J01': -301.6, 'top_mgr': 2}, {'J01': 7}, {'J01': 34}, 
110.0, {'J01': -343.80000000000007, 'top_mgr': 2}, {'J01': 7}, {'J01': 36}, 
115.0, {'J01': -381.6000000000001, 'top_mgr': 1}, {'J01': 7}, {'J01': 38}, 
120.0, {'J01': -426.00000000000006, 'top_mgr': 1}, {'J01': 7}, {'J01': 41}, 
125.0, {'J01': -339.2, 'top_mgr': 7}, {'J01': 6}, {'J01': 34}, 
130.0, {'J01': -331.4, 'top_mgr': 4}, {'J01': 6}, {'J01': 32}, 
135.0, {'J01': -337.4, 'top_mgr': 3}, {'J01': 6}, {'J01': 34}, 
140.0, {'J01': -295.8, 'top_mgr': 5}, {'J01': 7}, {'J01': 35}, 
145.0, {'J01': -323.0, 'top_mgr': 1}, {'J01': 7}, {'J01': 37}, 
150.0, {'J01': -344.2, 'top_mgr': 2}, {'J01': 8}, {'J01': 39}, 
155.0, {'J01': -355.4, 'top_mgr': 2}, {'J01': 8}, {'J01': 39}, 
160.0, {'J01': -339.0, 'top_mgr': 7}, {'J01': 8}, {'J01': 35}, 
165.0, {'J01': -365.4, 'top_mgr': 2}, {'J01': 8}, {'J01': 37}, 
170.0, {'J01': -402.6, 'top_mgr': 2}, {'J01': 8}, {'J01': 41}, 
175.0, {'J01': -435.20000000000005, 'top_mgr': 3}, {'J01': 9}, {'J01': 41}, 
180.0, {'J01': -480.4, 'top_mgr': 1}, {'J01': 9}, {'J01': 47}, 
185.0, {'J01': -500.80000000000007, 'top_mgr': 3}, {'J01': 9}, {'J01': 47}, 
190.0, {'J01': -516.4, 'top_mgr': 4}, {'J01': 9}, {'J01': 43}, 
195.0, {'J01': -505.6, 'top_mgr': 2}, {'J01': 10}, {'J01': 43}, 
200.0, {'J01': -489.20000000000005, 'top_mgr': 8}, {'J01': 10}, {'J01': 41}, 
205.0, {'J01': -494.20000000000005, 'top_mgr': 4}, {'J01': 9}, {'J01': 38}, 
210.0, {'J01': -533.2, 'top_mgr': 0}, {'J01': 9}, {'J01': 41}, 
215.0, {'J01': -395.40000000000003, 'top_mgr': 12}, {'J01': 7}, {'J01': 31}, 
220.0, {'J01': -427.6000000000001, 'top_mgr': 1}, {'J01': 7}, {'J01': 30}, 
225.0, {'J01': -469.6000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 36}, 
230.0, {'J01': -509.6000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 40}, 
235.0, {'J01': -548.6, 'top_mgr': 0}, {'J01': 9}, {'J01': 43}, 
240.0, {'J01': -584.6, 'top_mgr': 0}, {'J01': 9}, {'J01': 43}, 
245.0, {'J01': -622.6, 'top_mgr': 0}, {'J01': 10}, {'J01': 45}, 
250.0, {'J01': -594.0, 'top_mgr': 12}, {'J01': 7}, {'J01': 34}, 
255.0, {'J01': -556.0000000000001, 'top_mgr': 8}, {'J01': 5}, {'J01': 26}, 
260.0, {'J01': -592.6000000000001, 'top_mgr': 0}, {'J01': 5}, {'J01': 29}, 
265.0, {'J01': -635.4000000000001, 'top_mgr': 1}, {'J01': 7}, {'J01': 36}, 
270.0, {'J01': -662.8000000000001, 'top_mgr': 2}, {'J01': 9}, {'J01': 40}, 
275.0, {'J01': -697.0000000000001, 'top_mgr': 2}, {'J01': 9}, {'J01': 41}, 
280.0, {'J01': -668.2, 'top_mgr': 2}, {'J01': 9}, {'J01': 40}, 
285.0, {'J01': -710.8000000000001, 'top_mgr': 0}, {'J01': 9}, {'J01': 42}, 
290.0, {'J01': -402.2000000000001, 'top_mgr': 13}, {'J01': 6}, {'J01': 31}, 
295.0, {'J01': -350.8, 'top_mgr': 8}, {'J01': 5}, {'J01': 28}, 
300.0, {'J01': -335.4000000000001, 'top_mgr': 5}, {'J01': 6}, {'J01': 26}, 
305.0, {'J01': -345.6000000000001, 'top_mgr': 6}, {'J01': 4}, {'J01': 26}, 
310.0, {'J01': -323.20000000000005, 'top_mgr': 4}, {'J01': 6}, {'J01': 29}, 
315.0, {'J01': -376.40000000000003, 'top_mgr': 0}, {'J01': 6}, {'J01': 37}, 
320.0, {'J01': -370.20000000000005, 'top_mgr': 4}, {'J01': 7}, {'J01': 39}, 
325.0, {'J01': -413.8, 'top_mgr': 2}, {'J01': 8}, {'J01': 39}, 
330.0, {'J01': -466.8, 'top_mgr': 0}, {'J01': 10}, {'J01': 44}, 
335.0, {'J01': -420.80000000000007, 'top_mgr': 10}, {'J01': 7}, {'J01': 35}, 
340.0, {'J01': -361.6000000000001, 'top_mgr': 10}, {'J01': 6}, {'J01': 25}, 
345.0, {'J01': -358.40000000000003, 'top_mgr': 2}, {'J01': 5}, {'J01': 27}, 
350.0, {'J01': -344.8, 'top_mgr': 2}, {'J01': 7}, {'J01': 31}, 
355.0, {'J01': -377.6, 'top_mgr': 0}, {'J01': 8}, {'J01': 35}, 
360.0, {'J01': -278.20000000000005, 'top_mgr': 5}, {'J01': 9}, {'J01': 32}, 
365.0, {'J01': -305.00000000000006, 'top_mgr': 1}, {'J01': 9}, {'J01': 31}, 
370.0, {'J01': -318.8, 'top_mgr': 1}, {'J01': 9}, {'J01': 32}, 
375.0, {'J01': -349.40000000000003, 'top_mgr': 0}, {'J01': 9}, {'J01': 33}, 
380.0, {'J01': -377.8, 'top_mgr': 1}, {'J01': 9}, {'J01': 35}, 
385.0, {'J01': -322.40000000000003, 'top_mgr': 3}, {'J01': 10}, {'J01': 33}, 
390.0, {'J01': -348.6, 'top_mgr': 3}, {'J01': 10}, {'J01': 34}, 
395.0, {'J01': -388.00000000000006, 'top_mgr': 2}, {'J01': 11}, {'J01': 38}, 
400.0, {'J01': -429.00000000000006, 'top_mgr': 0}, {'J01': 11}, {'J01': 39}, 
405.0, {'J01': -457.2, 'top_mgr': 1}, {'J01': 11}, {'J01': 40}, 
