5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.002232143)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-0.05580357)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-0.09598214)}, {'J8': 1}, {'J8': 3}, 
30.0, {'J8': np.float32(-0.16964285)}, {'J8': 3}, {'J8': 6}, 
35.0, {'J8': np.float32(-0.27455357)}, {'J8': 3}, {'J8': 7}, 
40.0, {'J8': np.float32(-0.31919643)}, {'J8': 4}, {'J8': 8}, 
45.0, {'J8': np.float32(-0.3861607)}, {'J8': 5}, {'J8': 10}, 
50.0, {'J8': np.float32(-0.45982143)}, {'J8': 6}, {'J8': 11}, 
55.0, {'J8': np.float32(-0.5)}, {'J8': 7}, {'J8': 12}, 
60.0, {'J8': np.float32(-0.56473213)}, {'J8': 7}, {'J8': 14}, 
65.0, {'J8': np.float32(0.07366072)}, {'J8': 6}, {'J8': 14}, 
70.0, {'J8': np.float32(-0.625)}, {'J8': 6}, {'J8': 14}, 
75.0, {'J8': np.float32(-0.625)}, {'J8': 6}, {'J8': 14}, 
80.0, {'J8': np.float32(-0.62946427)}, {'J8': 7}, {'J8': 15}, 
85.0, {'J8': np.float32(-0.66964287)}, {'J8': 7}, {'J8': 15}, 
90.0, {'J8': np.float32(-0.68973213)}, {'J8': 8}, {'J8': 16}, 
95.0, {'J8': np.float32(-0.171875)}, {'J8': 7}, {'J8': 15}, 
100.0, {'J8': np.float32(0.91071427)}, {'J8': 4}, {'J8': 11}, 
105.0, {'J8': np.float32(-0.05357143)}, {'J8': 5}, {'J8': 11}, 
110.0, {'J8': np.float32(-0.07366072)}, {'J8': 5}, {'J8': 10}, 
115.0, {'J8': np.float32(-0.12946428)}, {'J8': 5}, {'J8': 9}, 
120.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
125.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
130.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
135.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
140.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
145.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
150.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
