5.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.015625)}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': np.float32(-0.14508928)}, {'J01': 2}, {'J01': 5}, 
25.0, {'J01': np.float32(-0.140625)}, {'J01': 4}, {'J01': 6}, 
30.0, {'J01': np.float32(-0.20982143)}, {'J01': 4}, {'J01': 5}, 
35.0, {'J01': np.float32(0.26785713)}, {'J01': 2}, {'J01': 5}, 
40.0, {'J01': np.float32(-0.14955357)}, {'J01': 2}, {'J01': 5}, 
45.0, {'J01': np.float32(-0.035714287)}, {'J01': 1}, {'J01': 7}, 
50.0, {'J01': np.float32(-0.19196428)}, {'J01': 2}, {'J01': 7}, 
55.0, {'J01': np.float32(-0.29017857)}, {'J01': 4}, {'J01': 9}, 
60.0, {'J01': np.float32(-0.40625)}, {'J01': 4}, {'J01': 10}, 
65.0, {'J01': np.float32(-0.19196428)}, {'J01': 4}, {'J01': 11}, 
70.0, {'J01': np.float32(-0.40848213)}, {'J01': 4}, {'J01': 10}, 
75.0, {'J01': np.float32(-0.453125)}, {'J01': 4}, {'J01': 11}, 
80.0, {'J01': np.float32(-0.49107143)}, {'J01': 4}, {'J01': 11}, 
85.0, {'J01': np.float32(-0.49107143)}, {'J01': 4}, {'J01': 11}, 
90.0, {'J01': np.float32(-0.49107143)}, {'J01': 4}, {'J01': 11}, 
95.0, {'J01': np.float32(-0.49107143)}, {'J01': 4}, {'J01': 11}, 
100.0, {'J01': np.float32(-0.49330357)}, {'J01': 4}, {'J01': 12}, 
105.0, {'J01': np.float32(-0.53571427)}, {'J01': 4}, {'J01': 12}, 
110.0, {'J01': np.float32(-0.12723215)}, {'J01': 4}, {'J01': 11}, 
115.0, {'J01': np.float32(-0.44419643)}, {'J01': 4}, {'J01': 10}, 
120.0, {'J01': np.float32(-0.45089287)}, {'J01': 4}, {'J01': 12}, 
125.0, {'J01': np.float32(-0.5558036)}, {'J01': 4}, {'J01': 14}, 
130.0, {'J01': np.float32(-0.3950893)}, {'J01': 4}, {'J01': 12}, 
135.0, {'J01': np.float32(-0.40401787)}, {'J01': 4}, {'J01': 13}, 
140.0, {'J01': np.float32(-0.4263393)}, {'J01': 4}, {'J01': 10}, 
145.0, {'J01': np.float32(-0.44642857)}, {'J01': 4}, {'J01': 10}, 
150.0, {'J01': np.float32(-0.44642857)}, {'J01': 4}, {'J01': 10}, 
155.0, {'J01': np.float32(-0.44642857)}, {'J01': 4}, {'J01': 10}, 
160.0, {'J01': np.float32(-0.44642857)}, {'J01': 4}, {'J01': 10}, 
165.0, {'J01': np.float32(-0.44642857)}, {'J01': 4}, {'J01': 10}, 
170.0, {'J01': np.float32(-0.44642857)}, {'J01': 4}, {'J01': 10}, 
175.0, {'J01': np.float32(-0.45982143)}, {'J01': 4}, {'J01': 11}, 
180.0, {'J01': np.float32(-0.4330357)}, {'J01': 4}, {'J01': 10}, 
185.0, {'J01': np.float32(-0.48214287)}, {'J01': 4}, {'J01': 12}, 
190.0, {'J01': np.float32(-0.5714286)}, {'J01': 4}, {'J01': 15}, 
195.0, {'J01': np.float32(-0.72098213)}, {'J01': 4}, {'J01': 19}, 
200.0, {'J01': np.float32(-0.890625)}, {'J01': 4}, {'J01': 22}, 
205.0, {'J01': np.float32(-0.29017857)}, {'J01': 4}, {'J01': 18}, 
210.0, {'J01': np.float32(0.2767857)}, {'J01': 4}, {'J01': 10}, 
215.0, {'J01': np.float32(-0.45982143)}, {'J01': 4}, {'J01': 14}, 
220.0, {'J01': np.float32(-0.6473214)}, {'J01': 4}, {'J01': 17}, 
225.0, {'J01': np.float32(-0.38839287)}, {'J01': 4}, {'J01': 13}, 
230.0, {'J01': np.float32(-0.31919643)}, {'J01': 4}, {'J01': 13}, 
235.0, {'J01': np.float32(-0.65848213)}, {'J01': 4}, {'J01': 19}, 
240.0, {'J01': np.float32(-0.9285714)}, {'J01': 5}, {'J01': 24}, 
245.0, {'J01': np.float32(-1.109375)}, {'J01': 6}, {'J01': 27}, 
250.0, {'J01': np.float32(-1.2165178)}, {'J01': 7}, {'J01': 29}, 
255.0, {'J01': np.float32(-0.40625)}, {'J01': 6}, {'J01': 26}, 
260.0, {'J01': np.float32(0.91741073)}, {'J01': 4}, {'J01': 17}, 
265.0, {'J01': np.float32(-0.27455357)}, {'J01': 4}, {'J01': 16}, 
270.0, {'J01': np.float32(-0.7433036)}, {'J01': 4}, {'J01': 20}, 
275.0, {'J01': np.float32(-0.96651787)}, {'J01': 5}, {'J01': 25}, 
