5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -15.98}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -4.0}, {'J01': 1}, {'J01': 4}, 
20.0, {'J01': -11.99}, {'J01': 2}, {'J01': 4}, 
25.0, {'J01': -10.99}, {'J01': 1}, {'J01': 3}, 
30.0, {'J01': -2.0}, {'J01': 1}, {'J01': 2}, 
35.0, {'J01': -13.99}, {'J01': 2}, {'J01': 6}, 
40.0, {'J01': -25.98}, {'J01': 4}, {'J01': 10}, 
45.0, {'J01': -43.96}, {'J01': 5}, {'J01': 12}, 
50.0, {'J01': -23.0}, {'J01': 8}, {'J01': 23}, 
55.0, {'J01': -44.82}, {'J01': 8}, {'J01': 29}, 
60.0, {'J01': -30.92}, {'J01': 8}, {'J01': 31}, 
65.0, {'J01': -33.68}, {'J01': 8}, {'J01': 34}, 
70.0, {'J01': -28.68}, {'J01': 7}, {'J01': 29}, 
75.0, {'J01': -36.74}, {'J01': 5}, {'J01': 21}, 
80.0, {'J01': -29.75}, {'J01': 4}, {'J01': 22}, 
85.0, {'J01': -49.65}, {'J01': 4}, {'J01': 26}, 
90.0, {'J01': -62.870000000000005}, {'J01': 5}, {'J01': 23}, 
95.0, {'J01': -94.68}, {'J01': 6}, {'J01': 31}, 
100.0, {'J01': -131.64}, {'J01': 8}, {'J01': 36}, 
105.0, {'J01': -69.64}, {'J01': 8}, {'J01': 38}, 
110.0, {'J01': -85.53999999999999}, {'J01': 8}, {'J01': 38}, 
115.0, {'J01': -57.42}, {'J01': 8}, {'J01': 42}, 
120.0, {'J01': -97.21000000000001}, {'J01': 8}, {'J01': 42}, 
125.0, {'J01': -140.07999999999998}, {'J01': 8}, {'J01': 45}, 
130.0, {'J01': -87.3}, {'J01': 8}, {'J01': 40}, 
135.0, {'J01': -103.28}, {'J01': 8}, {'J01': 40}, 
140.0, {'J01': -66.17}, {'J01': 8}, {'J01': 43}, 
145.0, {'J01': -109.80000000000001}, {'J01': 8}, {'J01': 47}, 
150.0, {'J01': -124.86000000000001}, {'J01': 8}, {'J01': 46}, 
155.0, {'J01': -71.08000000000001}, {'J01': 8}, {'J01': 40}, 
160.0, {'J01': -75.92}, {'J01': 8}, {'J01': 45}, 
165.0, {'J01': -106.65}, {'J01': 10}, {'J01': 52}, 
170.0, {'J01': -120.55}, {'J01': 11}, {'J01': 50}, 
175.0, {'J01': -145.75}, {'J01': 10}, {'J01': 43}, 
180.0, {'J01': -94.05000000000001}, {'J01': 8}, {'J01': 39}, 
185.0, {'J01': -73.23}, {'J01': 7}, {'J01': 34}, 
190.0, {'J01': -47.5}, {'J01': 5}, {'J01': 32}, 
195.0, {'J01': -74.39}, {'J01': 5}, {'J01': 35}, 
200.0, {'J01': -75.24000000000001}, {'J01': 7}, {'J01': 44}, 
205.0, {'J01': -63.18000000000001}, {'J01': 8}, {'J01': 48}, 
210.0, {'J01': -88.15}, {'J01': 8}, {'J01': 49}, 
215.0, {'J01': -92.53}, {'J01': 6}, {'J01': 37}, 
220.0, {'J01': -37.83}, {'J01': 6}, {'J01': 30}, 
225.0, {'J01': -50.66}, {'J01': 6}, {'J01': 35}, 
230.0, {'J01': -62.65}, {'J01': 7}, {'J01': 39}, 
235.0, {'J01': -73.56}, {'J01': 8}, {'J01': 42}, 
240.0, {'J01': -74.48}, {'J01': 8}, {'J01': 43}, 
245.0, {'J01': -85.31}, {'J01': 8}, {'J01': 46}, 
250.0, {'J01': -59.34}, {'J01': 8}, {'J01': 44}, 
255.0, {'J01': -66.33}, {'J01': 8}, {'J01': 43}, 
260.0, {'J01': -70.17}, {'J01': 8}, {'J01': 47}, 
265.0, {'J01': -92.14}, {'J01': 8}, {'J01': 45}, 
270.0, {'J01': -89.22}, {'J01': 8}, {'J01': 42}, 
275.0, {'J01': -122.18}, {'J01': 8}, {'J01': 43}, 
280.0, {'J01': -93.37}, {'J01': 7}, {'J01': 38}, 
285.0, {'J01': -83.45}, {'J01': 5}, {'J01': 28}, 
290.0, {'J01': -56.72}, {'J01': 4}, {'J01': 25}, 
295.0, {'J01': -96.42999999999999}, {'J01': 4}, {'J01': 25}, 
300.0, {'J01': -71.15}, {'J01': 7}, {'J01': 32}, 
305.0, {'J01': -109.19}, {'J01': 8}, {'J01': 38}, 
310.0, {'J01': -53.34}, {'J01': 8}, {'J01': 38}, 
315.0, {'J01': -107.04}, {'J01': 8}, {'J01': 44}, 
320.0, {'J01': -96.82}, {'J01': 9}, {'J01': 50}, 
325.0, {'J01': -107.04}, {'J01': 8}, {'J01': 44}, 
330.0, {'J01': -102.12}, {'J01': 7}, {'J01': 39}, 
335.0, {'J01': -41.510000000000005}, {'J01': 6}, {'J01': 34}, 
340.0, {'J01': -68.4}, {'J01': 6}, {'J01': 37}, 
345.0, {'J01': -53.5}, {'J01': 8}, {'J01': 38}, 
350.0, {'J01': -58.34}, {'J01': 8}, {'J01': 43}, 
355.0, {'J01': -88.38}, {'J01': 8}, {'J01': 41}, 
360.0, {'J01': -71.32}, {'J01': 8}, {'J01': 40}, 
365.0, {'J01': -77.23}, {'J01': 9}, {'J01': 38}, 
370.0, {'J01': -95.52000000000001}, {'J01': 6}, {'J01': 32}, 
375.0, {'J01': -67.71000000000001}, {'J01': 5}, {'J01': 28}, 
380.0, {'J01': -60.72}, {'J01': 5}, {'J01': 29}, 
385.0, {'J01': -64.64}, {'J01': 6}, {'J01': 33}, 
390.0, {'J01': -78.55000000000001}, {'J01': 8}, {'J01': 39}, 
395.0, {'J01': -101.44}, {'J01': 8}, {'J01': 38}, 
400.0, {'J01': -96.44}, {'J01': 6}, {'J01': 33}, 
405.0, {'J01': -43.74}, {'J01': 5}, {'J01': 28}, 
410.0, {'J01': -86.61}, {'J01': 5}, {'J01': 31}, 
415.0, {'J01': -74.31}, {'J01': 7}, {'J01': 35}, 
420.0, {'J01': -65.33}, {'J01': 8}, {'J01': 42}, 
425.0, {'J01': -96.28999999999999}, {'J01': 8}, {'J01': 41}, 
430.0, {'J01': -41.28}, {'J01': 8}, {'J01': 42}, 
435.0, {'J01': -69.25}, {'J01': 8}, {'J01': 46}, 
440.0, {'J01': -83.23}, {'J01': 8}, {'J01': 44}, 
445.0, {'J01': -95.21000000000001}, {'J01': 8}, {'J01': 40}, 
450.0, {'J01': -35.36}, {'J01': 8}, {'J01': 36}, 
455.0, {'J01': -80.07000000000001}, {'J01': 11}, {'J01': 41}, 
460.0, {'J01': -99.05000000000001}, {'J01': 11}, {'J01': 44}, 
465.0, {'J01': -101.21000000000001}, {'J01': 9}, {'J01': 46}, 
470.0, {'J01': -136.55}, {'J01': 5}, {'J01': 33}, 
475.0, {'J01': -53.730000000000004}, {'J01': 5}, {'J01': 30}, 
480.0, {'J01': -113.5}, {'J01': 5}, {'J01': 34}, 
485.0, {'J01': -70.56}, {'J01': 7}, {'J01': 39}, 
490.0, {'J01': -74.48}, {'J01': 8}, {'J01': 43}, 
495.0, {'J01': -70.56}, {'J01': 8}, {'J01': 39}, 
500.0, {'J01': -59.41}, {'J01': 7}, {'J01': 36}, 
505.0, {'J01': -57.49}, {'J01': 6}, {'J01': 34}, 
510.0, {'J01': -91.45}, {'J01': 6}, {'J01': 36}, 
515.0, {'J01': -77.39}, {'J01': 7}, {'J01': 38}, 
520.0, {'J01': -53.260000000000005}, {'J01': 8}, {'J01': 38}, 
525.0, {'J01': -61.400000000000006}, {'J01': 5}, {'J01': 30}, 
530.0, {'J01': -48.57}, {'J01': 4}, {'J01': 25}, 
535.0, {'J01': -94.44}, {'J01': 4}, {'J01': 31}, 
540.0, {'J01': -75.63}, {'J01': 7}, {'J01': 36}, 
545.0, {'J01': -65.57}, {'J01': 8}, {'J01': 42}, 
