5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -6.182}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -1.0}, {'J01': 1}, {'J01': 1}, 
20.0, {'J01': -5.091}, {'J01': 1}, {'J01': 2}, 
25.0, {'J01': -5.091}, {'J01': 2}, {'J01': 2}, 
30.0, {'J01': -13.273}, {'J01': 3}, {'J01': 4}, 
35.0, {'J01': -16.54}, {'J01': 4}, {'J01': 6}, 
40.0, {'J01': -16.54}, {'J01': 4}, {'J01': 6}, 
45.0, {'J01': -32.171}, {'J01': 4}, {'J01': 8}, 
50.0, {'J01': -34.171}, {'J01': 4}, {'J01': 10}, 
55.0, {'J01': -34.171}, {'J01': 4}, {'J01': 10}, 
60.0, {'J01': -37.438}, {'J01': 4}, {'J01': 12}, 
65.0, {'J01': -40.705}, {'J01': 4}, {'J01': 14}, 
70.0, {'J01': -40.705}, {'J01': 4}, {'J01': 14}, 
75.0, {'J01': -60.251}, {'J01': 4}, {'J01': 15}, 
80.0, {'J01': -21.716}, {'J01': 3}, {'J01': 13}, 
85.0, {'J01': -35.522999999999996}, {'J01': 3}, {'J01': 15}, 
90.0, {'J01': -38.522999999999996}, {'J01': 3}, {'J01': 18}, 
95.0, {'J01': -51.239000000000004}, {'J01': 4}, {'J01': 22}, 
100.0, {'J01': -70.961}, {'J01': 4}, {'J01': 25}, 
105.0, {'J01': -79.41}, {'J01': 5}, {'J01': 26}, 
110.0, {'J01': -85.416}, {'J01': 6}, {'J01': 24}, 
115.0, {'J01': -69.05199999999999}, {'J01': 4}, {'J01': 20}, 
120.0, {'J01': -77.768}, {'J01': 4}, {'J01': 20}, 
125.0, {'J01': -85.21700000000001}, {'J01': 4}, {'J01': 20}, 
130.0, {'J01': -41.881}, {'J01': 3}, {'J01': 17}, 
135.0, {'J01': -38.995000000000005}, {'J01': 3}, {'J01': 13}, 
140.0, {'J01': -40.790000000000006}, {'J01': 3}, {'J01': 19}, 
145.0, {'J01': -75.31899999999999}, {'J01': 4}, {'J01': 25}, 
150.0, {'J01': -66.22200000000001}, {'J01': 4}, {'J01': 27}, 
155.0, {'J01': -74.228}, {'J01': 6}, {'J01': 27}, 
160.0, {'J01': -70.694}, {'J01': 6}, {'J01': 26}, 
165.0, {'J01': -89.24000000000001}, {'J01': 6}, {'J01': 26}, 
170.0, {'J01': -83.97300000000001}, {'J01': 5}, {'J01': 22}, 
175.0, {'J01': -78.97300000000001}, {'J01': 4}, {'J01': 17}, 
180.0, {'J01': -58.427}, {'J01': 4}, {'J01': 15}, 
185.0, {'J01': -40.347}, {'J01': 3}, {'J01': 18}, 
190.0, {'J01': -35.074}, {'J01': 6}, {'J01': 22}, 
195.0, {'J01': -43.256}, {'J01': 7}, {'J01': 24}, 
200.0, {'J01': -49.790000000000006}, {'J01': 8}, {'J01': 28}, 
205.0, {'J01': -43.517}, {'J01': 8}, {'J01': 31}, 
210.0, {'J01': -57.324}, {'J01': 8}, {'J01': 33}, 
215.0, {'J01': -49.051}, {'J01': 8}, {'J01': 34}, 
220.0, {'J01': -50.494}, {'J01': 8}, {'J01': 36}, 
225.0, {'J01': -52.318}, {'J01': 8}, {'J01': 36}, 
230.0, {'J01': -44.96}, {'J01': 8}, {'J01': 33}, 
235.0, {'J01': -45.96}, {'J01': 8}, {'J01': 34}, 
240.0, {'J01': -60.585}, {'J01': 8}, {'J01': 43}, 
245.0, {'J01': -50.135999999999996}, {'J01': 7}, {'J01': 40}, 
250.0, {'J01': -33.068}, {'J01': 5}, {'J01': 28}, 
255.0, {'J01': -26.358}, {'J01': 4}, {'J01': 22}, 
260.0, {'J01': -44.256}, {'J01': 4}, {'J01': 25}, 
