jammed_count,start_edge,end_edge,num_edges,example_id,edges
10,-1270075550,562592066#4,17,ped0_10740,-1270075550 -1297403296#0 E25 -27199045#1 45394569 364393928#23 364393928#22 364393928#21 364393928#20 364393928#19 364393928#18 364393928#17 27199595#0 562592064 562592066#2 562592066#3 562592066#4
10,1987379,134509873#2,12,ped0_11387,1987379 128007875#0 497264742#1 497262589#1 497262589#2 1265224597 E51 E53 486296247#1 486296247#0 134509873#3 134509873#2
10,364393928#15,-793529327#2,11,ped0_11419,364393928#15 364393928#16 364393928#17 364393928#18 300626110 -300626108#2 300626109#1 -793529328 1911238 -144845314#0 -793529327#2
10,1246322859,41908096,13,ped0_14531,1246322859 134509873#0 134509874#5 134509874#3 134509874#1 1384916563 1384916564#2 1384916562 134509873#6 134509873#7 134509873#8 41908105#5 41908096
10,-1911236#1,562592066#5,8,ped0_15232,-1911236#1 -1911236#2 1135313057#0 E31 562592064 562592066#1 562592066#0 562592066#5
9,-27203876#0,1014929845#0,14,ped0_10045,-27203876#0 576383498 27203875#0 218228183#0 27203877#0 1356284885 -746422997 47739048 1355686483 237100949#0 466757820#0 466757820#1 1014929844#0 1014929845#0
9,150894944,793529330,8,ped0_10058,150894944 -344389484 936489858#2 -897221225#1 -797310635 -797310636 -793529329 793529330
9,178703623,795657258#0,19,ped0_10303,178703623 169212598#2 -169212595 1118927300 497264739#0 8121740#0 262671471#2 497264736.104 497264736 1018614217#1.62 1018614217#1 1018614217#0 420044917#1 24823745#1 1356542863 161663922#0 161663922#1 161663922#2 795657258#0
9,551725480,60363158#1,15,ped0_10632,551725480 8122723#0 788234433#0 788234433#2 8123073#0 8123073#1 -8123073#2 -8123073#3 -8123073#4 -8123073#5 -8123073#7 -1137751355#0 420044917#1 E1 60363158#1
9,102467231.17,278143059#1,29,ped0_10715,102467231.17 -234571649#0 87325166#0 E48 E51 E53 486296247#1 486296247#0 27078663#0 1384916564#0 1384916564#1 1384916564#2 1384916564#3 264570217 41908105#3 24856259 264570211 134509874#11 27078661#0 27078661#1 27078661#2 27078661#3 27078661#4 264570213 264570200#2 278143069#3 278143069#2 278143069#1 278143059#1
9,1352158397#0,8222700#3,12,ped0_10774,1352158397#0 -1352158397#2 -1352158399 -571260883 -1355324262 1070316627 1323685808#0 127496109#1 127496109#0 742302330#1 1323685815#1 8222700#3
9,25109150#3,59581131#2,15,ped0_10844,25109150#3 26515314#0 26435304 1278746994#5 1278746994#4 1278746994#3 1278746994#2 1278746994#1 1278746993 363511225#1 363511225#2 363511225#3 562592044#2 562592044#0 59581131#2
9,364393928#7,162834892,11,ped0_12096,364393928#7 364393928#8 364393928#9 364393928#10 364393928#11 364393928#12 364393928#13 364393928#14 364393928#15 364393928#16 162834892
9,-178699979#1,41908100,10,ped0_12384,-178699979#1 1118927353#10 781595829#1 781595833#1 781595828#1 134510624#8 134510624#9 1008683184#0 41908103#0 41908100
9,-144226567#0,186130429#0,22,ped0_12396,-144226567#0 -1018612468#2 -1018612468#3 -1018612468#4 -1018612468#6 -1018612470#0 -1018612470#1 -1018612470#2 -27294502#1 -746422998 27294505 -23804023#1 -186130428#0 -186130428#1 -186130428#2 -186130430#4 -186130430#5 -186130430#6 -186130430#7 -186130430#8 -186130430#9 186130429#0
9,497262589#2,24856256#6,16,ped0_13590,497262589#2 -169212597 -169212595 169212598#1 169212598#0 -128007875#0 1118927353#10 781595829#1 781595833#1 781595833#2 134510624#4 134510624#3 134510624#2 134510624#1 134510624#0 24856256#6
9,-102676489,25109150#6,16,ped0_14036,-102676489 102676489 -144226567#0 -1018612468#2 -1929865 128079758 E43 25109215#0 25109112#8 25109112#9 1278746994#5 26435304 26515314#0 25109150#4 25109150#5 25109150#6
9,1077682062#3,1082164221,5,ped0_14560,1077682062#3 1077682062#2 1077682062#1 1077682062#0 1082164221
9,27199043,E14,8,ped0_14699,27199043 246428298#9 246428298#8 246428298#7 169217065#0 330748694#11 -E14 E14
8,127496109#1,-1906291#6.15,16,ped0_10693,127496109#1 127496109#0 742302330#1 496990639#0 1323685809 1323685800 571034829 1323685796#0 E29 363511226#2 1323685801#0 237111847#2 237111847#0 -1906291#10 -1906291#9 -1906291#6.15
8,150897360#5.5,-344389555,7,ped0_10731,150897360#5.5 502186116#1 502186116#0 237111847#0 936489858#2 936489858#1 -344389555
8,1077682062#6,8121740#0,8,ped0_10798,1077682062#6 1077682062#7 1077682062#8 1077682062#9 1077682062#10 E13 262671471#2 8121740#0
8,186130432#3,-372586024#3,17,ped0_10919,186130432#3 -186130432#2 -186130432#1 -186130432#0 -186130429#2 -186130430#0 -186130430#1 -186130430#2 186130430#3 -186130428#2 -186130428#1 -186130428#0 -23804023#1 -186130433#0 -186130433#1 -372586024#2 -372586024#3
8,551725480,525215800#2.9,5,ped0_10993,551725480 8122723#0 -1880410#0 -1880410#1 525215800#2.9
8,-27203876#0,-178703623,14,ped0_11556,-27203876#0 -27203876#1 -27203876#2 -27203876#3 -27203876#4 -86433474#0 86433474#2 497252837#0 8121740#0 497264739#0 1118927300 -169212595 169212598#2 -178703623
8,148315016#1,1085917842#0,12,ped0_11825,148315016#1 148315016#0 1014929842#1 1014929842#2 1014929842#3 1014929840#1 1014929840#0 1014929852 -1911242#1 -1072940286#1 305430250#1 1085917842#0
8,134509873#0,-176710614#2,12,ped0_14744,134509873#0 134509874#5 134509874#3 134509874#1 1384916563 1384916564#2 1384916562 134509873#6 134509873#7 -1424171454 -176710614#1 -176710614#2
7,1173373422#1,-1150386957#3,12,ped0_10085,1173373422#1 1173373422#2 1173373422#3 1173373422#4 364393928#6 59581131#0 59581131#1 562592044#0 562592044#2 1323685815#1 8222700#3 -1150386957#3
7,1073678437,364393928#5,11,ped0_10127,1073678437 25109215#3 89260772#0 -417570102#2 1018612468#6 1929864 1718351#1 1173373423 1173373422#3 892832952 364393928#5
7,159802000,E24,37,ped0_10361,159802000 -77626056 1355324237 1355324239#1 1355324281#1 1355324281#2 -367461696 934031231 25109173#0 25109150#6 25109150#7 89260079 25109252#2 1278746993 363511225#1 363511225#2 363511225#3 562592044#2 562592044#0 59581131#2 59581131#3 59581131#4 59581131#5 59581131#6 59581131#7 59581131#8 59581131#9 59581131#10 59581131#11 897170430#0 1323685793.43 1135313057#0 1135313057#1 171268313#0 162094311 162094596#1 E24
7,E37,844511668#0,27,ped0_10401,E37 1077682063#2 1077682063#1 218228183#0 218228185 27203876#0 27203876#1 186130434 -186130430#5 -186130430#6 -186130430#7 -186130430#8 -186130430#9 -186130429#1 -186130432#0 -186130432#1 -186130432#2 -186130432#3 1987378#2 -782107823#0 -782107823#1 844511672#0 844511672#1 844511672#2 844511670#0 844511670#1 844511668#0
7,1014929840#1,1081532326#1,14,ped0_11300,1014929840#1 1014929842#3 1069584223#0 1069584223#1 990974285#1 466757820#0 237100949#0 1355686483 47739048 -746422997 1356284885 27203877#0 1081532326#0 1081532326#1
7,278143063#8,36523265#4,21,ped0_11378,278143063#8 278143063#9 278143063#10 278143063#11 278143063#12 278143063#13 278143063#14 631625947 24856256#4 24856256#3 998112561 997856915#1 278143066#1 -278143066#0 -209692779#5 36523269 -1911242#4 -1911242#3 -1911242#2 -1911242#1 36523265#4
7,1073334530#4,-144226566#1,10,ped0_11984,1073334530#4 1073680278 1073334527#3 -36523265#1 -27294503#2 27294504#0 -1018612470#2 426401562 426401561 -144226566#1
7,8222700#3,364393928#16,17,ped0_12628,8222700#3 1323685815#1 562592044#2 562592044#0 59581131#2 59581131#3 59581131#4 59581131#5 59581131#6 59581131#7 59581131#8 300626113#1 562592061 562592066#5 562592066#0 562592063 364393928#16
7,-1097389001#1,121456263#1,9,ped0_12785,-1097389001#1 30476997#2 30476997#3 30476997#4 1356443855#0 1356542862#0 E15 121456263#2 121456263#1
7,935456248,1217510946,17,ped0_14085,935456248 1906290#1 1906290#0 127497088#0 451935263 1323685795#1 E29 1323685796#0 571034829 1323685800 1323685809 496990639#0 742302330#1 127496109#0 23803803 -23803802#2 1217510946
7,150895718,-1911236#0,12,ped0_14168,150895718 1906290#0 127497088#0 451935263 1323685795#1 363511227#0 897170430#0.7 1323685793.43 1135313057#0 -1911236#2 -1911236#1 -1911236#0
7,1081532326#1,1077682062#14,4,ped0_14341,1081532326#1 1077682062#16 1077682062#15 1077682062#14
7,41908105#0,134509874#3,7,ped0_15217,41908105#0 264570211 24856259 41908105#3 134509874#0 134509874#1 134509874#3
6,1077208982#1,-144869729#2,9,ped0_10150,1077208982#1 1355324235#2 496181688 304123916#0 304123916#3 1329759446#0 E42 -E41 -144869729#2
6,1173373422#3,-27226010#2,10,ped0_11068,1173373422#3 1173373422#4 364393928#6 59581131#0 59581131#1 562592044#0 562592044#2 1323685816 -27226010#3 -27226010#2
6,562592066#3,1323685815#0,13,ped0_11179,562592066#3 562592060 59581131#9 59581131#8 59581131#7 59581131#6 59581131#5 59581131#4 59581131#3 59581131#2 562592044#0 562592044#2 1323685815#0
6,1018612468#1,-27290020#0,10,ped0_11196,1018612468#1 1018612468#2 -1018612468#3 -1018612468#4 -1929864 1718351#1 1718351#2 1718351#3 -8123645#1 -27290020#0
6,246428298#7,576383494,14,ped0_11549,246428298#7 934296492 497252836#0 497252837#0 86433474#2 86433474#0 27203876#4 27203876#3 27203876#2 27203876#1 27203876#0 218228185 1694123#0 576383494
6,-164056929#1,36523265#5,21,ped0_11687,-164056929#1 1911240#4 1911240#5 1911240#6 364393927 364393928#23 364393928#24 -776860860 576383502 27203882#0 27280403#0 1356284884 1069621301#0 4234182#0 -27294504#0 -36523265#0 -36523265#1 36523265#2 -36523265#3 -36523265#4 36523265#5
6,-234571649#0,837414197#0,13,ped0_1180,-234571649#0 234571649#0 234577462#1 E55 E56 E57 642568245#0 642568256 747921366#1 -305430250#4.1 -305430250#2 1355324235#2 837414197#0
6,-165278578#0,1081532339#3,29,ped0_12115,-165278578#0 165278579#1 161663922#9 161663922#8 161663922#7 -161663922#6 -161663922#5 -161663922#4 -E27 -292931129 128458335#3 -128458335#4 797326396 8123073#2 8123073#3 8123073#4 8123073#5 -144381947 -266942152#5 -27199041#0 -27199041#1 -27199041#2 45394564 1077682062#9 1077682062#10 1077682062#11 1077682062#12 1300587925 1081532339#3
6,25109112#6,1248122869#1,26,ped0_12345,25109112#6 25109215#4 1073678437 1355686488 2063100#0 1355686495 1075746754#0 1075746753#0 1355686472#1 1075746757#0 1075746756#1 -86440008#7 -86440008#5 -86440008#4 -86440008#3 -86440008#2 -86440008#1 -86440008#0 -128007875#2 -128007875#0 128007876#2 1248122870#1 506789224#1 -1248122869#2 -1248122869#1 1248122869#1
6,-27294502#1,-27294503#2,3,ped0_12538,-27294502#1 -27294504#0 -27294503#2
6,1278746993,-144226567#0,7,ped0_13146,1278746993 1355324250 128079756#0 128079757 171268311 -1018612468#1 -144226567#0
6,24856256#3,1987379,22,ped0_13511,24856256#3 24856256#4 24856256#5 24856256#6 134510624#0 134510624#1 134510624#2 134510624#3 134510624#4 781595833#2 781595833#1 781595829#1 781595829#2 -86440008#3 -86440008#4 86440008#4 86440008#3 86440008#2 86440008#1 86440008#0 128007875#2 1987379
6,292931128,795657256,15,ped0_13842,292931128 128458335#1 128458335#2 -292931129 -E27 -161663922#4 -161663922#5 -161663922#6 161663922#6 161663922#5 161663922#4 161663922#3 161663922#2 161663922#1 795657256
6,-305430250#4.1,1018612470#0,12,ped0_14002,-305430250#4.1 36523272#3 36523272#1 237100949#2 237100949#1 237100949#0 1355686483 47739048 27294502#1 1018612470#2 1018612470#1 1018612470#0
6,631579881#2,40811007#2,17,ped0_14690,631579881#2 631579881#3 631579881#4 631579881#5 631579881#6 631579881#7 631579881#8 631579881#9 631579880#1 134509874#7 134509874#8 134509874#9 134509874#10 27078661#0 264570214 40811007#1 40811007#2
6,1073678437,25109112#9,7,ped0_14764,1073678437 25109215#3 25109215#2 25109215#1 25109215#0 25109112#8 25109112#9
5,144226567#1,1118927353#8,15,ped0_10229,144226567#1 -144226567#0 -1018612468#2 -1018612468#3 -1018612468#4 -1018612468#6 -1018612470#0 -1018612470#1 -1018612470#2 -27294502#1 -47739048 48598652#0 1355686474#1 1118927353#7 1118927353#8
5,12645062#2,1184519962#1,11,ped0_10545,12645062#2 12645062#1.9 -305430250#4.1 -305430250#2 305430251#1 1338818818#0 496181688 304123916#0 -367461696 1355324281#2 1184519962#1
5,914108895#2,144869729#1,10,ped0_11753,914108895#2 496181688 304123916#0 304123916#3 1329759446#0 367471405#0 E38 654821491#1 330916631#0 144869729#1
5,E26,795657256,18,ped0_12445,E26 -45394567#3 45394567#0 -1931866 -1931864#1 -1931864#0 -788234433#0 -788234433#2 1931863#2 1931863#1 1931863#0 161663922#6 161663922#5 161663922#4 161663922#3 161663922#2 161663922#1 795657256
5,1077682062#6,169217065#0,10,ped0_13665,1077682062#6 224976457 -27199041#1 -27199041#2 -27199041#3 27199040#3 224976458 246428298#8 246428298#7 169217065#0
5,781595833#0,E53.67,29,ped0_13899,781595833#0 781595833#1 781595828#1 134510624#7 1246322842#5 1246322842#2 1246322844 27078661#7 27078661#6 27078661#5 27078661#4 27078661#3 27078661#2 27078661#1 27078661#0 134509874#11 264570211 24856259 41908105#3 264570217 1384916564#3 1384916564#2 1384916564#1 1384916564#0 27078663#0 486296247#0 486296247#1 E53.25 E53.67
5,34347396#2,171268313#0,10,ped0_14108,34347396#2 34347396#1 34347396#0 -8123050 -793529327#1 162094595#1 162094595#0 897221225#0 162094311 171268313#0
4,-8122723#1,-160100579#0,8,ped0_10121,-8122723#1 -8122723#0 -1880410#0 -1880410#1 -1096146332#1.23 -1096146332#1 -160100577#1 -160100579#0
4,936489858#0.27,-1911240#3,11,ped0_10616,936489858#0.27 936489858#1 936489858#2 -897221225#1 -162094595#0 -162094595#1 24721231 -164056928 164056929#0 -164056929#1 -1911240#3
4,1136975658,135506980#0,16,ped0_10865,1136975658 772983565#3 772983565#2 772983565#1 26094914#1 769925508 E48 1265224597 497262589#2 497262589#1 497264742#1 128007875#0 128007875#2 86440008#0 86440008#1 135506980#0
4,-266942151,-161663922#3,18,ped0_10886,-266942151 -27199045#1 E20 -1081679668#2 45394565 1077682062#1 1077682062#2 E23 -266942152#0 1931862 788234433#2 8123073#0 292931128 128458335#1 128458335#2 -292931129 -E27 -161663922#3
4,-278143066#2,-77626056,18,ped0_11415,-278143066#2 278143066#1 -278143066#0 -209692779#5 36523269 -1911242#4 -1911242#3 -1911242#2 -1911242#1 36523265#5 1694119#0 211172269#1 211172269#0 225625917#1 1355324279 1355324236 159802000 -77626056
4,1150386957#30,150893280#0,7,ped0_11574,1150386957#30 -1150386957#4 1323685797#0.6 -451935263 783671647#0 150893281 150893280#0
4,59581131#0,-1217510944,9,ped0_11623,59581131#0 59581131#1 562592044#0 562592044#2 742302330#1 127496109#0 23803803 -23803802#2 -1217510944
4,-234571649#0,1084695405,18,ped0_13150,-234571649#0 234571649#0 234577462#1 E55 E56 E57 642568245#0 642568256 747921366#1 -305430250#4.1 -305430250#2 305430251#1 1338818818#0 496181690#0 564743823#2 1084695407 1073680283#0 1084695405
4,224976458,1081532330,14,ped0_13152,224976458 27199040#3 -27199041#3 45394564 1077682062#9 1077682062#10 1077682062#11 1077682062#12 1077682062#13 1077682062#14 1077682062#15 1081532329 1081532328 1081532330
4,793529328,283746421#0,10,ped0_14099,793529328 793529327#2 793529327#1 24721231 -164056928 164056929#0 -164056929#1 1911240#4 283746422#0 283746421#0
4,304123916#3,1073334530#4,11,ped0_14224,304123916#3 304123916#0 496181688 -496181690#2 564743821#0 -1075331789#0 1073680282 1073334530#1 1073334530#2 1073334530#3 1073334530#4
4,1014929843#0,55008149#2,13,ped0_14638,1014929843#0 1014929843#1 1014929845#2 1069584223#0 1014929842#2 1014929842#1 1014929842#0 1014929841#0 466757822#2 1073334527#3 1073334527#2 1073680277 55008149#2
4,364393928#3,1077682063#2,7,ped0_14959,364393928#3 364393928#2 892832980 1173373422#0 1173373424#1 1173373425#5 1077682063#2
4,300626115,59581131#12,11,ped0_15090,300626115 364393928#11 364393928#12 364393928#13 300626113#0 562592061 562592066#4 562592066#3 562592065 59581131#11 59581131#12
4,305927426#0,-960757188,10,ped0_7514,305927426#0 -1911242#4 77628809#1 747921366#1 642568256 642568245#0 E57 E56 E55 -960757188
3,186130430#5,186130433#0,7,ped0_10720,186130430#5 -186130430#4 -186130428#2 -186130428#1 -186130428#0 -23804023#1 186130433#0
3,-746422997,562592056#5,19,ped0_11412,-746422997 -27294502#1 -1018612470#2 -1018612470#1 -1018612470#0 -1018612468#6 -1018612468#4 -1018612468#3 -1018612468#2 -1018612468#1 -1018612468#0 -1018612467#1 -1018612467#0 363511225#3 562592044#2 562592044#0 59581131#1 562592047 562592056#5
3,525215800#2.9,E7,14,ped0_13043,525215800#2.9 161663922#9 161663922#8 161663922#7 161663922#6 161663922#5 161663922#4 161663922#3 161663922#2 161663922#1 161663922#0 1356542863 24823745#1 E7
3,186130430#3,169217065#0,15,ped0_13432,186130430#3 -186130430#2 -186130430#1 -186130430#0 -186130429#2 -186130429#1 186130429#0 27203876#3 27203876#4 86433474#0 86433474#2 497252837#0 497252836#0 934296492 169217065#0
3,1323685800,-171268308#0,7,ped0_13586,1323685800 1323685809 496990639#0 537400024#1 -1323685822 -596202509 -171268308#0
3,161663922#0,-292931123,14,ped0_13603,161663922#0 161663922#1 161663922#2 161663922#3 161663922#4 161663922#5 161663922#6 -161663922#6 -161663922#5 -161663922#4 -E27 -292931129 128458335#3 -292931123
3,304123916#3,171268311,15,ped0_13651,304123916#3 934031231 25109173#0 25109150#5 25109150#4 26515314#0 26435304 1278746994#5 25109112#9 25109112#8 25109215#0 E43 128079756#1 128079757 171268311
3,-793529328,E24,8,ped0_14272,-793529328 1911237#1 793529329 -797310636 -797310635 -897221225#1 162094596#1 E24
3,-150897360#5,364393928#22,20,ped0_14705,-150897360#5 8122887#0 8122887#1 -1906290#1 1906290#0 127497088#0 451935263 1323685795#1 363511227#0 897170430#0.7 897170430#0 59581131#12 27199595#1 27199595#0 364393928#17 364393928#18 364393928#19 364393928#20 364393928#21 364393928#22
3,1450118469,27203876#4,9,ped0_14806,1450118469 844511665#2 844511672#1 844511672#0 -782107823#1 -782107823#0 1987378#2 1987378#3 27203876#4
3,562592066#2,364393928#6,14,ped0_14912,562592066#2 562592066#3 562592060 59581131#9 59581131#8 59581131#7 59581131#6 59581131#5 59581131#4 59581131#3 59581131#2 59581131#1 59581131#0 364393928#6
3,788234433#0,161663922#5,8,ped0_14982,788234433#0 -788234433#0 -788234433#2 1931863#2 1931863#1 1931863#0 161663922#6 161663922#5
3,228152972#5,169212598#0,10,ped0_15158,228152972#5 769925502 769925501#3 118330098#0 102467238#0 37278767 169212600 -169212595 169212598#1 169212598#0
3,40811007#1,1246322868#0,19,ped0_15241,40811007#1 40811007#0 27078661#3 27078661#4 27078661#5 27078661#6 27078661#7 631579876#6 631579876#5 631579876#4 631579876#3 631579876#2 631579876#1 631579876#0 278143063#2 278143063#3 278143063#4 278143063#5 1246322868#0
3,1077682062#1,1077208982#1,22,ped0_5247,1077682062#1 1077682062#0 776860860 266942147#0 1077682060#0 1077682060#1 27203877#0 1356284885 -746422997 47739048 1355686483 237100949#0 237100949#1 237100949#2 466757813#1 990974285#3 305927426#0 -1911242#3 -1911242#2 -1911242#1 36523265#5 1077208982#1
3,1463150230,E5,13,ped0_6341,1463150230 36244295#1 45394567#2 45394567#0 1081679675 1077682062#2 E23 -266942152#0 -266942152#2 266942152#4 -266942152#5 777233097 E5
2,-E16,134510622#2,10,ped0_10586,-E16 1124217846#1 128007876#2 -128007875#0 1118927353#10 781595829#1 781595833#1 781595833#2 134510624#4 134510622#2
2,27203876#3,-171268311,17,ped0_11288,27203876#3 27203876#2 27203876#1 -23804023#0 -23804023#1 -27294505 746422998 27294502#1 1018612470#2 1018612470#1 1018612470#0 1018612468#6 1018612468#4 1018612468#3 1018612468#2 1018612468#1 -171268311
2,781760505#2,246428298#7,19,ped0_11499,781760505#2 372586027#1 1168785366 1075746756#1 -86440008#7 -86440008#5 86440008#4 86440008#3 86440008#2 86440008#1 86440008#0 128007875#2 128007875#0 497264742#1 1124217846#1 E16 E16.174 934296492 246428298#7
2,34292200,-793529327#0,14,ped0_12360,34292200 1931864#1 1931864#2 1931864#3 1931864#4 1356284791 162093000#0 -162093000#2 -152449891 -164056929#1 164056929#0 -164056928 24721231 -793529327#0
2,1077682062#5,-161663922#0,13,ped0_12531,1077682062#5 E21 -26454216#1 8123073#0 292931128 128458335#1 128458335#2 -292931129 -E27 -161663922#3 -161663922#2 -161663922#1 -161663922#0
2,25109150#6,86370286#0,14,ped0_13224,25109150#6 25109173#0 25109173#1 25109173#2 25109173#3 25109150#0 25109112#0 1338818818#0 305430251#1 -305430250#2 -305430250#4.1 747921366#1 209692778#1 86370286#0
2,1173373425#5,305430251#1,14,ped0_13972,1173373425#5 E19 27280403#0 1356284884 1069621301#0 4234182#0 -27294504#0 -36523265#0 -36523265#1 36523265#2 -36523265#3 -36523265#4 36523265#5 305430251#1
2,E36,1118927353#4,14,ped0_14458,E36 E35 497264742#1 128007875#0 128007875#2 86440008#0 86440008#1 86440008#2 86440008#3 86440008#4 -86440008#5 -86440008#7 1075746756#1 1118927353#4
2,1987379,224976458,11,ped0_14514,1987379 -86433474#2 497259157#2.19 27201305#3 E13 1077682062#10 1077682062#9 45394564 -27199041#3 27199040#3 224976458
2,148315016#2,1118927353#3,7,ped0_14563,148315016#2 237100949#1 237100949#0 1911241 -209692779#3 781760505#0 1118927353#3
2,793529329,144380676#1,9,ped0_14637,793529329 -793529329 -1911237#1 793529328 793529327#2 793529327#1 24721231 -164056928 144380676#1
2,1450118478#2,127998250#1,15,ped0_14727,1450118478#2 844511673#0 -844511674#0 -186130432#2 -186130432#3 1987378#2 1987378#1 1987378#0 128007875#2 128007875#0 497264742#1 E44 1880412#1 127998250#0 127998250#1
2,1084695407,25109150#5,10,ped0_14750,1084695407 1073680283#0 1084695405 25109112#2 25109173#4 25109173#3 25109173#2 25109173#1 25109173#0 25109150#5
2,-4250845#5,144381941#0,5,ped0_15104,-4250845#5 1096146332#0 161663922#9 161663922#8 144381941#0
2,209692779#6.58,25109112#4,16,ped0_15132,209692779#6.58 209692779#6 209692779#5 36523269 -1911242#4 -1911242#3 -1911242#2 -1911242#1 1075331789#1 -1075331789#0 564743821#0 564743823#2 1084695407 1073680283#1 1085301441 25109112#4
2,186130429#3,131483869,23,ped0_15229,186130429#3 -186130430#0 -186130430#1 -186130430#2 186130430#3 -186130428#2 -186130428#1 -186130428#0 -23804023#1 -27294505 746422998 27294502#1 1018612470#2 1018612470#1 1018612470#0 1018612468#6 1018612468#4 1018612468#3 1018612468#2 1018612468#1 1018612468#0 1018612467#1 131483869
2,1118927353#10,278143063#0,9,ped0_15280,1118927353#10 781595829#1 781595833#1 781595833#2 134510624#4 134510624#3 631579876#0 278143063#1 278143063#0
2,8122269#0,237225105#0,2,ped0_15392,8122269#0 237225105#0
2,497264736,E13,3,ped0_15400,497264736 497264736.104 E13
2,337076352,497262589#2,13,ped0_7275,337076352 337076356#0 243393164#1 -186130430#1 -243391207 -243391203 -36874118#2 86440008#0 128007875#2 128007875#0 497264742#1 497262589#1 497262589#2
2,1278746994#4,869589551#1,13,ped0_7385,1278746994#4 1278746994#5 26435304 26515314#0 26515314#1 25109188#1 41894741 25109150#1 25109150#0 25109112#0 1355324235#2 1694119#0 869589551#1
1,243391197,-27360355,11,ped0_10598,243391197 86440008#3 86440008#2 86440008#1 86440008#0 128007875#2 128007875#0 497264742#1 1124217846#1 1163086345#0 -27360355
1,497264730#0,420066753,6,ped0_12080,497264730#0 420044917#1 1018614217#0 1018614217#1 1018614217#1.62 420066753
1,27199595#0,-793529327#0,10,ped0_14644,27199595#0 E31 1135313057#0 1135313057#1 171268313#0 162094311 897221225#0 162094595#0 162094595#1 -793529327#0
1,-27226010#2,1033304014#0,10,ped0_14875,-27226010#2 266625730 -266625735#1 -266625735#0 -23803802#0 683542716#4 683542716#3 683542716#2 -1033304011 1033304014#0
1,1987378#2,934296492,7,ped0_15154,1987378#2 1987378#3 86433474#0 86433474#2 497252837#0 497252836#0 934296492
1,45394565,-266942151,5,ped0_15182,45394565 -1081679668#2 E20 -27199045#1 -266942151
1,264570214,134510622#0,14,ped0_15184,264570214 40811007#0 27078661#3 27078661#4 27078661#5 27078661#6 27078661#7 631579876#6 631579876#5 631579876#4 631579876#3 134510622#2 134510622#1 134510622#0
1,1081532339#1,1081532341,2,ped0_15446,1081532339#1 1081532341
1,1014929843#1,209692779#1,9,ped0_15490,1014929843#1 1014929845#2 1069584223#1 990974285#1 466757820#0 237100949#0 -1911241 209692779#3 209692779#1
1,1911237#1,-793529327#0,7,ped0_15510,1911237#1 -793529328 1911238 -144845314#0 -793529327#2 -793529327#1 -793529327#0
1,-102676489,1167792193,9,ped0_15520,-102676489 102676489 -144226567#0 -1018612468#2 -1929865 128079758 E43 25109215#1 1167792193
1,-8123073#7,477771141#0,10,ped0_15547,-8123073#7 -8123073#5 -8123073#4 -8123073#3 -8123073#2 8123073#1 8123073#0 -788234433#2 -828766079 477771141#0
1,25109112#8,1073680283#0,8,ped0_15562,25109112#8 25109112#7 25109112#6 25109112#5 25109112#4 1085301441 1073680283#1 1073680283#0
1,149561196#1,1073334527#2,9,ped0_15567,149561196#1 149561196#0 -1694119#2 -1072940286#1 -36523265#4 -36523265#3 36523265#2 1073334527#3 1073334527#2
