5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -3.0}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -5.0}, {'J01': 2}, {'J01': 5}, 
25.0, {'J01': -8.0}, {'J01': 4}, {'J01': 8}, 
30.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': -10.0}, {'J01': 4}, {'J01': 10}, 
40.0, {'J01': -9.0}, {'J01': 4}, {'J01': 9}, 
45.0, {'J01': -14.0}, {'J01': 4}, {'J01': 14}, 
50.0, {'J01': -17.0}, {'J01': 4}, {'J01': 17}, 
55.0, {'J01': -22.0}, {'J01': 4}, {'J01': 22}, 
60.0, {'J01': -21.0}, {'J01': 5}, {'J01': 21}, 
65.0, {'J01': -21.0}, {'J01': 6}, {'J01': 21}, 
70.0, {'J01': -25.0}, {'J01': 7}, {'J01': 25}, 
75.0, {'J01': -29.0}, {'J01': 8}, {'J01': 29}, 
80.0, {'J01': -26.0}, {'J01': 7}, {'J01': 26}, 
85.0, {'J01': -25.0}, {'J01': 6}, {'J01': 25}, 
90.0, {'J01': -20.0}, {'J01': 5}, {'J01': 20}, 
95.0, {'J01': -21.0}, {'J01': 4}, {'J01': 21}, 
100.0, {'J01': -17.0}, {'J01': 4}, {'J01': 17}, 
105.0, {'J01': -16.0}, {'J01': 3}, {'J01': 16}, 
110.0, {'J01': -23.0}, {'J01': 4}, {'J01': 23}, 
115.0, {'J01': -28.0}, {'J01': 7}, {'J01': 28}, 
120.0, {'J01': -41.0}, {'J01': 8}, {'J01': 41}, 
125.0, {'J01': -40.0}, {'J01': 8}, {'J01': 40}, 
130.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
135.0, {'J01': -33.0}, {'J01': 8}, {'J01': 33}, 
140.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
145.0, {'J01': -36.0}, {'J01': 8}, {'J01': 36}, 
150.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
155.0, {'J01': -38.0}, {'J01': 8}, {'J01': 38}, 
160.0, {'J01': -32.0}, {'J01': 6}, {'J01': 32}, 
165.0, {'J01': -29.0}, {'J01': 6}, {'J01': 29}, 
170.0, {'J01': -30.0}, {'J01': 6}, {'J01': 30}, 
175.0, {'J01': -34.0}, {'J01': 7}, {'J01': 34}, 
180.0, {'J01': -37.0}, {'J01': 8}, {'J01': 37}, 
185.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
190.0, {'J01': -28.0}, {'J01': 7}, {'J01': 28}, 
195.0, {'J01': -30.0}, {'J01': 7}, {'J01': 30}, 
200.0, {'J01': -23.0}, {'J01': 6}, {'J01': 23}, 
205.0, {'J01': -22.0}, {'J01': 5}, {'J01': 22}, 
210.0, {'J01': -24.0}, {'J01': 5}, {'J01': 24}, 
