5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.002232143)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-0.04464286)}, {'J8': 1}, {'J8': 1}, 
25.0, {'J8': np.float32(-0.051339287)}, {'J8': 1}, {'J8': 2}, 
30.0, {'J8': np.float32(-0.10491072)}, {'J8': 2}, {'J8': 3}, 
35.0, {'J8': np.float32(-0.04017857)}, {'J8': 1}, {'J8': 3}, 
40.0, {'J8': np.float32(-0.029017856)}, {'J8': 1}, {'J8': 2}, 
45.0, {'J8': np.float32(-0.09598214)}, {'J8': 1}, {'J8': 3}, 
50.0, {'J8': np.float32(-0.100446425)}, {'J8': 2}, {'J8': 3}, 
55.0, {'J8': np.float32(-0.140625)}, {'J8': 3}, {'J8': 4}, 
60.0, {'J8': np.float32(-0.22321428)}, {'J8': 4}, {'J8': 7}, 
65.0, {'J8': np.float32(-0.3392857)}, {'J8': 5}, {'J8': 9}, 
70.0, {'J8': np.float32(-0.41964287)}, {'J8': 6}, {'J8': 10}, 
75.0, {'J8': np.float32(-0.4642857)}, {'J8': 7}, {'J8': 11}, 
80.0, {'J8': np.float32(-0.4955357)}, {'J8': 8}, {'J8': 12}, 
85.0, {'J8': np.float32(-0.53571427)}, {'J8': 8}, {'J8': 12}, 
90.0, {'J8': np.float32(-0.53571427)}, {'J8': 8}, {'J8': 12}, 
95.0, {'J8': np.float32(-0.53571427)}, {'J8': 8}, {'J8': 12}, 
100.0, {'J8': np.float32(-0.53571427)}, {'J8': 8}, {'J8': 12}, 
105.0, {'J8': np.float32(-0.5535714)}, {'J8': 8}, {'J8': 13}, 
110.0, {'J8': np.float32(-0.58035713)}, {'J8': 8}, {'J8': 13}, 
115.0, {'J8': np.float32(-0.58035713)}, {'J8': 8}, {'J8': 13}, 
120.0, {'J8': np.float32(0.18080357)}, {'J8': 7}, {'J8': 12}, 
125.0, {'J8': np.float32(1.3816965)}, {'J8': 5}, {'J8': 9}, 
130.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
135.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
140.0, {'J8': np.float32(-0.42857143)}, {'J8': 6}, {'J8': 11}, 
145.0, {'J8': np.float32(-0.49107143)}, {'J8': 6}, {'J8': 11}, 
150.0, {'J8': np.float32(-0.49776787)}, {'J8': 7}, {'J8': 12}, 
