5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -1.8, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -6.0, 'top_mgr': 1}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -15.600000000000001, 'top_mgr': 3}, {'J01': 1}, {'J01': 4}, 
25.0, {'J01': -36.2, 'top_mgr': 0}, {'J01': 3}, {'J01': 8}, 
30.0, {'J01': -64.80000000000001, 'top_mgr': 0}, {'J01': 4}, {'J01': 14}, 
35.0, {'J01': -88.60000000000001, 'top_mgr': 2}, {'J01': 4}, {'J01': 16}, 
40.0, {'J01': -106.39999999999999, 'top_mgr': 4}, {'J01': 5}, {'J01': 19}, 
45.0, {'J01': -116.60000000000001, 'top_mgr': 2}, {'J01': 6}, {'J01': 24}, 
50.0, {'J01': -145.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 29}, 
55.0, {'J01': -167.60000000000002, 'top_mgr': 5}, {'J01': 7}, {'J01': 27}, 
60.0, {'J01': -203.40000000000003, 'top_mgr': 2}, {'J01': 7}, {'J01': 30}, 
65.0, {'J01': -248.39999999999998, 'top_mgr': 0}, {'J01': 7}, {'J01': 31}, 
70.0, {'J01': -298.2, 'top_mgr': 0}, {'J01': 7}, {'J01': 35}, 
75.0, {'J01': -348.2, 'top_mgr': 0}, {'J01': 7}, {'J01': 37}, 
80.0, {'J01': -397.2, 'top_mgr': 0}, {'J01': 7}, {'J01': 38}, 
85.0, {'J01': -445.2, 'top_mgr': 0}, {'J01': 7}, {'J01': 38}, 
90.0, {'J01': -494.20000000000005, 'top_mgr': 0}, {'J01': 7}, {'J01': 39}, 
95.0, {'J01': -480.20000000000005, 'top_mgr': 6}, {'J01': 7}, {'J01': 35}, 
100.0, {'J01': -466.8, 'top_mgr': 4}, {'J01': 7}, {'J01': 34}, 
105.0, {'J01': -430.6, 'top_mgr': 3}, {'J01': 7}, {'J01': 34}, 
110.0, {'J01': -400.4000000000001, 'top_mgr': 8}, {'J01': 6}, {'J01': 28}, 
115.0, {'J01': -368.0, 'top_mgr': 5}, {'J01': 6}, {'J01': 26}, 
120.0, {'J01': -415.0000000000001, 'top_mgr': 2}, {'J01': 6}, {'J01': 33}, 
125.0, {'J01': -458.0, 'top_mgr': 1}, {'J01': 7}, {'J01': 36}, 
130.0, {'J01': -443.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 33}, 
135.0, {'J01': -481.60000000000014, 'top_mgr': 1}, {'J01': 7}, {'J01': 35}, 
140.0, {'J01': -524.6000000000001, 'top_mgr': 0}, {'J01': 7}, {'J01': 38}, 
145.0, {'J01': -572.2000000000002, 'top_mgr': 1}, {'J01': 7}, {'J01': 44}, 
150.0, {'J01': -620.2000000000002, 'top_mgr': 0}, {'J01': 8}, {'J01': 48}, 
155.0, {'J01': -663.2000000000002, 'top_mgr': 1}, {'J01': 8}, {'J01': 47}, 
