5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -6.182}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -1.0}, {'J01': 1}, {'J01': 1}, 
20.0, {'J01': -8.091000000000001}, {'J01': 3}, {'J01': 5}, 
25.0, {'J01': -4.0}, {'J01': 2}, {'J01': 4}, 
30.0, {'J01': -10.182}, {'J01': 2}, {'J01': 4}, 
35.0, {'J01': -12.449}, {'J01': 3}, {'J01': 5}, 
40.0, {'J01': -16.448999999999998}, {'J01': 4}, {'J01': 9}, 
45.0, {'J01': -27.813}, {'J01': 4}, {'J01': 8}, 
50.0, {'J01': -16.448999999999998}, {'J01': 3}, {'J01': 9}, 
55.0, {'J01': -16.625}, {'J01': 2}, {'J01': 11}, 
60.0, {'J01': -20.801000000000002}, {'J01': 4}, {'J01': 17}, 
65.0, {'J01': -26.892000000000003}, {'J01': 4}, {'J01': 20}, 
70.0, {'J01': -29.159}, {'J01': 4}, {'J01': 21}, 
75.0, {'J01': -37.813}, {'J01': 4}, {'J01': 18}, 
80.0, {'J01': -35.897999999999996}, {'J01': 4}, {'J01': 21}, 
85.0, {'J01': -32.892}, {'J01': 7}, {'J01': 26}, 
90.0, {'J01': -43.340999999999994}, {'J01': 8}, {'J01': 29}, 
95.0, {'J01': -57.96600000000001}, {'J01': 8}, {'J01': 38}, 
100.0, {'J01': -82.137}, {'J01': 8}, {'J01': 38}, 
105.0, {'J01': -89.586}, {'J01': 8}, {'J01': 38}, 
110.0, {'J01': -54.40899999999999}, {'J01': 8}, {'J01': 35}, 
115.0, {'J01': -54.676}, {'J01': 8}, {'J01': 34}, 
120.0, {'J01': -78.58000000000001}, {'J01': 8}, {'J01': 35}, 
125.0, {'J01': -88.29599999999999}, {'J01': 8}, {'J01': 36}, 
130.0, {'J01': -66.131}, {'J01': 7}, {'J01': 30}, 
135.0, {'J01': -59.034000000000006}, {'J01': 7}, {'J01': 34}, 
140.0, {'J01': -76.756}, {'J01': 7}, {'J01': 35}, 
145.0, {'J01': -98.47800000000001}, {'J01': 8}, {'J01': 40}, 
150.0, {'J01': -83.557}, {'J01': 7}, {'J01': 38}, 
155.0, {'J01': -68.22200000000001}, {'J01': 6}, {'J01': 29}, 
160.0, {'J01': -68.05199999999999}, {'J01': 4}, {'J01': 19}, 
165.0, {'J01': -35.699}, {'J01': 3}, {'J01': 17}, 
170.0, {'J01': -58.154}, {'J01': 3}, {'J01': 24}, 
175.0, {'J01': -82.96700000000001}, {'J01': 6}, {'J01': 29}, 
180.0, {'J01': -50.699}, {'J01': 8}, {'J01': 32}, 
185.0, {'J01': -58.148}, {'J01': 8}, {'J01': 32}, 
190.0, {'J01': -46.608000000000004}, {'J01': 8}, {'J01': 31}, 
195.0, {'J01': -54.790000000000006}, {'J01': 8}, {'J01': 33}, 
200.0, {'J01': -45.693000000000005}, {'J01': 8}, {'J01': 35}, 
205.0, {'J01': -67.68199999999999}, {'J01': 8}, {'J01': 39}, 
210.0, {'J01': -76.955}, {'J01': 8}, {'J01': 39}, 
215.0, {'J01': -59.5}, {'J01': 8}, {'J01': 37}, 
220.0, {'J01': -49.227}, {'J01': 8}, {'J01': 36}, 
225.0, {'J01': -54.852000000000004}, {'J01': 8}, {'J01': 36}, 
230.0, {'J01': -57.119}, {'J01': 8}, {'J01': 37}, 
235.0, {'J01': -65.477}, {'J01': 8}, {'J01': 41}, 
240.0, {'J01': -57.471000000000004}, {'J01': 8}, {'J01': 41}, 
245.0, {'J01': -61.92}, {'J01': 8}, {'J01': 38}, 
250.0, {'J01': -67.187}, {'J01': 9}, {'J01': 42}, 
255.0, {'J01': -76.369}, {'J01': 9}, {'J01': 45}, 
260.0, {'J01': -81.72699999999999}, {'J01': 10}, {'J01': 46}, 
