5.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.009250694)}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': np.float32(-0.05920444)}, {'J01': 2}, {'J01': 6}, 
25.0, {'J01': np.float32(-0.11748381)}, {'J01': 3}, {'J01': 7}, 
30.0, {'J01': np.float32(-0.15448658)}, {'J01': 4}, {'J01': 10}, 
35.0, {'J01': np.float32(-0.20814061)}, {'J01': 5}, {'J01': 15}, 
40.0, {'J01': np.float32(-0.29324698)}, {'J01': 6}, {'J01': 20}, 
45.0, {'J01': np.float32(-0.66572666)}, {'J01': 7}, {'J01': 24}, 
50.0, {'J01': np.float32(-1.6633841)}, {'J01': 7}, {'J01': 25}, 
55.0, {'J01': np.float32(2.1305819)}, {'J01': 7}, {'J01': 20}, 
60.0, {'J01': np.float32(-0.325963)}, {'J01': 7}, {'J01': 23}, 
65.0, {'J01': np.float32(-0.4373211)}, {'J01': 7}, {'J01': 29}, 
70.0, {'J01': np.float32(-0.7914285)}, {'J01': 8}, {'J01': 29}, 
75.0, {'J01': np.float32(-0.070172615)}, {'J01': 8}, {'J01': 30}, 
80.0, {'J01': np.float32(-0.5692729)}, {'J01': 8}, {'J01': 29}, 
85.0, {'J01': np.float32(-1.8232248)}, {'J01': 8}, {'J01': 30}, 
90.0, {'J01': np.float32(-0.1310407)}, {'J01': 8}, {'J01': 31}, 
95.0, {'J01': np.float32(-1.2916192)}, {'J01': 7}, {'J01': 23}, 
100.0, {'J01': np.float32(-3.0)}, {'J01': 6}, {'J01': 22}, 
105.0, {'J01': np.float32(3.0)}, {'J01': 6}, {'J01': 25}, 
110.0, {'J01': np.float32(-0.593847)}, {'J01': 6}, {'J01': 22}, 
115.0, {'J01': np.float32(-0.5517015)}, {'J01': 8}, {'J01': 27}, 
120.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 31}, 
125.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 39}, 
130.0, {'J01': np.float32(-2.0642676)}, {'J01': 7}, {'J01': 30}, 
135.0, {'J01': np.float32(3.0)}, {'J01': 6}, {'J01': 24}, 
140.0, {'J01': np.float32(-2.046792)}, {'J01': 6}, {'J01': 31}, 
145.0, {'J01': np.float32(2.47813)}, {'J01': 7}, {'J01': 39}, 
150.0, {'J01': np.float32(-0.9380075)}, {'J01': 8}, {'J01': 42}, 
155.0, {'J01': np.float32(-0.17352729)}, {'J01': 8}, {'J01': 40}, 
160.0, {'J01': np.float32(-0.946436)}, {'J01': 8}, {'J01': 40}, 
165.0, {'J01': np.float32(-2.7073205)}, {'J01': 8}, {'J01': 40}, 
170.0, {'J01': np.float32(-1.8208764)}, {'J01': 8}, {'J01': 36}, 
175.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 36}, 
180.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 37}, 
185.0, {'J01': np.float32(-1.6175017)}, {'J01': 9}, {'J01': 40}, 
190.0, {'J01': np.float32(3.0)}, {'J01': 9}, {'J01': 40}, 
195.0, {'J01': np.float32(-0.45681277)}, {'J01': 9}, {'J01': 39}, 
200.0, {'J01': np.float32(-0.17386189)}, {'J01': 10}, {'J01': 35}, 
205.0, {'J01': np.float32(1.0008266)}, {'J01': 10}, {'J01': 32}, 
210.0, {'J01': np.float32(-1.0230167)}, {'J01': 10}, {'J01': 36}, 
215.0, {'J01': np.float32(-2.5419908)}, {'J01': 11}, {'J01': 38}, 
220.0, {'J01': np.float32(-3.0)}, {'J01': 12}, {'J01': 39}, 
225.0, {'J01': np.float32(-3.0)}, {'J01': 12}, {'J01': 41}, 
230.0, {'J01': np.float32(-3.0)}, {'J01': 12}, {'J01': 43}, 
235.0, {'J01': np.float32(3.0)}, {'J01': 12}, {'J01': 42}, 
240.0, {'J01': np.float32(-1.0458206)}, {'J01': 12}, {'J01': 39}, 
245.0, {'J01': np.float32(0.6029892)}, {'J01': 12}, {'J01': 43}, 
250.0, {'J01': np.float32(-0.610909)}, {'J01': 13}, {'J01': 42}, 
255.0, {'J01': np.float32(-1.3519424)}, {'J01': 14}, {'J01': 44}, 
260.0, {'J01': np.float32(1.091684)}, {'J01': 12}, {'J01': 43}, 
265.0, {'J01': np.float32(-1.4400948)}, {'J01': 12}, {'J01': 44}, 
270.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 48}, 
275.0, {'J01': np.float32(-3.0)}, {'J01': 15}, {'J01': 50}, 
280.0, {'J01': np.float32(-0.24360268)}, {'J01': 15}, {'J01': 50}, 
285.0, {'J01': np.float32(3.0)}, {'J01': 13}, {'J01': 43}, 
290.0, {'J01': np.float32(-1.1711581)}, {'J01': 13}, {'J01': 39}, 
295.0, {'J01': np.float32(0.9855815)}, {'J01': 9}, {'J01': 30}, 
300.0, {'J01': np.float32(3.0)}, {'J01': 9}, {'J01': 28}, 
305.0, {'J01': np.float32(0.19763274)}, {'J01': 9}, {'J01': 30}, 
310.0, {'J01': np.float32(-0.24005578)}, {'J01': 12}, {'J01': 41}, 
315.0, {'J01': np.float32(-1.2542971)}, {'J01': 13}, {'J01': 46}, 
320.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 49}, 
325.0, {'J01': np.float32(-3.0)}, {'J01': 15}, {'J01': 50}, 
330.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 46}, 
335.0, {'J01': np.float32(3.0)}, {'J01': 12}, {'J01': 34}, 
340.0, {'J01': np.float32(-0.35792598)}, {'J01': 12}, {'J01': 35}, 
345.0, {'J01': np.float32(-2.5161684)}, {'J01': 12}, {'J01': 39}, 
350.0, {'J01': np.float32(-2.2330163)}, {'J01': 14}, {'J01': 38}, 
355.0, {'J01': np.float32(3.0)}, {'J01': 14}, {'J01': 36}, 
360.0, {'J01': np.float32(-1.9399605)}, {'J01': 15}, {'J01': 38}, 
365.0, {'J01': np.float32(0.48816264)}, {'J01': 16}, {'J01': 46}, 
370.0, {'J01': np.float32(0.8047255)}, {'J01': 16}, {'J01': 48}, 
375.0, {'J01': np.float32(-0.5926716)}, {'J01': 16}, {'J01': 45}, 
380.0, {'J01': np.float32(-0.6093108)}, {'J01': 16}, {'J01': 44}, 
385.0, {'J01': np.float32(-1.7345351)}, {'J01': 17}, {'J01': 45}, 
390.0, {'J01': np.float32(-0.023906106)}, {'J01': 17}, {'J01': 47}, 
395.0, {'J01': np.float32(-3.0)}, {'J01': 18}, {'J01': 48}, 
400.0, {'J01': np.float32(-0.78902686)}, {'J01': 18}, {'J01': 48}, 
405.0, {'J01': np.float32(-0.5101686)}, {'J01': 18}, {'J01': 42}, 
410.0, {'J01': np.float32(-1.3246725)}, {'J01': 15}, {'J01': 34}, 
415.0, {'J01': np.float32(3.0)}, {'J01': 12}, {'J01': 32}, 
420.0, {'J01': np.float32(-1.2489227)}, {'J01': 12}, {'J01': 35}, 
425.0, {'J01': np.float32(-0.42405015)}, {'J01': 14}, {'J01': 43}, 
430.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 48}, 
435.0, {'J01': np.float32(3.0)}, {'J01': 14}, {'J01': 48}, 
440.0, {'J01': np.float32(0.18312377)}, {'J01': 15}, {'J01': 50}, 
445.0, {'J01': np.float32(-3.0)}, {'J01': 15}, {'J01': 52}, 
450.0, {'J01': np.float32(2.9767547)}, {'J01': 16}, {'J01': 50}, 
455.0, {'J01': np.float32(-3.0)}, {'J01': 18}, {'J01': 50}, 
460.0, {'J01': np.float32(-3.0)}, {'J01': 19}, {'J01': 51}, 
465.0, {'J01': np.float32(3.0)}, {'J01': 20}, {'J01': 54}, 
470.0, {'J01': np.float32(-0.34667078)}, {'J01': 18}, {'J01': 46}, 
475.0, {'J01': np.float32(-0.06547197)}, {'J01': 18}, {'J01': 49}, 
480.0, {'J01': np.float32(-2.4225078)}, {'J01': 18}, {'J01': 52}, 
485.0, {'J01': np.float32(2.5547597)}, {'J01': 18}, {'J01': 57}, 
490.0, {'J01': np.float32(-1.9818655)}, {'J01': 19}, {'J01': 55}, 
