5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.002232143)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-0.058035713)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-0.09375)}, {'J8': 1}, {'J8': 3}, 
30.0, {'J8': np.float32(-0.15625)}, {'J8': 3}, {'J8': 5}, 
35.0, {'J8': np.float32(-0.23660715)}, {'J8': 3}, {'J8': 7}, 
40.0, {'J8': np.float32(-0.390625)}, {'J8': 5}, {'J8': 10}, 
45.0, {'J8': np.float32(-0.44642857)}, {'J8': 5}, {'J8': 10}, 
50.0, {'J8': np.float32(-0.3125)}, {'J8': 5}, {'J8': 10}, 
55.0, {'J8': np.float32(-0.46875)}, {'J8': 6}, {'J8': 11}, 
60.0, {'J8': np.float32(-0.6808036)}, {'J8': 8}, {'J8': 15}, 
65.0, {'J8': np.float32(-0.6875)}, {'J8': 8}, {'J8': 16}, 
70.0, {'J8': np.float32(-0.008928572)}, {'J8': 6}, {'J8': 14}, 
75.0, {'J8': np.float32(0.102678575)}, {'J8': 4}, {'J8': 12}, 
80.0, {'J8': np.float32(0.36160713)}, {'J8': 4}, {'J8': 9}, 
85.0, {'J8': np.float32(-0.4017857)}, {'J8': 4}, {'J8': 9}, 
90.0, {'J8': np.float32(-0.12723215)}, {'J8': 4}, {'J8': 8}, 
95.0, {'J8': np.float32(-0.35714287)}, {'J8': 4}, {'J8': 8}, 
100.0, {'J8': np.float32(-0.35714287)}, {'J8': 4}, {'J8': 8}, 
105.0, {'J8': np.float32(-0.375)}, {'J8': 5}, {'J8': 9}, 
110.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
115.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
120.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
125.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
130.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
135.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
140.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
145.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
150.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
