5.0, {'J01': np.float32(3.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.020721281)}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': np.float32(0.0006339447)}, {'J01': 4}, {'J01': 5}, 
25.0, {'J01': np.float32(-0.031058632)}, {'J01': 4}, {'J01': 5}, 
30.0, {'J01': np.float32(-0.04079138)}, {'J01': 4}, {'J01': 5}, 
35.0, {'J01': np.float32(-0.04747342)}, {'J01': 4}, {'J01': 8}, 
40.0, {'J01': np.float32(-0.05569549)}, {'J01': 4}, {'J01': 7}, 
45.0, {'J01': np.float32(-0.06883039)}, {'J01': 4}, {'J01': 8}, 
50.0, {'J01': np.float32(-0.09802352)}, {'J01': 4}, {'J01': 17}, 
55.0, {'J01': np.float32(-0.09416658)}, {'J01': 4}, {'J01': 12}, 
60.0, {'J01': np.float32(-0.08741054)}, {'J01': 4}, {'J01': 14}, 
65.0, {'J01': np.float32(0.2596945)}, {'J01': 3}, {'J01': 15}, 
70.0, {'J01': np.float32(0.10060204)}, {'J01': 4}, {'J01': 15}, 
75.0, {'J01': np.float32(-0.10680175)}, {'J01': 4}, {'J01': 20}, 
80.0, {'J01': np.float32(-0.13109578)}, {'J01': 6}, {'J01': 23}, 
85.0, {'J01': np.float32(-0.15500739)}, {'J01': 7}, {'J01': 28}, 
90.0, {'J01': np.float32(0.03566521)}, {'J01': 6}, {'J01': 27}, 
95.0, {'J01': np.float32(0.06083214)}, {'J01': 4}, {'J01': 19}, 
100.0, {'J01': np.float32(-0.022353565)}, {'J01': 4}, {'J01': 17}, 
105.0, {'J01': np.float32(-0.100159414)}, {'J01': 4}, {'J01': 18}, 
110.0, {'J01': np.float32(-0.1326255)}, {'J01': 4}, {'J01': 19}, 
115.0, {'J01': np.float32(0.09963575)}, {'J01': 6}, {'J01': 26}, 
120.0, {'J01': np.float32(-0.17760979)}, {'J01': 7}, {'J01': 33}, 
125.0, {'J01': np.float32(-0.264936)}, {'J01': 8}, {'J01': 39}, 
130.0, {'J01': np.float32(-0.051111907)}, {'J01': 8}, {'J01': 42}, 
135.0, {'J01': np.float32(-0.10895083)}, {'J01': 8}, {'J01': 42}, 
140.0, {'J01': np.float32(-0.16492882)}, {'J01': 8}, {'J01': 39}, 
145.0, {'J01': np.float32(-0.12356935)}, {'J01': 7}, {'J01': 39}, 
150.0, {'J01': np.float32(0.1833649)}, {'J01': 6}, {'J01': 33}, 
155.0, {'J01': np.float32(0.25028414)}, {'J01': 6}, {'J01': 35}, 
160.0, {'J01': np.float32(-0.026865793)}, {'J01': 7}, {'J01': 37}, 
165.0, {'J01': np.float32(-0.0875991)}, {'J01': 8}, {'J01': 40}, 
170.0, {'J01': np.float32(-0.25801829)}, {'J01': 8}, {'J01': 45}, 
175.0, {'J01': np.float32(-0.30683252)}, {'J01': 8}, {'J01': 48}, 
180.0, {'J01': np.float32(-0.037003815)}, {'J01': 8}, {'J01': 42}, 
185.0, {'J01': np.float32(-0.23945363)}, {'J01': 8}, {'J01': 43}, 
