episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,55782038.0,124566031.5,281529.5,65995.0,46103.0,-0.25242,0.38235,-0.7316,3.0,0.6896,0.0016,nan,0.75369,nan,720,27.1
2,58455673.0,167026839.0,42208.5,76214.0,56260.0,-0.27952,0.27881,-0.66668,3.0,0.7406,0.0002,0.9644,-0.32704,0.028287,720,29.8
3,51267567.0,156179773.0,436053.5,74793.0,56160.0,-0.2671,0.414,-0.67226,3.0,0.7513,0.0021,0.9407,-1.29769,0.076194,720,27.0
4,65740309.5,164382449.0,764218.0,78216.0,57806.0,-0.30846,0.53129,-0.81997,3.0,0.712,0.0033,0.9169,-1.39271,0.095957,720,31.9
5,66191012.0,197069744.5,371067.5,85952.0,65463.0,-0.32946,0.39897,-0.77827,3.0,0.7475,0.0014,0.8932,-0.39284,0.375648,720,33.0
6,33698607.0,100484158.0,39549.5,65250.0,45532.0,-0.20794,0.3482,-0.6871,3.0,0.7486,0.0003,0.8694,-0.70259,0.357162,720,26.7
7,61714039.5,190303498.5,775768.5,84719.0,65004.0,-0.36154,0.6756,-0.96738,3.0,0.7528,0.0031,0.8457,-1.68297,0.25368,720,35.3
8,65233584.5,199641952.5,363774.0,87154.0,66729.0,-0.32829,0.40291,-0.75184,3.0,0.7527,0.0014,0.8219,-2.54293,0.203789,720,34.4
9,69797014.0,188142593.5,673345.5,86427.0,64103.0,-0.34083,0.50026,-0.87756,3.0,0.7275,0.0026,0.7982,-3.07295,0.201521,720,35.1
10,53961405.5,152160250.0,26290.0,70637.0,52205.0,-0.25948,0.22568,-0.62812,3.0,0.7381,0.0001,0.7744,-3.31599,0.240938,720,29.3
11,57468795.0,163822484.5,242585.0,72695.0,53927.0,-0.2705,0.32284,-0.61803,3.0,0.7395,0.0011,0.7507,-3.51214,0.243639,720,30.7
12,57143028.5,165691069.5,28090.0,73852.0,55238.0,-0.27263,0.20936,-0.60023,3.0,0.7435,0.0001,0.7269,-3.47063,0.217991,720,29.6
13,12383879.5,35299732.5,183968.5,56454.0,37695.0,-0.12691,0.47043,-0.6381,3.0,0.7374,0.0038,0.7032,-3.25605,0.229708,720,24.4
14,66728371.5,162455024.5,441233.0,84317.0,60414.0,-0.32885,0.40999,-0.72957,3.0,0.7075,0.0019,0.6794,-3.40804,0.272309,720,32.2
15,64036573.0,194889204.0,421779.5,86184.0,66324.0,-0.32162,0.38102,-0.74304,3.0,0.7515,0.0016,0.6557,-3.60298,0.275823,720,34.8
16,64003748.0,193716595.0,436746.0,84483.0,64672.0,-0.31904,0.43529,-0.70835,3.0,0.7504,0.0017,0.6319,-4.06353,0.203803,720,33.3
17,62921949.5,193192804.0,403509.5,85205.0,65370.0,-0.31902,0.42968,-0.74902,3.0,0.7531,0.0016,0.6082,-4.13451,0.300306,720,34.1
18,65308762.5,198648723.0,404206.5,87073.0,66700.0,-0.32637,0.41474,-0.68016,3.0,0.7514,0.0015,0.5844,-4.03708,0.1833,720,34.2
19,66796724.0,200321456.5,730337.5,86506.0,66243.0,-0.33304,0.49181,-0.85224,3.0,0.7479,0.0027,0.5607,-3.90765,0.164066,720,34.9
20,60526795.0,166092122.0,376259.0,81912.0,60309.0,-0.30789,0.44958,-0.75758,3.0,0.7317,0.0017,0.5369,-4.27198,0.119491,720,32.2
21,56904236.0,165748544.5,229078.0,73595.0,54556.0,-0.27509,0.28357,-0.60689,3.0,0.7437,0.001,0.5132,-4.75312,0.116285,720,31.2
22,68905848.0,201026679.0,969307.5,86375.0,65809.0,-0.33153,0.53881,-0.82311,3.0,0.7421,0.0036,0.4894,-4.73491,0.100415,720,34.6
23,41336524.5,122749130.0,27355.0,67441.0,48614.0,-0.23203,0.25831,-0.56662,3.0,0.748,0.0002,0.4657,-4.58833,0.099009,720,28.1
24,51333173.5,119181502.5,505316.0,68614.0,47553.0,-0.26747,0.50527,-0.78343,3.0,0.6969,0.003,0.4419,-4.49504,0.10064,720,29.6
25,60152541.0,128706776.0,160098.5,67526.0,47154.0,-0.25515,0.2737,-0.54881,3.0,0.6809,0.0008,0.4182,-4.41431,0.100216,720,28.0
26,59531603.5,184907871.5,362463.0,86277.0,65852.0,-0.31477,0.46854,-0.77208,3.0,0.7553,0.0015,0.3944,-4.51073,0.10144,720,35.9
27,66837840.0,202679609.5,397054.5,88043.0,67570.0,-0.3374,0.48031,-0.80378,3.0,0.7509,0.0015,0.3707,-4.81608,0.087909,720,36.1
28,53922087.0,150996395.5,38948.5,72553.0,52888.0,-0.26329,0.29037,-0.6824,3.0,0.7367,0.0002,0.3469,-5.06217,0.088749,720,29.6
29,73701950.0,204022589.0,711511.0,91164.0,68550.0,-0.36748,0.54885,-0.89746,3.0,0.7327,0.0026,0.3232,-4.80204,0.08781,720,37.0
30,59209277.0,167566599.0,26403.0,73770.0,54771.0,-0.27477,0.21904,-0.72665,3.0,0.7388,0.0001,0.2994,-4.73119,0.093248,720,30.7
31,72222377.5,212076986.5,759373.0,89507.0,68061.0,-0.35222,0.54576,-0.81132,3.0,0.744,0.0027,0.2757,-4.80354,0.084921,720,35.8
32,72282937.0,211725130.0,982113.0,88044.0,67394.0,-0.37839,0.61517,-1.0781,3.0,0.7429,0.0034,0.2519,-4.86831,0.08574,720,36.1
33,27022302.0,68200196.0,28012.5,60845.0,41075.0,-0.17897,0.31862,-0.52435,3.0,0.716,0.0003,0.2282,-4.89959,0.095276,720,25.9
34,42361744.0,101308721.0,218169.5,62709.0,43584.0,-0.21527,0.35342,-0.62329,3.0,0.7041,0.0015,0.2044,-4.61451,0.087581,720,26.2
35,62517276.5,192526564.5,410912.0,85791.0,66122.0,-0.32645,0.45326,-0.71968,3.0,0.7537,0.0016,0.1807,-4.51348,0.090233,720,34.4
36,57560479.0,179694225.5,474006.0,83513.0,63887.0,-0.32135,0.49844,-1.00234,3.0,0.7559,0.002,0.1569,-4.71214,0.091821,720,32.5
37,59708352.0,163199090.0,50675.5,74759.0,54547.0,-0.27886,0.30369,-0.71896,3.0,0.732,0.0002,0.1332,-4.8832,0.099614,720,31.4
38,62198852.5,159404107.5,437675.5,77185.0,56018.0,-0.3069,0.48729,-0.88328,3.0,0.7179,0.002,0.1094,-5.08647,0.099449,720,31.8
39,57755359.0,166469271.0,38777.0,74613.0,54820.0,-0.27474,0.25109,-0.6244,3.0,0.7423,0.0002,0.0857,-5.00463,0.09796,720,30.2
40,41514502.0,123683693.0,1172750.0,75856.0,55868.0,-0.33257,0.75063,-0.99988,3.0,0.7434,0.007,0.0619,-5.01411,0.102866,720,44.9
41,58633034.5,159695830.0,67683.0,74441.0,54164.0,-0.27702,0.34014,-0.86717,3.0,0.7312,0.0003,0.05,-5.28246,0.108797,720,62.0
42,63295576.0,191331546.5,394175.0,85860.0,65485.0,-0.32342,0.45441,-0.70661,3.0,0.7503,0.0015,0.05,-5.28531,0.112592,720,64.6
43,38863534.0,97825472.5,235112.5,64001.0,42109.0,-0.21097,0.44937,-0.88334,3.0,0.7145,0.0017,0.05,-5.20782,0.121924,720,60.5
44,74812582.5,201616542.5,699578.5,88107.0,65711.0,-0.36059,0.54019,-1.01389,3.0,0.7275,0.0025,0.05,-5.191,0.134465,720,67.4
45,61308040.5,160371796.0,235870.0,73064.0,52989.0,-0.27514,0.36849,-0.64523,3.0,0.7227,0.0011,0.05,-5.06064,0.129579,720,59.1
46,51974906.0,141676319.0,601357.5,81045.0,58262.0,-0.31445,0.62153,-0.90858,3.0,0.7293,0.0031,0.05,-4.84476,0.128841,720,65.8
47,60758825.5,163479869.0,91903.5,74242.0,53977.0,-0.28975,0.33397,-0.87468,3.0,0.7287,0.0004,0.05,-5.13271,0.132683,720,59.3
48,59425803.0,167848793.5,347019.5,76016.0,56019.0,-0.28314,0.41354,-0.80856,3.0,0.7374,0.0015,0.05,-5.44645,0.152013,720,64.6
49,43424826.5,119152618.5,77759.0,69169.0,47500.0,-0.23567,0.31821,-0.66023,3.0,0.7325,0.0005,0.05,-5.79944,0.147469,720,58.8
50,57562415.5,128100903.0,318289.5,67096.0,47198.0,-0.2522,0.46124,-0.77137,3.0,0.6888,0.0017,0.05,-5.59576,0.138407,720,59.0
51,59924053.5,168496931.0,1612588.0,83836.0,62084.0,-0.39668,0.85518,-1.09163,3.0,0.7325,0.007,0.05,-5.16623,0.146282,720,76.0
52,40425266.0,94611692.5,270997.5,65763.0,45593.0,-0.23341,0.41019,-0.86507,3.0,0.6992,0.002,0.05,-5.29026,0.147438,720,28.0
53,54869215.0,145972375.5,383333.5,82095.0,58655.0,-0.31128,0.48862,-0.87523,3.0,0.7254,0.0019,0.05,-5.72049,0.155406,720,32.3
54,74728297.0,216221696.5,1111141.0,91217.0,69352.0,-0.3962,0.66391,-1.17135,3.0,0.7403,0.0038,0.05,-5.9325,0.151925,720,35.1
55,79112986.5,200653199.0,1355448.5,90248.0,66223.0,-0.42618,0.783,-1.09742,3.0,0.7138,0.0048,0.05,-6.13029,0.150306,720,36.0
56,66743744.0,195417827.0,457385.0,86245.0,65451.0,-0.33889,0.49855,-1.00407,3.0,0.7441,0.0017,0.05,-5.851,0.151013,720,35.4
57,63091260.5,189093538.0,411409.0,85132.0,64670.0,-0.32376,0.477,-0.84834,3.0,0.7486,0.0016,0.05,-5.73686,0.135941,720,34.2
