5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -6.182}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -2.0}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': -6.091}, {'J01': 2}, {'J01': 3}, 
25.0, {'J01': -1.0}, {'J01': 1}, {'J01': 1}, 
30.0, {'J01': -3.0}, {'J01': 1}, {'J01': 3}, 
35.0, {'J01': -6.2669999999999995}, {'J01': 1}, {'J01': 5}, 
40.0, {'J01': -17.54}, {'J01': 2}, {'J01': 7}, 
45.0, {'J01': -21.54}, {'J01': 3}, {'J01': 11}, 
50.0, {'J01': -27.716}, {'J01': 3}, {'J01': 19}, 
55.0, {'J01': -38.340999999999994}, {'J01': 4}, {'J01': 24}, 
60.0, {'J01': -32.807}, {'J01': 4}, {'J01': 21}, 
65.0, {'J01': -32.074}, {'J01': 4}, {'J01': 19}, 
70.0, {'J01': -41.432}, {'J01': 4}, {'J01': 24}, 
75.0, {'J01': -44.432}, {'J01': 6}, {'J01': 27}, 
80.0, {'J01': -60.063}, {'J01': 7}, {'J01': 29}, 
85.0, {'J01': -49.790000000000006}, {'J01': 7}, {'J01': 28}, 
90.0, {'J01': -50.705}, {'J01': 6}, {'J01': 24}, 
95.0, {'J01': -47.147999999999996}, {'J01': 5}, {'J01': 21}, 
100.0, {'J01': -51.239000000000004}, {'J01': 4}, {'J01': 22}, 
105.0, {'J01': -52.796}, {'J01': 4}, {'J01': 23}, 
110.0, {'J01': -68.512}, {'J01': 7}, {'J01': 30}, 
115.0, {'J01': -78.04599999999999}, {'J01': 8}, {'J01': 37}, 
120.0, {'J01': -84.495}, {'J01': 7}, {'J01': 36}, 
125.0, {'J01': -85.325}, {'J01': 5}, {'J01': 27}, 
130.0, {'J01': -79.325}, {'J01': 4}, {'J01': 21}, 
135.0, {'J01': -80.507}, {'J01': 4}, {'J01': 16}, 
140.0, {'J01': -89.041}, {'J01': 6}, {'J01': 22}, 
145.0, {'J01': -62.307}, {'J01': 6}, {'J01': 28}, 
150.0, {'J01': -73.932}, {'J01': 7}, {'J01': 34}, 
155.0, {'J01': -83.938}, {'J01': 8}, {'J01': 36}, 
160.0, {'J01': -90.12}, {'J01': 8}, {'J01': 36}, 
165.0, {'J01': -107.10900000000001}, {'J01': 8}, {'J01': 35}, 
170.0, {'J01': -97.308}, {'J01': 6}, {'J01': 29}, 
175.0, {'J01': -96.308}, {'J01': 5}, {'J01': 28}, 
180.0, {'J01': -101.84200000000001}, {'J01': 6}, {'J01': 31}, 
185.0, {'J01': -102.84200000000001}, {'J01': 6}, {'J01': 32}, 
190.0, {'J01': -108.84200000000001}, {'J01': 8}, {'J01': 38}, 
195.0, {'J01': -111.10900000000001}, {'J01': 8}, {'J01': 39}, 
200.0, {'J01': -111.10900000000001}, {'J01': 8}, {'J01': 39}, 
205.0, {'J01': -113.376}, {'J01': 8}, {'J01': 40}, 
210.0, {'J01': -101.575}, {'J01': 7}, {'J01': 32}, 
215.0, {'J01': -95.308}, {'J01': 7}, {'J01': 27}, 
220.0, {'J01': -91.575}, {'J01': 7}, {'J01': 22}, 
225.0, {'J01': -89.575}, {'J01': 7}, {'J01': 20}, 
230.0, {'J01': -90.308}, {'J01': 7}, {'J01': 22}, 
235.0, {'J01': -87.308}, {'J01': 7}, {'J01': 19}, 
240.0, {'J01': -29.96}, {'J01': 5}, {'J01': 18}, 
245.0, {'J01': -48.590999999999994}, {'J01': 5}, {'J01': 23}, 
250.0, {'J01': -82.762}, {'J01': 6}, {'J01': 33}, 
255.0, {'J01': -93.944}, {'J01': 8}, {'J01': 38}, 
260.0, {'J01': -90.67699999999999}, {'J01': 7}, {'J01': 36}, 
265.0, {'J01': -83.31899999999999}, {'J01': 6}, {'J01': 33}, 
270.0, {'J01': -88.944}, {'J01': 6}, {'J01': 33}, 
275.0, {'J01': -101.48400000000001}, {'J01': 7}, {'J01': 35}, 
280.0, {'J01': -52.057}, {'J01': 7}, {'J01': 29}, 
285.0, {'J01': -38.983000000000004}, {'J01': 8}, {'J01': 29}, 
290.0, {'J01': -56.529}, {'J01': 8}, {'J01': 28}, 
