5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -6.182}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -3.0}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -4.0}, {'J01': 2}, {'J01': 4}, 
25.0, {'J01': -7.0}, {'J01': 3}, {'J01': 7}, 
30.0, {'J01': -12.182}, {'J01': 2}, {'J01': 6}, 
35.0, {'J01': -14.182}, {'J01': 2}, {'J01': 8}, 
40.0, {'J01': -18.182000000000002}, {'J01': 4}, {'J01': 12}, 
45.0, {'J01': -41.256}, {'J01': 6}, {'J01': 22}, 
50.0, {'J01': -33.892}, {'J01': 8}, {'J01': 27}, 
55.0, {'J01': -44.340999999999994}, {'J01': 8}, {'J01': 30}, 
60.0, {'J01': -46.340999999999994}, {'J01': 8}, {'J01': 32}, 
65.0, {'J01': -33.625}, {'J01': 8}, {'J01': 28}, 
70.0, {'J01': -29.801000000000002}, {'J01': 8}, {'J01': 26}, 
75.0, {'J01': -44.165000000000006}, {'J01': 8}, {'J01': 28}, 
80.0, {'J01': -44.165000000000006}, {'J01': 8}, {'J01': 28}, 
85.0, {'J01': -37.983000000000004}, {'J01': 8}, {'J01': 28}, 
90.0, {'J01': -48.432}, {'J01': 8}, {'J01': 31}, 
95.0, {'J01': -55.262}, {'J01': 7}, {'J01': 28}, 
100.0, {'J01': -54.268}, {'J01': 5}, {'J01': 19}, 
105.0, {'J01': -42.086}, {'J01': 5}, {'J01': 13}, 
110.0, {'J01': -27.455000000000002}, {'J01': 4}, {'J01': 12}, 
115.0, {'J01': -32.631}, {'J01': 4}, {'J01': 19}, 
120.0, {'J01': -48.432}, {'J01': 7}, {'J01': 31}, 
125.0, {'J01': -60.972}, {'J01': 8}, {'J01': 33}, 
130.0, {'J01': -65.97800000000001}, {'J01': 8}, {'J01': 30}, 
135.0, {'J01': -65.512}, {'J01': 6}, {'J01': 27}, 
140.0, {'J01': -38.340999999999994}, {'J01': 5}, {'J01': 24}, 
145.0, {'J01': -69.779}, {'J01': 5}, {'J01': 30}, 
150.0, {'J01': -94.035}, {'J01': 6}, {'J01': 35}, 
